SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite	Nitrite_1	Nitrite_2	Nitrite_3	Nitrite_4	Phosphate	Phosphate_1	Phosphate_2	Phosphate_3	Phosphate_4	Nitrate and Nitrite	Nitrate and Nitrite_1	Nitrate and Nitrite_2	Nitrate and Nitrite_3	Nitrate and Nitrite_4	Silicate	Silicate_1	Silicate_2	Silicate_3	Silicate_4
TARA_B100000105	SAMEA2620084	ERS488919	TARA_039	TARA_20100318T1133Z_039_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	1.6	20	TARA_039_DCM_1.6-20	SEQ-(100L)_W1.6-20	TARA_20100318T1133Z_039_EVENT_PUMP_DCM_(25m)_SEQ-(100L)_W1.6-20_B100000105	"tara_20100318t0956z_039_event_cast,tara_20100318t0441z_039_event_cast,tara_20100320t0817z_039_event_cast"	2.0758-18.8401	P00DT01H40M	2	0.005	0.005	0.011	0.017	0.017	0.231	0.231	0.2465	0.262	0.262	0.042	0.042	0.0675	0.093	0.093	1.208	1.208	1.2415	1.275	1.275
TARA_B100002029	SAMEA2623919	ERS494628	TARA_152	TARA_20120319T1848Z_152_EVENT_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	NA	5	160	0.22	3	TARA_152_MIX_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120319T1848Z_152_EVENT_CAST_MIX_(5-160m)_SEQ-(100L)_W0.22-3_B100002029	"tara_20120319t1043z_152_event_cast,tara_20120319t0817z_152_event_cast"	9.9424-11.4296	P00DT08H03M	9	0.163	0.309375	0.328	0.333125	0.336	0.158	0.161	0.167	0.179875	0.2605	2.159	2.2495	2.2845	2.603375	4.196	1.236	1.279	1.32	1.364625	1.6455
TARA_B100001179	SAMEA2623907	ERS494616	TARA_152	TARA_20120319T1502Z_152_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	790	808	0.22	3	TARA_152_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120319T1502Z_152_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L)_W0.22-3_B100001179	"tara_20120319t1043z_152_event_cast,tara_20120319t0817z_152_event_cast"	3.7567-5.2802	P00DT04H16M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001173	SAMEA2623886	ERS494579	TARA_152	TARA_20120319T0818Z_152_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_152_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120319T0818Z_152_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001173	"tara_20120319t0817z_152_event_cast,tara_20120319t1043z_152_event_cast"	0.036588-1.6623	P00DT00H02M	1	0.3105	0.3105	0.3105	0.3105	0.3105	0.1595	0.1595	0.1595	0.1595	0.1595	2.159	2.159	2.159	2.159	2.159	1.236	1.236	1.236	1.236	1.236
TARA_B100001559	SAMEA2623868	ERS494559	TARA_151	TARA_20120309T1745Z_151_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	70	88	0.22	3	TARA_151_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120309T1745Z_151_Combined-EVENTS_CAST_DCM_(80m)_SEQ-(100L)_W0.22-3_B100001559	"tara_20120309t1352z_151_event_cast,tara_20120309t1016z_151_event_cast"	4.855-7.0127	P00DT03H53M	2	0.011	0.011	0.0415	0.072	0.072	0.0135	0.0135	0.022	0.0305	0.0305	0.046	0.046	0.142	0.238	0.238	0.6315	0.6315	0.6335	0.6355	0.6355
TARA_B100001564	SAMEA2623850	ERS494518	TARA_151	TARA_20120309T0859Z_151_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_151_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20120309T0859Z_151_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001564	"tara_20120309t1016z_151_event_cast,tara_20120309t1352z_151_event_cast"	2.1579-8.7593	P00DT01H14M	1	0.019	0.019	0.019	0.019	0.019	0.0125	0.0125	0.0125	0.0125	0.0125	NA	NA	NA	NA	NA	0.6545	0.6545	0.6545	0.6545	0.6545
TARA_B100001778	SAMEA2623826	ERS494488	TARA_150	TARA_20120305T1734Z_150_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_150_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120305T1734Z_150_EVENT_PUMP_DCM_(40m)_SEQ-(100L)_W0.22-3_B100001778	"tara_20120305t1406z_150_event_cast,tara_20120305t2135z_150_event_cast"	2.3048-13.6719	P00DT03H30M	3	0.0395	0.039625	0.04	0.04	0.04	0	0	0	0	0	0.1595	0.16325	0.1745	0.206	0.2165	0.8378	0.838925	0.8423	0.85355	0.8573
TARA_B100001769	SAMEA2623808	ERS494445	TARA_150	TARA_20120305T0925Z_150_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_150_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20120305T0925Z_150_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001769	"tara_20120305t1406z_150_event_cast,tara_20120305t2135z_150_event_cast"	14.7093-30.5057	P00DT04H38M	1	0.0355	0.0355	0.0355	0.0355	0.0355	0.0055	0.0055	0.0055	0.0055	0.0055	0.1695	0.1695	0.1695	0.1695	0.1695	0.8358	0.8358	0.8358	0.8358	0.8358
TARA_B100001765	SAMEA2623794	ERS494431	TARA_149	TARA_20120301T1853Z_149_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	740	732	750	0.22	3	TARA_149_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20120301T1853Z_149_Combined-EVENTS_CAST_MES_(740m)_SEQ-(10L-or-15min)_W0.22-3_B100001765	"tara_20120301t1853z_149_event_cast,tara_20120301t1547z_149_event_cast,tara_20120301t1156z_149_event_cast"	0.001534-6.5546	P00DT00H00M	2	0.00725	0.00725	0.00725	0.00725	0.00725	1.34475	1.34475	1.34475	1.34475	1.34475	20.924	20.924	20.924	20.924	20.924	NA	NA	NA	NA	NA
TARA_B100001758	SAMEA2623774	ERS494394	TARA_149	TARA_20120301T1048Z_149_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_149_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20120301T1048Z_149_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001758	"tara_20120301t1156z_149_event_cast,tara_20120301t1547z_149_event_cast,tara_20120301t1853z_149_event_cast"	3.1453-11.9242	P00DT01H07M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001750	SAMEA2623756	ERS494374	TARA_148b	TARA_20120227T1532Z_148b_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	250	240	258	0.22	3	TARA_148b_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20120227T1532Z_148b_Combined-EVENTS_CAST_MES_(250m)_SEQ-(10L-or-15min)_W0.22-3_B100001750	tara_20120227t1843z_148b_event_cast	17.383	P00DT03H13M	1	0.0305	0.0305	0.0305	0.0305	0.0305	0.179	0.179	0.179	0.179	0.179	4.1285	4.1285	4.1285	4.1285	4.1285	1.6225	1.6225	1.6225	1.6225	1.6225
TARA_B100001741	SAMEA2623734	ERS494332	TARA_148	TARA_20120224T1140Z_148_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_148_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20120224T1140Z_148_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001741	"tara_20120224t1148z_148_event_cast,tara_20120224t1617z_148_event_cast"	0.22385-19.8939	P00DT00H01M	1	0.093	0.093	0.093	0.093	0.093	0.0015	0.0015	0.0015	0.0015	0.0015	0.1505	0.1505	0.1505	0.1505	0.1505	0.728	0.728	0.728	0.728	0.728
TARA_B100001167	SAMEA2623693	ERS494274	TARA_146	TARA_20120216T1208Z_146_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	640	630	648	0.22	3	TARA_146_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120216T1208Z_146_Combined-EVENTS_CAST_MES_(640m)_SEQ-(100L)_W0.22-3_B100001167	"tara_20120216t1208z_146_event_cast,tara_20120215t1717z_146_event_cast,tara_20120215t1302z_146_event_cast"	0.003046-21.0841	P00DT00H00M	1	0	0	0	0	0	1.3135	1.3135	1.3135	1.3135	1.3135	20.025	20.025	20.025	20.025	20.025	13.2415	13.2415	13.2415	13.2415	13.2415
TARA_B100001540	SAMEA2623673	ERS494236	TARA_146	TARA_20120215T1254Z_146_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_146_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120215T1254Z_146_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001540	"tara_20120215t1302z_146_event_cast,tara_20120215t1717z_146_event_cast,tara_20120216t1208z_146_event_cast"	0.94626-21.319	P00DT00H05M	1	0.2225	0.2225	0.2225	0.2225	0.2225	NA	NA	NA	NA	NA	0.7375	0.7375	0.7375	0.7375	0.7375	0.944	0.944	0.944	0.944	0.944
TARA_B100001146	SAMEA2623649	ERS494208	TARA_145	TARA_20120202T1839Z_145_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	590	582	600	0.22	3	TARA_145_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120202T1839Z_145_Combined-EVENTS_CAST_MES_(590m)_SEQ-(100L)_W0.22-3_B100001146	"tara_20120202t1514z_145_event_cast,tara_20120202t1205z_145_event_cast"	1.0173-4.3226	P00DT03H24M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001142	SAMEA2623627	ERS494170	TARA_145	TARA_20120202T1152Z_145_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_145_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120202T1152Z_145_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001142	"tara_20120202t1205z_145_event_cast,tara_20120202t1514z_145_event_cast"	0.44785-3.3686	P00DT00H10M	2	0.0795	0.0795	0.093	0.1065	0.1065	0.312	0.312	0.33275	0.3535	0.3535	3.2075	3.2075	3.7925	4.3775	4.3775	2.059	2.059	2.41425	2.7695	2.7695
TARA_B100002049	SAMEA2623513	ERS494006	TARA_142	TARA_20120110T1451Z_142_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	640	636	645	0.22	3	TARA_142_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120110T1451Z_142_Combined-EVENTS_CAST_MES_(640m)_SEQ-(100L)_W0.22-3_B100002049	"tara_20120109t1243z_142_event_cast,tara_20120108t2325z_142_event_cast"	14.2889-18.0794	P01DT02H07M	1	0	0	0	0	0	1.2175	1.2175	1.2175	1.2175	1.2175	NA	NA	NA	NA	NA	8.624	8.624	8.624	8.624	8.624
TARA_B100002052	SAMEA2623488	ERS493981	TARA_142	TARA_20120109T2019Z_142_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	125	121	130	0.22	3	TARA_142_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120109T2019Z_142_Combined-EVENTS_CAST_DCM_(125m)_SEQ-(100L)_W0.22-3_B100002052	"tara_20120109t1243z_142_event_cast,tara_20120108t2325z_142_event_cast"	13.7874-17.675	P00DT07H35M	1	0.0175	0.0175	0.0175	0.0175	0.0175	NA	NA	NA	NA	NA	0.0615	0.0615	0.0615	0.0615	0.0615	1.168	1.168	1.168	1.168	1.168
TARA_B100002051	SAMEA2623463	ERS493938	TARA_142	TARA_20120109T1341Z_142_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_142_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20120109T1341Z_142_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100002051	"tara_20120109t1243z_142_event_cast,tara_20120108t2325z_142_event_cast"	2.1206-6.3376	P00DT00H59M	1	0.0195	0.0195	0.0195	0.0195	0.0195	0.003	0.003	0.003	0.003	0.003	0.049	0.049	0.049	0.049	0.049	1.218	1.218	1.218	1.218	1.218
TARA_B100001939	SAMEA2623446	ERS493914	TARA_141	TARA_20111230T1335Z_141_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_141_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111230T1335Z_141_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001939	"tara_20111230t1300z_141_event_cast,tara_20111230t1629z_141_event_cast"	0.77387-4.414	P00DT00H38M	2	8.00E-04	8.00E-04	0.00205	0.0033	0.0033	0.0122	0.0122	0.0132	0.0142	0.0142	0	0	5.00E-04	0.001	0.001	1.1195	1.1195	1.1195	1.1195	1.1195
TARA_B100002019	SAMEA2623426	ERS493877	TARA_140	TARA_20111221T1620Z_140_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_140_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111221T1620Z_140_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100002019	"tara_20111221t1628z_140_event_cast,tara_20111221t1920z_140_event_cast"	0.11117-2.0406	P00DT00H05M	2	0.0033	0.0033	0.0043	0.0053	0.0053	0.0812	0.0812	0.09345	0.1057	0.1057	0	0	0.00275	0.006	0.006	0.54	0.54	0.63375	0.7275	0.7275
TARA_B100002003	SAMEA2623390	ERS493822	TARA_138	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	440	458	0.22	3	TARA_138_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(10L-or-15min)_W0.22-3_B100002003	"tara_20111211t2040z_138_event_cast,tara_20111210t1725z_138_event_cast,tara_20111210t1401z_138_event_cast"	0.39271-13.1202	P00DT00H00M	1	0.0078	0.0078	0.0078	0.0078	0.0078	3.155	3.155	3.155	3.155	3.155	36.219	36.219	36.219	36.219	36.219	52.9225	52.9225	52.9225	52.9225	52.9225
TARA_B100001996	SAMEA2623370	ERS493788	TARA_138	TARA_20111211T1332Z_138_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	55	64	0.22	3	TARA_138_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T1332Z_138_Combined-EVENTS_CAST_DCM_(60m)_SEQ-(10L-or-15min)_W0.22-3_B100001996	"tara_20111211t2040z_138_event_cast,tara_20111210t1725z_138_event_cast,tara_20111210t1401z_138_event_cast"	1.2757-12.2623	P00DT07H10M	3	0.162	0.2375	0.464	0.736625	0.8275	0.459	0.62125	1.108	1.816	2.052	2.937	5.42875	12.904	23.4475	26.962	3.4765	4.625625	8.073	14.00025	15.976
TARA_B100001989	SAMEA2623350	ERS493752	TARA_138	TARA_20111210T1408Z_138_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_138_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111210T1408Z_138_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001989	"tara_20111210t1401z_138_event_cast,tara_20111210t1725z_138_event_cast,tara_20111211t2040z_138_event_cast"	0.001841-13.5079	P00DT00H09M	1	0.003	0.003	0.003	0.003	0.003	0.1575	0.1575	0.1575	0.1575	0.1575	0.002	0.002	0.002	0.002	0.002	1.1855	1.1855	1.1855	1.1855	1.1855
TARA_B100001971	SAMEA2623314	ERS493705	TARA_137	TARA_20111203T1433Z_137_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	375	370	379	0.22	3	TARA_137_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111203T1433Z_137_Combined-EVENTS_CAST_MES_(375m)_SEQ-(10L-or-15min)_W0.22-3_B100001971	"tara_20111203t1433z_137_event_cast,tara_20111202t1746z_137_event_cast,tara_20111202t1412z_137_event_cast"	0.003704-7.5264	P00DT00H00M	1	0.0093	0.0093	0.0093	0.0093	0.0093	2.9545	2.9545	2.9545	2.9545	2.9545	34.551	34.551	34.551	34.551	34.551	46.6245	46.6245	46.6245	46.6245	46.6245
TARA_B100001964	SAMEA2623295	ERS493670	TARA_137	TARA_20111202T2042Z_137_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_137_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111202T2042Z_137_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100001964	"tara_20111202t1746z_137_event_cast,tara_20111202t1412z_137_event_cast,tara_20111203t1433z_137_event_cast"	0.67452-7.4378	P00DT02H57M	3	0.083	0.138625	0.3055	0.7405	0.8855	0.5125	0.605375	0.884	1.437125	1.6215	2.0305	3.03475	6.0475	14.777125	17.687	2.3565	2.932625	4.661	10.122875	11.9435
TARA_B100001287	SAMEA2623275	ERS493636	TARA_137	TARA_20111202T1412Z_137_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_137_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111202T1412Z_137_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001287	"tara_20111202t1412z_137_event_cast,tara_20111202t1746z_137_event_cast,tara_20111203t1433z_137_event_cast"	0.35071-9.2868	P00DT00H01M	1	0.067	0.067	0.067	0.067	0.067	0.456	0.456	0.456	0.456	0.456	2.444	2.444	2.444	2.444	2.444	2.538	2.538	2.538	2.538	2.538
TARA_B100001105	SAMEA2623155	ERS493460	TARA_133	TARA_20111019T1827Z_133_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	650	646	655	0.22	3	TARA_133_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111019T1827Z_133_Combined-EVENTS_CAST_MES_(650m)_SEQ-(100L)_W0.22-3_B100001105	"tara_20111018t1900z_133_event_cast,tara_20111018t1531z_133_event_cast"	10.8565-15.2991	P01DT00H28M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001094	SAMEA2623135	ERS493431	TARA_133	TARA_20111019T0009Z_133_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	45	43	47	0.22	3	TARA_133_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111019T0009Z_133_EVENT_PUMP_DCM_(45m)_SEQ-(100L)_W0.22-3_B100001094	"tara_20111018t1900z_133_event_cast,tara_20111018t1531z_133_event_cast"	0.95764-3.7863	P00DT05H10M	4	0.00375	0.022	0.06	0.31725	0.55475	0.31575	0.35975	0.43225	0.5825	0.70425	0	0.27525	0.92875	3.2795	5.257	1.97625	2.227	2.65725	3.4185	4.00025
TARA_B100001093	SAMEA2623116	ERS493390	TARA_133	TARA_20111018T1535Z_133_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_133_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111018T1535Z_133_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001093	"tara_20111018t1531z_133_event_cast,tara_20111018t1900z_133_event_cast"	0.069863-4.416	P00DT00H05M	2	0.00175	0.00175	0.002	0.00225	0.00225	0.29175	0.29175	0.2925	0.29325	0.29325	0.0055	0.0055	0.011	0.0165	0.0165	1.91325	1.91325	1.95475	1.99625	1.99625
TARA_B100001245	SAMEA2623098	ERS493372	TARA_132	TARA_20111005T1952Z_132_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	550	546	555	0.22	3	TARA_132_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111005T1952Z_132_Combined-EVENTS_CAST_MES_(550m)_SEQ-(100L)_W0.22-3_B100001245	"tara_20111004t2052z_132_event_cast,tara_20111004t1751z_132_event_cast"	2.4978-4.8682	P00DT23H54M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001250	SAMEA2623079	ERS493340	TARA_132	TARA_20111005T0101Z_132_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	111	120	0.22	3	TARA_132_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111005T0101Z_132_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(100L)_W0.22-3_B100001250	"tara_20111004t2052z_132_event_cast,tara_20111004t1751z_132_event_cast"	2.6109-4.6136	P00DT04H08M	3	0.003	0.0065	0.017	0.161	0.209	0.0802	0.09145	0.1252	0.2152	0.2452	0	0.01175	0.047	1.34	1.771	3.9418	4.06805	4.4468	4.97405	5.1498
TARA_B100001248	SAMEA2623059	ERS493300	TARA_132	TARA_20111004T1746Z_132_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_132_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111004T1746Z_132_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001248	"tara_20111004t1751z_132_event_cast,tara_20111004t2052z_132_event_cast"	0.17883-6.4221	P00DT00H03M	1	0.002	0.002	0.002	0.002	0.002	0.0062	0.0062	0.0062	0.0062	0.0062	0.01	0.01	0.01	0.01	0.01	2.4278	2.4278	2.4278	2.4278	2.4278
TARA_B100000614	SAMEA2622923	ERS493098	TARA_128	TARA_20110905T1840Z_128_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	3	TARA_128_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110905T1840Z_128_EVENT_PUMP_DCM_(40m)_SEQ-(100L)_W0.22-3_B100000614	"tara_20110904t2317z_128_event_cast,tara_20110904t0709z_128_event_cast"	2.6749-6.5335	P00DT19H25M	1	0.2835	0.2835	0.2835	0.2835	0.2835	0.54925	0.54925	0.54925	0.54925	0.54925	5.264	5.264	5.264	5.264	5.264	2.7405	2.7405	2.7405	2.7405	2.7405
TARA_B100000609	SAMEA2622901	ERS493044	TARA_128	TARA_20110904T1800Z_128_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_128_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110904T1800Z_128_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000609	"tara_20110904t2317z_128_event_cast,tara_20110904t0709z_128_event_cast"	0.053323-4.3577	P00DT05H14M	1	0.2715	0.2715	0.2715	0.2715	0.2715	0.53975	0.53975	0.53975	0.53975	0.53975	5.0815	5.0815	5.0815	5.0815	5.0815	2.668	2.668	2.668	2.668	2.668
TARA_B100001123	SAMEA2622837	ERS492926	TARA_125	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	140	138	142	0.22	3	TARA_125_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MIX_(140m)_SEQ-(10L-or-15min)_W0.22-3_B100001123	"tara_20110808t2118z_125_event_cast,tara_20110808t1739z_125_event_cast"	1.7355-7.41	P00DT19H48M	2	0.045	0.045	0.05475	0.0645	0.0645	0.55825	0.55825	0.566	0.57375	0.57375	3.153	3.153	3.47525	3.7975	3.7975	1.15125	1.15125	1.24575	1.34025	1.34025
TARA_B100001121	SAMEA2622817	ERS492888	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_125_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001121	"tara_20110808t1739z_125_event_cast,tara_20110808t2118z_125_event_cast"	0.004131-6.7594	P00DT00H05M	1	0.1945	0.1945	0.1945	0.1945	0.1945	0.55725	0.55725	0.55725	0.55725	0.55725	3.7335	3.7335	3.7335	3.7335	3.7335	1.80475	1.80475	1.80475	1.80475	1.80475
TARA_B100000676	SAMEA2622796	ERS492863	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	118	122	0.22	3	TARA_124_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(10L-or-15min)_W0.22-3_B100000676	"tara_20110805t0045z_124_event_cast,tara_20110804t1836z_124_event_cast"	12.1418-14.7404	P00DT16H47M	2	0.353	0.353	0.3535	0.354	0.354	0.48575	0.48575	0.4885	0.49125	0.49125	1.1845	1.1845	1.19925	1.214	1.214	1.46775	1.46775	1.469	1.47025	1.47025
TARA_B100000674	SAMEA2622759	ERS492814	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_124_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000674	"tara_20110804t1836z_124_event_cast,tara_20110805t0045z_124_event_cast"	0.42481-3.5601	P00DT00H01M	2	0.161	0.161	0.1665	0.172	0.172	0.62975	0.62975	0.63025	0.63075	0.63075	6.1755	6.1755	6.2015	6.2275	6.2275	2.51675	2.51675	2.53325	2.54975	2.54975
TARA_B100000686	SAMEA2622733	ERS492778	TARA_123	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	150	148	152	0.22	3	TARA_123_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MIX_(150m)_SEQ-(10L-or-15min)_W0.22-3_B100000686	"tara_20110731t2007z_123_event_cast,tara_20110731t1725z_123_event_cast"	0.48628-0.95491	P00DT21H45M	2	1.46575	1.46575	1.46875	1.47175	1.47175	0.65945	0.65945	0.6607	0.66195	0.66195	5.4315	5.4315	5.44175	5.452	5.452	1.177	1.177	1.18375	1.1905	1.1905
