SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH_min	pH_first_quartile	pH_median	pH_third_quartile	pH_max	Carbon dioxide_min	Carbon dioxide_first_quartile	Carbon dioxide_median	Carbon dioxide_third_quartile	Carbon dioxide_max	"Carbon dioxide, partial pressure_min"	"Carbon dioxide, partial pressure_first_quartile"	"Carbon dioxide, partial pressure_median"	"Carbon dioxide, partial pressure_third_quartile"	"Carbon dioxide, partial pressure_max"	Fugacity of carbon dioxide in seawater_min	Fugacity of carbon dioxide in seawater_first_quartile	Fugacity of carbon dioxide in seawater_median	Fugacity of carbon dioxide in seawater_third_quartile	Fugacity of carbon dioxide in seawater_max	Bicarbonate ion_min	Bicarbonate ion_first_quartile	Bicarbonate ion_median	Bicarbonate ion_third_quartile	Bicarbonate ion_max	Carbonate ion_min	Carbonate ion_first_quartile	Carbonate ion_median	Carbonate ion_third_quartile	Carbonate ion_max	"Carbon, total_min"	"Carbon, total_first_quartile"	"Carbon, total_median"	"Carbon, total_third_quartile"	"Carbon, total_max"	"Alkalinity, total_min"	"Alkalinity, total_first_quartile"	"Alkalinity, total_median"	"Alkalinity, total_third_quartile"	"Alkalinity, total_max"	Calcite saturation state_min	Calcite saturation state_first_quartile	Calcite saturation state_median	Calcite saturation state_third_quartile	Calcite saturation state_max	Aragonite saturation state_min	Aragonite saturation state_first_quartile	Aragonite saturation state_median	Aragonite saturation state_third_quartile	Aragonite saturation state_max
TARA_B100001109	SAMEA2622376	ERS492228	TARA_110	TARA_20110521T1227Z_110_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_110_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110521T1227Z_110_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001109	tara_20110521t1240z_110_event_cast	0.4838	P00DT00H10M	1	7.484872	7.484872	7.484872	7.484872	7.484872	50.225139	50.225139	50.225139	50.225139	50.225139	1724.757588	1724.757588	1724.757588	1724.757588	1724.757588	1719.253263	1719.253263	1719.253263	1719.253263	1719.253263	0	0	0	0	0	0.0075	0.0075	0.00855	0.0096	0.0096	0.011	0.011	0.0125	0.014	0.014	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0.00155	0.0021	0.0021
TARA_B100000929	SAMEA2622362	ERS492205	TARA_109	TARA_20110513T1617Z_109_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	380	0.22	3	TARA_109_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110513T1617Z_109_Combined-EVENTS_CAST_MES_(380m)_SEQ-(10L-or-15min)_W0.22-3_B100000929	tara_20110512t1345z_109_event_cast	8.3747	P01DT02H29M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000927	SAMEA2622336	ERS492177	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	0.22	3	TARA_109_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(10L-or-15min)_W0.22-3_B100000927	tara_20110512t1345z_109_event_cast	4.7915	P00DT08H36M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0127	0.015375	0.0234	0.023775	0.0239	0.0109	0.011425	0.013	0.0169	0.0182	0.0126	0.014325	0.0195	0.020775	0.0212	0	0	0	0	0	0.0088	0.0091	0.01	0.011725	0.0123
TARA_B100000925	SAMEA2622316	ERS492145	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_109_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000925	tara_20110512t1345z_109_event_cast	0.002618	P00DT00H21M	1	8.021784	8.021784	8.021784	8.021784	8.021784	10.944395	10.944395	10.944395	10.944395	10.944395	409.791925	409.791925	409.791925	409.791925	409.791925	408.543322	408.543322	408.543322	408.543322	408.543322	0	0	0	0	0	0.002	0.002	0.00275	0.0035	0.0035	0.003	0.003	0.004	0.005	0.005	0.004	0.004	0.005	0.006	0.006	0	0	0	0	0	0.0043	0.0043	0.00545	0.0066	0.0066
TARA_B100000902	SAMEA2622219	ERS492012	TARA_102	TARA_20110422T2113Z_102_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	0.22	3	TARA_102_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100000902	tara_20110421t2019z_102_event_cast	12.5221	P01DT00H56M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.038	0.038	0.038	0.038	0.038	0.018	0.018	0.018	0.018	0.018	0.0334	0.0334	0.0334	0.0334	0.0334	0.0036	0.0036	0.0036	0.0036	0.0036	0.0123	0.0123	0.0123	0.0123	0.0123
TARA_B100000953	SAMEA2622197	ERS491980	TARA_102	TARA_20110422T1210Z_102_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	480	0.22	3	TARA_102_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110422T1210Z_102_Combined-EVENTS_CAST_MES_(480m)_SEQ-(10L-or-15min)_W0.22-3_B100000953	tara_20110421t2019z_102_event_cast	1.2233	P00DT15H51M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000900	SAMEA2622173	ERS491938	TARA_102	TARA_20110421T2007Z_102_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_102_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110421T2007Z_102_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000900	tara_20110421t2019z_102_event_cast	0.72016	P00DT00H09M	1	7.905094	7.905094	7.905094	7.905094	7.905094	16.56381	16.56381	16.56381	16.56381	16.56381	585.365934	585.365934	585.365934	585.365934	585.365934	583.524493	583.524493	583.524493	583.524493	583.524493	0	0	0	0	0	0.0045	0.0045	0.00475	0.005	0.005	0.0063	0.0063	0.00655	0.0068	0.0068	0.0095	0.0095	0.0104	0.0113	0.0113	0	0	0	0	0	0.0087	0.0087	0.0105	0.0123	0.0123
TARA_B100000959	SAMEA2622149	ERS491913	TARA_100	TARA_20110416T1306Z_100_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	177	0.22	3	TARA_100_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_DCM_(177m)_SEQ-(10L-or-15min)_W0.22-3_B100000959	tara_20110421t2019z_102_event_cast	1468.8608	P05DT07H13M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1.00E-04	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000965	SAMEA2622119	ERS491874	TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.22	3	TARA_100_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110415T1938Z_100_EVENT_PUMP_DCM_(50m)_SEQ-(10L-or-15min)_W0.22-3_B100000965	tara_20110421t2019z_102_event_cast	1467.43	P06DT00H38M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0099	0.0099	0.0099	0.0099	0.0099	0.0096	0.0096	0.0096	0.0096	0.0096	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0.002	0.002	0.002	0.002	0.002
TARA_B100000963	SAMEA2622097	ERS491836	TARA_100	TARA_20110415T1245Z_100_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_100_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110415T1245Z_100_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000963	tara_20110421t2019z_102_event_cast	1466.1157	P06DT07H31M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0049	0.0049	0.0049	0.0049	0.0049	0.0066	0.0066	0.0066	0.0066	0.0066	0.0017	0.0017	0.0017	0.0017	0.0017	0	0	0	0	0	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04
TARA_B100000886	SAMEA2622074	ERS491804	TARA_099	TARA_20110409T1356Z_099_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_099_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110409T1356Z_099_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000886	tara_20110405t0239z_098_event_cast	889.0322	P04DT11H19M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	3.00E-04	3.00E-04	3.00E-04	3.00E-04	3.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100001013	SAMEA2622048	ERS491767	TARA_098	TARA_20110404T1359Z_098_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	488	0.22	3	TARA_098_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110404T1359Z_098_Combined-EVENTS_CAST_MES_(488m)_SEQ-(100L)_W0.22-3_B100001013	tara_20110405t0239z_098_event_cast	15.2892	P00DT12H41M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100001029	SAMEA2622021	ERS491740	TARA_098	TARA_20110403T2150Z_098_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	188	0.22	3	TARA_098_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110403T2150Z_098_Combined-EVENTS_CAST_DCM_(188m)_SEQ-(100L)_W0.22-3_B100001029	tara_20110405t0239z_098_event_cast	10.9772	P01DT04H46M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001027	SAMEA2621990	ERS491699	TARA_098	TARA_20110403T1344Z_098_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_098_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110403T1344Z_098_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001027	tara_20110405t0239z_098_event_cast	13.2335	P01DT12H52M	1	8.031112	8.031112	8.031112	8.031112	8.031112	11.888376	11.888376	11.888376	11.888376	11.888376	427.18676	427.18676	427.18676	427.18676	427.18676	425.848133	425.848133	425.848133	425.848133	425.848133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000989	SAMEA2621859	ERS491525	TARA_096	TARA_20110324T1300Z_096_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_096_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110324T1300Z_096_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000989	tara_20110324t1301z_096_event_cast	0.004906	P00DT00H07M	1	8.028524	8.028524	8.028524	8.028524	8.028524	12.400552	12.400552	12.400552	12.400552	12.400552	426.664877	426.664877	426.664877	426.664877	426.664877	425.301903	425.301903	425.301903	425.301903	425.301903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001057	SAMEA2621839	ERS491492	TARA_094	TARA_20110318T1157Z_094_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_094_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110318T1157Z_094_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001057	tara_20110318t1211z_094_event_cast	0.48979	P00DT00H12M	1	8.052847	8.052847	8.052847	8.052847	8.052847	12.378079	12.378079	12.378079	12.378079	12.378079	394.0586	394.0586	394.0586	394.0586	394.0586	392.757006	392.757006	392.757006	392.757006	392.757006	0	0	0	0	0	0.0031	0.0031	0.00325	0.0034	0.0034	0.0012	0.0012	0.0013	0.0014	0.0014	0.0011	0.0011	0.00115	0.0012	0.0012	0	0	0	0	0	0.0014	0.0014	0.0015	0.0016	0.0016
TARA_B100001059	SAMEA2621812	ERS491463	TARA_093	TARA_20110312T1937Z_093_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	0.22	3	TARA_093_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110312T1937Z_093_Combined-EVENTS_CAST_DCM_(35m)_SEQ-(100L)_W0.22-3_B100001059	tara_20110312t1154z_093_event_cast	15.4927	P00DT07H46M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0189	0.0189	0.0214	0.0239	0.0239	0.0773	0.0773	0.0898	0.1023	0.1023	0.696	0.696	0.7106	0.7252	0.7252	0	0	0	0	0	0.0149	0.0149	0.02045	0.026	0.026	0.0014	0.0014	0.0017	0.002	0.002
TARA_B100001063	SAMEA2621779	ERS491421	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_093_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001063	tara_20110312t1154z_093_event_cast	2.4938	P00DT00H15M	1	8.092858	8.092858	8.092858	8.092858	8.092858	12.065853	12.065853	12.065853	12.065853	12.065853	352.28385	352.28385	352.28385	352.28385	352.28385	351.07557	351.07557	351.07557	351.07557	351.07557	0	0	0	0	0	0.0095	0.0095	0.0114	0.0133	0.0133	0.0163	0.0163	0.0218	0.0273	0.0273	0	0	0	0	0	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04	0.0014	0.0014	0.0014	0.0014	0.0014
TARA_B100000809	SAMEA2621551	ERS491110	TARA_085	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	790	0.22	3	TARA_085_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MES_(790m)_SEQ-(100L)_W0.22-3_B100000809	tara_20110109t1726z_086_event_cast	320.3162	P02DT06H48M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000795	SAMEA2621536	ERS491095	TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	0.22	3	TARA_085_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(10L-or-15min)_W0.22-3_B100000795	tara_20110109t1726z_086_event_cast	305.858	P02DT21H53M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000787	SAMEA2621509	ERS491044	TARA_085	TARA_20110106T1038Z_085_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_085_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110106T1038Z_085_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000787	tara_20110109t1726z_086_event_cast	313.0505	P03DT06H49M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0112	0.0112	0.0155	0.0198	0.0198	0.0035	0.0035	0.00375	0.004	0.004	0.0265	0.0265	0.02675	0.027	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000780	SAMEA2621487	ERS491001	TARA_084	TARA_20110103T1105Z_084_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_084_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110103T1105Z_084_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000780	tara_20110103t1117z_084_event_cast	0.43015	P00DT00H05M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000767	SAMEA2621423	ERS490928	TARA_082	TARA_20101206T1858Z_082_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	0.22	3	TARA_082_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101206T1858Z_082_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100000767	tara_20101202t1010z_081_event_cast	517.1282	P04DT08H46M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000768	SAMEA2621401	ERS490885	TARA_082	TARA_20101206T1033Z_082_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_082_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101206T1033Z_082_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000768	tara_20101202t1010z_081_event_cast	538.4265	P04DT00H21M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100000745	SAMEA2621287	ERS490714	TARA_078	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	0.22	3	TARA_078_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L)_W0.22-3_B100000745	tara_20101104t1024z_078_event_cast	1.0054	P01DT02H08M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000530	SAMEA2621272	ERS490691	TARA_078	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	120	0.22	3	TARA_078_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(100L)_W0.22-3_B100000530	tara_20101104t1024z_078_event_cast	2.1901	P00DT07H51M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0343	0.0343	0.0343	0.0343	0.0343	0.0064	0.0064	0.0064	0.0064	0.0064	0.002	0.002	0.002	0.002	0.002	0.0028	0.0028	0.0028	0.0028	0.0028	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04
TARA_B100000524	SAMEA2621254	ERS490659	TARA_078	TARA_20101104T1015Z_078_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_078_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000524	tara_20101104t1024z_078_event_cast	0.16125	P00DT00H00M	1	8.101368	8.101368	8.101368	8.101368	8.101368	11.348365	11.348365	11.348365	11.348365	11.348365	352.602797	352.602797	352.602797	352.602797	352.602797	351.420547	351.420547	351.420547	351.420547	351.420547	0	0	0	0	0	0.0027	0.0027	0.0027	0.0027	0.0027	0.0053	0.0053	0.0054	0.0055	0.0055	0	0	0	0	0	0	0	0	0	0	3.00E-04	3.00E-04	3.00E-04	3.00E-04	3.00E-04
TARA_B100000749	SAMEA2621232	ERS490633	TARA_076	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	0.22	3	TARA_076_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L)_W0.22-3_B100000749	tara_20101016t1009z_076_event_cast	1.9965	P00DT22H57M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000519	SAMEA2621216	ERS490597	TARA_076	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	150	0.22	3	TARA_076_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_DCM_(150m)_SEQ-(100L)_W0.22-3_B100000519	tara_20101016t1009z_076_event_cast	18.7506	P00DT06H50M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0151	0.0151	0.01715	0.0192	0.0192	0.0023	0.0023	0.00245	0.0026	0.0026	5.00E-04	5.00E-04	6.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0.00085	0.001	0.001	0	0	0	0	0
TARA_B100000513	SAMEA2621198	ERS490542	TARA_076	TARA_20101016T0955Z_076_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_076_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101016T0955Z_076_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000513	tara_20101016t1009z_076_event_cast	1.7268	P00DT00H12M	1	8.084707	8.084707	8.084707	8.084707	8.084707	10.872174	10.872174	10.872174	10.872174	10.872174	372.545678	372.545678	372.545678	372.545678	372.545678	371.349312	371.349312	371.349312	371.349312	371.349312	0	0	0	0	0	0.0016	0.0016	0.0016	0.0016	0.0016	0.0019	0.0019	0.0019	0.0019	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000508	SAMEA2621176	ERS490507	TARA_072	TARA_20101006T0759Z_072_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	0.22	3	TARA_072_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MES_(800m)_SEQ-(100L)_W0.22-3_B100000508	tara_20101005t0810z_072_event_cast	2.6747	P00DT23H47M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000427	SAMEA2621155	ERS490476	TARA_072	TARA_20101005T1535Z_072_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	100	0.22	3	TARA_072_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101005T1535Z_072_EVENT_PUMP_DCM_(100m)_SEQ-(100L)_W0.22-3_B100000427	tara_20101005t0810z_072_event_cast	7.3764	P00DT07H24M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0261	0.034975	0.0616	0.064525	0.0655	0.0052	0.00605	0.0086	0.00875	0.0088	0.0025	0.00395	0.0083	0.0098	0.0103	0.001	0.001325	0.0023	0.002375	0.0024	0.0012	0.001375	0.0019	0.00205	0.0021
TARA_B100000424	SAMEA2621132	ERS490433	TARA_072	TARA_20101005T0800Z_072_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_072_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20101005T0800Z_072_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000424	tara_20101005t0810z_072_event_cast	0.4196	P00DT00H10M	1	8.06029	8.06029	8.06029	8.06029	8.06029	11.00154	11.00154	11.00154	11.00154	11.00154	391.889745	391.889745	391.889745	391.889745	391.889745	390.65649	390.65649	390.65649	390.65649	390.65649	0	0	0	0	0	0.0038	0.0038	0.0038	0.0038	0.0038	0.0018	0.0018	0.0018	0.0018	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
