SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH_min	pH_first_quartile	pH_median	pH_third_quartile	pH_max	Carbon dioxide_min	Carbon dioxide_first_quartile	Carbon dioxide_median	Carbon dioxide_third_quartile	Carbon dioxide_max	"Carbon dioxide, partial pressure_min"	"Carbon dioxide, partial pressure_first_quartile"	"Carbon dioxide, partial pressure_median"	"Carbon dioxide, partial pressure_third_quartile"	"Carbon dioxide, partial pressure_max"	Fugacity of carbon dioxide in seawater_min	Fugacity of carbon dioxide in seawater_first_quartile	Fugacity of carbon dioxide in seawater_median	Fugacity of carbon dioxide in seawater_third_quartile	Fugacity of carbon dioxide in seawater_max	Bicarbonate ion_min	Bicarbonate ion_first_quartile	Bicarbonate ion_median	Bicarbonate ion_third_quartile	Bicarbonate ion_max	Carbonate ion_min	Carbonate ion_first_quartile	Carbonate ion_median	Carbonate ion_third_quartile	Carbonate ion_max	"Carbon, total_min"	"Carbon, total_first_quartile"	"Carbon, total_median"	"Carbon, total_third_quartile"	"Carbon, total_max"	"Alkalinity, total_min"	"Alkalinity, total_first_quartile"	"Alkalinity, total_median"	"Alkalinity, total_third_quartile"	"Alkalinity, total_max"	Calcite saturation state_min	Calcite saturation state_first_quartile	Calcite saturation state_median	Calcite saturation state_third_quartile	Calcite saturation state_max	Aragonite saturation state_min	Aragonite saturation state_first_quartile	Aragonite saturation state_median	Aragonite saturation state_third_quartile	Aragonite saturation state_max
TARA_B100002019	SAMEA2623426	ERS493877	TARA_140	TARA_20111221T1620Z_140_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_140_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111221T1620Z_140_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100002019	tara_20111221t1628z_140_event_cast	0.11117	P00DT00H05M	1	8.078013	8.078013	8.078013	8.078013	8.078013	9.035155	9.035155	9.035155	9.035155	9.035155	321.70056	321.70056	321.70056	321.70056	321.70056	320.706913	320.706913	320.706913	320.706913	320.706913	0	0	0	0	0	0.012	0.012	0.01655	0.0211	0.0211	0.0392	0.0392	0.04365	0.0481	0.0481	0.0026	0.0026	0.0037	0.0048	0.0048	0.002	0.002	0.00445	0.0069	0.0069	0.0049	0.0049	0.0054	0.0059	0.0059
TARA_B100002003	SAMEA2623390	ERS493822	TARA_138	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	450	0.22	3	TARA_138_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T2040Z_138_Combined-EVENTS_CAST_MES_(450m)_SEQ-(10L-or-15min)_W0.22-3_B100002003	tara_20111210t1401z_138_event_cast	13.1202	P01DT06H38M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0.0018	0.0018	0.0018	0.0018	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100001996	SAMEA2623370	ERS493788	TARA_138	TARA_20111211T1332Z_138_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	0.22	3	TARA_138_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111211T1332Z_138_Combined-EVENTS_CAST_DCM_(60m)_SEQ-(10L-or-15min)_W0.22-3_B100001996	tara_20111210t1401z_138_event_cast	1.2757	P00DT23H28M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0397	0.04165	0.0475	0.0493	0.0499	0.0127	0.012825	0.0132	0.013575	0.0137	0.0029	0.0044	0.0089	0.00995	0.0103	0	0.00045	0.0018	0.003225	0.0037	8.00E-04	0.001275	0.0027	0.003225	0.0034
TARA_B100001989	SAMEA2623350	ERS493752	TARA_138	TARA_20111210T1408Z_138_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_138_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111210T1408Z_138_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001989	tara_20111210t1401z_138_event_cast	0.001841	P00DT00H09M	1	8.070004	8.070004	8.070004	8.070004	8.070004	9.803891	9.803891	9.803891	9.803891	9.803891	356.94714	356.94714	356.94714	356.94714	356.94714	355.844759	355.844759	355.844759	355.844759	355.844759	0	0	0	0	0	0.0059	0.0059	0.0059	0.0059	0.0059	0.0032	0.0032	0.0032	0.0032	0.0032	0	0	0	0	0	0	0	0	0	0	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04
TARA_B100001971	SAMEA2623314	ERS493705	TARA_137	TARA_20111203T1433Z_137_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	375	0.22	3	TARA_137_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111203T1433Z_137_Combined-EVENTS_CAST_MES_(375m)_SEQ-(10L-or-15min)_W0.22-3_B100001971	tara_20111202t1412z_137_event_cast	1.5336	P01DT00H20M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100001964	SAMEA2623295	ERS493670	TARA_137	TARA_20111202T2042Z_137_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	0.22	3	TARA_137_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111202T2042Z_137_EVENT_PUMP_DCM_(40m)_SEQ-(10L-or-15min)_W0.22-3_B100001964	tara_20111202t1412z_137_event_cast	1.999	P00DT06H31M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0554	0.0567	0.0606	0.07035	0.0736	0.018	0.0192	0.0228	0.02805	0.0298	0.0156	0.01765	0.0238	0.0262	0.027	0	0.001275	0.0051	0.008325	0.0094	0.0052	0.00555	0.0066	0.006675	0.0067
TARA_B100001287	SAMEA2623275	ERS493636	TARA_137	TARA_20111202T1412Z_137_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_137_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20111202T1412Z_137_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001287	tara_20111202t1412z_137_event_cast	0.35071	P00DT00H01M	1	7.994835	7.994835	7.994835	7.994835	7.994835	12.327003	12.327003	12.327003	12.327003	12.327003	448.50297	448.50297	448.50297	448.50297	448.50297	447.114982	447.114982	447.114982	447.114982	447.114982	0	0	0	0	0	0.0118	0.0118	0.0118	0.0118	0.0118	0.0081	0.0081	0.0081	0.0081	0.0081	0.0044	0.0044	0.0044	0.0044	0.0044	0	0	0	0	0	0.0022	0.0022	0.0022	0.0022	0.0022
TARA_B100001105	SAMEA2623155	ERS493460	TARA_133	TARA_20111019T1827Z_133_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	650	0.22	3	TARA_133_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111019T1827Z_133_Combined-EVENTS_CAST_MES_(650m)_SEQ-(100L)_W0.22-3_B100001105	tara_20110929t1933z_131_event_cast	3250.4052	P19DT23H57M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100001094	SAMEA2623135	ERS493431	TARA_133	TARA_20111019T0009Z_133_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	45	0.22	3	TARA_133_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111019T0009Z_133_EVENT_PUMP_DCM_(45m)_SEQ-(100L)_W0.22-3_B100001094	tara_20110929t1933z_131_event_cast	3252.9305	P19DT04H39M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0567	0.0684	0.10295	0.12905	0.1323	0.0133	0.01905	0.03465	0.0679	0.0913	0.0056	0.00885	0.0169	0.025	0.0283	0.0017	0.0035	0.00685	0.0131	0.0178	0.0026	0.00395	0.00555	0.0071	0.0084
TARA_B100001093	SAMEA2623116	ERS493390	TARA_133	TARA_20111018T1535Z_133_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_133_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111018T1535Z_133_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001093	tara_20110929t1933z_131_event_cast	3252.4442	P18DT20H05M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0173	0.0173	0.01845	0.0196	0.0196	0.0079	0.0079	0.00805	0.0082	0.0082	0.0018	0.0018	0.0022	0.0026	0.0026	4.00E-04	4.00E-04	0.00045	5.00E-04	5.00E-04	0.0023	0.0023	0.0025	0.0027	0.0027
TARA_B100001245	SAMEA2623098	ERS493372	TARA_132	TARA_20111005T1952Z_132_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	550	0.22	3	TARA_132_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111005T1952Z_132_Combined-EVENTS_CAST_MES_(550m)_SEQ-(100L)_W0.22-3_B100001245	tara_20110929t1933z_131_event_cast	979.9748	P06DT01H15M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100001250	SAMEA2623079	ERS493340	TARA_132	TARA_20111005T0101Z_132_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	0.22	3	TARA_132_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111005T0101Z_132_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(100L)_W0.22-3_B100001250	tara_20110929t1933z_131_event_cast	978.9906	P05DT05H29M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0162	0.0224	0.041	0.053975	0.0583	0.0043	0.0057	0.0099	0.0108	0.0111	6.00E-04	0.001825	0.0055	0.006775	0.0072	4.00E-04	0.000525	9.00E-04	0.001275	0.0014	3.00E-04	5.00E-04	0.0011	0.001475	0.0016
TARA_B100001248	SAMEA2623059	ERS493300	TARA_132	TARA_20111004T1746Z_132_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_132_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20111004T1746Z_132_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100001248	tara_20110929t1933z_131_event_cast	978.9569	P04DT22H16M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0035	0.0035	0.0035	0.0035	0.0035	0.0024	0.0024	0.0024	0.0024	0.0024	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_B100000614	SAMEA2622923	ERS493098	TARA_128	TARA_20110905T1840Z_128_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	0.22	3	TARA_128_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110905T1840Z_128_EVENT_PUMP_DCM_(40m)_SEQ-(100L)_W0.22-3_B100000614	tara_20110904t0709z_128_event_cast	6.5335	P01DT11H34M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0203	0.0203	0.0203	0.0203	0.0203	0.0082	0.0082	0.0082	0.0082	0.0082	0.0036	0.0036	0.0036	0.0036	0.0036	0	0	0	0	0	0.002	0.002	0.002	0.002	0.002
TARA_B100000609	SAMEA2622901	ERS493044	TARA_128	TARA_20110904T1800Z_128_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_128_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110904T1800Z_128_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000609	tara_20110904t0709z_128_event_cast	4.3577	P00DT10H54M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0127	0.0127	0.0127	0.0127	0.0127	0.0061	0.0061	0.0061	0.0061	0.0061	0.0015	0.0015	0.0015	0.0015	0.0015	0	0	0	0	0	0.0013	0.0013	0.0013	0.0013	0.0013
TARA_B100001123	SAMEA2622837	ERS492926	TARA_125	TARA_20110809T1708Z_125_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	140	0.22	3	TARA_125_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110809T1708Z_125_Combined-EVENTS_CAST_MIX_(140m)_SEQ-(10L-or-15min)_W0.22-3_B100001123	tara_20110808t1739z_125_event_cast	1.7355	P00DT23H26M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0023	0.0023	0.0025	0.0027	0.0027	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100001121	SAMEA2622817	ERS492888	TARA_125	TARA_20110808T1733Z_125_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_125_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110808T1733Z_125_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001121	tara_20110808t1739z_125_event_cast	0.004131	P00DT00H05M	1	8.015136	8.015136	8.015136	8.015136	8.015136	11.793852	11.793852	11.793852	11.793852	11.793852	436.548929	436.548929	436.548929	436.548929	436.548929	435.204126	435.204126	435.204126	435.204126	435.204126	0	0	0	0	0	0.0077	0.0077	0.0077	0.0077	0.0077	0.0029	0.0029	0.0029	0.0029	0.0029	0.0032	0.0032	0.0032	0.0032	0.0032	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04
TARA_B100000676	SAMEA2622796	ERS492863	TARA_124	TARA_20110805T1733Z_124_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	120	0.22	3	TARA_124_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110805T1733Z_124_Combined-EVENTS_CAST_MIX_(120m)_SEQ-(10L-or-15min)_W0.22-3_B100000676	tara_20110804t1836z_124_event_cast	12.1418	P00DT22H56M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0093	0.0093	0.00975	0.0102	0.0102	0.0018	0.0018	0.00185	0.0019	0.0019	0.0055	0.0055	0.00585	0.0062	0.0062	0	0	0	0	0	0.001	0.001	0.00105	0.0011	0.0011
TARA_B100000674	SAMEA2622759	ERS492814	TARA_124	TARA_20110804T1833Z_124_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_124_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110804T1833Z_124_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000674	tara_20110804t1836z_124_event_cast	0.42481	P00DT00H01M	1	7.870713	7.870713	7.870713	7.870713	7.870713	17.599899	17.599899	17.599899	17.599899	17.599899	646.697247	646.697247	646.697247	646.697247	646.697247	644.698081	644.698081	644.698081	644.698081	644.698081	0.00774	0.00774	0.00774	0.00774	0.00774	0.0182	0.0182	0.01821	0.01822	0.01822	0.0118	0.0118	0.01184	0.01188	0.01188	0.00936	0.00936	0.00937	0.00938	0.00938	0.00386	0.00386	0.00386	0.00386	0.00386	0.0043	0.0043	0.00435	0.0044	0.0044
TARA_B100000686	SAMEA2622733	ERS492778	TARA_123	TARA_20110801T1755Z_123_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	150	0.22	3	TARA_123_MIX_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110801T1755Z_123_Combined-EVENTS_CAST_MIX_(150m)_SEQ-(10L-or-15min)_W0.22-3_B100000686	tara_20110731t1725z_123_event_cast	0.48628	P01DT00H27M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002	0.002	0.002	0.002	0.002	0.00605	0.00605	0.006175	0.0063	0.0063	0.00085	0.00085	0.000925	0.001	0.001	0.00245	0.00245	0.0025	0.00255	0.00255	0	0	0	0	0	0.00035	0.00035	0.00035	0.00035	0.00035
TARA_B100000683	SAMEA2622710	ERS492733	TARA_123	TARA_20110731T1720Z_123_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_123_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110731T1720Z_123_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000683	tara_20110731t1725z_123_event_cast	0.11502	P00DT00H04M	1	8.012428	8.012428	8.012428	8.012428	8.012428	11.921045	11.921045	11.921045	11.921045	11.921045	439.081584	439.081584	439.081584	439.081584	439.081584	437.725871	437.725871	437.725871	437.725871	437.725871	0.0036	0.0036	0.0036	0.0036	0.0036	0.01	0.01	0.01	0.01	0.01	0.0092	0.0092	0.0092	0.0092	0.0092	0.0023	0.0023	0.0023	0.0023	0.0023	0.00155	0.00155	0.00155	0.00155	0.00155	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04
TARA_B100000700	SAMEA2622690	ERS492699	TARA_122	TARA_20110728T1718Z_122_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	0.22	3	TARA_122_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110728T1718Z_122_Combined-EVENTS_CAST_DCM_(115m)_SEQ-(10L-or-15min)_W0.22-3_B100000700	tara_20110726t1739z_122_event_cast	8.2893	P01DT23H40M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0107	0.0107	0.0107	0.0107	0.0107	0.0026	0.0026	0.0028	0.003	0.003	0.0093	0.0093	0.0093	0.0093	0.0093	0	0	0	0	0	0.0016	0.0016	0.00165	0.0017	0.0017
TARA_B100000678	SAMEA2622673	ERS492680	TARA_122	TARA_20110727T1932Z_122_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	0.22	3	TARA_122_MES_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110727T1932Z_122_Combined-EVENTS_CAST_MES_(600m)_SEQ-(10L-or-15min)_W0.22-3_B100000678	tara_20110726t1739z_122_event_cast	3.4432	P01DT01H53M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001115	SAMEA2622652	ERS492642	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_122_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001115	tara_20110726t1739z_122_event_cast	2.0075	P00DT00H24M	1	7.470711	7.470711	7.470711	7.470711	7.470711	48.966505	48.966505	48.966505	48.966505	48.966505	1801.446465	1801.446465	1801.446465	1801.446465	1801.446465	1795.880934	1795.880934	1795.880934	1795.880934	1795.880934	0	0	0	0	0	0.0045	0.0045	0.0045	0.0045	0.0045	0.0041	0.0041	0.0041	0.0041	0.0041	0.003	0.003	0.003	0.003	0.003	0	0	0	0	0	0.0012	0.0012	0.0012	0.0012	0.0012
TARA_B100000949	SAMEA2622568	ERS492471	TARA_112	TARA_20110615T1845Z_112_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	696	0.22	3	TARA_112_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110615T1845Z_112_Combined-EVENTS_CAST_MES_(696m)_SEQ-(100L)_W0.22-3_B100000949	tara_20110614t1700z_112_event_cast	21.7485	P01DT01H48M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000945	SAMEA2622545	ERS492445	TARA_112	TARA_20110615T0059Z_112_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	155	0.22	3	TARA_112_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110615T0059Z_112_Combined-EVENTS_CAST_DCM_(155m)_SEQ-(100L)_W0.22-3_B100000945	tara_20110614t1700z_112_event_cast	12.7156	P00DT08H00M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0088	0.0088	0.0104	0.012	0.012	0.001	0.001	0.0011	0.0012	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000941	SAMEA2622518	ERS492408	TARA_112	TARA_20110614T1645Z_112_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_112_SRF_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110614T1645Z_112_EVENT_PUMP_SRF_(5m)_SEQ-(100L)_W0.22-3_B100000941	tara_20110614t1700z_112_event_cast	0.040252	P00DT00H09M	1	7.793725	7.793725	7.793725	7.793725	7.793725	22.327772	22.327772	22.327772	22.327772	22.327772	778.162264	778.162264	778.162264	778.162264	778.162264	775.687644	775.687644	775.687644	775.687644	775.687644	0	0	0	0	0	0.0017	0.0017	0.0018	0.0019	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000586	SAMEA2622499	ERS492381	TARA_111	TARA_20110601T1603Z_111_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	350	0.22	3	TARA_111_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110601T1603Z_111_Combined-EVENTS_CAST_MES_(350m)_SEQ-(100L)_W0.22-3_B100000586	tara_20110531t1416z_111_event_cast	4.5814	P01DT01H47M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100000579	SAMEA2622478	ERS492357	TARA_111	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	0.22	3	TARA_111_DCM_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(10L-or-15min)_W0.22-3_B100000579	tara_20110531t1416z_111_event_cast	4.776	P00DT06H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0123	0.01275	0.0141	0.021075	0.0234	0.0026	0.002825	0.0035	0.006125	0.007	0.0033	0.00365	0.0047	0.0062	0.0067	0	0	0	0	0	7.00E-04	0.000725	8.00E-04	0.001025	0.0011
TARA_B100000575	SAMEA2622452	ERS492321	TARA_111	TARA_20110531T1425Z_111_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.22	3	TARA_111_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20110531T1425Z_111_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000575	tara_20110531t1416z_111_event_cast	0.35233	P00DT00H12M	1	8.049736	8.049736	8.049736	8.049736	8.049736	12.099805	12.099805	12.099805	12.099805	12.099805	405.640381	405.640381	405.640381	405.640381	405.640381	404.327962	404.327962	404.327962	404.327962	404.327962	0	0	0	0	0	0.0041	0.0041	0.0041	0.0041	0.0041	0.0027	0.0027	0.0027	0.0027	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_B100001079	SAMEA2622429	ERS492294	TARA_110	TARA_20110522T1320Z_110_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	380	0.22	3	TARA_110_MES_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110522T1320Z_110_Combined-EVENTS_CAST_MES_(380m)_SEQ-(100L)_W0.22-3_B100001079	tara_20110521t1240z_110_event_cast	13.4767	P01DT00H42M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001113	SAMEA2622402	ERS492264	TARA_110	TARA_20110521T2100Z_110_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	0.22	3	TARA_110_DCM_0.22-3	SEQ-(100L)_W0.22-3	TARA_20110521T2100Z_110_EVENT_PUMP_DCM_(50m)_SEQ-(100L)_W0.22-3_B100001113	tara_20110521t1240z_110_event_cast	12.7625	P00DT08H22M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0274	0.02845	0.0316	0.035725	0.0371	0.0233	0.02475	0.0291	0.031125	0.0318	0.0047	0.004775	0.005	0.0077	0.0086	0	0	0	0.001875	0.0025	0.0019	0.001975	0.0022	0.002275	0.0023
