Sample_ID	Sample_event_ID	Archive_ID	organism	broad-scale environmental context	local-scale environmental context	environmental medium	geographic location	bottle_id	sample_name	cruise_expedition	cruise_name	start_collection_date	depth_sample	rosette_position	latitude	longitude	filter_max	filter_min	start_date_Time	 lon	 lat	 CTDPRS	 CTDPRS_inferred	 CTDTMP	 CTDSAL	 CTDOXY	 XMISS	 CHLPIG	 NUMBER	 NITRATE	 NITRATE_inferred	 FLUOR	 inferred_depth	ROSETTE	CTDPRS	 CTDPRS_inferred	CTDOXY	CTDSAL	CTDTMP	NO2_NO3	OXYGEN	PHSPHT	PHSPHT_inferred	REPLICT	SALNITY	SIGMA	SILCAT	SILCAT_inferred	THETA
S_1	S_E_1	SAMN07136998	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1560200314	S0501	HOT	HOT156	2004-02-24	5	14	22.75	-158		0.2	 2004-02-24T20:57:00	-157.996	22.7475	6	0.59215396	24.7398	34.8949	209.9	 nd	0.0979	60	 nd	 nd	 nd	5.96224	14	4	0.394769307	210.5	34.833	24.5454					1	34.8943	23.353			24.5445
S_2	S_E_1	SAMN07136999	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1560200308	S0502	HOT	HOT156	2004-02-24	100	8	22.75	-158		0.2	 2004-02-24T20:57:00	-157.996	22.7475	100	9.869232667	22.5912	35.3386	212.8	 nd	0.4876	60	 nd	 nd	 nd	99.3481	8	98.7	9.740932642	213.3	35.3383	22.6252					1	35.3344	24.304
S_3	S_E_1	SAMN07137000	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1560200304	S0503	HOT	HOT156	2004-02-24	175	4	22.75	-158		0.2	 2004-02-24T20:57:00	-157.996	22.7475	176	17.36984949	18.8987	35.0041	199.2	 nd	0.0754	84	 nd	 nd	 nd	174.82	4	173.3	17.10338021	198.9	35.0129	18.9169					1	35.0165	25.06
S_4	S_E_2	SAMN07137001	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1580200313	S0504	HOT	HOT158	2004-04-20	25	13	22.75	-158		0.2	 2004-04-20T21:10:00	-157.994	22.7578	26	2.566000493	23.7616	35.0179	212.3	 nd	0.0887	72	 nd	 nd	 nd	25.8351	13	23.8	2.348877375	212.5	35.0237	23.7724					1	35.0282	23.728			23.7674
S_5	S_E_2	SAMN07137002	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1580200306	S0505	HOT	HOT158	2004-04-20	125	6	22.75	-158		0.2	 2004-04-20T21:10:00	-157.994	22.7578	126	12.43523316	22.5058	35.3301	210.2	 nd	0.608	36	 nd	 nd	 nd	125.171	6	124.4	12.27732544	209.9	35.3212	22.6176					1	35.3203	24.294			22.5925
S_6	S_E_2	SAMN07137003	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1580200304	S0506	HOT	HOT158	2004-04-20	175	4	22.75	-158		0.2	 2004-04-20T21:10:00	-157.994	22.7578	176	17.36984949	19.7409	35.0881	194.8	 nd	0.1465	84	 nd	 nd	 nd	174.82	4	174.2	17.19220331	196.9	35.176	20.4854					1	35.1794	24.776			20.4527
S_7	S_E_3	SAMN07137004	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1590200314	S0507	HOT	HOT159	2004-05-18	5	14	22.75	-158		0.2	 2004-05-18T20:55:00	-157.971	22.7425	6	0.59215396	25.245	34.6959	211.3	 nd	0.0462	96	 nd	 nd	 nd	5.96225	14	4.3	0.424377005	211.2	34.6998	25.3458					1	34.6981	23.009			25.3448
S_8	S_E_3	SAMN07137005	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1590200307	S0508	HOT	HOT159	2004-05-18	115	7	22.75	-158		0.2	 2004-05-18T20:55:00	-157.971	22.7425	116	11.44830989	22.0268	35.1246	199.1	 nd	0.7103	60	 nd	 nd	 nd	115.239	7	114	11.25092524	198.4	35.1263	22.1357					1	35.1573	24.282			22.113
S_9	S_E_3	SAMN07137006	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1590200304	S0509	HOT	HOT159	2004-05-18	175	4	22.75	-158		0.2	 2004-05-18T20:55:00	-157.971	22.7425	176	17.36984949	19.0582	35.0097	198.2	 nd	0.1238	60	 nd	 nd	 nd	174.821	4	173.3	17.10338021	201.4	35.0425	19.3239					1	35.0388	24.979			19.2926
S_10	S_E_4	SAMN07137007	marine metagenome	ocean biome	ocean	water	Pacific Ocean: North Pacific Subtropical Gyre, Station ALOHA	1600200414	S0510	HOT	HOT160	2004-06-15	5	14	22.75	-158		0.2	 2004-06-15T20:57:00	-158.001	22.7487	6	0.59215396	25.7202	34.7322	207.7	 nd	0.091	120	 nd	 nd	 nd	5.96224	14	4.3	0.424377005	208.1	34.734	25.8764					1	34.7368	22.871			25.8754
