Sample_event_ID	start_ISO_DateTime	end_ISO_DateTime	lon	lat	cruise_ID	cruise_expedition	sampling_event_type	Station_name					OSD1_20140621T1110Z	2014-06-21T11:10	50.151	-4.13	2014-06-21T11:25
SE_25					OSD-Jun-2014	OSD							OSD10_20140621T2050Z	2014-06-21T20:50	41.839834	-83.18995	2014-06-21T22:00
SE_26													OSD100_20140622T0800Z	2014-06-22T08:00	35.35	25.29	2014-06-22T10:30
SE_27													OSD100_20140622T0800Z	2014-06-22T08:00	35.35	25.29	2014-06-22T10:30
SE_28													OSD101_20140621T1105Z	2014-06-21T11:05	32.741808	-16.711281	2014-06-21T11:10
SE_29													OSD102_20140621T1200Z	2014-06-21T12:00	32.64605	-16.910158	2014-06-21T12:05
SE_30													OSD103_20140621T1015Z	2014-06-21T10:15	32.7747	-16.828664	2014-06-21T10:20
SE_31													OSD105_20140621T1839Z	2014-06-21T18:39	69.023323	-105.34339	2014-06-21T19:00
SE_32													OSD106_20140620T1100Z	2014-06-20T11:00	65.9449	-22.4192	2014-06-20T13:00
SE_33													OSD106_20140620T1130Z	2014-06-20T11:30	65.9449	-22.4192	2014-06-20T12:30
SE_34													OSD107_20140620T0950Z	2014-06-20T09:50	39.14039	-9.38011	2014-06-20T10:10
SE_35													OSD108_20140620T1140Z	2014-06-20T11:40	38.757283	-8.966333	2014-06-20T11:50
SE_36													OSD109_20140620T1100Z	2014-06-20T11:00	38.67694	-9.01239	2014-06-20T11:10
SE_37													OSD11_20140617T1503Z	2014-06-17T15:03	-67.344	-68.135	2014-06-17T15:10
SE_38													OSD110_20140621T1030Z	2014-06-21T10:30	40.145122	-8.869328	2014-06-21T10:50
SE_39													OSD111_20140621T0830Z	2014-06-21T08:30	40.659875	-8.703761	2014-06-21T08:50
SE_40													OSD113_20140621T1125Z	2014-06-21T11:25	38.6667	-9.4367	2014-06-21T12:00
SE_41													OSD114_20140621T1005Z	2014-06-21T10:05	34.41	-9.51	2014-06-21T10:30
SE_42													OSD115_20140621T1430Z	2014-06-21T14:30	39.134347	-9.384778	2014-06-21T14:45
SE_43													OSD116_20140621T1330Z	2014-06-21T13:30	39.415067	-9.218828	2014-06-21T13:40
SE_44													OSD117_20140621T1610Z	2014-06-21T16:10	37.167	-7.504	2014-06-21T16:40
SE_45													OSD118_20140621T1214Z	2014-06-21T12:14	51.7423	-8.3112	2014-06-24T12:17
SE_46													OSD119_20140621T1800Z	2014-06-21T18:00	21.3142	-89.6712	2014-06-21T18:27
SE_47													OSD120_20140621T1813Z	2014-06-21T18:13	21.4934	-88.8468	2014-06-21T19:00
SE_48													OSD121_20140621T1759Z	2014-06-21T17:59	20.8841	-90.4967	2014-06-21T18:30
SE_49													OSD122_20140622T0745Z	2014-06-22T07:45	29.4667	34.9291	2014-06-22T08:45
SE_50													OSD123_20140622T0900Z	2014-06-22T09:00	32.822	32.954	2014-06-22T11:00
SE_51													OSD123_20140622T0900Z	2014-06-22T09:00	32.822	32.954	2014-06-22T11:00
SE_52													OSD124_20140621T0325Z	2014-06-21T03:25	34.32444	135.12083	2014-06-21T03:40
SE_53													OSD124_20140621T0325Z	2014-06-21T03:25	34.32444	135.12083	2014-06-21T03:40
SE_54													OSD125_20140621T1300Z	2014-06-21T13:00	55.03306	-1.43278	2014-06-21T16:55
SE_55													OSD126_20140621T1215Z	2014-06-21T12:15	66.00691	-18.19653	2014-06-21T12:31
SE_56													OSD127_20140621T1143Z	2014-06-21T11:43	66.00776	-18.19531	2014-06-21T12:12
SE_57													OSD128_20140621T1705Z	2014-06-21T17:05	65.4886	-18.0608	2014-06-21T17:19
SE_58													OSD129_20140621T1638Z	2014-06-21T16:38	65.817186	-18.101835	2014-06-21T17:03
SE_59													OSD13_20140621T0630Z	2014-06-21T06:30	43.185	27.936667	2014-06-21T06:45
SE_60													OSD130_20140621T1141Z	2014-06-21T11:41	66.1316	-18.7902	2014-06-21T12:05
SE_61													OSD131_20140621T0824Z	2014-06-21T08:24	42.413806	27.669	2014-06-21T11:30
SE_62													OSD132_20140622T0845Z	2014-06-22T08:45	32.0694	34.843	2014-06-22T09:00
