Sample ID	Sample label (BioSample)	Sample label (BioArchive)	Sample label (ENA)	URL file	Campaign	Site label	Site number	Event	Device	Comment OBJECTIVE	Comment PLATFORM	Comment DEVICE REPORTED	Comment DESCRIPTION	URI	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Depth	TZ	Local time	"Country, closest"	"Country, distance"	"BG province, closest, abbrev"	"BG province, closest, desc"	"BG province, distance"	"LME, closest, desc"	"LME, distance"	"Locality, site"	"Locality, region"	URL ref	Biome	purl_biome	Env feature	purl_feature	Material	purl_material	Protocol Label	Quantity	Container	Content	"Size-fraction, upper thresh"	"Size-fraction, lower thresh"	"Treatment, chemicals"	"Treatment, storage"	Temp	Sal	pH	[PO4]3-	[NO3]-	POC	[NO2]-	DOC	Plank nano/micro	PAR	Cond	PP C	OXYGEN	PON	Plank meso/macro	Bact prod C	DON	[NH4]+	Si(OH)4	Turbidity	Fluorometer	Chl a
OSD143_2014-06-21_1m_NPL022	SAMEA3275509	ABOKN04	ERS667523	https://www.ebi.ac.uk/ena/data/view/ERS667523	OSD-Jun-2014	OSD143	143	OSD143_20140621T1845Z	"Bottle, Niskin"	Long-term time series program to explore the impact of human and climate variability on pelagic processes in a subtropical estuary	"Permanent dock, Skidaway Institute of Oceanography main dock"	"Manta2 6-parameter water quality sonde, Niskin bottle"	Replicate 0.3L water samples collected onto 0.8 um filters and store in individual 5 ml cryovials.	http://store.pangaea.de/Projects/OSD_2014/OSD143_20140621T1845Z.pdf	2014-06-21T18:45	31.98282	-81.01667	2014-06-21T20:00	31.98282	-81.01667	1	UTC-05	21-06-2014T13:45:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0.119902092	Southeast U.S. Continental Shelf	6429	Skidaway Institute of Oceanography			estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	0.5;0.5;0.5;0.5	Whilpuk	Particulate matter	No pre-filtration	0.22	None	-80	30.79	26.58	7.53	0.7	0.1			268.4					5.85				15.4	0.2		20.4	5.3	4.97
OSD148_2014-06-21_0m_NPL022	SAMEA3275504	ABOKM51	ERS667518	https://www.ebi.ac.uk/ena/data/view/ERS667518	OSD-Jun-2014	OSD148	148	OSD148_20140621T0845Z	"Bottle, Niskin"	Integration of general public Coupling of Citclops data	SDN:L06:31 FB Otzum	"Free falling water sampler (General Oceanics, Niskin sampling bottle)"	"1) discrete water sample with free falling water sampler 2) filtration of sample with vaccum pump, Sterivex filter used 3) immediate freezing at -20C"	http://store.pangaea.de/Projects/OSD_2014/OSD148_20140621T0845Z.pdf	2014-06-21T08:45	53.580926	8.148636	2014-06-21T09:00	53.580926	8.148636	0	UTC+01	21-06-2014T09:45:00	DEU	254	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Wadden Sea	North Sea	http://marineregions.org/gazetteer.php?p=details&id=2350	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	0.3;0.3;0.3;0.3;0.3	Sterivex	Particulate matter	No pre-filtration	0.22	None	-20	17.77	31.14									4060		9.1								6.69	
OSD58_2014-06-21_1m_NPL022	SAMEA3275583	ABOKM28	ERS667601	https://www.ebi.ac.uk/ena/data/view/ERS667601	OSD-Jun-2014	OSD58	58	OSD58_20140621T1530Z	"Bottle, Niskin"	time-series of coastal variability	dock	niskin bottle	nothing additional	http://store.pangaea.de/Projects/OSD_2014/OSD58_20140621T1530Z.pdf	2014-06-21T15:30	34.7181	-76.6707	2014-06-21T17:00	34.7181	-76.6707	1	UTC-05	21-06-2014T10:30:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	PICO	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	esturay	http://purl.obolibrary.org/obo/ENVO_00000045	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	0.9;1;1;0.9;0.9;0.9	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	25.8	35.8																		5.03	2.26	6.708
OSD39_2014-06-19_0.1m_NPL022	SAMEA3275610	ABOKM95	ERS667628	https://www.ebi.ac.uk/ena/data/view/ERS667628	OSD-Jun-2014	OSD39	39	OSD39_20140619T0500Z	"Bottle, unknown 4-L"	Prokaryote and Eukaryote DNA sampling	waded from shore	4L sterile bottles	surface sample	http://store.pangaea.de/Projects/OSD_2014/OSD39_20140619T0500Z.pdf	2014-06-19T18:00	32.7524	-79.89954	2014-06-19T18:15	32.7524	-79.89954	0.1	UTC+08	19-06-2014T13:00:00	USA	42	NWCS	Coastal - NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	Charleston Harbor	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	estuarine biome	http://purl.obolibrary.org/obo/ENVO_01000020	harbor	http://purl.obolibrary.org/obo/ENVO_00000463	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1.5;1.5;1.5;1.5;1.5	Sterivex	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	31.3	24.3	8								37.56		5.27									
OSD165_2014-06-23_2m_NPL022	SAMEA3275487	ABOKM31	ERS667496	https://www.ebi.ac.uk/ena/data/view/ERS667496	OSD-Jun-2014	OSD165	165	OSD165_20140623T0900Z	"Bucket, plastic"	This site is part of Marine Scotland Science s coastal ecosystem monitoring programme.	Boat	Bucket	This is a sample taken from Loch Ewe as part of Marine Scotland s coastal ecosystem monitoring programme	http://store.pangaea.de/Projects/OSD_2014/OSD165_20140623T0900Z.pdf	2014-06-23T09:00	57.8498	-5.6495	2014-06-23T09:00	57.8498	-5.6495	2	UTC+00	23-06-2014T09:00:00	GBR	508	NECS	Coastal - NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	0	Loch Ewe	Inner Seas off the West Coast of Scotland	http://marineregions.org/gazetteer.php?p=details&id=4283	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	bay	http://purl.obolibrary.org/obo/ENVO_00000032	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1;1;1;1	Sterivex	Particulate matter	No pre-filtration	0.22	None	Refrigeration for 5 days and then -80	14.3	32.4453																				
OSD147_2014-06-21_0m_NPL022	SAMEA3275505	ABOKM58	ERS667519	https://www.ebi.ac.uk/ena/data/view/ERS667519	OSD-Jun-2014	OSD147	147	OSD147_20140621T0533Z	"Bucket, plastic 10-L"	"To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies."	Seawater samples were collected from the location which is about 1.5-2 km away from the coast. A small boat with outboard engine used to reached to the location.	"10L- Plastic bucket used to collect seawater from the surface. Multiparameter used to measure Conductivity, DO, pH and temperature.  Refractometer used to measure salinity"	"surface water sample from sea off Pulmoddai, Sri Lanka"	http://store.pangaea.de/Projects/OSD_2014/OSD147_20140621T0533Z.pdf	2014-06-21T05:33	8.873739	81.077344	2014-06-21T05:55	8.873739	81.077344	0	UTC+05:30	21-06-2014T11:03:00	LKA	1103	MONS	Trades - Indian Monsoon Gyres Province	0	Bay of Bengal	0	Rajarata	Bay of Bengal	http://marineregions.org/gazetteer.php?p=details&id=4273	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	bay	http://purl.obolibrary.org/obo/ENVO_00000032	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	6;6;6;6;6	Sterivex cartridge	particulate matter on 0.22_m filter	3	0.22	None	-80	28.8	33	8.06								53.2		229.2									
OSD50_2014-06-20_0m_NPL022	SAMEA3275600	ABOKM69	ERS667618	https://www.ebi.ac.uk/ena/data/view/ERS667618	OSD-Jun-2014	OSD50	50	OSD50_20140620T0709Z	"Bottle, Niskin"	Contribute to OSD - obtain data for biodiversity and connectivity assessment within the DEVOTES project	Pasaia Oceano meteorological station	Niskin bottle	no extended sample description	http://store.pangaea.de/Projects/OSD_2014/OSD50_20140620T0709Z.pdf	2014-06-20T07:09	43.333333	-1.925	2014-06-20T07:11	43.333333	-1.925	0	UTC+01	20-06-2014T08:09:00	ESP	0	CNRY	Coastal - Canary Coastal Province (EACB)	0.015828137	Iberian Coastal	209	Pasaia	Bay of Biscay	http://marineregions.org/gazetteer.php?p=details&id=2359	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	bay	http://purl.obolibrary.org/obo/ENVO_00000032	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	5;5;5;5;5;4.5	Sterivex	Filtered water	No pre-filtration	0.22	None	-80	20	34.3	8.34	0.16	1.6		0.84			97.9								1.7	1.63	0.64		
OSD45_2014-06-22_0m_NPL022	SAMEA3275605	ABOKL68	ERS667623	https://www.ebi.ac.uk/ena/data/view/ERS667623	OSD-Jun-2014	OSD45	45	OSD45_20140622T2130Z	"Bucket, plastic 20-L"	OSD Summer Solstice 2014.   Prokaryote samples - 6 replicate water samples of 10.5 Liters each (7 sterivex filters for each sample).	bucket toss from Fort DeSoto Fishing Pier	Collected seawater with clean bucket by hand toss from Fort Desoto Park Fishing Pier - transfered to sterile 20 Liter carboys on board - collected 3 20L carboys	"particulate matter on a 0.22 um pore size sterivex filter from surface of Tampa Bay OSD site 45. Replicate prokaryote sample 1 of 5, each replicate sample consisting of 7 sterivex each.  All prokaryotic filters (7 filters each of 5 replicate samples) from site 45 filtered 1.5 liters of sample."	http://store.pangaea.de/Projects/OSD_2014/OSD45_20140622T2130Z.pdf	2014-06-22T21:30	27.61578	-82.72587	2014-06-22T21:55	27.61578	-82.72587	0	UTC-05	22-06-2014T16:30:00	USA	130	CARB	Trades - Caribbean Province	0	Gulf of Mexico	0	Tampa Bay	Gulf of Mexico	http://marineregions.org/gazetteer.php?p=details&id=4288	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	coastal inlet	http://purl.obolibrary.org/obo/ENVO_00000137	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1.5;1.5;1.5;1.5;1.5;1.5;1.5	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-80	31.2	33.84	8.23																	11.2		
OSD46_2014-06-21_0m_NPL022	SAMEA3275604	ABOKL78	ERS667622	https://www.ebi.ac.uk/ena/data/view/ERS667622	OSD-Jun-2014	OSD46	46	OSD46_20140621T2000Z	"Bucket, plastic"	To determine the composition and diversity of microbes in the world s oceans	"Boat, Gravois IV"	Carboys	subsurface	http://store.pangaea.de/Projects/OSD_2014/OSD46_20140621T2000Z.pdf	2014-06-21T20:00	30.2484	-88.74825	2014-06-21T20:15	30.2484	-88.74825	0	UTC-06	21-06-2014T14:00:00	USA	611	CARB	Trades - Caribbean Province	0	Gulf of Mexico	0	Horn Island	Gulf of Mexico	http://marineregions.org/gazetteer.php?p=details&id=4288	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	coastal inlet	http://purl.obolibrary.org/obo/ENVO_00000137	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1;1;1;1;1	Sterivex GP 0.22_m	Filtered water	No pre-filtration	0.22	None	-80	29.8	17.5											187									
OSD6_2014-06-21_0m_NPL022	SAMEA3282989	ABOKM05	ERS667660	https://www.ebi.ac.uk/ena/data/view/ERS667660	OSD-Jun-2014	OSD6	6	OSD6_20140621T0930Z	"Bucket, plastic"	Sampling for OSD	Not reported	"1 bucket, CTD, radiometer"	sampling for OSD	http://store.pangaea.de/Projects/OSD_2014/OSD6_20140621T0930Z.pdf	2014-06-21T10:30	41.6666	2.8	2014-06-21T11:30	41.6666	2.8	0	UTC+01	21-06-2014T10:30:00	ESP	932	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0.004381688	Mediterranean Sea	0	Blanes	Balearic Sea	http://marineregions.org/gazetteer.php?p=details&id=3322	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	coastal water body	http://purl.obolibrary.org/obo/ENVO_02000049	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	5;5;5;5;5;5	Sterivex	Particulate matter	3	0.22	None	-80	20.66	37.83								2055											0.14	0.15
OSD142_2014-06-21_1m_NPL022	SAMEA3275512	ABOKM39	ERS667526	https://www.ebi.ac.uk/ena/data/view/ERS667526	OSD-Jun-2014	OSD142	142	OSD142_20140621T1500Z	"Bottle, Niskin"	"Water quality time series at Grays Reef National Marine Sanctuary, NBDC station 41008"	Research Vessel Sam Gray	Niskin bottle to collect water.  In situ WetLabs sensors at 1M	Surface water sample collected at 1 M	http://store.pangaea.de/Projects/OSD_2014/OSD142_20140621T1500Z.pdf	2014-06-21T15:00	31.383607	-80.866685	2014-06-21T18:00	31.383607	-80.866685	1	UTC-05	21-06-2014T10:00:00	USA	32673	NWCS	Coastal - NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	Gray s Reef National Marine Sanctuary	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	continental shelf	http://purl.obolibrary.org/obo/ENVO_00000223	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2;2;2;2	Whilpuk	Whilpuk	No pre-filtration	0.22	None	-80	27.43	35.85	7.97		0.3			112.21					7.99				6.9	0.1		0.8325	5.5	
OSD100_2014-06-22_20m_NPL022	SAMEA3275548	ABOKL72	ERS667566	https://www.ebi.ac.uk/ena/data/view/ERS667566	OSD-Jun-2014	OSD100	100	OSD100_20140622T0800Z	"Bottle, Niskin"	Water sampling for prokaryotes.	Research Vessel Alkyon	Niskin bottles	Surface and DCM water sample from the OSD100 station.	http://store.pangaea.de/Projects/OSD_2014/OSD100_20140622T0800Z.pdf	2014-06-22T08:00	35.35	25.29	2014-06-22T10:30	35.35	25.29	20	UTC+02	22-06-2014T10:00:00	GRC	1498	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0	Mediterranean Sea	0	Crete - GOS	Aegean Sea	http://marineregions.org/gazetteer.php?p=details&id=3315	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	deep chlorophyll maximum layer	http://purl.obolibrary.org/obo/ENVO_01000326	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	14;14.5;14.5;8	Sterivex cartridge	Particulate matter	No pre-filtration	0.22	None	-80	23.13	39.11	8.2	0.05	0.16	0	0.06			323.4	5.64							0.35	0.82		0.256	
OSD127_2014-06-21_10m_NPL022	SAMEA3275524	ABOKM16	ERS667538	https://www.ebi.ac.uk/ena/data/view/ERS667538	OSD-Jun-2014	OSD127	127	OSD127_20140621T1143Z	"Bottle, Niskin 1.6-L"	Ocean water in 10 m depth for comparison with same location at 1 m	Research vessel Einari Nesi	Niskin Bottles 1.6 L	Identical location as OSD126_Eyjafordur_1 but different depth	http://store.pangaea.de/Projects/OSD_2014/OSD127_20140621T1143Z.pdf	2014-06-21T11:43	66.00776	-18.19531	2014-06-21T12:12	66.00696	-18.19041	10	UTC+00	21-06-2014T11:43:00	ISL	0	ARCT	Polar - Atlantic Arctic Province	0.070975589	Iceland Shelf and Sea	3950	Eyafjordur_2	Greenland Sea	http://marineregions.org/gazetteer.php?p=details&id=2356	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	fjord	http://purl.obolibrary.org/obo/ENVO_00000039	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2.63;3.130;3.54;2.94;3.25	20L	4L	No pre-filtration	0.22	None	-80	11.24	59.7									59.7											
OSD128_2014-06-21_1m_NPL022	SAMEA3275523	ABOKM57	ERS667537	https://www.ebi.ac.uk/ena/data/view/ERS667537	OSD-Jun-2014	OSD128	128	OSD128_20140621T1705Z	"Bottle, Niskin 1.6-L"	"Eyjafjordur, Akureyri, Iceland"	Research vessel Einari Nesi	Nissan bottles 1.6 L	Surface sampling	http://store.pangaea.de/Projects/OSD_2014/OSD128_20140621T1705Z.pdf	2014-06-21T17:05	65.4886	-18.0608	2014-06-21T17:19	65.4877	-18.06032	1	UTC+00	21-06-2014T17:05:00	ISL	0	ARCT	Polar - Atlantic Arctic Province	0.154969406			Eyafjordur_3			marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	fjord	http://purl.obolibrary.org/obo/ENVO_00000039	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1.71;1.2;1.7;1.72;1.69	20L	4L	No pre-filtration	0.22	None	-80	12	14									14											
OSD129_2014-06-21_10m_NPL022	SAMEA3275522	ABOKM22	ERS667536	https://www.ebi.ac.uk/ena/data/view/ERS667536	OSD-Jun-2014	OSD129	129	OSD129_20140621T1638Z	"Bottle, Niskin 1.6-L"	"Eyjafjordur, Akureyri, Iceland"	Research Vessel Einari Nesi	Niskin bottles 1.6 L	10 m sample of same site as OSD 128	http://store.pangaea.de/Projects/OSD_2014/OSD129_20140621T1638Z.pdf	2014-06-21T16:38	65.817186	-18.101835	2014-06-21T17:03	65.48868	-18.0608	10	UTC+00	21-06-2014T16:38:00	ISL	1325	ARCT	Polar - Atlantic Arctic Province	0	Iceland Shelf and Sea	0	Eyafjordur_4	Greenland Sea	http://marineregions.org/gazetteer.php?p=details&id=2356	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	fjord	http://purl.obolibrary.org/obo/ENVO_00000039	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2.940;2.96;2.95;3.02;2.86	20L	4L	No pre-filtration	0.22	None	-80	9.9	61.5									61.5											
OSD141_2014-06-20_5m_NPL022	SAMEA3275514	ABOKL43	ERS667528	https://www.ebi.ac.uk/ena/data/view/ERS667528	OSD-Jun-2014	OSD141	141	OSD141_20140620T0845Z	Water pump	OSD 2014	Boat	Environmental parameters were measured with CTD. Plastic tubes were used for pumping watersamples.	Coastal northern atlantic water	http://store.pangaea.de/Projects/OSD_2014/OSD141_20140620T0845Z.pdf	2014-06-20T08:45	60.16121	5.11504	2014-06-20T09:00	60.16121	5.11504	5	UTC+01	20-06-2014T09:45:00	NOR	1557	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Raunefjorden	North Sea	http://marineregions.org/gazetteer.php?p=details&id=2350	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	fjord	http://purl.obolibrary.org/obo/ENVO_00000039	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	4;4;4;4;4	Sterivex GP 0.22_m	Sea water	No pre-filtration	0.22	None	-80	10.13	30.67	7.91	0.2					9.80E+11										0.4	0.59		
OSD13_2014-06-21_0m_NPL022	SAMEA3275634	ABOKM46	ERS667655	https://www.ebi.ac.uk/ena/data/view/ERS667655	OSD-Jun-2014	OSD13	13	OSD13_20140621T0630Z	"Bottle, Nansen"	The link between bacterial diversity and microbial community function in the unique Black Sea is very interesting and important.	research vessel Akademik	Nansen bottle	Pouring rain for days before sampling.	http://store.pangaea.de/Projects/OSD_2014/OSD13_20140621T0630Z.pdf	2014-06-21T06:30	43.185	27.936667	2014-06-21T06:45	43.185	27.936667	0	UTC+02	21-06-2014T08:30:00	BGR	779	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0.019022073	Black Sea	0	Varna Bay	Black Sea	http://marineregions.org/gazetteer.php?p=details&id=3319	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	landlocked sea	http://purl.obolibrary.org/obo/ENVO_00000219	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	0.8;0.85;1;1;1;1	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	Liquid Nitrogen	22.87	12.6																				
OSD131_2014-06-21_1m_NPL022	SAMEA3275520	ABOKM40	ERS667534	https://www.ebi.ac.uk/ena/data/view/ERS667534	OSD-Jun-2014	OSD131	131	OSD131_20140621T0824Z	"Bottle, Niskin"	Black sea salinity is unique and bacterial diversity here is still in larger scale unstudied. In coastal zones this is even a more severe problem as these are with high ecological and public importance. Our interest are bacterial groups involved in biogeochemical processes in sediments and their interaction with the upstanding water column.	"Research vessel, LEM"	Niskin bottle	ENVO:00000447 marine biome	http://store.pangaea.de/Projects/OSD_2014/OSD131_20140621T0824Z.pdf	2014-06-21T08:24	42.413806	27.669	2014-06-21T11:30	42.424831	27.669019	1	UTC+02	21-06-2014T10:24:00								Sozopol bay (Zlatana ribka)	Black Sea	http://marineregions.org/gazetteer.php?p=details&id=3319	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	landlocked sea	http://purl.obolibrary.org/obo/ENVO_00000219	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	0.4;0.35;0.35;0.35;0.35	Sterivex cartridge	particulate matter on 0.22_m filter	No pre-filtration	0.22	None	-20	22.5	14.3																				
OSD64_2014-06-21_1m_NPL022	SAMEA3275578	ABOKL73	ERS667596	https://www.ebi.ac.uk/ena/data/view/ERS667596	OSD-Jun-2014	OSD64	64	OSD64_20140621T0930Z	"Bottle, Nansen"	"OSD in the bay of Odessa, Black Sea, Ukraine"	UOA-7119PM171G	Nansen bottle	Surface water	http://store.pangaea.de/Projects/OSD_2014/OSD64_20140621T0930Z.pdf	2014-06-21T09:30	46.44155	30.77595	2014-06-21T10:30	46.44155	30.77595	1	UTC+02	21-06-2014T11:30:00	UKR	145	MEDI	"Westerlies - Mediterranean Sea, Black Sea Province"	0.014678129	Black Sea	1258	Odessa	Black Sea	http://marineregions.org/gazetteer.php?p=details&id=3319	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	landlocked sea	http://purl.obolibrary.org/obo/ENVO_00000219	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	2;2;2.6;2.2;2;2	Sterivex	Particulate matter	No pre-filtration	0.22	None	-80	20.3	17.63	8.4	1	1		2				32.2							1				
OSD41_2014-06-21_1m_NPL022	SAMEA3275609	ABOKM12	ERS667627	https://www.ebi.ac.uk/ena/data/view/ERS667627	OSD-Jun-2014	OSD41	41	OSD41_20140621T1840Z	Horizontal water sampler	It is a great way for us to participate and learn about how diversified our region is compared to other regions around the world.	"Sequim Bay State Park Dock, a public boat dock."	"Beta water sampler, horizontal pvc water sampler by Wildco.  YSI monitoring sensor."	"Sample was collected with the horizontal water sampler and the water was transferred into a sterile container.  The sterile container was placed on ice, and we proceeded to filter the water right there on the dock."	http://store.pangaea.de/Projects/OSD_2014/OSD41_20140621T1840Z.pdf	2014-06-21T18:40	48.04051	-123.0257	2014-06-21T18:45	48.04051	-123.0257	1	UTC-08	21-06-2014T10:40:00	USA	155	CCAL	Coastal - California Upwelling Coastal Province	0.090559259	Gulf of Alaska	1983	Sequim Bay Park	The Coastal Waters of Southeast Alaska and British Columbia	http://marineregions.org/gazetteer.php?p=details&id=4313	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine algal bloom	http://purl.obolibrary.org/obo/ENVO_01000057	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	0.12;0.115;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12;0.12			No pre-filtration	0.22	None	-80	15.9	24.73		0.931	0.3		1.47				32055		0.01					24.5	37.1			305.7
OSD101_2014-06-21_0m_NPL022	SAMEA3275546	ABOKL61	ERS667564	https://www.ebi.ac.uk/ena/data/view/ERS667564	OSD-Jun-2014	OSD101	101	OSD101_20140621T1105Z	"Bucket, plastic"	OSD2014 at Madeira Island	Land	ACID WASHED RECIPIENT	Surface Sample	http://store.pangaea.de/Projects/OSD_2014/OSD101_20140621T1105Z.pdf	2014-06-21T11:05	32.741808	-16.711281	2014-06-21T11:10	32.741808	-16.711281	0	UTC+00	21-06-2014T11:05:00		0	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	0			Quinta do Lorde	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1;1;1;1	Sterivex	SPM	No pre-filtration	0.22	None	-80	20.5	37																				
OSD102_2014-06-21_0m_NPL022	SAMEA3275545	ABOKL45	ERS667563	https://www.ebi.ac.uk/ena/data/view/ERS667563	OSD-Jun-2014	OSD102	102	OSD102_20140621T1200Z	"Bucket, plastic"	OSD2014 at Madeira Island	Land	ACID WASHED RECIPIENT	OSD102-MARINA DO FUNCHAL	http://store.pangaea.de/Projects/OSD_2014/OSD102_20140621T1200Z.pdf	2014-06-21T12:00	32.64605	-16.910158	2014-06-21T12:05	32.64605	-16.910158	0	UTC+00	21-06-2014T12:00:00		0	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	0.008192887			Marina do Funchal	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1;1;1;1	Sterivex	SPM	No pre-filtration	0.22	None	-80	20.8	36																				
OSD103_2014-06-21_0m_NPL022	SAMEA3275544	ABOKN06	ERS667562	https://www.ebi.ac.uk/ena/data/view/ERS667562	OSD-Jun-2014	OSD103	103	OSD103_20140621T1015Z	"Bucket, plastic"	OSD2014 at Madeira Island	Land	ACID WASHED RECIPIENT	OSD103-PORTO DA CRUZ at MADEIRA_ATLANTIC OCEAN	http://store.pangaea.de/Projects/OSD_2014/OSD103_20140621T1015Z.pdf	2014-06-21T10:15	32.7747	-16.828664	2014-06-21T10:20	32.7747	-16.828664	0	UTC+00	21-06-2014T10:15:00		0	NASE	Westerlies - N. Atlantic Subtropical Gyral Province (East) (STGE)	0.029532657			Porto da Cruz	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;1;1;1;1	Sterivex	SPM	No pre-filtration	0.22	None	-80	20.2	37																				
OSD106_2014-06-20_0m_NPL022	SAMEA3275542	ABOKN07	ERS667560	https://www.ebi.ac.uk/ena/data/view/ERS667560	OSD-Jun-2014	OSD106	106	OSD106_20140620T1100Z	"Bottle, unknown"	Microbial diversity	Small research vessel	Clean Water Bottles	Not reported	http://store.pangaea.de/Projects/OSD_2014/OSD106_20140620T1100Z.pdf	2014-06-20T11:00	65.9449	-22.4192	2014-06-20T13:00	65.9449	-22.4192	0	UTC+00	20-06-2014T11:00:00	ISL	1080	ARCT	Polar - Atlantic Arctic Province	0	Iceland Shelf and Sea	0	REYKIS	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	ocean	http://purl.obolibrary.org/obo/ENVO_00000015	sea water	http://purl.obolibrary.org/obo/ENVO_00002149	NPL022	1;2;2.5;1;1.5;2	Sterivex	0.2_M filtrate	No pre-filtration	0.22	None	-80	7.6	19																				
