sampling_event_ID	BioSample	SRA	Sample name	bacterial_count	chlorophyll	collection_date	conduc	depth	diss_inorg_carb	env_biome	purl_biome	env_feature	purl_feature	env_material	purl_material	geo_loc_name	lat	lon	max_filter_size	min_filter_size	samp_volume	site_name	std_norm_factor
ANM11_13-05-2011_1.519367S48.917950W_1.8	SAMN03252785	SRS832514	RCM9	3640000	2.03	13-05-2011	37.1	19	308	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-1.519367	-48.91795	2	0.2	1.8	Belem (BLM)	13195
ANM11_19-05-2011_1.919017S55.525717W_0.73	SAMN03252792	SRS832945	RCM16	3760000	3.23	19-05-2011	56.4	33	551	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-1.919017	-55.525717	297	2	0.73	Obidos (OB)	17109
ANM11_19-05-2011_1.919017S55.525717W_0.73	SAMN03252791	SRS832944	RCM15	3760000	3.23	19-05-2011	56.4	33	551	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-1.919017	-55.525717	2	0.2	0.73	Obidos (OB)	5000
ANM11_19-05-2011_1.919017S55.525717W_1.06	SAMN03252790	SRS832920	RCM14	3760000	3.23	19-05-2011	56.4	33	551	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-1.919017	-55.525717	297	2	1.06	Obidos (OB)	4217
ANM11_19-05-2011_1.919017S55.525717W_1.06	SAMN03252789	SRS832586	RCM13	3760000	3.23	19-05-2011	56.4	33	551	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-1.919017	-55.525717	2	0.2	1.06	Obidos (OB)	5713
ANM11_08-05-2011_0.156917S50.622550W_0.7	SAMN03252796	SRS835001	RCM20	3940000	1.99	2011-08-05	55.3	10	459	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.156917	-50.62255	297	2	0.7	Macapa South (MCPS)	23472
ANM11_08-05-2011_0.156917S50.622550W_0.7	SAMN03252795	SRS834182	RCM19	3940000	1.99	2011-08-05	55.3	10	459	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.156917	-50.62255	2	0.2	0.7	Macapa South (MCPS)	14073
ANM11_08-05-2011_0.156917S50.622550W_0.7	SAMN03252794	SRS834181	RCM18	3940000	1.99	2011-08-05	55.3	10	459	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.156917	-50.62255	297	2	0.7	Macapa South (MCPS)	43832
ANM11_08-05-2011_0.156917S50.622550W_0.7	SAMN03252793	SRS834180	RCM17	3940000	1.99	2011-08-05	55.3	10	459	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.156917	-50.62255	2	0.2	0.7	Macapa South (MCPS)	21777
ANM11_07-05-2011_0.083883S51.051417W_0.53	SAMN03252800	SRS835073	RCM24	3960000	1.67	2011-07-05	61.5	14	507	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.083883	-51.051417	297	2	0.53	Macapa North (MCPN)	114936
ANM11_07-05-2011_0.083883S51.051417W_0.53	SAMN03252799	SRS835071	RCM23	3960000	1.67	2011-07-05	61.5	14	507	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.083883	-51.051417	2	0.2	0.53	Macapa North (MCPN)	3667
ANM11_07-05-2011_0.083883S51.051417W_0.65	SAMN03252798	SRS835072	RCM22	3960000	1.67	2011-07-05	61.5	14	507	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.083883	-51.051417	297	2	0.65	Macapa North (MCPN)	15029
ANM11_07-05-2011_0.083883S51.051417W_0.65	SAMN03252797	SRS834999	RCM21	3960000	1.67	2011-07-05	61.5	14	507	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.083883	-51.051417	2	0.2	0.65	Macapa North (MCPN)	10521
ANR12_06-08-2012_2.29063S55.00450W_3.41	SAMN05944757	SRS1776083	RCJ20	3480000	4.37	2012-06-08	20.3	15	161	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-2.29063	-55.0045	156	2	3.41	Tapajos Depth (TAPD)	33288.2
ANR12_06-08-2012_2.29063S55.00450W_3.41	SAMN05944756	SRS1776082	RCJ19	3480000	4.37	2012-06-08	20.3	15	161	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-2.29063	-55.0045	2	0.2	3.41	Tapajos Depth (TAPD)	120311.4
ANR12_06-08-2012_2.29063S55.00450W_3.20	SAMN05944755	SRS1776081	RCJ18	3480000	4.37	2012-06-08	20.3	15	161	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-2.29063	-55.0045	156	2	3.2	Tapajos Depth (TAPD)	36488.8
ANR12_06-08-2012_2.29063S55.00450W_3.20	SAMN05944754	SRS1776080	RCJ17	3480000	4.37	2012-06-08	20.3	15	161	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-2.29063	-55.0045	2	0.2	3.2	Tapajos Depth (TAPD)	43850.9
ANR12_05-08-2012_1.55141S55.31543W_0.97	SAMN05944753	SRS1776079	RCJ16	3770000	1.03	2012-05-08	49.5	0.5	360	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-1.55141	-55.31543	156	2	0.97	Obidos (OB)	63110.2
ANR12_01-08-2012_1.31162S48.55077W_1.23	SAMN05944752	SRS1776078	RCJ9	3640000	2.83	2012-01-08	45.8	0.5	339	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-1.31162	-48.55077	2	0.2	1.23	Belem (BLM)	41095.7
ANR12_01-08-2012_1.31162S48.55077W_1.39	SAMN05944751	SRS1776077	RCJ11	3640000	2.83	2012-01-08	45.8	0.5	339	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-1.31162	-48.55077	2	0.2	1.39	Belem (BLM)	56078.6
ANR12_25-07-2012_0.09415S50.37353W_1.05	SAMN05944750	SRS1776085	RCJ8	3750000	0.7	25-07-2012	50.9	0.5	484	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.09415	-50.37353	156	2	1.05	Macapa South (MCPS)	183387.5
ANR12_25-07-2012_0.09415S50.37353W_1.05	SAMN05944749	SRS1776088	RCJ7	3750000	0.7	25-07-2012	50.9	0.5	484	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.09415	-50.37353	2	0.2	1.05	Macapa South (MCPS)	25460.4
ANR12_25-07-2012_0.09415S50.37353W_1.07	SAMN05944748	SRS1776086	RCJ6	3750000	0.7	25-07-2012	50.9	0.5	484	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.09415	-50.37353	156	2	1.07	Macapa South (MCPS)	94430.2
ANR12_25-07-2012_0.09415S50.37353W_0.98	SAMN05944747	SRS1776084	RCJ5	3750000	0.7	25-07-2012	50.9	0.5	484	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.09415	-50.37353	2	0.2	0.98	Macapa South (MCPS)	117086.4
ANR12_23-07-2012_0.05033S51.03085W_0.84	SAMN05944746	SRS1776089	RCJ4	3630000	0.87	23-07-2012	56.2	0.5	502	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.05033	-51.03085	156	2	0.84	Macapa North (MCPN)	156506.2
ANR12_23-07-2012_0.05033S51.03085W_0.84	SAMN05944745	SRS1776087	RCJ3	3630000	0.87	23-07-2012	56.2	0.5	502	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.05033	-51.03085	2	0.2	0.84	Macapa North (MCPN)	6591.6
ANR12_23-07-2012_0.05033S51.03085W_0.76	SAMN05944744	SRS1776076	RCJ2	3630000	0.87	23-07-2012	56.2	0.5	502	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.05033	-51.03085	156	2	0.76	Macapa North (MCPN)	18338.5
ANR12_23-07-2012_0.05033S51.03085W_0.76	SAMN05944743	SRS1776090	RCJ1	3630000	0.87	23-07-2012	56.2	0.5	502	large river delta biome	http://purl.obolibrary.org/obo/ENVO_00000889	river	http://purl.obolibrary.org/obo/ENVO_00000022	water	http://purl.obolibrary.org/obo/ENVO_00002006	Brazil: Amazon River	-0.05033	-51.03085	2	0.2	0.76	Macapa North (MCPN)	14397.4
