SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH	pH_1	pH_2	pH_3	pH_4	Carbon dioxide	Carbon dioxide_1	Carbon dioxide_2	Carbon dioxide_3	Carbon dioxide_4	"Carbon dioxide, partial pressure"	"Carbon dioxide, partial pressure_1"	"Carbon dioxide, partial pressure_2"	"Carbon dioxide, partial pressure_3"	"Carbon dioxide, partial pressure_4"	Fugacity of carbon dioxide in seawater	Fugacity of carbon dioxide in seawater_1	Fugacity of carbon dioxide in seawater_2	Fugacity of carbon dioxide in seawater_3	Fugacity of carbon dioxide in seawater_4	Bicarbonate ion	Bicarbonate ion_1	Bicarbonate ion_2	Bicarbonate ion_3	Bicarbonate ion_4	Carbonate ion	Carbonate ion_1	Carbonate ion_2	Carbonate ion_3	Carbonate ion_4	"Carbon, total"	"Carbon, total_1"	"Carbon, total_2"	"Carbon, total_3"	"Carbon, total_4"	"Alkalinity, total"	"Alkalinity, total_1"	"Alkalinity, total_2"	"Alkalinity, total_3"	"Alkalinity, total_4"	Calcite saturation state	Calcite saturation state_1	Calcite saturation state_2	Calcite saturation state_3	Calcite saturation state_4	Aragonite saturation state	Aragonite saturation state_1	Aragonite saturation state_2	Aragonite saturation state_3	Aragonite saturation state_4
TARA_N000002785	SAMEA2731676	ERS494606	TARA_152	TARA_20120319T0958Z_152_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_152_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120319T0958Z_152_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002785	tara_20120319t0817z_152_event_cast	1.3093	P00DT01H42M	1	8.094865	8.094865	8.094865	8.094865	8.094865	13.598671	13.598671	13.598671	13.598671	13.598671	358.308366	358.308366	358.308366	358.308366	358.308366	357.019421	357.019421	357.019421	357.019421	357.019421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002106	SAMEA2732078	ERS494323	TARA_147	TARA_20120218T2123Z_147_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_147_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120218T2123Z_147_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002106	tara_20120218t1807z_147_event_cast	7.3638	P00DT03H17M	1	8.112692	8.112692	8.112692	8.112692	8.112692	10.914525	10.914525	10.914525	10.914525	10.914525	342.026908	342.026908	342.026908	342.026908	342.026908	340.883813	340.883813	340.883813	340.883813	340.883813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003044	SAMEA2732322	ERS493872	TARA_139	TARA_20111215T2007Z_139_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_139_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111215T2007Z_139_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000003044	tara_20111215t1423z_139_event_cast	10.0121	P00DT05H46M	1	7.981318	7.981318	7.981318	7.981318	7.981318	12.680073	12.680073	12.680073	12.680073	12.680073	458.240202	458.240202	458.240202	458.240202	458.240202	456.82002	456.82002	456.82002	456.82002	456.82002	0	0	0	0	0	0.0719	0.0719	0.0769	0.0819	0.0819	0.0612	0.0612	0.06825	0.0753	0.0753	0.0245	0.0245	0.02775	0.031	0.031	0.0028	0.0028	0.0028	0.0028	0.0028	0.0081	0.0081	0.00935	0.0106	0.0106
TARA_N000003041	SAMEA2732277	ERS493867	TARA_139	TARA_20111215T1745Z_139_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_139_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111215T1745Z_139_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003041	tara_20111215t1423z_139_event_cast	6.4786	P00DT03H24M	1	7.981318	7.981318	7.981318	7.981318	7.981318	12.680073	12.680073	12.680073	12.680073	12.680073	458.240202	458.240202	458.240202	458.240202	458.240202	456.82002	456.82002	456.82002	456.82002	456.82002	0	0	0	0	0	0.0719	0.0719	0.0769	0.0819	0.0819	0.0612	0.0612	0.06825	0.0753	0.0753	0.0245	0.0245	0.02775	0.031	0.031	0.0028	0.0028	0.0028	0.0028	0.0028	0.0081	0.0081	0.00935	0.0106	0.0106
TARA_N000003015	SAMEA2732721	ERS493814	TARA_138	TARA_20111211T1945Z_138_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	20	180	TARA_138_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111211T1945Z_138_EVENT_NET_DCM_(60m)_SEQ-(500mL-or-15min)_N20-180_N000003015	tara_20111210t1401z_138_event_cast	10.091	P01DT05H46M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0397	0.04165	0.0475	0.0493	0.0499	0.0127	0.012825	0.0132	0.013575	0.0137	0.0029	0.0044	0.0089	0.00995	0.0103	0	0.00045	0.0018	0.003225	0.0037	8.00E-04	0.001275	0.0027	0.003225	0.0034
TARA_N000002406	SAMEA2732910	ERS493358	TARA_132	TARA_20111005T0335Z_132_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	115	113	117	20	180	TARA_132_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111005T0335Z_132_EVENT_NET_DCM_(115m)_SEQ-(500mL-or-15min)_N20-180_N000002406	tara_20110929t1933z_131_event_cast	975.3508	P05DT08H05M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0162	0.0224	0.041	0.053975	0.0583	0.0043	0.0057	0.0099	0.0108	0.0111	6.00E-04	0.001825	0.0055	0.006775	0.0072	4.00E-04	0.000525	9.00E-04	0.001275	0.0014	3.00E-04	5.00E-04	0.0011	0.001475	0.0016
TARA_N000002346	SAMEA2732443	ERS493206	TARA_130	TARA_20110913T2025Z_130_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_130_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110913T2025Z_130_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002346	tara_20110913t1728z_130_event_cast	9.9393	P00DT03H01M	1	8.051518	8.051518	8.051518	8.051518	8.051518	10.260582	10.260582	10.260582	10.260582	10.260582	384.416287	384.416287	384.416287	384.416287	384.416287	383.242037	383.242037	383.242037	383.242037	383.242037	0	0	0	0	0	0.0032	0.0032	0.0032	0.0032	0.0032	0.0013	0.0013	0.0013	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04
TARA_N000002347	SAMEA2732442	ERS493205	TARA_130	TARA_20110913T1833Z_130_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_130_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110913T1833Z_130_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002347	tara_20110913t1728z_130_event_cast	3.4845	P00DT01H09M	1	8.051518	8.051518	8.051518	8.051518	8.051518	10.260582	10.260582	10.260582	10.260582	10.260582	384.416287	384.416287	384.416287	384.416287	384.416287	383.242037	383.242037	383.242037	383.242037	383.242037	0	0	0	0	0	0.0032	0.0032	0.0032	0.0032	0.0032	0.0013	0.0013	0.0013	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04
TARA_N000002316	SAMEA2732267	ERS493188	TARA_129	TARA_20110911T1956Z_129_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	5	20	TARA_129_DCM_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110911T1956Z_129_EVENT_NET_DCM_(80m)_SEQ-(500mL-or-15min)_N5-20_N000002316	tara_20110913t1728z_130_event_cast	520.5393	P01DT21H28M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.015	0.015	0.015	0.015	0.015	0.004	0.004	0.004	0.004	0.004	0.0025	0.0025	0.0025	0.0025	0.0025	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_N000002320	SAMEA2732208	ERS493184	TARA_129	TARA_20110911T1824Z_129_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	20	180	TARA_129_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110911T1824Z_129_EVENT_NET_DCM_(80m)_SEQ-(500mL-or-15min)_N20-180_N000002320	tara_20110913t1728z_130_event_cast	522.1959	P01DT23H00M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.015	0.015	0.015	0.015	0.015	0.004	0.004	0.004	0.004	0.004	0.0025	0.0025	0.0025	0.0025	0.0025	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_N000002318	SAMEA2732648	ERS493157	TARA_129	TARA_20110911T0026Z_129_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_129_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110911T0026Z_129_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002318	tara_20110913t1728z_130_event_cast	499.5302	P02DT16H58M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0057	0.0057	0.0057	0.0057	0.0057	0.0025	0.0025	0.0025	0.0025	0.0025	0.0016	0.0016	0.0016	0.0016	0.0016	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04
TARA_N000002324	SAMEA2732644	ERS493153	TARA_129	TARA_20110910T2333Z_129_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	180	2000	TARA_129_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110910T2333Z_129_EVENT_NET_DCM_(80m)_SEQ-(500mL-or-15min)_N180-2000_N000002324	tara_20110913t1728z_130_event_cast	501.941	P02DT17H51M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.015	0.015	0.015	0.015	0.015	0.004	0.004	0.004	0.004	0.004	0.0025	0.0025	0.0025	0.0025	0.0025	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_N000002322	SAMEA2732441	ERS493147	TARA_129	TARA_20110910T2035Z_129_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_129_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110910T2035Z_129_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002322	tara_20110913t1728z_130_event_cast	510.0937	P02DT20H49M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0057	0.0057	0.0057	0.0057	0.0057	0.0025	0.0025	0.0025	0.0025	0.0025	0.0016	0.0016	0.0016	0.0016	0.0016	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04
TARA_N000002314	SAMEA2622959	ERS493134	TARA_129	TARA_20110910T1757Z_129_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_129_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110910T1757Z_129_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000002314	tara_20110913t1728z_130_event_cast	517.1927	P02DT23H27M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0057	0.0057	0.0057	0.0057	0.0057	0.0025	0.0025	0.0025	0.0025	0.0025	0.0016	0.0016	0.0016	0.0016	0.0016	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04
TARA_N000001923	SAMEA2731578	ERS492598	TARA_118	TARA_20110701T2248Z_118_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_118_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110701T2248Z_118_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001923	tara_20110702t0024z_118_event_cast	0.007753	P00DT01H34M	1	8.031423	8.031423	8.031423	8.031423	8.031423	12.101164	12.101164	12.101164	12.101164	12.101164	417.790323	417.790323	417.790323	417.790323	417.790323	416.455536	416.455536	416.455536	416.455536	416.455536	0	0	0	0	0	0.0044	0.0044	0.0044	0.0044	0.0044	0.0139	0.0139	0.0139	0.0139	0.0139	0.0061	0.0061	0.0061	0.0061	0.0061	0.018433	0.018433	0.018433	0.018433	0.018433	0.001967	0.001967	0.001967	0.001967	0.001967
TARA_N000001922	SAMEA2731531	ERS492597	TARA_118	TARA_20110701T2203Z_118_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_118_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110701T2203Z_118_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001922	tara_20110702t0024z_118_event_cast	0.005032	P00DT02H19M	1	8.031423	8.031423	8.031423	8.031423	8.031423	12.101164	12.101164	12.101164	12.101164	12.101164	417.790323	417.790323	417.790323	417.790323	417.790323	416.455536	416.455536	416.455536	416.455536	416.455536	0	0	0	0	0	0.0044	0.0044	0.0044	0.0044	0.0044	0.0139	0.0139	0.0139	0.0139	0.0139	0.0061	0.0061	0.0061	0.0061	0.0061	0.018433	0.018433	0.018433	0.018433	0.018433	0.001967	0.001967	0.001967	0.001967	0.001967
TARA_N000001919	SAMEA2731721	ERS492585	TARA_117	TARA_20110701T0846Z_117_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_117_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110701T0846Z_117_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001919	tara_20110702t0024z_118_event_cast	0.005032	P00DT15H36M	1	8.031423	8.031423	8.031423	8.031423	8.031423	12.101164	12.101164	12.101164	12.101164	12.101164	417.790323	417.790323	417.790323	417.790323	417.790323	416.455536	416.455536	416.455536	416.455536	416.455536	0	0	0	0	0	0.0044	0.0044	0.0044	0.0044	0.0044	0.0139	0.0139	0.0139	0.0139	0.0139	0.0061	0.0061	0.0061	0.0061	0.0061	0.018433	0.018433	0.018433	0.018433	0.018433	0.001967	0.001967	0.001967	0.001967	0.001967
TARA_N000001918	SAMEA2731720	ERS492584	TARA_117	TARA_20110701T0744Z_117_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_117_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110701T0744Z_117_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001918	tara_20110702t0024z_118_event_cast	1.3111	P00DT16H38M	1	8.031423	8.031423	8.031423	8.031423	8.031423	12.101164	12.101164	12.101164	12.101164	12.101164	417.790323	417.790323	417.790323	417.790323	417.790323	416.455536	416.455536	416.455536	416.455536	416.455536	0	0	0	0	0	0.0044	0.0044	0.0044	0.0044	0.0044	0.0139	0.0139	0.0139	0.0139	0.0139	0.0061	0.0061	0.0061	0.0061	0.0061	0.018433	0.018433	0.018433	0.018433	0.018433	0.001967	0.001967	0.001967	0.001967	0.001967
TARA_N000001911	SAMEA2731658	ERS492573	TARA_116	TARA_20110630T0631Z_116_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_116_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110630T0631Z_116_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001911	"tara_20110629t0015z_115_event_cast,tara_20110702t0024z_118_event_cast"	0.14088	P01DT06H15M	2	8.042051	8.042051	8.042051	8.042051	8.042051	11.786468	11.786468	11.786468	11.786468	11.786468	408.690865	408.690865	408.690865	408.690865	408.690865	407.387794	407.387794	407.387794	407.387794	407.387794	0	0	0	0	0	0.0046	0.0046	0.0046	0.0046	0.0046	0.012875	0.012875	0.012875	0.012875	0.012875	0.00575	0.00575	0.00575	0.00575	0.00575	0.017725	0.017725	0.017725	0.017725	0.017725	0.001725	0.001725	0.001725	0.001725	0.001725
TARA_N000001910	SAMEA2731626	ERS492572	TARA_116	TARA_20110630T0557Z_116_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_116_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110630T0557Z_116_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001910	"tara_20110629t0015z_115_event_cast,tara_20110702t0024z_118_event_cast"	1.0054	P01DT05H41M	2	8.042051	8.042051	8.042051	8.042051	8.042051	11.786468	11.786468	11.786468	11.786468	11.786468	408.690865	408.690865	408.690865	408.690865	408.690865	407.387794	407.387794	407.387794	407.387794	407.387794	0	0	0	0	0	0.0046	0.0046	0.0046	0.0046	0.0046	0.012875	0.012875	0.012875	0.012875	0.012875	0.00575	0.00575	0.00575	0.00575	0.00575	0.017725	0.017725	0.017725	0.017725	0.017725	0.001725	0.001725	0.001725	0.001725	0.001725
TARA_N000001915	SAMEA2731525	ERS492561	TARA_115	TARA_20110628T2029Z_115_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_115_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110628T2029Z_115_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001915	tara_20110629t0015z_115_event_cast	0.018812	P00DT03H46M	1	8.052679	8.052679	8.052679	8.052679	8.052679	11.471771	11.471771	11.471771	11.471771	11.471771	399.591407	399.591407	399.591407	399.591407	399.591407	398.320053	398.320053	398.320053	398.320053	398.320053	0	0	0	0	0	0.00415	0.00415	0.00415	0.00415	0.00415	0.0073	0.0073	0.0073	0.0073	0.0073	0.00345	0.00345	0.00345	0.00345	0.00345	0.01155	0.01155	0.01155	0.01155	0.01155	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04
TARA_N000001914	SAMEA2731524	ERS492560	TARA_115	TARA_20110628T1908Z_115_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_115_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110628T1908Z_115_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001914	tara_20110629t0015z_115_event_cast	3.4326	P00DT05H07M	1	8.052679	8.052679	8.052679	8.052679	8.052679	11.471771	11.471771	11.471771	11.471771	11.471771	399.591407	399.591407	399.591407	399.591407	399.591407	398.320053	398.320053	398.320053	398.320053	398.320053	0	0	0	0	0	0.005233	0.005233	0.005233	0.005233	0.005233	0.007867	0.007867	0.007867	0.007867	0.007867	0.002933	0.002933	0.002933	0.002933	0.002933	0.009567	0.009567	0.009567	0.009567	0.009567	0.001	0.001	0.001	0.001	0.001
TARA_N000001905	SAMEA2731618	ERS492539	TARA_114	TARA_20110626T1837Z_114_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_114_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110626T1837Z_114_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001905	tara_20110629t0015z_115_event_cast	8.9009	P02DT05H38M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0074	0.0074	0.0074	0.0074	0.0074	0.009	0.009	0.009	0.009	0.009	0.0019	0.0019	0.0019	0.0019	0.0019	0.0056	0.0056	0.0056	0.0056	0.0056	0.0014	0.0014	0.0014	0.0014	0.0014
TARA_N000001904	SAMEA2731617	ERS492538	TARA_114	TARA_20110626T1755Z_114_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_114_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110626T1755Z_114_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001904	tara_20110629t0015z_115_event_cast	8.9315	P02DT17H49M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0074	0.0074	0.0074	0.0074	0.0074	0.009	0.009	0.009	0.009	0.009	0.0019	0.0019	0.0019	0.0019	0.0019	0.0056	0.0056	0.0056	0.0056	0.0056	0.0014	0.0014	0.0014	0.0014	0.0014
TARA_N000001902	SAMEA2731573	ERS492534	TARA_113	TARA_20110619T2203Z_113_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_113_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110619T2203Z_113_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001902	tara_20110619t1800z_113_event_cast	0.60376	P00DT04H04M	1	8.041607	8.041607	8.041607	8.041607	8.041607	11.796971	11.796971	11.796971	11.796971	11.796971	407.604738	407.604738	407.604738	407.604738	407.604738	406.302811	406.302811	406.302811	406.302811	406.302811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001900	SAMEA2731517	ERS492528	TARA_113	TARA_20110619T2000Z_113_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_113_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110619T2000Z_113_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001900	tara_20110619t1800z_113_event_cast	0.028243	P00DT02H01M	1	8.041607	8.041607	8.041607	8.041607	8.041607	11.796971	11.796971	11.796971	11.796971	11.796971	407.604738	407.604738	407.604738	407.604738	407.604738	406.302811	406.302811	406.302811	406.302811	406.302811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001880	SAMEA2731477	ERS492498	TARA_112	TARA_20110615T2100Z_112_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	170	168	172	20	180	TARA_112_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110615T2100Z_112_EVENT_NET_DCM_(170m)_SEQ-(500mL-or-15min)_N20-180_N000001880	tara_20110614t1700z_112_event_cast	25.2245	P01DT04H05M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0088	0.0088	0.00885	0.0089	0.0089	7.00E-04	7.00E-04	0.00085	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001878	SAMEA2731613	ERS492494	TARA_112	TARA_20110615T2034Z_112_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_112_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110615T2034Z_112_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001878	tara_20110614t1700z_112_event_cast	24.3847	P01DT03H39M	1	7.793725	7.793725	7.793725	7.793725	7.793725	22.327772	22.327772	22.327772	22.327772	22.327772	778.162264	778.162264	778.162264	778.162264	778.162264	775.687644	775.687644	775.687644	775.687644	775.687644	0	0	0	0	0	0.0017	0.0017	0.0018	0.0019	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001884	SAMEA2732026	ERS492441	TARA_112	TARA_20110614T1920Z_112_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	165	163	167	180	2000	TARA_112_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110614T1920Z_112_EVENT_NET_DCM_(165m)_SEQ-(500mL-or-15min)_N180-2000_N000001884	tara_20110614t1700z_112_event_cast	7.603	P00DT02H25M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0088	0.008825	0.0089	0.011225	0.012	7.00E-04	0.000775	0.001	0.00115	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001882	SAMEA2731973	ERS492437	TARA_112	TARA_20110614T1850Z_112_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_112_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110614T1850Z_112_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001882	tara_20110614t1700z_112_event_cast	6.018	P00DT01H55M	1	7.793725	7.793725	7.793725	7.793725	7.793725	22.327772	22.327772	22.327772	22.327772	22.327772	778.162264	778.162264	778.162264	778.162264	778.162264	775.687644	775.687644	775.687644	775.687644	775.687644	0	0	0	0	0	0.0017	0.0017	0.0018	0.0019	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001874	SAMEA2622538	ERS492428	TARA_112	TARA_20110614T1645Z_112_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_112_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110614T1645Z_112_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001874	tara_20110614t1700z_112_event_cast	0.040252	P00DT00H09M	1	7.793725	7.793725	7.793725	7.793725	7.793725	22.327772	22.327772	22.327772	22.327772	22.327772	778.162264	778.162264	778.162264	778.162264	778.162264	775.687644	775.687644	775.687644	775.687644	775.687644	0	0	0	0	0	0.0017	0.0017	0.0018	0.0019	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
