SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH	pH_1	pH_2	pH_3	pH_4	Carbon dioxide	Carbon dioxide_1	Carbon dioxide_2	Carbon dioxide_3	Carbon dioxide_4	"Carbon dioxide, partial pressure"	"Carbon dioxide, partial pressure_1"	"Carbon dioxide, partial pressure_2"	"Carbon dioxide, partial pressure_3"	"Carbon dioxide, partial pressure_4"	Fugacity of carbon dioxide in seawater	Fugacity of carbon dioxide in seawater_1	Fugacity of carbon dioxide in seawater_2	Fugacity of carbon dioxide in seawater_3	Fugacity of carbon dioxide in seawater_4	Bicarbonate ion	Bicarbonate ion_1	Bicarbonate ion_2	Bicarbonate ion_3	Bicarbonate ion_4	Carbonate ion	Carbonate ion_1	Carbonate ion_2	Carbonate ion_3	Carbonate ion_4	"Carbon, total"	"Carbon, total_1"	"Carbon, total_2"	"Carbon, total_3"	"Carbon, total_4"	"Alkalinity, total"	"Alkalinity, total_1"	"Alkalinity, total_2"	"Alkalinity, total_3"	"Alkalinity, total_4"	Calcite saturation state	Calcite saturation state_1	Calcite saturation state_2	Calcite saturation state_3	Calcite saturation state_4	Aragonite saturation state	Aragonite saturation state_1	Aragonite saturation state_2	Aragonite saturation state_3	Aragonite saturation state_4
TARA_N000000089	SAMEA2657089	ERS489118	TARA_042	TARA_20100404T0304Z_042_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_042_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100404T0304Z_042_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000089	tara_20100415t0240z_046_event_cast	745.0047	P10DT23H34M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	7.00E-04	7.00E-04	0.00085	0.001	0.001	8.00E-04	8.00E-04	0.00085	9.00E-04	9.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000000085	SAMEA2620249	ERS489106	TARA_042	TARA_20100404T0247Z_042_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_042_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100404T0247Z_042_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000085	tara_20100415t0240z_046_event_cast	744.8132	P10DT23H51M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	7.00E-04	7.00E-04	0.00085	0.001	0.001	8.00E-04	8.00E-04	0.00085	9.00E-04	9.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000000074	SAMEA2620222	ERS489079	TARA_041	TARA_20100330T1056Z_041_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	5	20	TARA_041_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100330T1056Z_041_EVENT_PUMP_DCM_(60m)_SEQ-(500mL-or-15min)_W5-20_N000000074	tara_20100315t0345z_038_event_cast	770.1251	P15DT07H11M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.00665	0.0133	0.0133	0.0219	0.0219	0.0249	0.0279	0.0279	0.0089	0.0089	0.01485	0.0208	0.0208	0.0016	0.0016	0.002	0.0024	0.0024	0.0032	0.0032	0.0043	0.0054	0.0054	0	0	0.00035	7.00E-04	7.00E-04
TARA_N000000072	SAMEA2620221	ERS489078	TARA_041	TARA_20100330T1056Z_041_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	0.8	5	TARA_041_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100330T1056Z_041_EVENT_PUMP_DCM_(60m)_SEQ-(100L-or-15min)_W0.8-5_N000000072	tara_20100315t0345z_038_event_cast	770.1251	P15DT07H11M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.00665	0.0133	0.0133	0.0219	0.0219	0.0249	0.0279	0.0279	0.0089	0.0089	0.01485	0.0208	0.0208	0.0016	0.0016	0.002	0.0024	0.0024	0.0032	0.0032	0.0043	0.0054	0.0054	0	0	0.00035	7.00E-04	7.00E-04
TARA_N000000078	SAMEA2657052	ERS489069	TARA_041	TARA_20100330T0936Z_041_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	68	72	180	2000	TARA_041_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100330T0936Z_041_EVENT_NET_DCM_(70m)_SEQ-(500mL-or-15min)_N180-2000_N000000078	tara_20100315t0345z_038_event_cast	769.7355	P15DT05H51M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133	0.0133	0.0133	0.0133	0.0133	0.0279	0.0279	0.0279	0.0279	0.0279	0.0208	0.0208	0.0208	0.0208	0.0208	0.0016	0.0016	0.0016	0.0016	0.0016	0.0054	0.0054	0.0054	0.0054	0.0054	0	0	0	0	0
TARA_N000000075	SAMEA2656995	ERS489067	TARA_041	TARA_20100330T0917Z_041_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	68	72	20	180	TARA_041_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100330T0917Z_041_EVENT_NET_DCM_(70m)_SEQ-(500mL-or-15min)_N20-180_N000000075	tara_20100315t0345z_038_event_cast	769.0765	P15DT05H32M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0133	0.0133	0.0133	0.0133	0.0133	0.0279	0.0279	0.0279	0.0279	0.0279	0.0208	0.0208	0.0208	0.0208	0.0208	0.0016	0.0016	0.0016	0.0016	0.0016	0.0054	0.0054	0.0054	0.0054	0.0054	0	0	0	0	0
TARA_N000000077	SAMEA2657016	ERS489065	TARA_041	TARA_20100330T0532Z_041_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_041_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100330T0532Z_041_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000077	tara_20100315t0345z_038_event_cast	767.4918	P15DT01H47M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0.00075	0.0015	0.0015	7.00E-04	7.00E-04	0.001	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000000073	SAMEA2620205	ERS489054	TARA_041	TARA_20100330T0247Z_041_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_041_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100330T0247Z_041_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000073	tara_20100315t0345z_038_event_cast	763.4506	P14DT23H02M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0.00075	0.0015	0.0015	7.00E-04	7.00E-04	0.001	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000000071	SAMEA2620204	ERS489053	TARA_041	TARA_20100330T0247Z_041_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_041_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100330T0247Z_041_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000071	tara_20100315t0345z_038_event_cast	763.4506	P14DT23H02M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0.00075	0.0015	0.0015	7.00E-04	7.00E-04	0.001	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000000076	SAMEA2657106	ERS489037	TARA_041	TARA_20100330T0245Z_041_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_041_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100330T0245Z_041_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000076	tara_20100315t0345z_038_event_cast	763.3842	P14DT23H00M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0.00075	0.0015	0.0015	7.00E-04	7.00E-04	0.001	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000000014	SAMEA2656964	ERS488915	TARA_039	TARA_20100318T1041Z_039_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	180	2000	TARA_039_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100318T1041Z_039_EVENT_NET_DCM_(25m)_SEQ-(500mL-or-15min)_N180-2000_N000000014	tara_20100315t0345z_038_event_cast	214.8899	P03DT06H56M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0047	0.0047	0.00925	0.0138	0.0138	0.003	0.003	0.00545	0.0079	0.0079	0	0	0.00115	0.0023	0.0023	0	0	0.00095	0.0019	0.0019	6.00E-04	6.00E-04	0.00095	0.0013	0.0013
TARA_N000000012	SAMEA2656967	ERS488902	TARA_039	TARA_20100318T0940Z_039_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	20	180	TARA_039_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100318T0940Z_039_EVENT_NET_DCM_(25m)_SEQ-(500mL-or-15min)_N20-180_N000000012	tara_20100315t0345z_038_event_cast	216.1791	P03DT05H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0047	0.0047	0.00925	0.0138	0.0138	0.003	0.003	0.00545	0.0079	0.0079	0	0	0.00115	0.0023	0.0023	0	0	0.00095	0.0019	0.0019	6.00E-04	6.00E-04	0.00095	0.0013	0.0013
TARA_N000000013	SAMEA2656965	ERS488900	TARA_039	TARA_20100318T0820Z_039_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_039_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100318T0820Z_039_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000013	tara_20100315t0345z_038_event_cast	217.5536	P03DT04H35M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0023	0.0023	0.0034	0.0045	0.0045	0.0027	0.0027	0.0035	0.0043	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-04	6.00E-04	6.00E-04
TARA_N000000011	SAMEA2657110	ERS488896	TARA_039	TARA_20100318T0505Z_039_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_039_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100318T0505Z_039_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000011	tara_20100315t0345z_038_event_cast	219.7106	P03DT01H20M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0023	0.0023	0.0034	0.0045	0.0045	0.0027	0.0027	0.0035	0.0043	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-04	6.00E-04	6.00E-04
TARA_N000000008	SAMEA2620072	ERS488886	TARA_039	TARA_20100318T0427Z_039_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_039_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100318T0427Z_039_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000008	tara_20100315t0345z_038_event_cast	229.3029	P03DT00H42M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0023	0.0023	0.0034	0.0045	0.0045	0.0027	0.0027	0.0035	0.0043	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-04	6.00E-04	6.00E-04
TARA_N000000030	SAMEA2620023	ERS488832	TARA_038	TARA_20100315T1118Z_038_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	0.8	5	TARA_038_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100315T1118Z_038_EVENT_PUMP_DCM_(25m)_SEQ-(100L-or-15min)_W0.8-5_N000000030	tara_20100315t0345z_038_event_cast	2.291	P00DT07H33M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0068	0.0068	0.0068	0.0068	0.0068	0.0589	0.0589	0.0589	0.0589	0.0589	0.0262	0.0262	0.0262	0.0262	0.0262	0.0135	0.0135	0.0135	0.0135	0.0135	0.0056	0.0056	0.0056	0.0056	0.0056	0.0035	0.0035	0.0035	0.0035	0.0035
TARA_N000000042	SAMEA2657069	ERS488824	TARA_038	TARA_20100315T1020Z_038_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	180	2000	TARA_038_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100315T1020Z_038_EVENT_NET_DCM_(25m)_SEQ-(500mL-or-15min)_N180-2000_N000000042	tara_20100315t0345z_038_event_cast	4.4865	P00DT06H35M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0068	0.0068	0.0068	0.0068	0.0068	0.0589	0.0589	0.0589	0.0589	0.0589	0.0262	0.0262	0.0262	0.0262	0.0262	0.0135	0.0135	0.0135	0.0135	0.0135	0.0056	0.0056	0.0056	0.0056	0.0056	0.0035	0.0035	0.0035	0.0035	0.0035
TARA_N000000041	SAMEA2657041	ERS488822	TARA_038	TARA_20100315T1002Z_038_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	20	180	TARA_038_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100315T1002Z_038_EVENT_NET_DCM_(25m)_SEQ-(500mL-or-15min)_N20-180_N000000041	tara_20100315t0345z_038_event_cast	3.7524	P00DT06H17M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0068	0.0068	0.0068	0.0068	0.0068	0.0589	0.0589	0.0589	0.0589	0.0589	0.0262	0.0262	0.0262	0.0262	0.0262	0.0135	0.0135	0.0135	0.0135	0.0135	0.0056	0.0056	0.0056	0.0056	0.0056	0.0035	0.0035	0.0035	0.0035	0.0035
TARA_N000000039	SAMEA2657022	ERS488820	TARA_038	TARA_20100315T0531Z_038_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_038_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100315T0531Z_038_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000039	tara_20100315t0345z_038_event_cast	1.8459	P00DT01H46M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0093	0.0093	0.01315	0.017	0.017	0.0055	0.0055	0.00775	0.01	0.01	0.0022	0.0022	0.00375	0.0053	0.0053	0	0	9.00E-04	0.0018	0.0018	8.00E-04	8.00E-04	0.00115	0.0015	0.0015
TARA_N000000038	SAMEA2656981	ERS488816	TARA_038	TARA_20100315T0337Z_038_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_038_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100315T0337Z_038_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000038	tara_20100315t0345z_038_event_cast	0.2594	P00DT00H07M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0093	0.0093	0.01315	0.017	0.017	0.0055	0.0055	0.00775	0.01	0.01	0.0022	0.0022	0.00375	0.0053	0.0053	0	0	9.00E-04	0.0018	0.0018	8.00E-04	8.00E-04	0.00115	0.0015	0.0015
TARA_N000000029	SAMEA2620010	ERS488809	TARA_038	TARA_20100315T0335Z_038_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_038_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100315T0335Z_038_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000029	tara_20100315t0345z_038_event_cast	0.2594	P00DT00H09M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0093	0.0093	0.01315	0.017	0.017	0.0055	0.0055	0.00775	0.01	0.01	0.0022	0.0022	0.00375	0.0053	0.0053	0	0	9.00E-04	0.0018	0.0018	8.00E-04	8.00E-04	0.00115	0.0015	0.0015
TARA_N000000319	SAMEA2619959	ERS488754	TARA_036	TARA_20100312T1223Z_036_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	17	15	19	5	20	TARA_036_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100312T1223Z_036_EVENT_PUMP_DCM_(17m)_SEQ-(500mL-or-15min)_W5-20_N000000319	tara_20100312t0620z_036_event_cast	0.99588	P00DT06H03M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0045	0.0045	0.00705	0.0096	0.0096	0.0148	0.0148	0.02395	0.0331	0.0331	0.0184	0.0184	0.03175	0.0451	0.0451	0.0034	0.0034	0.0068	0.0102	0.0102	9.00E-04	9.00E-04	0.00365	0.0064	0.0064	0.0025	0.0025	0.0029	0.0033	0.0033
TARA_N000000317	SAMEA2619958	ERS488753	TARA_036	TARA_20100312T1223Z_036_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	17	15	19	0.8	5	TARA_036_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100312T1223Z_036_EVENT_PUMP_DCM_(17m)_SEQ-(100L-or-15min)_W0.8-5_N000000317	tara_20100312t0620z_036_event_cast	0.99588	P00DT06H03M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0045	0.0045	0.00705	0.0096	0.0096	0.0148	0.0148	0.02395	0.0331	0.0331	0.0184	0.0184	0.03175	0.0451	0.0451	0.0034	0.0034	0.0068	0.0102	0.0102	9.00E-04	9.00E-04	0.00365	0.0064	0.0064	0.0025	0.0025	0.0029	0.0033	0.0033
TARA_N000000314	SAMEA2657098	ERS488746	TARA_036	TARA_20100312T1120Z_036_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	18	22	180	2000	TARA_036_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100312T1120Z_036_EVENT_NET_DCM_(20m)_SEQ-(500mL-or-15min)_N180-2000_N000000314	tara_20100312t0620z_036_event_cast	1.5291	P00DT05H00M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0045	0.0045	0.00705	0.0096	0.0096	0.0148	0.0148	0.02395	0.0331	0.0331	0.0184	0.0184	0.03175	0.0451	0.0451	0.0034	0.0034	0.0068	0.0102	0.0102	9.00E-04	9.00E-04	0.00365	0.0064	0.0064	0.0025	0.0025	0.0029	0.0033	0.0033
TARA_N000000312	SAMEA2657080	ERS488744	TARA_036	TARA_20100312T1105Z_036_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	18	22	20	180	TARA_036_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100312T1105Z_036_EVENT_NET_DCM_(20m)_SEQ-(500mL-or-15min)_N20-180_N000000312	tara_20100312t0620z_036_event_cast	1.1298	P00DT04H45M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0045	0.0045	0.00705	0.0096	0.0096	0.0148	0.0148	0.02395	0.0331	0.0331	0.0184	0.0184	0.03175	0.0451	0.0451	0.0034	0.0034	0.0068	0.0102	0.0102	9.00E-04	9.00E-04	0.00365	0.0064	0.0064	0.0025	0.0025	0.0029	0.0033	0.0033
TARA_N000000313	SAMEA2657060	ERS488742	TARA_036	TARA_20100312T1024Z_036_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_036_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100312T1024Z_036_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000313	tara_20100312t0620z_036_event_cast	0.8406	P00DT04H04M	1	8.054263	8.054263	8.054263	8.054263	8.054263	10.95961	10.95961	10.95961	10.95961	10.95961	397.011643	397.011643	397.011643	397.011643	397.011643	395.772094	395.772094	395.772094	395.772094	395.772094	0	0	0.00225	0.0045	0.0045	0.0117	0.0117	0.01325	0.0148	0.0148	0.0154	0.0154	0.0169	0.0184	0.0184	0.0023	0.0023	0.00285	0.0034	0.0034	0	0	0.00045	9.00E-04	9.00E-04	0.0019	0.0019	0.0022	0.0025	0.0025
TARA_N000000316	SAMEA2619943	ERS488730	TARA_036	TARA_20100312T0606Z_036_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_036_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100312T0606Z_036_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000316	tara_20100312t0620z_036_event_cast	0.006379	P00DT00H13M	1	8.054263	8.054263	8.054263	8.054263	8.054263	10.95961	10.95961	10.95961	10.95961	10.95961	397.011643	397.011643	397.011643	397.011643	397.011643	395.772094	395.772094	395.772094	395.772094	395.772094	0	0	0.00225	0.0045	0.0045	0.0117	0.0117	0.01325	0.0148	0.0148	0.0154	0.0154	0.0169	0.0184	0.0184	0.0023	0.0023	0.00285	0.0034	0.0034	0	0	0.00045	9.00E-04	9.00E-04	0.0019	0.0019	0.0022	0.0025	0.0025
TARA_N000000311	SAMEA2656960	ERS488712	TARA_036	TARA_20100312T0606Z_036_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_036_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100312T0606Z_036_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000311	tara_20100312t0620z_036_event_cast	0.006379	P00DT00H13M	1	8.054263	8.054263	8.054263	8.054263	8.054263	10.95961	10.95961	10.95961	10.95961	10.95961	397.011643	397.011643	397.011643	397.011643	397.011643	395.772094	395.772094	395.772094	395.772094	395.772094	0	0	0.00225	0.0045	0.0045	0.0117	0.0117	0.01325	0.0148	0.0148	0.0154	0.0154	0.0169	0.0184	0.0184	0.0023	0.0023	0.00285	0.0034	0.0034	0	0	0.00045	9.00E-04	9.00E-04	0.0019	0.0019	0.0022	0.0025	0.0025
TARA_N000000320	SAMEA2657099	ERS488705	TARA_034	TARA_20100120T1415Z_034_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	180	2000	TARA_034_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100120T1415Z_034_EVENT_NET_DCM_(60m)_SEQ-(500mL-or-15min)_N180-2000_N000000320	tara_20100113t1102z_033_event_cast	439.0626	P07DT03H20M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0471	0.0471	0.0471	0.0471	0.0471	0.0312	0.0312	0.0312	0.0312	0.0312	0.0052	0.0052	0.0052	0.0052	0.0052	0.012	0.012	0.012	0.012	0.012	0.0013	0.0013	0.0013	0.0013	0.0013
TARA_N000000322	SAMEA2619918	ERS488696	TARA_034	TARA_20100120T1150Z_034_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	5	20	TARA_034_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100120T1150Z_034_EVENT_PUMP_DCM_(60m)_SEQ-(500mL-or-15min)_W5-20_N000000322	tara_20100113t1102z_033_event_cast	444.1205	P07DT00H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0471	0.0471	0.0471	0.0471	0.0471	0.0312	0.0312	0.0312	0.0312	0.0312	0.0052	0.0052	0.0052	0.0052	0.0052	0.012	0.012	0.012	0.012	0.012	0.0013	0.0013	0.0013	0.0013	0.0013
TARA_N000000327	SAMEA2619917	ERS488695	TARA_034	TARA_20100120T1150Z_034_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_034_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100120T1150Z_034_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000327	tara_20100113t1102z_033_event_cast	444.1205	P07DT00H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0108	0.0108	0.0108	0.0108	0.0108	0.0311	0.0311	0.0311	0.0311	0.0311	0.0332	0.0332	0.0332	0.0332	0.0332	0.0037	0.0037	0.0037	0.0037	0.0037	0.0076	0.0076	0.0076	0.0076	0.0076	0.0018	0.0018	0.0018	0.0018	0.0018
TARA_N000000323	SAMEA2619916	ERS488694	TARA_034	TARA_20100120T1150Z_034_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	0.8	5	TARA_034_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100120T1150Z_034_EVENT_PUMP_DCM_(60m)_SEQ-(100L-or-15min)_W0.8-5_N000000323	tara_20100113t1102z_033_event_cast	444.1205	P07DT00H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0471	0.0471	0.0471	0.0471	0.0471	0.0312	0.0312	0.0312	0.0312	0.0312	0.0052	0.0052	0.0052	0.0052	0.0052	0.012	0.012	0.012	0.012	0.012	0.0013	0.0013	0.0013	0.0013	0.0013
