SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite_min	Nitrite_first_quartile	Nitrite_median	Nitrite_third_quartile	Nitrite_max	Phosphate_min	Phosphate_first_quartile	Phosphate_median	Phosphate_third_quartile	Phosphate_max	Nitrate and Nitrite_min	Nitrate and Nitrite_first_quartile	Nitrate and Nitrite_median	Nitrate and Nitrite_third_quartile	Nitrate and Nitrite_max	Silicate_min	Silicate_first_quartile	Silicate_median	Silicate_third_quartile	Silicate_max
TARA_N000000662	SAMEA2656971	ERS490362	TARA_070	TARA_20100921T0823Z_070_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_070_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100921T0823Z_070_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000662	"tara_20100921t0707z_070_event_cast,tara_20100921t1158z_070_event_cast,tara_20100922t1033z_070_event_cast"	1.0086-5.2822	P00DT01H17M	2	0.039	0.039	0.0465	0.054	0.054	0.254	0.254	0.309	0.364	0.364	0.617	0.617	0.8015	0.986	0.986	0.935	0.935	1.1485	1.362	1.362
TARA_N000000666	SAMEA2657034	ERS490356	TARA_070	TARA_20100921T0722Z_070_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_070_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100921T0722Z_070_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000666	"tara_20100921t0707z_070_event_cast,tara_20100921t1158z_070_event_cast,tara_20100922t1033z_070_event_cast"	1.3662-3.704	P00DT00H16M	2	0.039	0.039	0.0465	0.054	0.054	0.254	0.254	0.309	0.364	0.364	0.617	0.617	0.8015	0.986	0.986	0.935	0.935	1.1485	1.362	1.362
TARA_N000000678	SAMEA2621082	ERS490343	TARA_070	TARA_20100921T0655Z_070_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_070_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000678	"tara_20100921t0707z_070_event_cast,tara_20100921t1158z_070_event_cast,tara_20100922t1033z_070_event_cast"	0.23967-3.8926	P00DT00H10M	2	0.039	0.039	0.0465	0.054	0.054	0.254	0.254	0.309	0.364	0.364	0.617	0.617	0.8015	0.986	0.986	0.935	0.935	1.1485	1.362	1.362
TARA_N000000674	SAMEA2621080	ERS490341	TARA_070	TARA_20100921T0655Z_070_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_070_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000000674	"tara_20100921t0707z_070_event_cast,tara_20100921t1158z_070_event_cast,tara_20100922t1033z_070_event_cast"	0.23967-3.8926	P00DT00H10M	2	0.039	0.039	0.0465	0.054	0.054	0.254	0.254	0.309	0.364	0.364	0.617	0.617	0.8015	0.986	0.986	0.935	0.935	1.1485	1.362	1.362
TARA_N000000703	SAMEA2621055	ERS490314	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	5	20	TARA_068_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(500mL-or-15min)_W5-20_N000000703	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	1.3691-4.2337	P00DT18H33M	1	0.285	0.285	0.285	0.285	0.285	0.227	0.227	0.227	0.227	0.227	1.08	1.08	1.08	1.08	1.08	2.436	2.436	2.436	2.436	2.436
TARA_N000000720	SAMEA2621052	ERS490311	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.8	0.8	TARA_068_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(100L-or-15min)_W>0.8_N000000720	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	1.3691-4.2337	P00DT18H33M	1	0.285	0.285	0.285	0.285	0.285	0.227	0.227	0.227	0.227	0.227	1.08	1.08	1.08	1.08	1.08	2.436	2.436	2.436	2.436	2.436
TARA_N000000711	SAMEA2657061	ERS490294	TARA_068	TARA_20100914T1256Z_068_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	180	2000	TARA_068_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100914T1256Z_068_EVENT_NET_DCM_(50m)_SEQ-(500mL-or-15min)_N180-2000_N000000711	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	1.1757-3.7964	P00DT17H59M	1	0.285	0.285	0.285	0.285	0.285	0.227	0.227	0.227	0.227	0.227	1.08	1.08	1.08	1.08	1.08	2.436	2.436	2.436	2.436	2.436
TARA_N000000722	SAMEA2621029	ERS490281	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_068_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000722	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	0.82714-3.9058	P00DT11H58M	2	0.152	0.152	0.201	0.25	0.25	0.062	0.062	0.1455	0.229	0.229	0.575	0.575	0.939	1.303	1.303	1.372	1.372	1.9865	2.601	2.601
TARA_N000000718	SAMEA2621027	ERS490279	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_068_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000000718	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	0.82714-3.9058	P00DT11H58M	2	0.152	0.152	0.201	0.25	0.25	0.062	0.062	0.1455	0.229	0.229	0.575	0.575	0.939	1.303	1.303	1.372	1.372	1.9865	2.601	2.601
TARA_N000000701	SAMEA2657009	ERS490261	TARA_068	TARA_20100913T2237Z_068_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_068_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20100913T2237Z_068_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000000701	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	1.2994-3.7944	P00DT03H40M	2	0.152	0.152	0.201	0.25	0.25	0.062	0.062	0.1455	0.229	0.229	0.575	0.575	0.939	1.303	1.303	1.372	1.372	1.9865	2.601	2.601
TARA_N000000705	SAMEA2657082	ERS490256	TARA_068	TARA_20100913T2135Z_068_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_068_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100913T2135Z_068_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000705	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	0.75149-3.9229	P00DT02H38M	2	0.152	0.152	0.201	0.25	0.25	0.062	0.062	0.1455	0.229	0.229	0.575	0.575	0.939	1.303	1.303	1.372	1.372	1.9865	2.601	2.601
TARA_N000000709	SAMEA2657073	ERS490253	TARA_068	TARA_20100913T2020Z_068_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_068_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100913T2020Z_068_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000709	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast,tara_20100913t1303z_068_event_cast"	0.23307-3.522	P00DT01H23M	2	0.152	0.152	0.201	0.25	0.25	0.062	0.062	0.1455	0.229	0.229	0.575	0.575	0.939	1.303	1.303	1.372	1.372	1.9865	2.601	2.601
TARA_N000000742	SAMEA2657014	ERS490220	TARA_067	TARA_20100907T1016Z_067_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_067_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20100907T1016Z_067_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000000742	tara_20100907t0958z_067_event_cast	0.89095	P00DT00H20M	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000746	SAMEA2657065	ERS490216	TARA_067	TARA_20100907T0825Z_067_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_067_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100907T0825Z_067_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000746	tara_20100907t0958z_067_event_cast	5.1655	P00DT01H30M	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000750	SAMEA2656969	ERS490210	TARA_067	TARA_20100907T0659Z_067_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_067_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100907T0659Z_067_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000750	tara_20100907t0958z_067_event_cast	10.1085	P00DT02H56M	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000756	SAMEA2620988	ERS490201	TARA_067	TARA_20100907T0619Z_067_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_067_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000756	tara_20100907t0958z_067_event_cast	12.5038	P00DT03H36M	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000759	SAMEA2620985	ERS490198	TARA_067	TARA_20100907T0619Z_067_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	0.8	TARA_067_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000000759	tara_20100907t0958z_067_event_cast	12.5038	P00DT03H36M	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000791	SAMEA2620961	ERS490174	TARA_066	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	30	30	5	20	TARA_066_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(500mL-or-15min)_W5-20_N000000791	"tara_20100715t1939z_066_event_cast,tara_20100715t1230z_066_event_cast"	2.394-11.2044	P00DT03H09M	3	0.28275	0.28275	0.284	0.28525	0.28525	0.33175	0.33175	0.34975	0.36775	0.36775	3.30275	3.30275	3.309875	3.317	3.317	2.5845	2.5845	2.5895	2.5945	2.5945
TARA_N000000807	SAMEA2620959	ERS490172	TARA_066	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	30	30	0.8	5	TARA_066_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(100L-or-15min)_W0.8-5_N000000807	"tara_20100715t1939z_066_event_cast,tara_20100715t1230z_066_event_cast"	2.394-11.2044	P00DT03H09M	3	0.28275	0.28275	0.284	0.28525	0.28525	0.33175	0.33175	0.34975	0.36775	0.36775	3.30275	3.30275	3.309875	3.317	3.317	2.5845	2.5845	2.5895	2.5945	2.5945
TARA_N000000793	SAMEA2657046	ERS490159	TARA_066	TARA_20100715T1516Z_066_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_066_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100715T1516Z_066_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000793	"tara_20100715t1230z_066_event_cast,tara_20100715t1939z_066_event_cast"	4.1026-9.4852	P00DT02H49M	1	0.3025	0.3025	0.3025	0.3025	0.3025	0.343	0.343	0.343	0.343	0.343	3.34	3.34	3.34	3.34	3.34	2.7435	2.7435	2.7435	2.7435	2.7435
TARA_N000000790	SAMEA2656956	ERS490150	TARA_066	TARA_20100715T1255Z_066_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_066_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100715T1255Z_066_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000790	"tara_20100715t1230z_066_event_cast,tara_20100715t1939z_066_event_cast"	0.004003-13.588	P00DT00H28M	1	0.3025	0.3025	0.3025	0.3025	0.3025	0.343	0.343	0.343	0.343	0.343	3.34	3.34	3.34	3.34	3.34	2.7435	2.7435	2.7435	2.7435	2.7435
TARA_N000000809	SAMEA2620941	ERS490136	TARA_066	TARA_20100715T1222Z_066_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_066_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100715T1222Z_066_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000809	"tara_20100715t1230z_066_event_cast,tara_20100715t1939z_066_event_cast"	1.8748-15.4572	P00DT00H04M	1	0.3025	0.3025	0.3025	0.3025	0.3025	0.343	0.343	0.343	0.343	0.343	3.34	3.34	3.34	3.34	3.34	2.7435	2.7435	2.7435	2.7435	2.7435
TARA_N000000805	SAMEA2620939	ERS490134	TARA_066	TARA_20100715T1222Z_066_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_066_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100715T1222Z_066_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000805	"tara_20100715t1230z_066_event_cast,tara_20100715t1939z_066_event_cast"	1.8748-15.4572	P00DT00H04M	1	0.3025	0.3025	0.3025	0.3025	0.3025	0.343	0.343	0.343	0.343	0.343	3.34	3.34	3.34	3.34	3.34	2.7435	2.7435	2.7435	2.7435	2.7435
TARA_N000000965	SAMEA2620920	ERS490115	TARA_065	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	5	20	TARA_065_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(500mL-or-15min)_W5-20_N000000965	tara_20100715t1939z_066_event_cast	750.029	P03DT08H33M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000961	SAMEA2620910	ERS490105	TARA_065	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.8	5	TARA_065_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(100L-or-15min)_W0.8-5_N000000961	tara_20100715t1939z_066_event_cast	750.029	P03DT08H33M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000968	SAMEA2656992	ERS490083	TARA_065	TARA_20100712T1030Z_065_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_065_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100712T1030Z_065_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000968	tara_20100715t1939z_066_event_cast	749.7839	P03DT09H06M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000981	SAMEA2657007	ERS490063	TARA_065	TARA_20100712T0636Z_065_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_065_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100712T0636Z_065_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000981	tara_20100715t1939z_066_event_cast	748.4414	P03DT13H00M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000963	SAMEA2620871	ERS490045	TARA_065	TARA_20100712T0559Z_065_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_065_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100712T0559Z_065_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000000963	tara_20100715t1939z_066_event_cast	748.339	P03DT13H37M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000959	SAMEA2620870	ERS490044	TARA_065	TARA_20100712T0559Z_065_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_065_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100712T0559Z_065_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000959	tara_20100715t1939z_066_event_cast	748.339	P03DT13H37M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000000532	SAMEA2620847	ERS490021	TARA_064	TARA_20100708T0621Z_064_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	65	63	67	5	20	TARA_064_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(500mL-or-15min)_W5-20_N000000532	"tara_20100707t0919z_064_event_cast,tara_20100707t0455z_064_event_cast"	5.6548-8.3572	P00DT21H06M	2	0.002	0.002	0.00875	0.0155	0.0155	0.0815	0.0815	0.08325	0.085	0.085	NA	NA	NA	NA	NA	1.7255	1.7255	1.7355	1.7455	1.7455
TARA_N000000524	SAMEA2620845	ERS490019	TARA_064	TARA_20100708T0621Z_064_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	65	63	67	0.8	5	TARA_064_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(100L-or-15min)_W0.8-5_N000000524	"tara_20100707t0919z_064_event_cast,tara_20100707t0455z_064_event_cast"	5.6548-8.3572	P00DT21H06M	2	0.002	0.002	0.00875	0.0155	0.0155	0.0815	0.0815	0.08325	0.085	0.085	NA	NA	NA	NA	NA	1.7255	1.7255	1.7355	1.7455	1.7455
TARA_N000000925	SAMEA2657083	ERS489984	TARA_064	TARA_20100707T1049Z_064_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	65	63	67	180	2000	TARA_064_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100707T1049Z_064_EVENT_NET_DCM_(65m)_SEQ-(500mL-or-15min)_N180-2000_N000000925	"tara_20100707t0919z_064_event_cast,tara_20100707t0455z_064_event_cast"	0.41392-4.2672	P00DT01H34M	2	0.002	0.002	0.00875	0.0155	0.0155	0.0815	0.0815	0.08325	0.085	0.085	NA	NA	NA	NA	NA	1.7255	1.7255	1.7355	1.7455	1.7455
TARA_N000000535	SAMEA2657013	ERS489974	TARA_064	TARA_20100707T0815Z_064_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	20	180	TARA_064_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100707T0815Z_064_EVENT_NET_DCM_(60m)_SEQ-(500mL-or-15min)_N20-180_N000000535	"tara_20100707t0919z_064_event_cast,tara_20100707t0455z_064_event_cast"	0.936-4.4885	P00DT00H59M	1	0.002	0.002	0.002	0.002	0.002	0.0815	0.0815	0.0815	0.0815	0.0815	NA	NA	NA	NA	NA	1.7455	1.7455	1.7455	1.7455	1.7455
TARA_N000000526	SAMEA2656968	ERS489963	TARA_064	TARA_20100707T0753Z_064_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_064_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100707T0753Z_064_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000526	"tara_20100707t0919z_064_event_cast,tara_20100707t0455z_064_event_cast"	0.46458-4.0362	P00DT01H21M	1	0.004	0.004	0.004	0.004	0.004	0.084	0.084	0.084	0.084	0.084	0	0	0	0	0	1.7665	1.7665	1.7665	1.7665	1.7665
TARA_N000000928	SAMEA2657040	ERS489955	TARA_064	TARA_20100707T0714Z_064_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_064_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20100707T0714Z_064_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000000928	"tara_20100707t0919z_064_event_cast,tara_20100707t0455z_064_event_cast"	0.47756-4.1575	P00DT02H00M	1	0.004	0.004	0.004	0.004	0.004	0.084	0.084	0.084	0.084	0.084	0	0	0	0	0	1.7665	1.7665	1.7665	1.7665	1.7665
TARA_N000000539	SAMEA2657108	ERS489952	TARA_064	TARA_20100707T0517Z_064_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_064_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100707T0517Z_064_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000000539	"tara_20100707t0455z_064_event_cast,tara_20100707t0919z_064_event_cast"	0.17081-3.7103	P00DT00H20M	1	0.004	0.004	0.004	0.004	0.004	0.084	0.084	0.084	0.084	0.084	0	0	0	0	0	1.7665	1.7665	1.7665	1.7665	1.7665
TARA_N000000522	SAMEA2620802	ERS489933	TARA_064	TARA_20100707T0448Z_064_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_064_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100707T0448Z_064_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000000522	"tara_20100707t0455z_064_event_cast,tara_20100707t0919z_064_event_cast"	0.14927-3.7314	P00DT00H08M	1	0.004	0.004	0.004	0.004	0.004	0.084	0.084	0.084	0.084	0.084	0	0	0	0	0	1.7665	1.7665	1.7665	1.7665	1.7665
TARA_N000000596	SAMEA2620583	ERS489598	TARA_052	TARA_20100517T1142Z_052_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	75	73	77	5	20	TARA_052_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20100517T1142Z_052_EVENT_PUMP_DCM_(75m)_SEQ-(500mL-or-15min)_W5-20_N000000596	"tara_20100517t0945z_052_event_cast,tara_20100517t0410z_052_event_cast"	2.6965-5.0137	P00DT02H01M	2	0.029	0.029	0.032	0.035	0.035	0.155	0.155	0.159	0.163	0.163	0.453	0.453	0.4675	0.482	0.482	2.728	2.728	2.824	2.92	2.92
TARA_N000000600	SAMEA2620581	ERS489596	TARA_052	TARA_20100517T1142Z_052_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	75	73	77	0.8	5	TARA_052_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100517T1142Z_052_EVENT_PUMP_DCM_(75m)_SEQ-(100L-or-15min)_W0.8-5_N000000600	"tara_20100517t0945z_052_event_cast,tara_20100517t0410z_052_event_cast"	2.6965-5.0137	P00DT02H01M	2	0.029	0.029	0.032	0.035	0.035	0.155	0.155	0.159	0.163	0.163	0.453	0.453	0.4675	0.482	0.482	2.728	2.728	2.824	2.92	2.92
TARA_N000000593	SAMEA2657079	ERS489582	TARA_052	TARA_20100517T1050Z_052_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	70	68	72	20	180	TARA_052_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100517T1050Z_052_EVENT_NET_DCM_(70m)_SEQ-(500mL-or-15min)_N20-180_N000000593	"tara_20100517t0945z_052_event_cast,tara_20100517t0410z_052_event_cast"	0.53124-2.6342	P00DT01H09M	2	0.029	0.029	0.032	0.035	0.035	0.155	0.155	0.159	0.163	0.163	0.453	0.453	0.4675	0.482	0.482	2.728	2.728	2.824	2.92	2.92
TARA_N000000585	SAMEA2657020	ERS489574	TARA_052	TARA_20100517T1005Z_052_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	75	73	77	180	2000	TARA_052_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20100517T1005Z_052_EVENT_NET_DCM_(75m)_SEQ-(500mL-or-15min)_N180-2000_N000000585	"tara_20100517t0945z_052_event_cast,tara_20100517t0410z_052_event_cast"	0.31542-2.0634	P00DT00H24M	2	0.029	0.029	0.032	0.035	0.035	0.155	0.155	0.159	0.163	0.163	0.453	0.453	0.4675	0.482	0.482	2.728	2.728	2.824	2.92	2.92
TARA_N000000589	SAMEA2657038	ERS489566	TARA_052	TARA_20100517T0648Z_052_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_052_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20100517T0648Z_052_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000000589	"tara_20100517t0410z_052_event_cast,tara_20100517t0945z_052_event_cast"	5.5874-7.9583	P00DT02H51M	1	0	0	0	0	0	0.119	0.119	0.119	0.119	0.119	0	0	0	0	0	2.666	2.666	2.666	2.666	2.666
