SampleID_Tara	Campaign	Station	Event	Env feature_abbrev	Env feature	Shannon_Darwin_mean_all	Shannon_Darwin_month_all	Shannon_Darwin_mean_grp	Shannon_Darwin_month_grp	Shannon_Physat_month	Shannon_Physat_mean	miTAG.SILVA.Chao	miTAG.SILVA.ace	miTAG.SILVA.Shannon	miTAG.SILVA.Richness	wFDc	OG.Richness	OG.Evenness
TARA_N000002175	TARA_20110928Z	TARA_135	TARA_20111023T1615Z_135_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.771964	0.990553	0.576971	0.730257	0.664196	0.720057	NA	NA	NA	NA	NA	NA	NA
TARA_N000002402	TARA_20110928Z	TARA_132	TARA_20111005T0027Z_132_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.486663	0.671284	0.463578	0.804277	0.71775	0.607278	5351.604577	5076.794995	6.561389685	3384.58	7.124965977	17993.8	0.727202007
TARA_N000002404	TARA_20110928Z	TARA_132	TARA_20111004T2128Z_132_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.486663	0.671284	0.463578	0.804277	0.71775	0.607278	3275.053647	3209.021542	6.429348162	2211.8	7.095047788	14422.3	0.740879025
TARA_N000002420	TARA_20110928Z	TARA_132	TARA_20111004T1746Z_132_EVENT_PUMP	SRF	surface water layer (ENVO:00002042)	0.486663	0.671284	0.463578	0.804277	0.71775	0.607278	3275.053647	3209.021542	6.429348162	2211.8	7.095047788	14422.3	0.740879025
TARA_N000002356	TARA_20110928Z	TARA_131	TARA_20110930T0333Z_131_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.703213	0.934299	0.669286	0.949238	0.587396	0.696645	NA	NA	NA	NA	NA	NA	NA
TARA_N000002364	TARA_20110928Z	TARA_131	TARA_20110930T0056Z_131_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.703213	0.934299	0.669286	0.949238	0.587396	0.696645	NA	NA	NA	NA	NA	NA	NA
TARA_N000002287	TARA_20110826Z	TARA_128	TARA_20110905T1840Z_128_EVENT_PUMP	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.668404	0.938411	0.74237	1.058409	0.644035	0.732395	4723.258441	4675.397344	6.74178415	3127.56	7.251811573	19859.1	0.732771488
TARA_N000002285	TARA_20110826Z	TARA_128	TARA_20110904T1800Z_128_EVENT_PUMP	SRF	surface water layer (ENVO:00002042)	0.668404	0.938411	0.74237	1.058409	0.644035	0.732395	4616.80644	4498.701074	6.667961575	2976.67	7.180738977	18139.8	0.732290598
TARA_N000001764	TARA_20110520Z	TARA_110	TARA_20110522T2050Z_110_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.54627	1.14623	0.2861	0.969807	0.838535	0.713291	4206.588394	4039.194728	6.796421877	2873.86	7.190529562	16528.4	0.740312164
TARA_N000001758	TARA_20110520Z	TARA_110	TARA_20110521T1432Z_110_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.54627	1.14623	0.2861	0.969807	0.838535	0.713291	3819.840479	3631.327406	6.734784222	2639.68	7.18156031	15813.9	0.742768403
TARA_N000001123	TARA_20110311Z	TARA_093	TARA_20110312T1900Z_093_EVENT_NET	DCM	deep chlorophyll maximum layer (ENVO:01000326)	0.54852	0.800918	0.276323	0.415967	1.146895	0.995357	5020.252442	4996.616558	6.694159883	3369.39	7.366923693	16672.3	0.757796898
TARA_N000001288	TARA_20110311Z	TARA_093	TARA_20110312T1722Z_093_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.54852	0.800918	0.276323	0.415967	1.146895	0.995357	4762.157534	4658.680989	6.854613957	3224.71	7.329127066	17397.8	0.75062011
TARA_N000001292	TARA_20110311Z	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	SRF	surface water layer (ENVO:00002042)	0.54852	0.800918	0.276323	0.415967	1.146895	0.995357	4762.157534	4658.680989	6.854613957	3224.71	7.329127066	17397.8	0.75062011
TARA_N000001290	TARA_20110311Z	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	SRF	surface water layer (ENVO:00002042)	0.54852	0.800918	0.276323	0.415967	1.146895	0.995357	4762.157534	4658.680989	6.854613957	3224.71	7.329127066	17397.8	0.75062011
TARA_N000001301	TARA_20110220Z	TARA_092	TARA_20110226T1440Z_092_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.696868	1.024406	0.594075	0.826605	1.067922	0.932582	NA	NA	NA	NA	NA	NA	NA
TARA_N000001303	TARA_20110220Z	TARA_092	TARA_20110226T1408Z_092_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.696868	1.024406	0.594075	0.826605	1.067922	0.932582	NA	NA	NA	NA	NA	NA	NA
TARA_N000001305	TARA_20110220Z	TARA_092	TARA_20110226T1230Z_092_EVENT_NET	SRF	surface water layer (ENVO:00002042)	0.696868	1.024406	0.594075	0.826605	1.067922	0.932582	NA	NA	NA	NA	NA	NA	NA
TARA_N000001309	TARA_20110220Z	TARA_092	TARA_20110226T1201Z_092_EVENT_PUMP	SRF	surface water layer (ENVO:00002042)	0.696868	1.024406	0.594075	0.826605	1.067922	0.932582	NA	NA	NA	NA	NA	NA	NA
