SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH_min	pH_first_quartile	pH_median	pH_third_quartile	pH_max	Carbon dioxide_min	Carbon dioxide_first_quartile	Carbon dioxide_median	Carbon dioxide_third_quartile	Carbon dioxide_max	"Carbon dioxide, partial pressure_min"	"Carbon dioxide, partial pressure_first_quartile"	"Carbon dioxide, partial pressure_median"	"Carbon dioxide, partial pressure_third_quartile"	"Carbon dioxide, partial pressure_max"	Fugacity of carbon dioxide in seawater_min	Fugacity of carbon dioxide in seawater_first_quartile	Fugacity of carbon dioxide in seawater_median	Fugacity of carbon dioxide in seawater_third_quartile	Fugacity of carbon dioxide in seawater_max	Bicarbonate ion_min	Bicarbonate ion_first_quartile	Bicarbonate ion_median	Bicarbonate ion_third_quartile	Bicarbonate ion_max	Carbonate ion_min	Carbonate ion_first_quartile	Carbonate ion_median	Carbonate ion_third_quartile	Carbonate ion_max	"Carbon, total_min"	"Carbon, total_first_quartile"	"Carbon, total_median"	"Carbon, total_third_quartile"	"Carbon, total_max"	"Alkalinity, total_min"	"Alkalinity, total_first_quartile"	"Alkalinity, total_median"	"Alkalinity, total_third_quartile"	"Alkalinity, total_max"	Calcite saturation state_min	Calcite saturation state_first_quartile	Calcite saturation state_median	Calcite saturation state_third_quartile	Calcite saturation state_max	Aragonite saturation state_min	Aragonite saturation state_first_quartile	Aragonite saturation state_median	Aragonite saturation state_third_quartile	Aragonite saturation state_max
TARA_N000001942	SAMEA2657010	ERS492658	TARA_122	TARA_20110726T2142Z_122_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_122_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110726T2142Z_122_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001942	tara_20110726t1739z_122_event_cast	0.70611	P00DT04H07M	1	7.470711	7.470711	7.470711	7.470711	7.470711	48.966505	48.966505	48.966505	48.966505	48.966505	1801.446465	1801.446465	1801.446465	1801.446465	1801.446465	1795.880934	1795.880934	1795.880934	1795.880934	1795.880934	0	0	0	0	0	0.0045	0.0045	0.0045	0.0045	0.0045	0.0041	0.0041	0.0041	0.0041	0.0041	0.003	0.003	0.003	0.003	0.003	0	0	0	0	0	0.0012	0.0012	0.0012	0.0012	0.0012
TARA_N000001938	SAMEA2622661	ERS492651	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_122_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001938	tara_20110726t1739z_122_event_cast	2.0075	P00DT00H24M	1	7.470711	7.470711	7.470711	7.470711	7.470711	48.966505	48.966505	48.966505	48.966505	48.966505	1801.446465	1801.446465	1801.446465	1801.446465	1801.446465	1795.880934	1795.880934	1795.880934	1795.880934	1795.880934	0	0	0	0	0	0.0045	0.0045	0.0045	0.0045	0.0045	0.0041	0.0041	0.0041	0.0041	0.0041	0.003	0.003	0.003	0.003	0.003	0	0	0	0	0	0.0012	0.0012	0.0012	0.0012	0.0012
TARA_N000001937	SAMEA2622660	ERS492650	TARA_122	TARA_20110726T1710Z_122_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8		TARA_122_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110726T1710Z_122_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001937	tara_20110726t1739z_122_event_cast	2.0075	P00DT00H24M	1	7.470711	7.470711	7.470711	7.470711	7.470711	48.966505	48.966505	48.966505	48.966505	48.966505	1801.446465	1801.446465	1801.446465	1801.446465	1801.446465	1795.880934	1795.880934	1795.880934	1795.880934	1795.880934	0	0	0	0	0	0.0045	0.0045	0.0045	0.0045	0.0045	0.0041	0.0041	0.0041	0.0041	0.0041	0.003	0.003	0.003	0.003	0.003	0	0	0	0	0	0.0012	0.0012	0.0012	0.0012	0.0012
TARA_N000001824	SAMEA2656980	ERS492404	TARA_111	TARA_20110601T2220Z_111_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	88	92	20	180	TARA_111_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110601T2220Z_111_EVENT_NET_DCM_(90m)_SEQ-(500mL-or-15min)_N20-180_N000001824	tara_20110531t1416z_111_event_cast	5.5195	P01DT08H07M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0123	0.01275	0.0141	0.021075	0.0234	0.0026	0.002825	0.0035	0.006125	0.007	0.0033	0.00365	0.0047	0.0062	0.0067	0	0	0	0	0	7.00E-04	0.000725	8.00E-04	0.001025	0.0011
TARA_N000001828	SAMEA2657019	ERS492400	TARA_111	TARA_20110601T2156Z_111_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	88	92	180	2000	TARA_111_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110601T2156Z_111_EVENT_NET_DCM_(90m)_SEQ-(500mL-or-15min)_N180-2000_N000001828	tara_20110531t1416z_111_event_cast	4.3261	P01DT07H43M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0123	0.01275	0.0141	0.021075	0.0234	0.0026	0.002825	0.0035	0.006125	0.007	0.0033	0.00365	0.0047	0.0062	0.0067	0	0	0	0	0	7.00E-04	0.000725	8.00E-04	0.001025	0.0011
TARA_N000001820	SAMEA2622490	ERS492369	TARA_111	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	86	95	5	20	TARA_111_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(500mL-or-15min)_W5-20_N000001820	tara_20110531t1416z_111_event_cast	4.776	P00DT06H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0123	0.01275	0.0141	0.021075	0.0234	0.0026	0.002825	0.0035	0.006125	0.007	0.0033	0.00365	0.0047	0.0062	0.0067	0	0	0	0	0	7.00E-04	0.000725	8.00E-04	0.001025	0.0011
TARA_N000001816	SAMEA2622489	ERS492368	TARA_111	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	86	95	0.8	5	TARA_111_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(100L-or-15min)_W0.8-5_N000001816	tara_20110531t1416z_111_event_cast	4.776	P00DT06H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0123	0.01275	0.0141	0.021075	0.0234	0.0026	0.002825	0.0035	0.006125	0.007	0.0033	0.00365	0.0047	0.0062	0.0067	0	0	0	0	0	7.00E-04	0.000725	8.00E-04	0.001025	0.0011
TARA_N000001814	SAMEA2622487	ERS492366	TARA_111	TARA_20110531T2030Z_111_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	86	95	0.8		TARA_111_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110531T2030Z_111_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(100L-or-15min)_W>0.8_N000001814	tara_20110531t1416z_111_event_cast	4.776	P00DT06H15M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0123	0.01275	0.0141	0.021075	0.0234	0.0026	0.002825	0.0035	0.006125	0.007	0.0033	0.00365	0.0047	0.0062	0.0067	0	0	0	0	0	7.00E-04	0.000725	8.00E-04	0.001025	0.0011
TARA_N000001826	SAMEA2656988	ERS492349	TARA_111	TARA_20110531T1708Z_111_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_111_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110531T1708Z_111_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001826	tara_20110531t1416z_111_event_cast	6.4968	P00DT02H55M	1	8.049736	8.049736	8.049736	8.049736	8.049736	12.099805	12.099805	12.099805	12.099805	12.099805	405.640381	405.640381	405.640381	405.640381	405.640381	404.327962	404.327962	404.327962	404.327962	404.327962	0	0	0	0	0	0.0041	0.0041	0.0041	0.0041	0.0041	0.0027	0.0027	0.0027	0.0027	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001823	SAMEA2657036	ERS492344	TARA_111	TARA_20110531T1541Z_111_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_111_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110531T1541Z_111_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001823	tara_20110531t1416z_111_event_cast	3.0506	P00DT01H28M	1	8.049736	8.049736	8.049736	8.049736	8.049736	12.099805	12.099805	12.099805	12.099805	12.099805	405.640381	405.640381	405.640381	405.640381	405.640381	404.327962	404.327962	404.327962	404.327962	404.327962	0	0	0	0	0	0.0041	0.0041	0.0041	0.0041	0.0041	0.0027	0.0027	0.0027	0.0027	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001812	SAMEA2622463	ERS492332	TARA_111	TARA_20110531T1425Z_111_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_111_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110531T1425Z_111_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001812	tara_20110531t1416z_111_event_cast	0.35233	P00DT00H12M	1	8.049736	8.049736	8.049736	8.049736	8.049736	12.099805	12.099805	12.099805	12.099805	12.099805	405.640381	405.640381	405.640381	405.640381	405.640381	404.327962	404.327962	404.327962	404.327962	404.327962	0	0	0	0	0	0.0041	0.0041	0.0041	0.0041	0.0041	0.0027	0.0027	0.0027	0.0027	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001810	SAMEA2622461	ERS492330	TARA_111	TARA_20110531T1425Z_111_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8		TARA_111_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110531T1425Z_111_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001810	tara_20110531t1416z_111_event_cast	0.35233	P00DT00H12M	1	8.049736	8.049736	8.049736	8.049736	8.049736	12.099805	12.099805	12.099805	12.099805	12.099805	405.640381	405.640381	405.640381	405.640381	405.640381	404.327962	404.327962	404.327962	404.327962	404.327962	0	0	0	0	0	0.0041	0.0041	0.0041	0.0041	0.0041	0.0027	0.0027	0.0027	0.0027	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001796	SAMEA2657076	ERS492226	TARA_109	TARA_20110513T2014Z_109_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	20	180	TARA_109_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110513T2014Z_109_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N20-180_N000001796	tara_20110512t1345z_109_event_cast	3.4612	P01DT06H35M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0234	0.023525	0.0239	0.029825	0.0318	0.013	0.0134	0.0146	0.0173	0.0182	0.0195	0.019925	0.0212	0.022325	0.0227	0	0	0	0	0	0.0072	0.0076	0.0088	0.011425	0.0123
TARA_N000001740	SAMEA2657103	ERS492224	TARA_109	TARA_20110513T2014Z_109_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	20	180	TARA_109_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110513T2014Z_109_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N20-180_N000001740	tara_20110512t1345z_109_event_cast	3.4612	P01DT06H35M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0234	0.023525	0.0239	0.029825	0.0318	0.013	0.0134	0.0146	0.0173	0.0182	0.0195	0.019925	0.0212	0.022325	0.0227	0	0	0	0	0	0.0072	0.0076	0.0088	0.011425	0.0123
TARA_N000001732	SAMEA2622345	ERS492186	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.8	5	TARA_109_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W0.8-5_N000001732	tara_20110512t1345z_109_event_cast	4.7915	P00DT08H36M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0127	0.015375	0.0234	0.023775	0.0239	0.0109	0.011425	0.013	0.0169	0.0182	0.0126	0.014325	0.0195	0.020775	0.0212	0	0	0	0	0	0.0088	0.0091	0.01	0.011725	0.0123
TARA_N000001728	SAMEA2622343	ERS492184	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.8		TARA_109_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(100L-or-15min)_W>0.8_N000001728	tara_20110512t1345z_109_event_cast	4.7915	P00DT08H36M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0127	0.015375	0.0234	0.023775	0.0239	0.0109	0.011425	0.013	0.0169	0.0182	0.0126	0.014325	0.0195	0.020775	0.0212	0	0	0	0	0	0.0088	0.0091	0.01	0.011725	0.0123
TARA_N000001742	SAMEA2657088	ERS492169	TARA_109	TARA_20110512T1755Z_109_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_109_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110512T1755Z_109_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001742	tara_20110512t1345z_109_event_cast	7.5816	P00DT04H16M	1	8.021784	8.021784	8.021784	8.021784	8.021784	10.944395	10.944395	10.944395	10.944395	10.944395	409.791925	409.791925	409.791925	409.791925	409.791925	408.543322	408.543322	408.543322	408.543322	408.543322	0	0	0	0	0	0.002	0.002	0.00275	0.0035	0.0035	0.003	0.003	0.004	0.005	0.005	0.004	0.004	0.005	0.006	0.006	0	0	0	0	0	0.0043	0.0043	0.00545	0.0066	0.0066
TARA_N000001734	SAMEA2657063	ERS492161	TARA_109	TARA_20110512T1631Z_109_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_109_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110512T1631Z_109_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001734	tara_20110512t1345z_109_event_cast	5.5515	P00DT02H52M	1	8.021784	8.021784	8.021784	8.021784	8.021784	10.944395	10.944395	10.944395	10.944395	10.944395	409.791925	409.791925	409.791925	409.791925	409.791925	408.543322	408.543322	408.543322	408.543322	408.543322	0	0	0	0	0	0.002	0.002	0.00275	0.0035	0.0035	0.003	0.003	0.004	0.005	0.005	0.004	0.004	0.005	0.006	0.006	0	0	0	0	0	0.0043	0.0043	0.00545	0.0066	0.0066
TARA_N000001730	SAMEA2622325	ERS492154	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_109_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001730	tara_20110512t1345z_109_event_cast	0.002618	P00DT00H21M	1	8.021784	8.021784	8.021784	8.021784	8.021784	10.944395	10.944395	10.944395	10.944395	10.944395	409.791925	409.791925	409.791925	409.791925	409.791925	408.543322	408.543322	408.543322	408.543322	408.543322	0	0	0	0	0	0.002	0.002	0.00275	0.0035	0.0035	0.003	0.003	0.004	0.005	0.005	0.004	0.004	0.005	0.006	0.006	0	0	0	0	0	0.0043	0.0043	0.00545	0.0066	0.0066
TARA_N000001727	SAMEA2622324	ERS492153	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8		TARA_109_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001727	tara_20110512t1345z_109_event_cast	0.002618	P00DT00H21M	1	8.021784	8.021784	8.021784	8.021784	8.021784	10.944395	10.944395	10.944395	10.944395	10.944395	409.791925	409.791925	409.791925	409.791925	409.791925	408.543322	408.543322	408.543322	408.543322	408.543322	0	0	0	0	0	0.002	0.002	0.00275	0.0035	0.0035	0.003	0.003	0.004	0.005	0.005	0.004	0.004	0.005	0.006	0.006	0	0	0	0	0	0.0043	0.0043	0.00545	0.0066	0.0066
TARA_N000001738	SAMEA2657008	ERS492137	TARA_109	TARA_20110512T1400Z_109_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_109_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110512T1400Z_109_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001738	tara_20110512t1345z_109_event_cast	0.33851	P00DT00H21M	1	8.021784	8.021784	8.021784	8.021784	8.021784	10.944395	10.944395	10.944395	10.944395	10.944395	409.791925	409.791925	409.791925	409.791925	409.791925	408.543322	408.543322	408.543322	408.543322	408.543322	0	0	0	0	0	0.002	0.002	0.00275	0.0035	0.0035	0.003	0.003	0.004	0.005	0.005	0.004	0.004	0.005	0.006	0.006	0	0	0	0	0	0.0043	0.0043	0.00545	0.0066	0.0066
TARA_N000001656	SAMEA2622232	ERS492025	TARA_102	TARA_20110422T2113Z_102_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	5	20	TARA_102_DCM_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(500mL-or-15min)_W5-20_N000001656	tara_20110421t2019z_102_event_cast	12.5221	P01DT00H56M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.038	0.038	0.038	0.038	0.038	0.018	0.018	0.018	0.018	0.018	0.0334	0.0334	0.0334	0.0334	0.0334	0.0036	0.0036	0.0036	0.0036	0.0036	0.0123	0.0123	0.0123	0.0123	0.0123
TARA_N000001652	SAMEA2622230	ERS492023	TARA_102	TARA_20110422T2113Z_102_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.8	5	TARA_102_DCM_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(100L-or-15min)_W0.8-5_N000001652	tara_20110421t2019z_102_event_cast	12.5221	P01DT00H56M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.038	0.038	0.038	0.038	0.038	0.018	0.018	0.018	0.018	0.018	0.0334	0.0334	0.0334	0.0334	0.0334	0.0036	0.0036	0.0036	0.0036	0.0036	0.0123	0.0123	0.0123	0.0123	0.0123
TARA_N000001648	SAMEA2622228	ERS492021	TARA_102	TARA_20110422T2113Z_102_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.8		TARA_102_DCM_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110422T2113Z_102_EVENT_PUMP_DCM_(40m)_SEQ-(100L-or-15min)_W>0.8_N000001648	tara_20110421t2019z_102_event_cast	12.5221	P01DT00H56M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.038	0.038	0.038	0.038	0.038	0.018	0.018	0.018	0.018	0.018	0.0334	0.0334	0.0334	0.0334	0.0334	0.0036	0.0036	0.0036	0.0036	0.0036	0.0123	0.0123	0.0123	0.0123	0.0123
TARA_N000001660	SAMEA2657087	ERS492004	TARA_102	TARA_20110422T2017Z_102_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	20	180	TARA_102_DCM_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110422T2017Z_102_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N20-180_N000001660	tara_20110421t2019z_102_event_cast	9.7968	P01DT00H00M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.038	0.038	0.038	0.038	0.038	0.018	0.018	0.018	0.018	0.018	0.0334	0.0334	0.0334	0.0334	0.0334	0.0036	0.0036	0.0036	0.0036	0.0036	0.0123	0.0123	0.0123	0.0123	0.0123
TARA_N000001664	SAMEA2657097	ERS492000	TARA_102	TARA_20110422T1920Z_102_EVENT_NET	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	180	2000	TARA_102_DCM_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110422T1920Z_102_EVENT_NET_DCM_(40m)_SEQ-(500mL-or-15min)_N180-2000_N000001664	tara_20110421t2019z_102_event_cast	5.9586	P00DT23H03M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.038	0.038	0.038	0.038	0.038	0.018	0.018	0.018	0.018	0.018	0.0334	0.0334	0.0334	0.0334	0.0334	0.0036	0.0036	0.0036	0.0036	0.0036	0.0123	0.0123	0.0123	0.0123	0.0123
TARA_N000001662	SAMEA2657072	ERS491970	TARA_102	TARA_20110421T2303Z_102_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	180	2000	TARA_102_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110421T2303Z_102_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001662	tara_20110421t2019z_102_event_cast	6.7645	P00DT02H46M	1	7.905094	7.905094	7.905094	7.905094	7.905094	16.56381	16.56381	16.56381	16.56381	16.56381	585.365934	585.365934	585.365934	585.365934	585.365934	583.524493	583.524493	583.524493	583.524493	583.524493	0	0	0	0	0	0.0045	0.0045	0.00475	0.005	0.005	0.0063	0.0063	0.00655	0.0068	0.0068	0.0095	0.0095	0.0104	0.0113	0.0113	0	0	0	0	0	0.0087	0.0087	0.0105	0.0123	0.0123
TARA_N000001654	SAMEA2656991	ERS491962	TARA_102	TARA_20110421T2222Z_102_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	5	20	TARA_102_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110421T2222Z_102_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001654	tara_20110421t2019z_102_event_cast	4.8929	P00DT02H05M	1	7.905094	7.905094	7.905094	7.905094	7.905094	16.56381	16.56381	16.56381	16.56381	16.56381	585.365934	585.365934	585.365934	585.365934	585.365934	583.524493	583.524493	583.524493	583.524493	583.524493	0	0	0	0	0	0.0045	0.0045	0.00475	0.005	0.005	0.0063	0.0063	0.00655	0.0068	0.0068	0.0095	0.0095	0.0104	0.0113	0.0113	0	0	0	0	0	0.0087	0.0087	0.0105	0.0123	0.0123
TARA_N000001658	SAMEA2657092	ERS491958	TARA_102	TARA_20110421T2042Z_102_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	3	7	20	180	TARA_102_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110421T2042Z_102_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001658	tara_20110421t2019z_102_event_cast	0.95909	P00DT00H25M	1	7.905094	7.905094	7.905094	7.905094	7.905094	16.56381	16.56381	16.56381	16.56381	16.56381	585.365934	585.365934	585.365934	585.365934	585.365934	583.524493	583.524493	583.524493	583.524493	583.524493	0	0	0	0	0	0.0045	0.0045	0.00475	0.005	0.005	0.0063	0.0063	0.00655	0.0068	0.0068	0.0095	0.0095	0.0104	0.0113	0.0113	0	0	0	0	0	0.0087	0.0087	0.0105	0.0123	0.0123
TARA_N000001650	SAMEA2622184	ERS491949	TARA_102	TARA_20110421T2007Z_102_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8	5	TARA_102_SRF_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20110421T2007Z_102_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W0.8-5_N000001650	tara_20110421t2019z_102_event_cast	0.72016	P00DT00H09M	1	7.905094	7.905094	7.905094	7.905094	7.905094	16.56381	16.56381	16.56381	16.56381	16.56381	585.365934	585.365934	585.365934	585.365934	585.365934	583.524493	583.524493	583.524493	583.524493	583.524493	0	0	0	0	0	0.0045	0.0045	0.00475	0.005	0.005	0.0063	0.0063	0.00655	0.0068	0.0068	0.0095	0.0095	0.0104	0.0113	0.0113	0	0	0	0	0	0.0087	0.0087	0.0105	0.0123	0.0123
TARA_N000001646	SAMEA2622182	ERS491947	TARA_102	TARA_20110421T2007Z_102_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.8		TARA_102_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110421T2007Z_102_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001646	tara_20110421t2019z_102_event_cast	0.72016	P00DT00H09M	1	7.905094	7.905094	7.905094	7.905094	7.905094	16.56381	16.56381	16.56381	16.56381	16.56381	585.365934	585.365934	585.365934	585.365934	585.365934	583.524493	583.524493	583.524493	583.524493	583.524493	0	0	0	0	0	0.0045	0.0045	0.00475	0.005	0.005	0.0063	0.0063	0.00655	0.0068	0.0068	0.0095	0.0095	0.0104	0.0113	0.0113	0	0	0	0	0	0.0087	0.0087	0.0105	0.0123	0.0123
