Sampling_EventID	sample_name	BioSample	Depth	Description	ENA checklist	Event Date/Time	Latitude End	Latitude Start	Longitude End	Longitude Start	Marine Region	Protocol Label	SRA accession	Salinity	Sample Name	Sampling Campaign	Sampling Platform	Sampling Site	Temperature	environment (biome)	purl_biome	environment (feature)	purl_feature	environment (material)	purl_material	event label	nitrate sensor	oxygen sensor	sample collection device	sample site	size fraction lower threshold
GEOARTIC_SE_129	30-12_170427	SAMEA104347366	501	"Station 30 seawater, depth 501m"	ERC000027	01-09-2015	87.5856	87.5856	-178.9268333	-178.9268333	Arctic Ocean	NPLGFF	ERS1972344	34.8688	ERS1972344	GEOTRACES ARCTIC 2015	CGC Healy	30	0.5809	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_130	30-11_170506	SAMEA104347365	376	"Station 30 seawater, depth 376m"	ERC000027	01-09-2015	87.5856	87.5856	-178.9268333	-178.9268333	Arctic Ocean	NPLGFF	ERS1972343	34.8671	ERS1972343	GEOTRACES ARCTIC 2015	CGC Healy	30	0.8959	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_131	30-11_170427	SAMEA104347364	376	"Station 30 seawater, depth 376m"	ERC000027	01-09-2015	87.5856	87.5856	-178.9268333	-178.9268333	Arctic Ocean	NPLGFF	ERS1972342	34.8671	ERS1972342	GEOTRACES ARCTIC 2015	CGC Healy	30	0.8959	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_132	30-10_170506	SAMEA104347363	261	"Station 30 seawater, depth 261m"	ERC000027	01-09-2015	87.5856	87.5856	-178.9268333	-178.9268333	Arctic Ocean	NPLGFF	ERS1972341	34.8079	ERS1972341	GEOTRACES ARCTIC 2015	CGC Healy	30	0.7857	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_133	30-10_170427	SAMEA104347362	261	"Station 30 seawater, depth 261m"	ERC000027	01-09-2015	87.5856	87.5856	-178.9268333	-178.9268333	Arctic Ocean	NPLGFF	ERS1972340	34.8079	ERS1972340	GEOTRACES ARCTIC 2015	CGC Healy	30	0.7857	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_134	30-1_170506	SAMEA104347361	24	"Station 30 seawater, depth 24m"	ERC000027	01-09-2015	87.53011667	87.53011667	-179.99975	-179.99975	Arctic Ocean	NPLGFF	ERS1972339	28.655	ERS1972339	GEOTRACES ARCTIC 2015	CGC Healy	30	-1.4005	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_135	30-1_170427	SAMEA104347360	24	"Station 30 seawater, depth 24m"	ERC000027	01-09-2015	87.53011667	87.53011667	-179.99975	-179.99975	Arctic Ocean	NPLGFF	ERS1972338	28.655	ERS1972338	GEOTRACES ARCTIC 2015	CGC Healy	30	-1.4005	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_136	26-9_170506	SAMEA104347359	745	"Station 26 seawater, depth 745m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972337	34.877	ERS1972337	GEOTRACES ARCTIC 2015	CGC Healy	26	0.1392	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_137	26-9_170427	SAMEA104347358	745	"Station 26 seawater, depth 745m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972336	34.877	ERS1972336	GEOTRACES ARCTIC 2015	CGC Healy	26	0.1392	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_138	26-8_170506	SAMEA104347357	524	"Station 26 seawater, depth 524m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972335	34.8674	ERS1972335	GEOTRACES ARCTIC 2015	CGC Healy	26	0.6525	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_139	26-8_170427	SAMEA104347356	524	"Station 26 seawater, depth 524m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972334	34.8674	ERS1972334	GEOTRACES ARCTIC 2015	CGC Healy	26	0.6525	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_140	26-7_170506	SAMEA104347355	367	"Station 26 seawater, depth 367m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972333	34.8515	ERS1972333	GEOTRACES ARCTIC 2015	CGC Healy	26	0.9835	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_141	26-7_170427	SAMEA104347354	367	"Station 26 seawater, depth 367m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972332	34.8515	ERS1972332	GEOTRACES ARCTIC 2015	CGC Healy	26	0.9835	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_142	26-6_170506	SAMEA104347353	210	"Station 26 seawater, depth 210m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972331	34.6026	ERS1972331	GEOTRACES ARCTIC 2015	CGC Healy	26	0.0776	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_143	26-6_170427	SAMEA104347352	210	"Station 26 seawater, depth 210m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972330	34.6026	ERS1972330	GEOTRACES ARCTIC 2015	CGC Healy	26	0.0776	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_144	26-5_170506	SAMEA104347351	147	"Station 26 seawater, depth 147m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972329	34.1901	ERS1972329	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.3292	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_145	26-5_170427	SAMEA104347350	147	"Station 26 seawater, depth 147m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972328	34.1901	ERS1972328	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.3292	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_146	26-4_170506	SAMEA104347349	100	"Station 26 seawater, depth 100m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972327	33.5114	ERS1972327	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.4216	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_147	26-4_170427	SAMEA104347348	100	"Station 26 seawater, depth 100m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972326	33.5114	ERS1972326	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.4216	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_148	26-3_170506	SAMEA104347347	73	"Station 26 seawater, depth 73m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972325	32.2278	ERS1972325	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.2877	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_149	26-3_170427	SAMEA104347346	73	"Station 26 seawater, depth 73m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972324	32.2278	ERS1972324	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.2877	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_150	26-2_170506	SAMEA104347345	55	"Station 26 seawater, depth 55m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972323	30.2422	ERS1972323	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.3274	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_151	26-2_170427	SAMEA104347344	55	"Station 26 seawater, depth 55m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972322	30.2422	ERS1972322	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.3274	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_152	26-16_170506	SAMEA104347343	2901	"Station 26 seawater, depth 2901m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972321	34.9567	ERS1972321	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.345	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_153	26-16_170427	SAMEA104347342	2901	"Station 26 seawater, depth 2901m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972320	34.9567	ERS1972320	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.345	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_154	26-15_170506	SAMEA104347341	2831	"Station 26 seawater, depth 2831m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972319	34.9567	ERS1972319	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.345	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_155	26-15_170427	SAMEA104347340	2831	"Station 26 seawater, depth 2831m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972318	34.9567	ERS1972318	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.345	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_156	26-14_170506	SAMEA104347339	2752	"Station 26 seawater, depth 2752m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972317	34.9562	ERS1972317	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.351	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_157	26-14_170427	SAMEA104347338	2752	"Station 26 seawater, depth 2752m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972316	34.9562	ERS1972316	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.351	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_158	26-13_170506	SAMEA104347337	2523	"Station 26 seawater, depth 2523m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972315	34.9554	ERS1972315	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.3652	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_159	26-13_170427	SAMEA104347336	2523	"Station 26 seawater, depth 2523m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972314	34.9554	ERS1972314	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.3652	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_160	26-12_170506	SAMEA104347335	2235	"Station 26 seawater, depth 2235m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972313	34.9523	ERS1972313	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.3881	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_161	26-12_170427	SAMEA104347334	2235	"Station 26 seawater, depth 2235m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972312	34.9523	ERS1972312	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.3881	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_162	26-11_170506	SAMEA104347333	1803	"Station 26 seawater, depth 1803m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972311	34.9419	ERS1972311	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.4038	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_163	26-11_170427	SAMEA104347332	1803	"Station 26 seawater, depth 1803m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972310	34.9419	ERS1972310	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.4038	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_164	26-10_170506	SAMEA104347331	1242	"Station 26 seawater, depth 1242m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972309	34.9052	ERS1972309	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.2958	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_165	26-10_170427	SAMEA104347330	1242	"Station 26 seawater, depth 1242m"	ERC000027	27-08-2015	83.71425	83.71425	-174.21085	-174.21085	Arctic Ocean	NPLGFF	ERS1972308	34.9052	ERS1972308	GEOTRACES ARCTIC 2015	CGC Healy	26	-0.2958	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_166	26-1_170506	SAMEA104347329	25	"Station 26 seawater, depth 25m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972307	28.7392	ERS1972307	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.2533	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_167	26-1_170427	SAMEA104347328	25	"Station 26 seawater, depth 25m"	ERC000027	27-08-2015	83.75495	83.75495	-174.8173	-174.8173	Arctic Ocean	NPLGFF	ERS1972306	28.7392	ERS1972306	GEOTRACES ARCTIC 2015	CGC Healy	26	-1.2533	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149						
GEOARTIC_SE_168	KD014_S1_9	SAMEA98155918	5	"Arctic seawater metagenome, 5 m"	ERC000011	07-09-2015		89.99033333		-89.2525	Arctic Ocean	NPL022	ERS1568989		ERS1568989	GEOTRACES ARCTIC 2016	CGC Healy	33		marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6239			Niskin bottle		0.22
GEOARTIC_SE_169	KD121_S6_45	SAMEA98163418	25	"Arctic seawater metagenome, 25 m"	ERC000011	04-10-2015		72.9989		-158.8455	Arctic Ocean	NPL022	ERS1568999	29.397	ERS1568999	GEOTRACES ARCTIC 2018	CGC Healy	60	1.6423	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6458	0.14	286.4	Niskin bottle	12226	0.22
GEOARTIC_SE_170	KD014_S4_9	SAMEA98155168	5	"Arctic seawater metagenome, 5 m"	ERC000011	07-09-2015		89.99033333		-89.2525	Arctic Ocean	NPL022	ERS1568988		ERS1568988	GEOTRACES ARCTIC 2020	CGC Healy	33		marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6239			Niskin bottle		0.22
GEOARTIC_SE_171	KD120_S5_46	SAMEA98162668	57	"Arctic seawater metagenome, 57 m"	ERC000011	04-10-2015		72.9989		-158.8455	Arctic Ocean	NPL022	ERS1568998	31.1429	ERS1568998	GEOTRACES ARCTIC 2021	CGC Healy	60	1.7079	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6458	0.98	309.5	Niskin bottle	12220	0.22
GEOARTIC_SE_172	KD013_S3_8	SAMEA98154418	1.5	"Arctic seawater metagenome, 1.5 m"	ERC000011	07-09-2015		89.99033333		-89.2525	Arctic Ocean	NPL022	ERS1568987		ERS1568987	GEOTRACES ARCTIC 2023	CGC Healy	33		marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6239			Niskin bottle		0.22
GEOARTIC_SE_173	KD120_S12_46	SAMEA98161918	57	"Arctic seawater metagenome, 57 m"	ERC000011	04-10-2015		72.9989		-158.8455	Arctic Ocean	NPL022	ERS1568997	31.1429	ERS1568997	GEOTRACES ARCTIC 2024	CGC Healy	60	1.7079	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6458	0.98	309.5	Niskin bottle	12220	0.22
GEOARTIC_SE_174	KD130_S12_36	SAMEA98170918	1	"Arctic seawater metagenome, 1 m"	ERC000011	05-10-2015		72.7999		-159.6157	Arctic Ocean	NPL022	ERS1569009		ERS1569009	GEOTRACES ARCTIC 2025	CGC Healy	61		marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6469			Niskin bottle		0.22
GEOARTIC_SE_175	KD130_S9_36	SAMEA98170168	1	"Arctic seawater metagenome, 1 m"	ERC000011	05-10-2015		72.7999		-159.6157	Arctic Ocean	NPL022	ERS1569008		ERS1569008	GEOTRACES ARCTIC 2028	CGC Healy	61		marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6469			Niskin bottle		0.22
GEOARTIC_SE_176	KD119_S4_33	SAMEA98161168	860	"Arctic seawater metagenome, 860 m"	ERC000011	04-10-2015		72.9989		-158.8455	Arctic Ocean	NPL022	ERS1568996	34.8545	ERS1568996	GEOTRACES ARCTIC 2029	CGC Healy	60	0.3785	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6458	12.71	246.5	Niskin bottle	12206	0.22
GEOARTIC_SE_177	KD129_S11_39	SAMEA98169418	20	"Arctic seawater metagenome, 20 m"	ERC000011	07-09-2015		72.7978		-159.6242	Arctic Ocean	NPL022	ERS1569007	32.6097	ERS1569007	GEOTRACES ARCTIC 2033	CGC Healy	61	-1.6592	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6467	17.18	200.7	Niskin bottle	12267	0.22
GEOARTIC_SE_178	KD118_S8_32	SAMEA98160418	137	"Arctic seawater metagenome, 137 m"	ERC000011	04-10-2015		72.9989		-158.8455	Arctic Ocean	NPL022	ERS1568995	33.0812	ERS1568995	GEOTRACES ARCTIC 2035	CGC Healy	60	-1.3531	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6458	14.85	219.2	Niskin bottle	12216	0.22
GEOARTIC_SE_179	KD128_S1_40	SAMEA98168668	12	"Arctic seawater metagenome, 12 m"	ERC000011	05-10-2015		72.7978		-159.6242	Arctic Ocean	NPL022	ERS1569006	31.2395	ERS1569006	GEOTRACES ARCTIC 2037	CGC Healy	61	1.0376	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6467	0.38	267.2	Niskin bottle	12271	0.22
GEOARTIC_SE_180	KD128_S10_40	SAMEA98167918	12	"Arctic seawater metagenome, 12 m"	ERC000011	05-10-2015		72.7978		-159.6242	Arctic Ocean	NPL022	ERS1569005	31.2395	ERS1569005	GEOTRACES ARCTIC 2039	CGC Healy	61	1.0376	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6467	0.38	267.2	Niskin bottle	12271	0.22
GEOARTIC_SE_181	KD115_S2_49	SAMEA98158918	1	"Arctic seawater metagenome, 1 m"	ERC000011	04-10-2015		72.9989		-158.8455	Arctic Ocean	NPL022	ERS1568993		ERS1568993	GEOTRACES ARCTIC 2042	CGC Healy	60		marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6458			Niskin bottle		0.22
GEOARTIC_SE_182	KD127_S9_41	SAMEA98166418	29	"Arctic seawater metagenome, 29 m"	ERC000011	04-10-2015		72.7978		-159.6242	Arctic Ocean	NPL022	ERS1569003	32.6327	ERS1569003	GEOTRACES ARCTIC 2045	CGC Healy	61	-1.6707	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6467	17.53	181.8	Niskin bottle	12263	0.22
GEOARTIC_SE_183	KD099_S3_54	SAMEA98158168	55	"Arctic seawater metagenome, 55 m"	ERC000011	26-09-2015		78.1739		-147.8331	Arctic Ocean	NPL022	ERS1568992	31.1098	ERS1568992	GEOTRACES ARCTIC 2046	CGC Healy	51	-0.3258	marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6388	3.49	308.8	Niskin bottle	11869	0.22
GEOARTIC_SE_184	KD053_S2_67	SAMEA98157418	1	"Arctic seawater metagenome, 1 m"	ERC000011	16-09-2015		85.16033333		-149.9722667	Arctic Ocean	NPL022	ERS1568991		ERS1568991	GEOTRACES ARCTIC 2050	CGC Healy	43		marine biome	http://purl.obolibrary.org/obo/ENVO_00000447	marine water body	http://purl.obolibrary.org/obo/ENVO_00001999	seawater	http://purl.obolibrary.org/obo/ENVO_00002149	6324			Niskin bottle		0.22
