sample_event_ID	cruise_name	EXPOCODE	Ship	STNNBR	CASTNO	section	ISO_DateTime	Date	Year	Month	Day	timeutc	timecode	lon	lat	nav_code	depth_max	pres_max	depth_hgt	parameters	comments	HOT_summary_file_name	ROSETTE	CTDPRS	A_CAR	ALKALIN	ATP	B_CAR	BUT_19	CAROTEN	CHL_Plus	CHLC1_2	CHLDA_A	CHL_A	CHL_B	CHL_C3	CHL_C4	CTDOXY	CTDSAL	CTDTMP	DIADINO	DIC	DOC	DON	DOP	DV_CHLA	E_BACT	FUCO	GTP	H_BACT	H2O2	HEX_19	HPLCchl	LLN	LLP	LLSi	LUTEIN	MV_CHLA	N2O	NO2	NO2_NO3	OXYGEN	P_BACT	P13C	P15N	PC	PERID	PE_pt4u	PE_10u	PE_5u	PH	PHEO	PHSPHT	PIC	PN	PP	PRASINO	PSi	REPLICT	S_BACT	SALNITY	SIGMA	SILCAT	SPEC_SI	TD700A	TD700B	TD700C	TDN	TDP	THETA	VIOL	ZEAXAN	num_bottles	pCO2	QUALT1	QUALT2	QUALT3	QUALT4	QUALT5	QUALT6	QUALT7	QUALT8	QUALT9	QUAL10
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	13	27.1														213.4	35.0911	23.286																																							1			23.922								23.2804			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	12	26.6														213.6	35.0916	23.2841																																							1			23.922								23.2786			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	11	27.3														213.7	35.0917	23.283																																							1			23.923								23.2774			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	10	27.5														213.7	35.0913	23.2848																																							1			23.922								23.2791			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	9	27.5														213.7	35.0911	23.2862																																							1			23.922								23.2805			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	8	27.1														213.7	35.091	23.2878																																							1			23.921								23.2822			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	7	27														213.7	35.0909	23.2879																																							1			23.921								23.2823			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	6	27														213.7	35.0909	23.2878																																							1			23.921								23.2823			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	5	26.8														213.7	35.0905	23.2891																																							1			23.92								23.2836			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	4	26.4														213.6	35.0904	23.2902																																							1			23.92								23.2847			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	3	26														213.5	35.0902	23.2906																																							1			23.919								23.2853			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	2	26.5														213.4	35.0903	23.2908																																							1			23.919								23.2853			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_92	179	33KB179_1	33KB179/1	2	1	PRS2	2006-03-09T07:39:00	30906	2006	3	9	739	BE	-158.0047	22.7547	GPS	4744	104	4641		Dual T; C sensors	cruise.summaries/hot179.sum	1	26.7														213.3	35.09	23.2912																																							1			23.919								23.2857			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	24	77														213.9	35.1753	22.704																																							1			24.156								22.6884			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	23	76.8														214	35.1752	22.7047																																							1			24.156								22.6892			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	22	77.1														214.1	35.1752	22.7038																																							1			24.156								22.6882			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	21	77.1														214.1	35.1752	22.7037																																							1			24.156								22.6881			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	20	76.7														214.1	35.1753	22.7039																																							1			24.156								22.6883			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	19	76.7														214.1	35.1753	22.7036																																							1			24.156								22.6881			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	18	76.6														214	35.1753	22.7038																																							1			24.156								22.6883			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	17	76.7														214.1	35.1754	22.703																																							1			24.156								22.6875			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	16	76.4														214.1	35.1754	22.7042																																							1			24.156								22.6887			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	15	76.7														214.1	35.1753	22.7033																																							1			24.156								22.6878			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	14	76.7														214.1	35.1753	22.7042																																							1			24.156								22.6887			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	13	76.1														214.1	35.1754	22.7079																																							1			24.155								22.6925			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	12	76.1														214	35.1751	22.7064																																							1			24.155								22.691			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	11	76.3														214	35.1754	22.7053																																							1			24.156								22.6899			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	10	76.2														214	35.1752	22.7053																																							1			24.156								22.6899			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	9	76														214	35.1755	22.7039																																							1			24.156								22.6885			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	8	76.2														214	35.1755	22.7034																																							1			24.156								22.688			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	7	76.6														214	35.1754	22.7027																																							1			24.157								22.6872			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	6	75.9														214	35.1754	22.7032																																							1			24.156								22.6879			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	5	75.7														214	35.1756	22.7029																																							1			24.157								22.6876			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	4	76														214	35.1756	22.7023																																							1			24.157								22.6869			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	3	76.6														214	35.1755	22.7021																																							1			24.157								22.6866			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	2	76.2														214.1	35.1756	22.7019																																							1			24.157								22.6865			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_93	179	33KB179_1	33KB179/1	2	4	PRS2	2006-03-09T13:05:00	30906	2006	3	9	1305	BE	-157.9967	22.75	GPS	4741	104	4638		Dual T; C sensors	cruise.summaries/hot179.sum	1	76.2														214.1	35.1757	22.7013																																							1			24.157								22.6858			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	24	126.1														214.1	35.3078	22.7022																																							1			24.26								22.6766			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	23	125.8														210.2	35.3075	22.7015																																							1			24.26								22.676			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	22	125.7														210.3	35.3075	22.7018																																							1			24.26								22.6764			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	21	125.7														210.3	35.3067	22.7012																																							1			24.259								22.6757			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	20	125.7														210.3	35.3063	22.6999																																							1			24.26								22.6745			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	19	125.5														210.3	35.3053	22.6989																																							1			24.259								22.6735			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	18	125.9														210.2	35.305	22.6978																																							1			24.259								22.6723			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	17	125.4														210.1	35.304	22.6972																																							1			24.259								22.6718			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	16	124.9														209.9	35.3034	22.696																																							1			24.258								22.6707			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	15	125														209.8	35.302	22.6954																																							1			24.257								22.6701			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	14	124.8														209.6	35.3018	22.6953																																							1			24.257								22.6701			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	13	124.7														209.4	35.3026	22.6955																																							1			24.258								22.6703			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	12	124.6														209.3	35.3027	22.6959																																							1			24.258								22.6707			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	11	124.6														209.3	35.3039	22.6971																																							1			24.258								22.6719			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	10	124.4														209.2	35.304	22.6969																																							1			24.259								22.6717			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	9	124.8														209.2	35.3037	22.6978																																							1			24.258								22.6726			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	8	125.3														209.2	35.3035	22.6985																																							1			24.258								22.6731			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	7	125.2														209.2	35.3035	22.6985																																							1			24.258								22.6731			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	6	125.2														209.2	35.3053	22.7004																																							1			24.259								22.6751			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	5	125														209.3	35.3043	22.6994																																							1			24.258								22.6741			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	4	125.1														209.3	35.3042	22.6989																																							1			24.258								22.6736			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	3	124.7														209.4	35.3015	22.6965																																							1			24.257								22.6713			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	2	124.8														209.5	35.3011	22.6938																																							1			24.257								22.6685			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_94	179	33KB179_1	33KB179/1	2	5	PRS2	2006-03-09T14:34:00	30906	2006	3	9	1434	BE	-157.9965	22.7502	GPS	4746	2988	1798		Dual T; C sensors	cruise.summaries/hot179.sum	1	124.8														209.5	35.2998	22.6927																																							1			24.257								22.6674			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_95	179	33KB179_1	33KB179/1	2	19	PRS2	2006-03-11T15:28:00	31106	2006	3	11	1528	BE	-157.9992	22.747	GPS	4747	500	4251		Dual T; C sensors	cruise.summaries/hot179.sum	24	497.6														124.7	34.0447	7.1019																																							1			26.659								7.0546			24		2199999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
