SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH_min	pH_first_quartile	pH_median	pH_third_quartile	pH_max	Carbon dioxide_min	Carbon dioxide_first_quartile	Carbon dioxide_median	Carbon dioxide_third_quartile	Carbon dioxide_max	"Carbon dioxide, partial pressure_min"	"Carbon dioxide, partial pressure_first_quartile"	"Carbon dioxide, partial pressure_median"	"Carbon dioxide, partial pressure_third_quartile"	"Carbon dioxide, partial pressure_max"	Fugacity of carbon dioxide in seawater_min	Fugacity of carbon dioxide in seawater_first_quartile	Fugacity of carbon dioxide in seawater_median	Fugacity of carbon dioxide in seawater_third_quartile	Fugacity of carbon dioxide in seawater_max	Bicarbonate ion_min	Bicarbonate ion_first_quartile	Bicarbonate ion_median	Bicarbonate ion_third_quartile	Bicarbonate ion_max	Carbonate ion_min	Carbonate ion_first_quartile	Carbonate ion_median	Carbonate ion_third_quartile	Carbonate ion_max	"Carbon, total_min"	"Carbon, total_first_quartile"	"Carbon, total_median"	"Carbon, total_third_quartile"	"Carbon, total_max"	"Alkalinity, total_min"	"Alkalinity, total_first_quartile"	"Alkalinity, total_median"	"Alkalinity, total_third_quartile"	"Alkalinity, total_max"	Calcite saturation state_min	Calcite saturation state_first_quartile	Calcite saturation state_median	Calcite saturation state_third_quartile	Calcite saturation state_max	Aragonite saturation state_min	Aragonite saturation state_first_quartile	Aragonite saturation state_median	Aragonite saturation state_third_quartile	Aragonite saturation state_max
TARA_N000002965	SAMEA2732598	ERS493621	TARA_136	TARA_20111130T1915Z_136_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_136_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111130T1915Z_136_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002965	tara_20111202t1412z_137_event_cast	399.5042	P01DT18H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0109	0.0109	0.0109	0.0109	0.0109	0.0051	0.0051	0.0051	0.0051	0.0051	0.002	0.002	0.002	0.002	0.002	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_N000002959	SAMEA2623264	ERS493610	TARA_136	TARA_20111130T1620Z_136_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_136_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111130T1620Z_136_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002959	tara_20111202t1412z_137_event_cast	401.5479	P01DT21H50M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0109	0.0109	0.0109	0.0109	0.0109	0.0051	0.0051	0.0051	0.0051	0.0051	0.002	0.002	0.002	0.002	0.002	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_N000002185	SAMEA2732214	ERS493536	TARA_135	TARA_20111023T2041Z_135_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_135_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20111023T2041Z_135_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002185	tara_20111202t1412z_137_event_cast	2155.9826	P08DT17H29M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0541	0.0541	0.0643	0.0745	0.0745	0.0278	0.0278	0.0308	0.0338	0.0338	0.0076	0.0076	0.00825	0.0089	0.0089	0.0044	0.0044	0.00475	0.0051	0.0051	0.005	0.005	0.00555	0.0061	0.0061
TARA_N000002175	SAMEA2732932	ERS493526	TARA_135	TARA_20111023T1615Z_135_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_135_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111023T1615Z_135_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002175	tara_20111202t1412z_137_event_cast	2153.9665	P08DT21H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0541	0.0541	0.0643	0.0745	0.0745	0.0278	0.0278	0.0308	0.0338	0.0338	0.0076	0.0076	0.00825	0.0089	0.0089	0.0044	0.0044	0.00475	0.0051	0.0051	0.005	0.005	0.00555	0.0061	0.0061
TARA_N000002404	SAMEA2732790	ERS493324	TARA_132	TARA_20111004T2128Z_132_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_132_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111004T2128Z_132_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002404	tara_20110929t1933z_131_event_cast	976.2721	P05DT01H58M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0035	0.0035	0.0035	0.0035	0.0035	0.0024	0.0024	0.0024	0.0024	0.0024	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_N000002420	SAMEA2623070	ERS493311	TARA_132	TARA_20111004T1746Z_132_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_132_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111004T1746Z_132_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002420	tara_20110929t1933z_131_event_cast	978.9569	P04DT22H16M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0035	0.0035	0.0035	0.0035	0.0035	0.0024	0.0024	0.0024	0.0024	0.0024	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_N000002356	SAMEA2732139	ERS493241	TARA_131	TARA_20110930T0333Z_131_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_131_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110930T0333Z_131_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002356	tara_20110929t1933z_131_event_cast	8.4764	P00DT08H03M	1	8.063169	8.063169	8.063169	8.063169	8.063169	10.415695	10.415695	10.415695	10.415695	10.415695	379.772378	379.772378	379.772378	379.772378	379.772378	378.594102	378.594102	378.594102	378.594102	378.594102	0	0	0	0	0	0.0035	0.0035	0.0035	0.0035	0.0035	0.0026	0.0026	0.0026	0.0026	0.0026	0	0	0	0	0	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04
TARA_N000002364	SAMEA2732906	ERS493233	TARA_131	TARA_20110930T0056Z_131_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_131_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110930T0056Z_131_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002364	tara_20110929t1933z_131_event_cast	0.93532	P00DT05H26M	1	8.063169	8.063169	8.063169	8.063169	8.063169	10.415695	10.415695	10.415695	10.415695	10.415695	379.772378	379.772378	379.772378	379.772378	379.772378	378.594102	378.594102	378.594102	378.594102	378.594102	0	0	0	0	0	0.0035	0.0035	0.0035	0.0035	0.0035	0.0026	0.0026	0.0026	0.0026	0.0026	0	0	0	0	0	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04
TARA_N000002285	SAMEA2622912	ERS493055	TARA_128	TARA_20110904T1800Z_128_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_128_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110904T1800Z_128_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002285	tara_20110904t0709z_128_event_cast	4.3577	P00DT10H54M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0127	0.0127	0.0127	0.0127	0.0127	0.0061	0.0061	0.0061	0.0061	0.0061	0.0015	0.0015	0.0015	0.0015	0.0015	0	0	0	0	0	0.0013	0.0013	0.0013	0.0013	0.0013
TARA_N000001758	SAMEA2731795	ERS492254	TARA_110	TARA_20110521T1432Z_110_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_110_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110521T1432Z_110_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001758	tara_20110521t1240z_110_event_cast	3.6244	P00DT01H54M	1	7.484872	7.484872	7.484872	7.484872	7.484872	50.225139	50.225139	50.225139	50.225139	50.225139	1724.757588	1724.757588	1724.757588	1724.757588	1724.757588	1719.253263	1719.253263	1719.253263	1719.253263	1719.253263	0	0	0	0	0	0.0075	0.0075	0.00855	0.0096	0.0096	0.011	0.011	0.0125	0.014	0.014	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0.00155	0.0021	0.0021
TARA_N000001288	SAMEA2732192	ERS491455	TARA_093	TARA_20110312T1722Z_093_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_093_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110312T1722Z_093_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001288	tara_20110312t1154z_093_event_cast	1.3621	P00DT05H32M	1	8.092858	8.092858	8.092858	8.092858	8.092858	12.065853	12.065853	12.065853	12.065853	12.065853	352.28385	352.28385	352.28385	352.28385	352.28385	351.07557	351.07557	351.07557	351.07557	351.07557	0	0	0	0	0	0.0095	0.0095	0.0114	0.0133	0.0133	0.0163	0.0163	0.0218	0.0273	0.0273	0	0	0	0	0	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04	0.0014	0.0014	0.0014	0.0014	0.0014
TARA_N000001292	SAMEA2621795	ERS491437	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_093_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001292	tara_20110312t1154z_093_event_cast	2.4938	P00DT00H15M	1	8.092858	8.092858	8.092858	8.092858	8.092858	12.065853	12.065853	12.065853	12.065853	12.065853	352.28385	352.28385	352.28385	352.28385	352.28385	351.07557	351.07557	351.07557	351.07557	351.07557	0	0	0	0	0	0.0095	0.0095	0.0114	0.0133	0.0133	0.0163	0.0163	0.0218	0.0273	0.0273	0	0	0	0	0	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04	0.0014	0.0014	0.0014	0.0014	0.0014
TARA_N000001290	SAMEA2621793	ERS491435	TARA_093	TARA_20110312T1134Z_093_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_093_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20110312T1134Z_093_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001290	tara_20110312t1154z_093_event_cast	2.4938	P00DT00H15M	1	8.092858	8.092858	8.092858	8.092858	8.092858	12.065853	12.065853	12.065853	12.065853	12.065853	352.28385	352.28385	352.28385	352.28385	352.28385	351.07557	351.07557	351.07557	351.07557	351.07557	0	0	0	0	0	0.0095	0.0095	0.0114	0.0133	0.0133	0.0163	0.0163	0.0218	0.0273	0.0273	0	0	0	0	0	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04	0.0014	0.0014	0.0014	0.0014	0.0014
TARA_N000001499	SAMEA2732299	ERS490768	TARA_080	TARA_20101129T1430Z_080_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_080_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20101129T1430Z_080_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000001499	tara_20101129t1039z_080_event_cast	12.6304	P00DT03H52M	1	8.104727	8.104727	8.104727	8.104727	8.104727	11.276962	11.276962	11.276962	11.276962	11.276962	346.755685	346.755685	346.755685	346.755685	346.755685	345.589279	345.589279	345.589279	345.589279	345.589279	0	0	0	0	0	0.0058	0.0058	0.0058	0.0058	0.0058	0.0309	0.0309	0.0309	0.0309	0.0309	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0.001	0.001	0.001
TARA_N000001503	SAMEA2732231	ERS490761	TARA_080	TARA_20101129T1204Z_080_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_080_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20101129T1204Z_080_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001503	tara_20101129t1039z_080_event_cast	3.9078	P00DT01H26M	1	8.104727	8.104727	8.104727	8.104727	8.104727	11.276962	11.276962	11.276962	11.276962	11.276962	346.755685	346.755685	346.755685	346.755685	346.755685	345.589279	345.589279	345.589279	345.589279	345.589279	0	0	0	0	0	0.0058	0.0058	0.0058	0.0058	0.0058	0.0309	0.0309	0.0309	0.0309	0.0309	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0.001	0.001	0.001
TARA_N000001478	SAMEA2621316	ERS490752	TARA_080	TARA_20101129T1121Z_080_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_080_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20101129T1121Z_080_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001478	tara_20101129t1039z_080_event_cast	1.2908	P00DT00H43M	1	8.104727	8.104727	8.104727	8.104727	8.104727	11.276962	11.276962	11.276962	11.276962	11.276962	346.755685	346.755685	346.755685	346.755685	346.755685	345.589279	345.589279	345.589279	345.589279	345.589279	0	0	0	0	0	0.0058	0.0058	0.0058	0.0058	0.0058	0.0309	0.0309	0.0309	0.0309	0.0309	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0.001	0.001	0.001
TARA_N000000063	SAMEA2620128	ERS488967	TARA_040	TARA_20100322T0305Z_040_EVENT_CAST	[SRF] surface water layer (ENVO:00010504)	5	3		TARA_040_SRF_3->	SEQ-(100L-or-15min)_W>3	TARA_20100322T0305Z_040_EVENT_CAST_SRF_(5m)_SEQ-(100L-or-15min)_W>3_N000000063	tara_20100315t0345z_038_event_cast	402.1198	P06DT23H19M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0015	0.0015	0.0015	0.0015	0.0015	0.0011	0.0011	0.0011	0.0011	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000002745	SAMEA2732085	ERS494545	TARA_151	TARA_20120309T1242Z_151_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_151_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120309T1242Z_151_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002745	tara_20120309t1016z_151_event_cast	3.9988	P00DT02H28M	1	8.09894	8.09894	8.09894	8.09894	8.09894	12.299755	12.299755	12.299755	12.299755	12.299755	355.079251	355.079251	355.079251	355.079251	355.079251	353.84973	353.84973	353.84973	353.84973	353.84973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002695	SAMEA2623815	ERS494452	TARA_150	TARA_20120305T0925Z_150_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_150_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20120305T0925Z_150_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002695	tara_20120305t1105z_150_event_cast	4.8813	P00DT01H37M	1	8.111959	8.111959	8.111959	8.111959	8.111959	11.76642	11.76642	11.76642	11.76642	11.76642	342.260448	342.260448	342.260448	342.260448	342.260448	341.079024	341.079024	341.079024	341.079024	341.079024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002137	SAMEA2731851	ERS494422	TARA_149	TARA_20120301T1459Z_149_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_149_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120301T1459Z_149_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002137	tara_20120301t1156z_149_event_cast	6.974	P00DT03H03M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002139	SAMEA2731641	ERS494418	TARA_149	TARA_20120301T1422Z_149_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_149_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120301T1422Z_149_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002139	tara_20120301t1156z_149_event_cast	5.6056	P00DT02H26M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002141	SAMEA2731846	ERS494412	TARA_149	TARA_20120301T1301Z_149_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_149_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20120301T1301Z_149_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002141	tara_20120301t1156z_149_event_cast	2.4939	P00DT01H05M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002115	SAMEA2731821	ERS494359	TARA_148	TARA_20120224T1543Z_148_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_148_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120224T1543Z_148_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002115	tara_20120224t1148z_148_event_cast	16.5388	P00DT04H01M	1	8.107639	8.107639	8.107639	8.107639	8.107639	10.988774	10.988774	10.988774	10.988774	10.988774	346.971853	346.971853	346.971853	346.971853	346.971853	345.816106	345.816106	345.816106	345.816106	345.816106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000002105	SAMEA2732077	ERS494322	TARA_147	TARA_20120218T2123Z_147_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_147_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120218T2123Z_147_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000002105	tara_20120218t1807z_147_event_cast	7.3638	P00DT03H17M	1	8.112692	8.112692	8.112692	8.112692	8.112692	10.914525	10.914525	10.914525	10.914525	10.914525	342.026908	342.026908	342.026908	342.026908	342.026908	340.883813	340.883813	340.883813	340.883813	340.883813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003257	SAMEA2730877	ERS494263	TARA_146	TARA_20120215T1649Z_146_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_146_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20120215T1649Z_146_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000003257	tara_20120215t1302z_146_event_cast	18.1058	P00DT03H49M	1	8.114037	8.114037	8.114037	8.114037	8.114037	11.093421	11.093421	11.093421	11.093421	11.093421	341.340207	341.340207	341.340207	341.340207	341.340207	340.19016	340.19016	340.19016	340.19016	340.19016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003227	SAMEA2731035	ERS494195	TARA_145	TARA_20120202T1446Z_145_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_145_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120202T1446Z_145_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003227	tara_20120202t1205z_145_event_cast	2.4979	P00DT02H43M	1	7.882102	7.882102	7.882102	7.882102	7.882102	23.63622	23.63622	23.63622	23.63622	23.63622	617.113156	617.113156	617.113156	617.113156	617.113156	614.888973	614.888973	614.888973	614.888973	614.888973	0	0	0	0	0	0.025	0.025	0.0266	0.0282	0.0282	0.0991	0.0991	0.10205	0.105	0.105	0.0157	0.0157	0.0164	0.0171	0.0171	0.0312	0.0312	0.03245	0.0337	0.0337	0.008	0.008	0.00835	0.0087	0.0087
TARA_N000003187	SAMEA2730686	ERS494142	TARA_144	TARA_20120130T0010Z_144_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_144_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120130T0010Z_144_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003187	tara_20120129t2303z_144_event_cast	3.6785	P00DT01H03M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0278	0.0278	0.02785	0.0279	0.0279	0.0094	0.0094	0.01065	0.0119	0.0119	0.001	0.001	0.001	0.001	0.001	0.0019	0.0019	0.00195	0.002	0.002	7.00E-04	7.00E-04	0.00075	8.00E-04	8.00E-04
TARA_N000003087	SAMEA2730804	ERS493971	TARA_142	TARA_20120109T1613Z_142_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_142_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20120109T1613Z_142_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000003087	tara_20120108t2325z_142_event_cast	13.5411	P00DT16H56M	1	8.0769	8.0769	8.0769	8.0769	8.0769	10.431768	10.431768	10.431768	10.431768	10.431768	370.888929	370.888929	370.888929	370.888929	370.888929	369.721337	369.721337	369.721337	369.721337	369.721337	0	0	0	0	0	0.0392	0.0392	0.0392	0.0392	0.0392	0.018	0.018	0.018	0.018	0.018	0.001	0.001	0.001	0.001	0.001	0.0016	0.0016	0.0016	0.0016	0.0016	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04
TARA_N000002931	SAMEA2732604	ERS493652	TARA_137	TARA_20111202T1511Z_137_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_137_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111202T1511Z_137_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002931	tara_20111202t1412z_137_event_cast	1.1734	P00DT01H00M	1	7.994835	7.994835	7.994835	7.994835	7.994835	12.327003	12.327003	12.327003	12.327003	12.327003	448.50297	448.50297	448.50297	448.50297	448.50297	447.114982	447.114982	447.114982	447.114982	447.114982	0	0	0	0	0	0.0118	0.0118	0.0118	0.0118	0.0118	0.0081	0.0081	0.0081	0.0081	0.0081	0.0044	0.0044	0.0044	0.0044	0.0044	0	0	0	0	0	0.0022	0.0022	0.0022	0.0022	0.0022
TARA_N000002967	SAMEA2732594	ERS493617	TARA_136	TARA_20111130T1716Z_136_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_136_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20111130T1716Z_136_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000002967	tara_20111202t1412z_137_event_cast	401.1147	P01DT20H54M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0109	0.0109	0.0109	0.0109	0.0109	0.0051	0.0051	0.0051	0.0051	0.0051	0.002	0.002	0.002	0.002	0.002	0	0	0	0	0	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_N000002193	SAMEA2732980	ERS493530	TARA_135	TARA_20111023T1803Z_135_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	20	180	TARA_135_SRF_20-180	SEQ-(500mL-or-15min)_N20-180	TARA_20111023T1803Z_135_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N20-180_N000002193	tara_20111202t1412z_137_event_cast	2154.8283	P08DT20H07M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0541	0.0541	0.0643	0.0745	0.0745	0.0278	0.0278	0.0308	0.0338	0.0338	0.0076	0.0076	0.00825	0.0089	0.0089	0.0044	0.0044	0.00475	0.0051	0.0051	0.005	0.005	0.00555	0.0061	0.0061
TARA_N000002464	SAMEA2623204	ERS493517	TARA_135	TARA_20111023T1424Z_135_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_135_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111023T1424Z_135_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002464	tara_20111202t1412z_137_event_cast	2153.252	P08DT23H46M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0541	0.0541	0.0643	0.0745	0.0745	0.0278	0.0278	0.0308	0.0338	0.0338	0.0076	0.0076	0.00825	0.0089	0.0089	0.0044	0.0044	0.00475	0.0051	0.0051	0.005	0.005	0.00555	0.0061	0.0061
