SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH_min	pH_first_quartile	pH_median	pH_third_quartile	pH_max	Carbon dioxide_min	Carbon dioxide_first_quartile	Carbon dioxide_median	Carbon dioxide_third_quartile	Carbon dioxide_max	"Carbon dioxide, partial pressure_min"	"Carbon dioxide, partial pressure_first_quartile"	"Carbon dioxide, partial pressure_median"	"Carbon dioxide, partial pressure_third_quartile"	"Carbon dioxide, partial pressure_max"	Fugacity of carbon dioxide in seawater_min	Fugacity of carbon dioxide in seawater_first_quartile	Fugacity of carbon dioxide in seawater_median	Fugacity of carbon dioxide in seawater_third_quartile	Fugacity of carbon dioxide in seawater_max	Bicarbonate ion_min	Bicarbonate ion_first_quartile	Bicarbonate ion_median	Bicarbonate ion_third_quartile	Bicarbonate ion_max	Carbonate ion_min	Carbonate ion_first_quartile	Carbonate ion_median	Carbonate ion_third_quartile	Carbonate ion_max	"Carbon, total_min"	"Carbon, total_first_quartile"	"Carbon, total_median"	"Carbon, total_third_quartile"	"Carbon, total_max"	"Alkalinity, total_min"	"Alkalinity, total_first_quartile"	"Alkalinity, total_median"	"Alkalinity, total_third_quartile"	"Alkalinity, total_max"	Calcite saturation state_min	Calcite saturation state_first_quartile	Calcite saturation state_median	Calcite saturation state_third_quartile	Calcite saturation state_max	Aragonite saturation state_min	Aragonite saturation state_first_quartile	Aragonite saturation state_median	Aragonite saturation state_third_quartile	Aragonite saturation state_max
TARA_N000000052	SAMEA2730747	ERS488908	TARA_039	TARA_20100318T0956Z_039_EVENT_CONTROL	"[FSW] filtered sea water, used to control protocols"	2	0.8	5	TARA_039_FSW_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100318T0956Z_039_EVENT_CONTROL_FSW_(2m)_SEQ-(100L-or-15min)_W0.8-5_N000000052	tara_20100315t0345z_038_event_cast	216.1791	P03DT05H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0023	0.0023	0.0034	0.0045	0.0045	0.0027	0.0027	0.0035	0.0043	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-04	6.00E-04	6.00E-04
TARA_N000000051	SAMEA2730749	ERS488910	TARA_039	TARA_20100318T0956Z_039_EVENT_CONTROL	"[FSW] filtered sea water, used to control protocols"	2	0.8	5	TARA_039_FSW_0.8-5	SEQ-(100L-or-15min)_W0.8-5	TARA_20100318T0956Z_039_EVENT_CONTROL_FSW_(2m)_SEQ-(100L-or-15min)_W0.8-5_N000000051	tara_20100315t0345z_038_event_cast	216.1791	P03DT05H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0023	0.0023	0.0034	0.0045	0.0045	0.0027	0.0027	0.0035	0.0043	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-04	6.00E-04	6.00E-04
TARA_N000002133	SAMEA2623781	ERS494401	TARA_149	TARA_20120301T1048Z_149_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_149_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20120301T1048Z_149_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002133	tara_20120301t1156z_149_event_cast	3.1453	P00DT01H07M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003249	SAMEA2623683	ERS494246	TARA_146	TARA_20120215T1254Z_146_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_146_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20120215T1254Z_146_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000003249	tara_20120215t1302z_146_event_cast	0.94626	P00DT00H05M	1	8.114037	8.114037	8.114037	8.114037	8.114037	11.093421	11.093421	11.093421	11.093421	11.093421	341.340207	341.340207	341.340207	341.340207	341.340207	340.19016	340.19016	340.19016	340.19016	340.19016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003133	SAMEA2623541	ERS494034	TARA_143	TARA_20120116T1230Z_143_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_143_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20120116T1230Z_143_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000003133	tara_20120116t1235z_143_event_cast	0.002454	P00DT00H02M	1	8.088841	8.088841	8.088841	8.088841	8.088841	10.047949	10.047949	10.047949	10.047949	10.047949	357.044404	357.044404	357.044404	357.044404	357.044404	355.920123	355.920123	355.920123	355.920123	355.920123	0	0	0	0	0	0.0263	0.0263	0.0263	0.0263	0.0263	0.0099	0.0099	0.0099	0.0099	0.0099	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	0.0012	0.0012	0.0012	0.0012	0.0012
TARA_N000003085	SAMEA2623481	ERS493956	TARA_142	TARA_20120109T1341Z_142_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_142_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20120109T1341Z_142_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000003085	tara_20120108t2325z_142_event_cast	6.3376	P00DT14H24M	1	8.0769	8.0769	8.0769	8.0769	8.0769	10.431768	10.431768	10.431768	10.431768	10.431768	370.888929	370.888929	370.888929	370.888929	370.888929	369.721337	369.721337	369.721337	369.721337	369.721337	0	0	0	0	0	0.0392	0.0392	0.0392	0.0392	0.0392	0.018	0.018	0.018	0.018	0.018	0.001	0.001	0.001	0.001	0.001	0.0016	0.0016	0.0016	0.0016	0.0016	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04
TARA_N000003095	SAMEA2623459	ERS493927	TARA_141	TARA_20111230T1335Z_141_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_141_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111230T1335Z_141_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000003095	tara_20111230t1300z_141_event_cast	0.77387	P00DT00H38M	1	8.06296	8.06296	8.06296	8.06296	8.06296	9.964816	9.964816	9.964816	9.964816	9.964816	369.57032	369.57032	369.57032	369.57032	369.57032	368.436099	368.436099	368.436099	368.436099	368.436099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003092	SAMEA2623458	ERS493926	TARA_141	TARA_20111230T1335Z_141_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_141_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20111230T1335Z_141_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000003092	tara_20111230t1300z_141_event_cast	0.77387	P00DT00H38M	1	8.06296	8.06296	8.06296	8.06296	8.06296	9.964816	9.964816	9.964816	9.964816	9.964816	369.57032	369.57032	369.57032	369.57032	369.57032	368.436099	368.436099	368.436099	368.436099	368.436099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000003055	SAMEA2623437	ERS493888	TARA_140	TARA_20111221T1620Z_140_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_140_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111221T1620Z_140_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000003055	tara_20111221t1628z_140_event_cast	0.11117	P00DT00H05M	1	8.078013	8.078013	8.078013	8.078013	8.078013	9.035155	9.035155	9.035155	9.035155	9.035155	321.70056	321.70056	321.70056	321.70056	321.70056	320.706913	320.706913	320.706913	320.706913	320.706913	0	0	0	0	0	0.012	0.012	0.01655	0.0211	0.0211	0.0392	0.0392	0.04365	0.0481	0.0481	0.0026	0.0026	0.0037	0.0048	0.0048	0.002	0.002	0.00445	0.0069	0.0069	0.0049	0.0049	0.0054	0.0059	0.0059
TARA_N000002999	SAMEA2623357	ERS493759	TARA_138	TARA_20111210T1408Z_138_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_138_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111210T1408Z_138_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002999	tara_20111210t1401z_138_event_cast	0.001841	P00DT00H09M	1	8.070004	8.070004	8.070004	8.070004	8.070004	9.803891	9.803891	9.803891	9.803891	9.803891	356.94714	356.94714	356.94714	356.94714	356.94714	355.844759	355.844759	355.844759	355.844759	355.844759	0	0	0	0	0	0.0059	0.0059	0.0059	0.0059	0.0059	0.0032	0.0032	0.0032	0.0032	0.0032	0	0	0	0	0	0	0	0	0	0	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04
TARA_N000002181	SAMEA2623184	ERS493491	TARA_134	TARA_20111022T1452Z_134_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_134_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111022T1452Z_134_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002181	tara_20110929t1933z_131_event_cast	3706.4817	P22DT19H22M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0541	0.0541	0.0643	0.0745	0.0745	0.0278	0.0278	0.0308	0.0338	0.0338	0.0076	0.0076	0.00825	0.0089	0.0089	0.0044	0.0044	0.00475	0.0051	0.0051	0.005	0.005	0.00555	0.0061	0.0061
TARA_N000002460	SAMEA2623126	ERS493400	TARA_133	TARA_20111018T1535Z_133_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_133_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20111018T1535Z_133_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002460	tara_20110929t1933z_131_event_cast	3252.4442	P18DT20H05M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0173	0.0173	0.01845	0.0196	0.0196	0.0079	0.0079	0.00805	0.0082	0.0082	0.0018	0.0018	0.0022	0.0026	0.0026	4.00E-04	4.00E-04	0.00045	5.00E-04	5.00E-04	0.0023	0.0023	0.0025	0.0027	0.0027
TARA_N000002341	SAMEA2622995	ERS493197	TARA_130	TARA_20110913T1736Z_130_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_130_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110913T1736Z_130_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002341	tara_20110913t1728z_130_event_cast	0.59864	P00DT00H12M	1	8.051518	8.051518	8.051518	8.051518	8.051518	10.260582	10.260582	10.260582	10.260582	10.260582	384.416287	384.416287	384.416287	384.416287	384.416287	383.242037	383.242037	383.242037	383.242037	383.242037	0	0	0	0	0	0.0032	0.0032	0.0032	0.0032	0.0032	0.0013	0.0013	0.0013	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04
TARA_N000002306	SAMEA2622955	ERS493130	TARA_129	TARA_20110910T1757Z_129_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_129_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110910T1757Z_129_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002306	tara_20110913t1728z_130_event_cast	517.1927	P02DT23H27M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0057	0.0057	0.0057	0.0057	0.0057	0.0025	0.0025	0.0025	0.0025	0.0025	0.0016	0.0016	0.0016	0.0016	0.0016	0	0	0	0	0	9.00E-04	9.00E-04	9.00E-04	9.00E-04	9.00E-04
TARA_N000002231	SAMEA2622873	ERS492983	TARA_127	TARA_20110831T1800Z_127_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_127_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110831T1800Z_127_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002231	tara_20110904t0709z_128_event_cast	749.6218	P03DT13H05M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0024	0.0024	0.0024	0.0024	0.0024	0.0015	0.0015	0.0015	0.0015	0.0015	0.0014	0.0014	0.0014	0.0014	0.0014	0	0	0	0	0	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04
TARA_N000002229	SAMEA2622856	ERS492959	TARA_126	TARA_20110828T1805Z_126_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_126_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110828T1805Z_126_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000002229	tara_20110904t0709z_128_event_cast	1360.9198	P06DT13H00M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0059	0.0059	0.00705	0.0082	0.0082	0.004	0.004	0.00415	0.0043	0.0043	0.0011	0.0011	0.0017	0.0023	0.0023	0	0	0	0	0	7.00E-04	7.00E-04	0.0011	0.0015	0.0015
TARA_N000001932	SAMEA2622646	ERS492628	TARA_121	TARA_20110709T1747Z_121_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_121_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110709T1747Z_121_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001932	tara_20110709t2209z_121_event_cast	0.012625	P00DT04H20M	1	8.078638	8.078638	8.078638	8.078638	8.078638	10.713179	10.713179	10.713179	10.713179	10.713179	374.138838	374.138838	374.138838	374.138838	374.138838	372.950062	372.950062	372.950062	372.950062	372.950062	0	0	0	0	0	0.0011	0.0011	0.0011	0.0011	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001928	SAMEA2622641	ERS492621	TARA_120	TARA_20110706T1844Z_120_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_120_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110706T1844Z_120_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001928	tara_20110709t2209z_121_event_cast	11.1195	P03DT03H23M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.004	0.004	0.004	0.004	0.004	0.00665	0.00665	0.00665	0.00665	0.00665	0.00175	0.00175	0.00175	0.00175	0.00175	0.00495	0.00495	0.00495	0.00495	0.00495	0.00035	0.00035	0.00035	0.00035	0.00035
TARA_N000001924	SAMEA2622637	ERS492603	TARA_119	TARA_20110706T0540Z_119_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_119_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110706T0540Z_119_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001924	tara_20110709t2209z_121_event_cast	11.1444	P03DT18H02M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.004	0.004	0.004	0.004	0.004	0.00665	0.00665	0.00665	0.00665	0.00665	0.00175	0.00175	0.00175	0.00175	0.00175	0.00495	0.00495	0.00495	0.00495	0.00495	0.00035	0.00035	0.00035	0.00035	0.00035
TARA_N000001920	SAMEA2622632	ERS492590	TARA_118	TARA_20110701T2108Z_118_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_118_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110701T2108Z_118_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001920	tara_20110702t0024z_118_event_cast	0.017426	P00DT03H14M	1	8.031423	8.031423	8.031423	8.031423	8.031423	12.101164	12.101164	12.101164	12.101164	12.101164	417.790323	417.790323	417.790323	417.790323	417.790323	416.455536	416.455536	416.455536	416.455536	416.455536	0	0	0	0	0	0.0044	0.0044	0.0044	0.0044	0.0044	0.0139	0.0139	0.0139	0.0139	0.0139	0.0061	0.0061	0.0061	0.0061	0.0061	0.018433	0.018433	0.018433	0.018433	0.018433	0.001967	0.001967	0.001967	0.001967	0.001967
TARA_N000001916	SAMEA2622628	ERS492582	TARA_117	TARA_20110701T0627Z_117_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_117_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110701T0627Z_117_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001916	tara_20110702t0024z_118_event_cast	0.017426	P00DT17H55M	1	8.031423	8.031423	8.031423	8.031423	8.031423	12.101164	12.101164	12.101164	12.101164	12.101164	417.790323	417.790323	417.790323	417.790323	417.790323	416.455536	416.455536	416.455536	416.455536	416.455536	0	0	0	0	0	0.0044	0.0044	0.0044	0.0044	0.0044	0.0139	0.0139	0.0139	0.0139	0.0139	0.0061	0.0061	0.0061	0.0061	0.0061	0.018433	0.018433	0.018433	0.018433	0.018433	0.001967	0.001967	0.001967	0.001967	0.001967
TARA_N000001908	SAMEA2622624	ERS492566	TARA_116	TARA_20110630T0505Z_116_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_116_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110630T0505Z_116_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001908	"tara_20110629t0015z_115_event_cast,tara_20110702t0024z_118_event_cast"	0.14388	P01DT04H49M	2	8.042051	8.042051	8.042051	8.042051	8.042051	11.786468	11.786468	11.786468	11.786468	11.786468	408.690865	408.690865	408.690865	408.690865	408.690865	407.387794	407.387794	407.387794	407.387794	407.387794	0	0	0	0	0	0.0046	0.0046	0.0046	0.0046	0.0046	0.012875	0.012875	0.012875	0.012875	0.012875	0.00575	0.00575	0.00575	0.00575	0.00575	0.017725	0.017725	0.017725	0.017725	0.017725	0.001725	0.001725	0.001725	0.001725	0.001725
TARA_N000001912	SAMEA2622619	ERS492553	TARA_115	TARA_20110628T1750Z_115_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_115_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110628T1750Z_115_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001912	tara_20110629t0015z_115_event_cast	0.048886	P00DT06H25M	1	8.052679	8.052679	8.052679	8.052679	8.052679	11.471771	11.471771	11.471771	11.471771	11.471771	399.591407	399.591407	399.591407	399.591407	399.591407	398.320053	398.320053	398.320053	398.320053	398.320053	0	0	0	0	0	0.005233	0.005233	0.005233	0.005233	0.005233	0.007867	0.007867	0.007867	0.007867	0.007867	0.002933	0.002933	0.002933	0.002933	0.002933	0.009567	0.009567	0.009567	0.009567	0.009567	0.001	0.001	0.001	0.001	0.001
TARA_N000001906	SAMEA2622614	ERS492548	TARA_114	TARA_20110626T2244Z_114_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_114_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110626T2244Z_114_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001906	tara_20110629t0015z_115_event_cast	8.9304	P02DT01H31M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0074	0.0074	0.0074	0.0074	0.0074	0.009	0.009	0.009	0.009	0.009	0.0019	0.0019	0.0019	0.0019	0.0019	0.0056	0.0056	0.0056	0.0056	0.0056	0.0014	0.0014	0.0014	0.0014	0.0014
TARA_N000001898	SAMEA2731480	ERS492524	TARA_113	TARA_20110619T1925Z_113_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_113_SRF_5-20	SEQ-(500mL-or-15min)_N5-20	TARA_20110619T1925Z_113_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N5-20_N000001898	tara_20110619t1800z_113_event_cast	0.008154	P00DT01H26M	1	8.041607	8.041607	8.041607	8.041607	8.041607	11.796971	11.796971	11.796971	11.796971	11.796971	407.604738	407.604738	407.604738	407.604738	407.604738	406.302811	406.302811	406.302811	406.302811	406.302811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001894	SAMEA2622603	ERS492514	TARA_113	TARA_20110619T1712Z_113_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_113_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110619T1712Z_113_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001894	tara_20110619t1800z_113_event_cast	0.017432	P00DT00H46M	1	8.041607	8.041607	8.041607	8.041607	8.041607	11.796971	11.796971	11.796971	11.796971	11.796971	407.604738	407.604738	407.604738	407.604738	407.604738	406.302811	406.302811	406.302811	406.302811	406.302811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001686	SAMEA2622256	ERS492050	TARA_106	TARA_20110503T1227Z_106_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_106_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110503T1227Z_106_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001686	tara_20110503t1242z_106_event_cast	0.84779	P00DT00H13M	1	7.970073	7.970073	7.970073	7.970073	7.970073	13.612483	13.612483	13.612483	13.612483	13.612483	486.311833	486.311833	486.311833	486.311833	486.311833	484.79089	484.79089	484.79089	484.79089	484.79089	0	0	0	0	0	0.0039	0.0039	0.0044	0.0049	0.0049	0.0055	0.0055	0.006	0.0065	0.0065	0.0022	0.0022	0.0023	0.0024	0.0024	0	0	0	0	0	0.0014	0.0014	0.0016	0.0018	0.0018
TARA_N000001595	SAMEA2622084	ERS491814	TARA_099	TARA_20110409T1356Z_099_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_099_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110409T1356Z_099_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001595	tara_20110405t0239z_098_event_cast	889.0322	P04DT11H19M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	3.00E-04	3.00E-04	3.00E-04	3.00E-04	3.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_N000001530	SAMEA2621924	ERS491615	TARA_097	TARA_20110327T1347Z_097_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	5	20	TARA_097_SRF_5-20	SEQ-(500mL-or-15min)_W5-20	TARA_20110327T1347Z_097_EVENT_PUMP_SRF_(5m)_SEQ-(500mL-or-15min)_W5-20_N000001530	tara_20110327t1411z_097_event_cast	2.2294	P00DT00H20M	1	8.033731	8.033731	8.033731	8.033731	8.033731	11.932365	11.932365	11.932365	11.932365	11.932365	421.208172	421.208172	421.208172	421.208172	421.208172	419.877807	419.877807	419.877807	419.877807	419.877807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001518	SAMEA2621920	ERS491611	TARA_097	TARA_20110327T1347Z_097_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	0.8		TARA_097_SRF_0.8->	SEQ-(100L-or-15min)_W>0.8	TARA_20110327T1347Z_097_EVENT_PUMP_SRF_(5m)_SEQ-(100L-or-15min)_W>0.8_N000001518	tara_20110327t1411z_097_event_cast	2.2294	P00DT00H20M	1	8.033731	8.033731	8.033731	8.033731	8.033731	11.932365	11.932365	11.932365	11.932365	11.932365	421.208172	421.208172	421.208172	421.208172	421.208172	419.877807	419.877807	419.877807	419.877807	419.877807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_N000001325	SAMEA2732161	ERS491368	TARA_091	TARA_20110225T1326Z_091_EVENT_NET	[SRF] surface water layer (ENVO:00010504)	5	180	2000	TARA_091_SRF_180-2000	SEQ-(500mL-or-15min)_N180-2000	TARA_20110225T1326Z_091_EVENT_NET_SRF_(5m)_SEQ-(500mL-or-15min)_N180-2000_N000001325	tara_20110225t1259z_091_event_cast	0.85266	P00DT00H26M	1	8.074324	8.074324	8.074324	8.074324	8.074324	12.899881	12.899881	12.899881	12.899881	12.899881	372.038875	372.038875	372.038875	372.038875	372.038875	370.755788	370.755788	370.755788	370.755788	370.755788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
