cruise_name,EXPOCODE,Ship,STNNBR,CASTNO,section,ISO_DateTime,Date,Year,Month,Day,timeutc,timecode,lon,lat,nav_code,depth_max,pres_max,depth_hgt,parameters,comments,HOT_summary_file_name,ROSETTE,CTDPRS,A_CAR,ALKALIN,ATP,B_CAR,BUT_19,CAROTEN,CHL_Plus,CHLC1_2,CHLDA_A,CHL_A,CHL_B,CHL_C3,CHL_C4,CTDOXY,CTDSAL,CTDTMP,DIADINO,DIC,DOC,DON,DOP,DV_CHLA,E_BACT,FUCO,GTP,H_BACT,H2O2,HEX_19,HPLCchl,LLN,LLP,LLSi,LUTEIN,MV_CHLA,N2O,NO2,NO2_NO3,OXYGEN,P_BACT,P13C,P15N,PC,PERID,PE_pt4u,PE_10u,PE_5u,PH,PHEO,PHSPHT,PIC,PN,PP,PRASINO,PSi,REPLICT,S_BACT,SALNITY,SIGMA,SILCAT,SPEC_SI,TD700A,TD700B,TD700C,TDN,TDP,THETA,VIOL,ZEAXAN,num_bottles,pCO2,QUALT1,QUALT2,QUALT3,QUALT4,QUALT5,QUALT6,QUALT7,QUALT8,QUALT9,QUAL10
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,11,43.8,,,,,,,,,,,,,,206.3,35.0769,26.1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,23.063,,,,,,,,26.0922,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,10,43.9,,,,,,,,,,,,,,206.2,35.0769,26.1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,23.063,,,,,,,,26.0923,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,9,44.0,,,,,,,,,,,,,,206.1,35.0769,26.1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,23.063,,,,,,,,26.0922,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,8,44.0,,,,,,,,,,,,,,206.1,35.0769,26.1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,23.063,,,,,,,,26.0922,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,7,43.9,,,,,,,,,,,,,,206.2,35.0769,26.1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,23.063,,,,,,,,26.0921,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,6,77.5,,,,,,,,,,,,,,207.5,35.0654,25.8409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,23.137,,,,,,,,25.8237,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,5,98.1,,,,,,,,,,,,,,217.0,35.0672,24.4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,23.578,,,,,,,,24.3840,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,4,130.2,,,,,,,,,,,,,,210.1,35.1770,22.5039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,24.217,,,,,,,,22.4777,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,3,149.4,,,,,,,,,,,,,,209.1,35.1812,21.5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,24.485,,,,,,,,21.5353,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,2,171.6,,,,,,,,,,,,,,198.8,35.0861,20.1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,24.785,,,,,,,,20.1617,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
196,33KI196_1,33KI196/1,2,1,PRS2,2007-10-02T11:32:00,100207,2007,10,02,1132,BE,-157.9187,22.7447,GPS,4720,202,4519,,"Dual T; C sensors",cruise.summaries/hot196.sum,1,200.1,,,,,,,,,,,,,,196.8,34.9393,18.8810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,25.014,,,,,,,,18.8454,,,21,,2199999,9999999,9999999,9999999,9999999,999999,999999,999999,999999,999999
