cruise_name,EXPOCODE,Ship,STNNBR,CASTNO,section,ISO_DateTime,Date,Year,Month,Day,timeutc,timecode,lon,lat,nav_code,depth_max,pres_max,depth_hgt,parameters,comments,HOT_summary_file_name,ROSETTE,CTDPRS,A_CAR,ALKALIN,ATP,B_CAR,BUT_19,CAROTEN,CHL_Plus,CHLC1_2,CHLDA_A,CHL_A,CHL_B,CHL_C3,CHL_C4,CTDOXY,CTDSAL,CTDTMP,DIADINO,DIC,DOC,DON,DOP,DV_CHLA,E_BACT,FUCO,GTP,H_BACT,H2O2,HEX_19,HPLCchl,LLN,LLP,LLSi,LUTEIN,MV_CHLA,N2O,NO2,NO2_NO3,OXYGEN,P_BACT,P13C,P15N,PC,PERID,PE_pt4u,PE_10u,PE_5u,PH,PHEO,PHSPHT,PIC,PN,PP,PRASINO,PSi,REPLICT,S_BACT,SALNITY,SIGMA,SILCAT,SPEC_SI,TD700A,TD700B,TD700C,TDN,TDP,THETA,VIOL,ZEAXAN,num_bottles,pCO2,QUALT1,QUALT2,QUALT3,QUALT4,QUALT5,QUALT6,QUALT7,QUALT8,QUALT9,QUAL10
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,24,8.2,,,,,,,,,,,,,,208.2,35.2062,25.9776,,,,,,,,,,,,,,,,,,,,,0.06,211.2,,,,,,,,,,,0.06,,,,,,1,,35.2119,23.196,0.91,,,,,,,25.9758,,,24,,2223555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,23,500.3,,,,,,,,,,,,,,113.3,34.1155,8.0891,,,,,,,,,,,,,,,,,,,,,27.00,117.2,,,,,,,,,,,2.01,,,,,,1,,34.1152,26.574,39.30,,,,,,,8.0378,,,24,,2222555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,22,799.3,,,,,,,,,,,,,,34.1,34.3441,4.6637,,,,,,,,,,,,,,,,,,,,,40.55,34.0,,,,,,,,,,,2.99,,,,,,1,,34.3437,27.200,94.27,,,,,,,4.6005,,,24,,2222555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,21,999.4,,,,,,,,,,,,,,42.1,34.4656,4.0643,,,,,,,,,,,,,,,,,,,,,40.95,42.2,,,,,,,,,,,3.00,,,,,,1,,34.4659,27.362,103.75,,,,,,,3.9883,,,24,,2222555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,20,1192.8,,,,,,,,,,,,,,51.9,34.5174,3.5469,,,,,,,,,,,,,,,,,,,,,40.92,52.4,,,,,,,,,,,2.99,,,,,,1,,34.5168,27.457,118.58,,,,,,,3.4591,,,24,,2222555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,19,1400.6,,,,,,,,,,,,,,63.3,34.5603,3.0076,,,,,,,,,,,,,,,,,,,,,40.60,63.7,,,,,,,,,,,2.95,,,,,,1,,34.5598,27.542,129.86,,,,,,,2.9079,,,24,,2222555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,18,1600.4,,,,,,,,,,,,,,72.1,34.5815,2.6465,,,,,,,,,,,,,,,,,,,,,40.16,72.8,,,,,,,,,,,2.90,,,,,,1,,34.5806,27.592,137.67,,,,,,,2.5346,,,24,,2222555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,17,1800.9,,,,,,,,,,,,,,79.8,34.6015,2.3522,,,,,,,,,,,,,,,,,,,,,39.91,80.7,,,,,,,,,,,2.86,,,,,,1,,34.6012,27.634,144.28,,,,,,,2.2274,,,24,,2222555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,16,2000.0,,2415,,,,,,,,,,,,88.7,34.6205,2.1051,,2359.2,36.60,,,,,,,,,,,,,,,,,,39.30,88.7,,,,,,,,,7.474,,2.82,,,,,,1,,34.6203,27.670,150.22,,,,,,,1.9671,,,24,,2222222,9222992,9999999,9999999,9999999,999999,999999,999999,999999,999999
214,33KB214_1,33KB214/1,2,3,PRS2,2009-08-18T15:47:00,081809,2009,8,18,1547,BE,-157.9883,22.7500,GPS,4743,4806,20,1;2;3;4;5;6,"Dual T; C sensors",cruise.summaries/hot214.sum,15,2199.1,,,,,,,,,,,,,,94.9,34.6324,1.9542,,,,,,,,,,,,,,,,,,,,,39.17,94.8,,,,,,,,,,,2.79,,,,,,1,,34.6317,27.693,153.62,,,,,,,1.8015,,,24,,2222555,9222995,9999999,9999999,9999999,999999,999999,999999,999999,999999
