SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	Distance	Duration	File name	Number of observations	Chlorophyll c3_min	Chlorophyll c3_first_quartile	Chlorophyll c3_median	Chlorophyll c3_third_quartile	Chlorophyll c3_max	Chlorophyll c1+c2_min	Chlorophyll c1+c2_first_quartile	Chlorophyll c1+c2_median	Chlorophyll c1+c2_third_quartile	Chlorophyll c1+c2_max	Chlorophyllide a_min	Chlorophyllide a_first_quartile	Chlorophyllide a_median	Chlorophyllide a_third_quartile	Chlorophyllide a_max	Peridinin_min	Peridinin_first_quartile	Peridinin_median	Peridinin_third_quartile	Peridinin_max	Phaeophorbide a_min	Phaeophorbide a_first_quartile	Phaeophorbide a_median	Phaeophorbide a_third_quartile	Phaeophorbide a_max	19-Butanoyloxyfucoxanthin_min	19-Butanoyloxyfucoxanthin_first_quartile	19-Butanoyloxyfucoxanthin_median	19-Butanoyloxyfucoxanthin_third_quartile	19-Butanoyloxyfucoxanthin_max	Fucoxanthin_min	Fucoxanthin_first_quartile	Fucoxanthin_median	Fucoxanthin_third_quartile	Fucoxanthin_max	Neoxanthin_min	Neoxanthin_first_quartile	Neoxanthin_median	Neoxanthin_third_quartile	Neoxanthin_max	Prasinoxanthin_min	Prasinoxanthin_first_quartile	Prasinoxanthin_median	Prasinoxanthin_third_quartile	Prasinoxanthin_max	Violaxanthin_min	Violaxanthin_first_quartile	Violaxanthin_median	Violaxanthin_third_quartile	Violaxanthin_max	19-Hexanoyloxyfucoxanthin_min	19-Hexanoyloxyfucoxanthin_first_quartile	19-Hexanoyloxyfucoxanthin_median	19-Hexanoyloxyfucoxanthin_third_quartile	19-Hexanoyloxyfucoxanthin_max	Diadinoxanthin_min	Diadinoxanthin_first_quartile	Diadinoxanthin_median	Diadinoxanthin_third_quartile	Diadinoxanthin_max	Alloxanthin_min	Alloxanthin_first_quartile	Alloxanthin_median	Alloxanthin_third_quartile	Alloxanthin_max	Diatoxanthin_min	Diatoxanthin_first_quartile	Diatoxanthin_median	Diatoxanthin_third_quartile	Diatoxanthin_max	Zeaxanthin_min	Zeaxanthin_first_quartile	Zeaxanthin_median	Zeaxanthin_third_quartile	Zeaxanthin_max	Lutein_min	Lutein_first_quartile	Lutein_median	Lutein_third_quartile	Lutein_max	Bacteriochlorophyll a_min	Bacteriochlorophyll a_first_quartile	Bacteriochlorophyll a_median	Bacteriochlorophyll a_third_quartile	Bacteriochlorophyll a_max	Divinyl chlorophyll b_min	Divinyl chlorophyll b_first_quartile	Divinyl chlorophyll b_median	Divinyl chlorophyll b_third_quartile	Divinyl chlorophyll b_max	Chlorophyll b_min	Chlorophyll b_first_quartile	Chlorophyll b_median	Chlorophyll b_third_quartile	Chlorophyll b_max	Chlorophyll b plus divinyl chlorophyll b_min	Chlorophyll b plus divinyl chlorophyll b_first_quartile	Chlorophyll b plus divinyl chlorophyll b_median	Chlorophyll b plus divinyl chlorophyll b_third_quartile	Chlorophyll b plus divinyl chlorophyll b_max	Divinyl chlorophyll a_min	Divinyl chlorophyll a_first_quartile	Divinyl chlorophyll a_median	Divinyl chlorophyll a_third_quartile	Divinyl chlorophyll a_max	Chlorophyll a_min	Chlorophyll a_first_quartile	Chlorophyll a_median	Chlorophyll a_third_quartile	Chlorophyll a_max	"Chlorophyll a, total_min"	"Chlorophyll a, total_first_quartile"	"Chlorophyll a, total_median"	"Chlorophyll a, total_third_quartile"	"Chlorophyll a, total_max"	Phaeophytin a_min	Phaeophytin a_first_quartile	Phaeophytin a_median	Phaeophytin a_third_quartile	Phaeophytin a_max	Carotene_min	Carotene_first_quartile	Carotene_median	Carotene_third_quartile	Carotene_max
TARA_R110000737	SAMEA4398027	ERS1309476	TARA_201	TARA_20130930T1502Z_201_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_201_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130930T1502Z_201_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110000737	1.521	P00DT04H28M	"tara_20130930t1932z_201_event_cast,tara_20130929t1637z_201_event_cast"	3	0.0348	0.0368	0.0428	0.043325	0.0435	0.1161	0.136525	0.1978	0.2143	0.2198	0.0403	0.04195	0.0469	0.0793	0.0901	0	0	0	0	0	0.0365	0.045125	0.071	0.07265	0.0732	0.0071	0.007525	0.0088	0.0121	0.0132	0.2115	0.2547	0.3843	0.44025	0.4589	0.0034	0.0035	0.0038	0.00485	0.0052	0.0116	0.011925	0.0129	0.012975	0.013	0.0042	0.0043	0.0046	0.0064	0.007	0.0326	0.036825	0.0495	0.070725	0.0778	0.0477	0.05195	0.0647	0.071975	0.0744	0	0	0	0.006525	0.0087	0	0.002525	0.0101	0.0125	0.0133	0	0.0011	0.0044	0.004775	0.0049	0	0	0	0.001575	0.0021	0	0	0	0	0	0	0	0	0	0	0.0241	0.0252	0.0285	0.03375	0.0355	0.0241	0.0252	0.0285	0.03375	0.0355	0	0	0	0	0	0.6089	0.67895	0.8891	0.953675	0.9752	0.6493	0.720975	0.936	1.0329	1.0652	0.0056	0.00845	0.017	0.0173	0.0174	0.0189	0.020275	0.0244	0.029125	0.0307
TARA_R110000751	SAMEA4398001	ERS1309450	TARA_201	TARA_20130929T1637Z_201_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	441	432	450	0.22	TARA_201_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130929T1637Z_201_Combined-EVENTS_CAST_MES_(441m)_SEQ-(FeCl3)_W<0.22_R110000751	0.005756	P00DT00H00M	"tara_20130929t1637z_201_event_cast,tara_20130930t1932z_201_event_cast"	1	4.00E-04	4.00E-04	4.00E-04	4.00E-04	4.00E-04	0.0026	0.0026	0.0026	0.0026	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118	0.0118	0.0118	0.0118	0.0118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0.0011	0.0011	0.0011	0.0011	0	0	0	0	0	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166	0.0166	0.0166	0.0166	0.0166	0.0166	0.0166	0.0166	0.0166	0.0166	0.0049	0.0049	0.0049	0.0049	0.0049	7.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04
TARA_R110000772	SAMEA4397948	ERS1309397	TARA_196	TARA_20130914T1730Z_196_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_196_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130914T1730Z_196_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110000772	0.2105	P00DT00H00M	tara_20130914t1732z_196_event_cast	2	0.0302	0.0302	0.03165	0.0331	0.0331	0.0648	0.0648	0.0736	0.0824	0.0824	0.0048	0.0048	0.00485	0.0049	0.0049	0.0119	0.0119	0.0202	0.0285	0.0285	0.0038	0.0038	0.00425	0.0047	0.0047	0.0085	0.0085	0.00885	0.0092	0.0092	0.2215	0.2215	0.22775	0.234	0.234	0.0158	0.0158	0.02025	0.0247	0.0247	0.0361	0.0361	0.0429	0.0497	0.0497	0.0146	0.0146	0.01855	0.0225	0.0225	0.0193	0.0193	0.024	0.0287	0.0287	0.0294	0.0294	0.03655	0.0437	0.0437	0.0222	0.0222	0.02815	0.0341	0.0341	0.0029	0.0029	0.0035	0.0041	0.0041	0.0045	0.0045	0.0049	0.0053	0.0053	0.0038	0.0038	0.0056	0.0074	0.0074	0	0	0	0	0	0	0	0	0	0	0.1054	0.1054	0.13115	0.1569	0.1569	0.1054	0.1054	0.13115	0.1569	0.1569	0	0	0	0	0	0.6788	0.6788	0.79495	0.9111	0.9111	0.6836	0.6836	0.7998	0.916	0.916	0.0092	0.0092	0.00935	0.0095	0.0095	0.0247	0.0247	0.03005	0.0354	0.0354
TARA_R110000787	SAMEA4397920	ERS1309369	TARA_194	TARA_20130912T0359Z_194_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	35	33	37	0.22	TARA_194_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130912T0359Z_194_EVENT_PUMP_DCM_(35m)_SEQ-(FeCl3)_W<0.22_R110000787	22.1397	P00DT07H48M	tara_20130911t2012z_194_event_cast	2	0.029	0.029	0.03095	0.0329	0.0329	0.0759	0.0759	0.08105	0.0862	0.0862	0.0113	0.0113	0.0165	0.0217	0.0217	0	0	0	0	0	0.0147	0.0147	0.0212	0.0277	0.0277	0	0	0	0	0	0.2649	0.2649	0.2799	0.2949	0.2949	0	0	0.0017	0.0034	0.0034	0.0035	0.0035	0.0065	0.0095	0.0095	0.0011	0.0011	0.00185	0.0026	0.0026	0.0075	0.0075	0.0096	0.0117	0.0117	0.0157	0.0157	0.0192	0.0227	0.0227	0.0069	0.0069	0.007	0.0071	0.0071	0.006	0.006	0.00755	0.0091	0.0091	0.0023	0.0023	0.0026	0.0029	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0066	0.0066	0.01695	0.0273	0.0273	0.0066	0.0066	0.01695	0.0273	0.0273	0	0	0	0	0	0.435	0.435	0.44755	0.4601	0.4601	0.4463	0.4463	0.464	0.4817	0.4817	0.0121	0.0121	0.024	0.0359	0.0359	0.0089	0.0089	0.0108	0.0127	0.0127
TARA_R110000782	SAMEA4397859	ERS1309308	TARA_194	TARA_20130911T2000Z_194_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_194_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130911T2000Z_194_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110000782	0.45478	P00DT00H10M	tara_20130911t2012z_194_event_cast	3	0.0098	0.01025	0.0116	0.0149	0.016	0.0157	0.01665	0.0195	0.02685	0.0293	0	0.00105	0.0042	0.005325	0.0057	0	0	0	0	0	0	0	0	0	0	0.0029	0.0031	0.0037	0.0061	0.0069	0.0527	0.055975	0.0658	0.0829	0.0886	0.0027	0.002825	0.0032	0.00335	0.0034	0.0046	0.004975	0.0061	0.007525	0.008	0.0038	0.003925	0.0043	0.004525	0.0046	0.0091	0.009275	0.0098	0.013775	0.0151	0.0158	0.016675	0.0193	0.026875	0.0294	0.0047	0.00475	0.0049	0.0049	0.0049	0.003	0.003275	0.0041	0.0065	0.0073	0.0019	0.00205	0.0025	0.0031	0.0033	0.0019	0.00195	0.0021	0.00225	0.0023	0	0	0	0	0	0	0	0	0	0	0.0236	0.023625	0.0237	0.0249	0.0253	0.0236	0.023625	0.0237	0.0249	0.0253	0	0	0	0	0	0.176	0.181225	0.1969	0.238675	0.2526	0.1816	0.186475	0.2011	0.239725	0.2526	0.0016	0.001625	0.0017	0.002	0.0021	0.0079	0.0081	0.0087	0.009225	0.0094
TARA_R110000796	SAMEA4397815	ERS1309264	TARA_193	TARA_20130908T0245Z_193_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_193_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130908T0245Z_193_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110000796	0.003034	P00DT00H01M	tara_20130908t0250z_193_event_cast	1	0.0251	0.0251	0.0251	0.0251	0.0251	0.0484	0.0484	0.0484	0.0484	0.0484	0.0027	0.0027	0.0027	0.0027	0.0027	0.0107	0.0107	0.0107	0.0107	0.0107	0.002	0.002	0.002	0.002	0.002	0.0072	0.0072	0.0072	0.0072	0.0072	0.1744	0.1744	0.1744	0.1744	0.1744	0.0031	0.0031	0.0031	0.0031	0.0031	0.0078	0.0078	0.0078	0.0078	0.0078	0.0063	0.0063	0.0063	0.0063	0.0063	0.0052	0.0052	0.0052	0.0052	0.0052	0.0526	0.0526	0.0526	0.0526	0.0526	0.0117	0.0117	0.0117	0.0117	0.0117	0.0045	0.0045	0.0045	0.0045	0.0045	0.0038	0.0038	0.0038	0.0038	0.0038	6.00E-04	6.00E-04	6.00E-04	6.00E-04	6.00E-04	0	0	0	0	0	0	0	0	0	0	0.0216	0.0216	0.0216	0.0216	0.0216	0.0216	0.0216	0.0216	0.0216	0.0216	0	0	0	0	0	0.4074	0.4074	0.4074	0.4074	0.4074	0.4101	0.4101	0.4101	0.4101	0.4101	0.0042	0.0042	0.0042	0.0042	0.0042	0.0134	0.0134	0.0134	0.0134	0.0134
TARA_R110000803	SAMEA4397772	ERS1309221	TARA_191	TARA_20130902T2237Z_191_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_191_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130902T2237Z_191_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110000803	0.078049	P00DT00H01M	tara_20130902t2237z_191_event_cast	2	0.0022	0.0022	0.00375	0.0053	0.0053	0.0094	0.0094	0.0118	0.0142	0.0142	0.001	0.001	0.0014	0.0018	0.0018	0	0	0	0	0	0.008	0.008	0.0083	0.0086	0.0086	0.0021	0.0021	0.0039	0.0057	0.0057	0.0455	0.0455	0.05735	0.0692	0.0692	8.00E-04	8.00E-04	0.00085	9.00E-04	9.00E-04	0.0027	0.0027	0.003	0.0033	0.0033	6.00E-04	6.00E-04	7.00E-04	8.00E-04	8.00E-04	0.0018	0.0018	0.003	0.0042	0.0042	0.006	0.006	0.00775	0.0095	0.0095	0.0012	0.0012	0.0018	0.0024	0.0024	0.0013	0.0013	0.00155	0.0018	0.0018	0.0019	0.0019	0.00215	0.0024	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	0.0053	0.0061	0.0069	0.0069	0.0053	0.0053	0.0061	0.0069	0.0069	0	0	0	0	0	0.0926	0.0926	0.11755	0.1425	0.1425	0.0937	0.0937	0.119	0.1443	0.1443	0.0097	0.0097	0.01	0.0103	0.0103	0.0025	0.0025	0.00315	0.0038	0.0038
TARA_R110000824	SAMEA4397747	ERS1309196	TARA_189	TARA_20130828T0047Z_189_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	299	290	308	0.22	TARA_189_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130828T0047Z_189_Combined-EVENTS_CAST_MES_(299m)_SEQ-(FeCl3)_W<0.22_R110000824	561.043	P13DT00H12M	tara_20130815t0037z_188_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R110000823	SAMEA4397722	ERS1309171	TARA_189	TARA_20130827T1140Z_189_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	20	18	22	0.22	TARA_189_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130827T1140Z_189_EVENT_PUMP_DCM_(20m)_SEQ-(FeCl3)_W<0.22_R110000823	568.7252	P12DT11H05M	tara_20130815t0037z_188_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R110000822	SAMEA4397666	ERS1309115	TARA_189	TARA_20130827T0153Z_189_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_189_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130827T0153Z_189_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110000822	582.0959	P12DT01H18M	tara_20130815t0037z_188_event_cast	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R110000851	SAMEA4397627	ERS1309076	TARA_188	TARA_20130815T0754Z_188_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	17	15	19	0.22	TARA_188_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130815T0754Z_188_EVENT_PUMP_DCM_(17m)_SEQ-(FeCl3)_W<0.22_R110000851	12.6822	P00DT07H19M	tara_20130815t0037z_188_event_cast	7	0.0113	0.03835	0.046	0.060225	0.0685	0.0868	0.395275	0.5874	0.627275	0.7155	0.0057	0.060375	0.2218	0.366875	0.4899	0	0	0	0	0	0.0141	0.06605	0.1738	0.22435	0.2664	0	0	0	0	0	0.2746	1.211	1.7308	1.911225	2.0575	0.0093	0.0109	0.0164	0.030825	0.0337	0.0325	0.036425	0.0508	0.0921	0.1026	0.0053	0.00595	0.0158	0.0301	0.034	0	0	0	0	0	0.0201	0.083175	0.1709	0.22125	0.2462	0	0.000275	0.0012	0.001625	0.0022	0.001	0.006	0.0084	0.013425	0.0209	0.0028	0.002925	0.0076	0.011325	0.0138	0	0	5.00E-04	0.002575	0.0031	0	0	0	0	0	0	0	0	0	0	0.0746	0.08895	0.1035	0.198475	0.2289	0.0746	0.08895	0.1035	0.198475	0.2289	0	0	0	0	0	0.7344	2.30775	3.0924	3.60505	4.0531	0.7402	2.461875	3.4842	3.76425	4.2749	0.018	0.0337	0.0472	0.05435	0.0682	0.0171	0.049375	0.0741	0.08055	0.0872
TARA_R110000850	SAMEA4397586	ERS1309035	TARA_188	TARA_20130815T0030Z_188_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_188_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130815T0030Z_188_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110000850	0.117	P00DT00H04M	tara_20130815t0037z_188_event_cast	6	0.038	0.0399	0.0439	0.0552	0.0685	0.4985	0.5517	0.59805	0.6304	0.7155	0.2218	0.288	0.34195	0.4416	0.4899	0	0	0	0	0	0.1738	0.1861	0.2274	0.2523	0.2664	0	0	0	0	0	1.4239	1.5677	1.68195	1.9481	2.0575	0.0164	0.0222	0.0316	0.0337	0.0374	0.0508	0.0687	0.09535	0.1026	0.1158	0.0158	0.0199	0.03375	0.0344	0.0401	0	0	0	0	0	0.1709	0.1764	0.23055	0.2382	0.2462	0	0	0	0.0011	0.0012	0.0084	0.009	0.0165	0.0209	0.021	0.0076	0.0084	0.01305	0.0139	0.0145	0	0.001	0.0031	0.0036	0.0041	0	0	0	0	0	0	0	0	0	0	0.1005	0.1501	0.2031	0.2289	0.2438	0.1005	0.1501	0.2031	0.2289	0.2438	0	0	0	0	0	2.4806	2.4957	2.837	3.4609	4.0531	2.7687	2.9856	3.25375	3.753	4.2749	0.0325	0.0328	0.03615	0.0482	0.0564	0.0637	0.0649	0.0748	0.0811	0.0872
TARA_R110002126	SAMEA4397536	ERS1308985	TARA_180	TARA_20130718T0827Z_180_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.22	TARA_180_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130718T0827Z_180_EVENT_PUMP_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R110002126	3.3593	P00DT06H18M	"tara_20130718t0210z_180_event_cast,tara_20130719t0213z_181_event_cast,tara_20130717t0959z_179_event_cast"	3	0.0049	0.0069	0.0129	0.01515	0.0159	0.042	0.07795	0.1858	0.24955	0.2708	0.0125	0.0196	0.0409	0.0529	0.0569	0	0	0	0	0	0.005	0.00655	0.0112	0.014275	0.0153	0	0	0	0	0	0.1321	0.254725	0.6226	0.80995	0.8724	0	0	0	0	0	0	0	0	0.00105	0.0014	6.00E-04	0.000825	0.0015	0.0021	0.0023	0	0	0	0	0	0.0086	0.016825	0.0415	0.05065	0.0537	8.00E-04	0.00085	0.001	0.001	0.001	5.00E-04	9.00E-04	0.0021	0.002625	0.0028	0.0011	0.001125	0.0012	0.001275	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2528	0.48125	1.1666	1.4549	1.551	0.2653	0.50085	1.2075	1.5078	1.6079	0.0019	0.0044	0.0119	0.014075	0.0148	0.0062	0.008275	0.0145	0.01855	0.0199
TARA_R110000868	SAMEA4397489	ERS1308938	TARA_180	TARA_20130718T0204Z_180_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_180_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130718T0204Z_180_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110000868	0.072718	P00DT00H04M	"tara_20130718t0210z_180_event_cast,tara_20130719t0213z_181_event_cast,tara_20130717t0959z_179_event_cast"	4	0.005133	0.005133	0.005483	0.005833	0.005833	0.027567	0.027567	0.037567	0.047567	0.047567	0.001867	0.001867	0.010317	0.018767	0.018767	0.019867	0.019867	0.0211	0.022333	0.022333	0.004867	0.004867	0.006183	0.0075	0.0075	0.003333	0.003333	0.003333	0.003333	0.003333	0.065667	0.065667	0.085767	0.105867	0.105867	0.004833	0.004833	0.005267	0.0057	0.0057	0.012633	0.012633	0.013367	0.0141	0.0141	0.008967	0.008967	0.009333	0.0097	0.0097	0.002433	0.002433	0.002433	0.002433	0.002433	0.029933	0.029933	0.0306	0.031267	0.031267	0.007767	0.007767	0.008217	0.008667	0.008667	0.008133	0.008133	0.008367	0.0086	0.0086	0.008267	0.008267	0.009017	0.009767	0.009767	0.004567	0.004567	0.004917	0.005267	0.005267	0	0	0	0	0	0	0	0	0	0	0.035433	0.035433	0.037217	0.039	0.039	0.035433	0.035433	0.037217	0.039	0.039	0	0	0	0	0	0.2641	0.2641	0.2915	0.3189	0.3189	0.265967	0.265967	0.301817	0.337667	0.337667	0.0065	0.0065	0.006533	0.006567	0.006567	0.0116	0.0116	0.01175	0.0119	0.0119
TARA_R110002124	SAMEA4397445	ERS1308894	TARA_178	TARA_20130715T0211Z_178_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_178_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130715T0211Z_178_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R110002124	10.7458	P00DT02H33M	"tara_20130715t0446z_178_event_cast,tara_20130714t0259z_177_event_cast"	3	0.0024	0.0024	0.004275	0.00615	0.00615	0.00655	0.00655	0.012575	0.0186	0.0186	0	0	0	0	0	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04	0	0	0	0	0	0.0017	0.0017	0.00305	0.0044	0.0044	0.008	0.008	0.023975	0.03995	0.03995	0.0031	0.0031	0.0034	0.0037	0.0037	0.00705	0.00705	0.00785	0.00865	0.00865	0.00365	0.00365	0.004275	0.0049	0.0049	0.0096	0.0096	0.011925	0.01425	0.01425	0.01045	0.01045	0.01615	0.02185	0.02185	0.0023	0.0023	0.002875	0.00345	0.00345	0.00225	0.00225	0.00345	0.00465	0.00465	0.00605	0.00605	0.006325	0.0066	0.0066	0.00275	0.00275	0.003525	0.0043	0.0043	0	0	0	0	0	0	0	0	0	0	0.02215	0.02215	0.02535	0.02855	0.02855	0.02215	0.02215	0.02535	0.02855	0.02855	0	0	0	0	0	0.0936	0.0936	0.133275	0.17295	0.17295	0.0936	0.0936	0.133275	0.17295	0.17295	5.00E-04	5.00E-04	0.000825	0.00115	0.00115	0.00555	0.00555	0.0067	0.00785	0.00785
TARA_R110002094	SAMEA4397409	ERS1308858	TARA_175	TARA_20130711T0613Z_175_Combined-EVENTS_CAST	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	10-100	10	100	0.22	TARA_175_MIX_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20130711T0613Z_175_Combined-EVENTS_CAST_MIX_(10-100m)_SEQ-(FeCl3)_W<0.22_R110002094	15.3805	P00DT21H48M	tara_20130710t0825z_175_event_cast	7	0.0124	0.013925	0.0181	0.026925	0.0445	0.0118	0.0137	0.0392	0.068825	0.0947	0	0	0	0.00225	0.0097	0	9.00E-04	0.0027	0.015975	0.0305	0	0.001	0.0043	0.008125	0.0087	0.011	0.01185	0.0125	0.0147	0.0169	0.0309	0.036	0.0912	0.177425	0.222	0.0023	0.003025	0.0055	0.01015	0.0121	0.0081	0.00895	0.0146	0.02675	0.0338	0.0017	0.001975	0.0049	0.00885	0.0165	0.0016	0.003525	0.0081	0.0112	0.0834	0.0033	0.00385	0.0095	0.019275	0.092	0.0039	0.004625	0.0131	0.025225	0.033	4.00E-04	5.00E-04	0.0018	0.00355	0.0106	6.00E-04	9.00E-04	0.0104	0.011875	0.0144	0	0	0.0014	0.00195	0.0105	0	0	0	0	0	0	0	0	0	0	0.0213	0.02445	0.0444	0.083925	0.0998	0.0213	0.02445	0.0444	0.083925	0.0998	0	0	0	0	0	0.1092	0.12625	0.3175	0.52405	0.7862	0.1092	0.12625	0.3175	0.5263	0.7959	0.0041	0.0044	0.006	0.008475	0.0093	0.0041	0.004675	0.0109	0.018175	0.0324
