Event Label	Basis	Campaign	Station	Device	Date/Time	Latitude	Longitude	Kd490 AMODIS at the sampling date	Kd490 AMODIS 8 days period	Kd490 AMODIS 30 days period	Kd490 GlobColour 8 days period	Kd490 GlobColour 30 days period	bbp470 8 days period	acCDOM 8 days period	"Kd(PAR) 30 days avg, eq.9"	"Kd(PAR) 30 days avg, eq.9'"	z(SD)	z(eu) GlobColour 8 days period	z(eu) Secchi Disk and AMODIS	z(eu) AMODIS 30 days avg from Kd(PAR)1	z(eu) AMODIS 30 days avg from Kd(PAR)2	UMLD from sigma theta	UMLD from temperature	Depth chl max 	Depth max Brunt Vaisala freq 	Depth max O2 	Depth min O2 	Depth nitracline 	Temp at depth 10m	Temp at the base of euphotic zone - Kd(PAR)1	Temp at the base of euphotic zone - Kd(PAR)2	Temp at the base of mixed layer - sigma theta	Temp at the depth of mixed layer - temperature	Temp at depth chl max	Temp at depth of max Brunt Vaisala freq	Temp at depth of max oxygent concentration	Temp at depth of min oxygent concentration	Temp at depth of nitracline	Sal at depth 10m	Sal at the base of euphotic zone - Kd(PAR)1	Sal at the base of euphotic zone - Kd(PAR)2	Sal at the base of mixed layer - sigma theta	Sal at the depth of mixed layer - Salerature	Sal at depth chl max	Sal at depth of max Brunt Vaisala freq	Sal at depth of max oxygent concentration	Sal at depth of min oxygent concentration	Sal at depth of nitracline	Sigma-theta at depth 10m	Sigma-theta at the base of euphotic zone - Kd(PAR)1	Sigma-theta at the base of euphotic zone - Kd(PAR)2	Sigma-theta at the base of mixed layer - sigma theta	Sigma-theta at the depth of mixed layer - Sigma-thetaerature	Sigma-theta at depth chl max	Sigma-theta at depth of max Brunt VaiSigma-thetaa freq	Sigma-theta at depth of max oxygent concentration	Sigma-theta at depth of min oxygent concentration	Sigma-theta at depth of nitracline	N**2 at depth 10m	N**2 at the base of euphotic zone - Kd(PAR)1	N**2 at the base of euphotic zone - Kd(PAR)2	N**2 at the base of mixed layer - sigma theta	N**2 at the depth of mixed layer - N**2erature	N**2 at depth chl max	N**2 at depth of max Brunt VaiN**2a freq	N**2 at depth of max oxygent concentration	N**2 at depth of min oxygent concentration	N**2 at depth of nitracline	Chl a at depth 10m	Chl a at the base of euphotic zone - Kd(PAR)1	Chl a at the base of euphotic zoChl a	Chl a at the base of mixed layer - sigma theta	Chl a at the depth of mixed layer - Chl aerature	Chl a at depth chl max	Chl a at depth of max BruChl aa freq	Chl a at depth of max oxygent concentration	Chl a at depth of min oxygent concentration	Chl a at depth of nitracline	Oxygen at depth 10m	Oxygen at the base of euphotic zone - Kd(PAR)1	Oxygen at the base of euphotic zoOxygen	Oxygen at the base of mixed layer - sigma theta	Oxygen at the depth of mixed layer - Oxygenerature	Oxygen at depth chl max	Oxygen at depth of max BruOxygena freq	Oxygen at depth of max oxygent concentration	Oxygen at depth of min oxygent concentration	Oxygen at depth of nitracline	NO3- at depth 10m	NO3- at the base of euphotic zone - Kd(PAR)1	NO3- at the base of euphotic zoNO3-	NO3- at the base of mixed layer - sigma theta	NO3- at the depth of mixed layer - NO3-erature	NO3- at depth chl max	NO3- at depth of max BruNO3-a freq	NO3- at depth of max NO3-t concentration	NO3- at depth of min NO3-t concentration	NO3- at depth of nitracline
TARA_20130828T0047Z_189_Combined-EVENTS_CAST	SV Tara	TARA_20130801Z	TARA_189	Rosette Vertical Sampling System	8/28/13 0:47	78.0391	116.4105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	499	18	4	16	844	NA	0.78127	NA	NA	0.78127	0.99257	-0.16357	0.37452	0.12872	0.30329	NA	31.2172	NA	NA	31.2172	35.0987	32.4545	28.6213	32.3249	35.0927	NA	24.9008	NA	NA	24.9008	27.9952	25.9385	22.8413	25.8211	28.0343	NA	0.0012593	NA	NA	0.0012593	1.11E-06	0.0008837	NA	0.0015152	2.49E-07	NA	0.445	NA	NA	0.445	0.003649	0.81606	NA	0.68653	0.0015289	NA	355.6412	NA	NA	355.6412	292.6172	368.4972	361.7465	365.2733	291.1474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20130710T1100Z_175_Combined-EVENTS_CAST	SV Tara	TARA_20130629Z	TARA_175	Rosette Vertical Sampling System	7/10/13 11:00	79.2026	66.4827	NA	0.102269	0.104128	0.067142129	0.099762805	0.002754131	0.023642147	0.165292268	0.145887559	NA	46.95218658	NA	26	30	10	231	16	3	26	154	44	1.4544	0.75595	-0.033626	1.4544	1.4665	1.1351	NA	0.8068	1.4184	-0.8918	33.6438	34.4839	34.6458	33.6438	35.0575	34.4448	NA	34.4815	35.0405	34.6445	26.7993	27.5169	27.6921	26.7993	27.9281	27.461	NA	27.5118	27.9177	27.7311	9.69E-05	2.50E-05	0.00029146	9.69E-05	NA	9.37E-06	NA	5.63E-05	5.52E-06	5.03E-06	0.61314	0.6438	0.52663	0.61314	0.016893	0.77006	NA	0.70371	0.016893	0.45216	294.3883	360.9615	364.0091	294.3883	292.7973	359.8639	NA	360.9999	292.5993	346.5272	3.831	5.1775	4.6662	3.831	10.641	3.827	NA	3.3409	10.3641	4.6576
TARA_20130701T1234Z_168_EVENT_PUMP	SV Tara	TARA_20130629Z	TARA_168	High Volume Peristaltic Pump	7/1/13 12:34	72.5432	44.102	0.088044	0.087012	0.080718	0.076501284	0.104338154	0.002958947	0.042028971	0.140782042	0.122057071	NA	42.11858368	NA	32	37	19	19	28	35	36	245	103	7.2287	4.445	3.8423	7.0818	7.0818	5.8808	4.1276	3.9724	0.91084	1.8528	35.0883	35.1494	35.1356	35.0966	35.0966	35.1388	35.1429	35.1442	35.172	35.1535	27.3276	27.7264	27.7797	27.3549	27.3549	27.5479	27.7556	27.773	28.0584	27.9749	1.48E-05	0.00024119	5.57E-05	8.76E-05	8.76E-05	0.00065882	0.00014907	0.00010434	4.77E-06	1.76E-05	0.20847	1.4993	1.1847	0.51556	0.51556	1.2748	1.4993	1.4139	0.0040824	0.020844	299.5393	324.2581	326.2618	300.7398	300.7398	313.4404	325.3599	326.14	289.6999	295.0067	-4.4259	-4.3395	-3.0638	-4.2534	-4.2534	-3.6721	-3.9007	-3.7689	6.6477	1.4063
TARA_20130525T0907Z_155_EVENT_PUMP	SV Tara	TARA_20130519Z	TARA_155	High Volume Peristaltic Pump	5/25/13 9:07	54.5451	-16.7943	NA	0.0449	0.043712	0.04461108	0.063675333	0.001334697	0.018321532	0.0936999	0.077023102	NA	68.35476685	NA	49	60	29	31	54	32	16	743	1021	11.3289	10.938	10.8831	11.2052	11.1349	10.9094	11.112	11.3043	8.7387	6.222	35.5002	35.5103	35.508	35.5089	35.5128	35.5087	35.5139	35.4998	35.5521	35.3253	26.9778	27.058	27.0664	27.0078	27.0237	27.0621	27.0288	26.9822	27.4765	27.6632	1.15E-05	NA	1.05E-05	4.94E-05	7.03E-05	1.19E-06	3.34E-05	4.45E-06	NA	4.93E-07	0.20752	0.86078	0.75934	0.58922	0.6391	0.86078	0.70256	0.30675	0	0	267.2979	264.6298	262.6435	266.3884	265.4432	264.1919	265.6924	267.372	186.8033	216.8013	5.3557	6.119	5.3465	6.6373	6.0464	8.1951	5.185	5.3021	13.1201	15.5579
TARA_20130930T2233Z_201_Combined-EVENTS_CAST	SV Tara	TARA_20130921Z	TARA_201	Rosette Vertical Sampling System	9/30/13 22:33	74.3386	-85.6208	NA	NA	0.073927	NA	NA	NA	NA	0.133219673	0.1147447	NA	NA	NA	20	23	11	150	28	8	13	146	42	-1.0168	-0.41161	-0.40662	-1.0208	-1.0709	-0.25539	-1.0552	-0.9924	-1.0989	-1.2378	31.0712	31.7931	31.8567	31.0957	33.2059	31.9291	30.932	31.2404	33.1828	32.1106	24.8565	25.4174	25.4683	24.8764	26.5786	25.5205	24.7454	24.9921	26.5609	25.7005	0.00038775	0.00010124	0.0001736	0.00056735	NA	3.90E-05	0.00047217	0.00058195	2.30E-05	8.43E-05	0.87613	1.3644	1.3644	0.91568	0.069093	1.2117	0.80643	0.9541	0.04278	0.56823	362.586	358.8813	357.0215	363.8082	287.5863	353.8366	364.6466	365.3105	283.7409	324.4729	4.8311	4.4818	4.1535	5.4712	12.2485	5.6085	5.4582	4.9245	11.5995	6.7122
TARA_20130912T0359Z_194_EVENT_PUMP	SV Tara	TARA_20130907Z	TARA_194	High Volume Peristaltic Pump	9/12/13 3:59	73.3275	-168.8142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	14	30	10	25	81	39	-0.57169	NA	NA	-0.57169	-0.40655	1.1702	-0.57169	2.1992	-1.571	-1.4597	27.5465	NA	NA	27.5465	28.2691	30.8051	27.5465	30.2098	32.9367	31.9485	22.0082	NA	NA	22.0082	22.5848	24.5499	22.0082	24.0105	26.3762	25.5755	0.00089006	NA	NA	0.00089006	0.0018771	0.0011787	0.00089006	0.00052357	1.73E-06	0.00041291	0.13327	NA	NA	0.13327	0.15456	0.31944	0.13327	0.31356	0.18766	0.30974	367.5526	NA	NA	367.5526	384.5499	409.0689	367.5526	349.0165	244.8784	335.0931	-0.92029	NA	NA	-0.92029	-1.8465	-0.74839	-0.92029	-2.045	6.5229	-0.23768
TARA_20130708T1100Z_173_EVENT_PUMP	SV Tara	TARA_20130629Z	TARA_173	High Volume Peristaltic Pump	7/8/13 11:00	78.9354	79.0604	NA	NA	0.060417	0.057381272	0.075783737	0.002160779	0.028477579	0.117132891	0.099276982	NA	54.02667236	NA	39	46	10	15	47	19	14	47	46	-0.4215	-1.3009	-1.3022	-0.4215	-0.60357	-1.3022	-0.94358	-0.54768	-1.3022	-1.3021	33.6882	34.5836	34.5919	33.6882	33.925	34.5919	34.1799	33.8452	34.5919	34.592	26.9414	27.6974	27.7042	26.9414	27.1398	27.7042	27.3588	27.0732	27.7042	27.7042	0.00028545	2.25E-05	NA	0.00028545	0.0010021	NA	0.00049449	0.00052812	NA	NA	0.036924	3.0927	3.7098	0.036924	0.084517	3.7098	0.16507	0.084445	3.7098	3.4605	390.2795	354.123	352.0384	390.2795	403.8017	352.0384	416.7943	398.6632	352.0384	352.2701	3.742	3.6847	6.0883	3.742	3.9224	6.0883	4.7215	4.6173	6.0883	4.4091
TARA_20130718T0827Z_180_EVENT_PUMP	SV Tara	TARA_20130629Z	TARA_180	High Volume Peristaltic Pump	7/18/13 8:27	74.8283	76.2096	0.528047	0.324839	0.587216	0.228544228	0.40823105	0.002645563	0.230209395	0.603165901	0.577666213	NA	18.40661144	NA	7	7	10	11	34	5	23	34	NA	-1.0018	-0.64307	-0.64307	-1.0018	-1.129	-1.7723	5.1407	-1.4898	-1.7723	NA	29.3835	28.2592	28.2592	29.3835	30.1243	33.9082	21.3432	33.0677	33.9082	NA	23.4964	22.5831	22.5831	23.4964	24.0963	27.1664	16.7757	26.4798	27.1664	NA	0.0074144	0.013816	0.013816	0.0074144	0.0054612	NA	0.0020615	0.0006689	NA	NA	0.36266	0.36266	0.36266	0.36266	0.36266	1.0967	NA	0.19929	1.0967	NA	368.1431	365.3863	365.3863	368.1431	368.362	315.5497	332.8838	377.4125	315.5497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20130603T1527Z_158_EVENT_PUMP	SV Tara	TARA_20130519Z	TARA_158	High Volume Peristaltic Pump	6/3/13 15:27	67.161	0.3964	NA	NA	NA	0.072884277	0.133836299	0.004394499	0.024706971	NA	NA	NA	43.70362473	NA	NA	NA	10	10	14	7	14	46	519	7.839	NA	NA	7.839	7.839	6.9754	8.0191	6.9754	6.2508	0.93193	35.2792	NA	NA	35.2792	35.2792	35.3081	35.2723	35.3081	35.3179	35.1024	27.3886	NA	NA	27.3886	27.3886	27.5355	27.3562	27.5355	27.6415	28.0022	0.0003626	NA	NA	0.0003626	0.0003626	0.0002053	0.00011399	0.0002053	2.17E-06	1.15E-05	0.94051	NA	NA	0.94051	0.94051	1.077	NA	1.077	0.11779	0	315.4734	NA	NA	315.4734	315.4734	319.9979	315.4813	319.9979	280.0109	289.7421	4.9146	NA	NA	4.9146	4.9146	2.4548	5.8015	2.4548	11.181	12.1499
TARA_20130827T1140Z_189_EVENT_PUMP	SV Tara	TARA_20130801Z	TARA_189	High Volume Peristaltic Pump	8/27/13 11:40	77.9668	116.6556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	499	20	5	13	618	NA	0.98152	NA	NA	0.98152	0.8998	-0.76472	0.0091017	0.3416	0.58849	NA	31.1701	NA	NA	31.1701	35.097	32.9938	27.6878	31.4048	35.0924	NA	24.8523	NA	NA	24.8523	27.9999	26.3961	22.106	25.0731	28.0164	NA	0.0010249	NA	NA	0.0010249	1.58E-06	0.0011105	0.00022054	0.0015235	8.16E-07	NA	0.55345	NA	NA	0.55345	0	1.0511	NA	0.72875	0	NA	348.3155	NA	NA	348.3155	291.3532	379.5063	366.3961	363.3892	290.5256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20130815T0754Z_188_EVENT_PUMP	SV Tara	TARA_20130801Z	TARA_188	High Volume Peristaltic Pump	8/15/13 7:54	78.3555	91.6084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	27	19	20	14	27	NA	-1.6108	NA	NA	-1.6353	-1.4543	-1.6521	-1.5807	-1.6211	-1.4543	NA	33.0997	NA	NA	33.1256	34.6179	33.8427	34.2564	33.1084	34.6179	NA	26.5088	NA	NA	26.5304	27.7303	27.1102	27.4423	26.5161	27.7303	NA	1.45E-05	NA	NA	0.0002754	NA	0.0029445	0.00247	2.74E-05	NA	NA	1.7215	NA	NA	1.9421	0.50136	1.9421	1.9421	1.9212	0.50136	NA	394.7488	NA	NA	393.9764	330.0758	366.4126	350.428	394.6054	330.0758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_20131027T1016Z_210_EVENT_PUMP	SV Tara	TARA_20131020Z	TARA_210	High Volume Peristaltic Pump	10/27/13 10:16	61.5427	-55.9869	NA	NA	0.084754	NA	NA	NA	NA	0.145158107	0.126298384	NA	NA	NA	16	18	73	147	23	82	14	135	95	5.3613	5.3634	5.3645	5.6322	5.2351	5.3661	5.5303	5.3632	5.4921	5.0013	34.3995	34.3995	34.3995	34.473	35.0728	34.3997	34.6745	34.3995	35.0766	34.8808	27.0296	27.0294	27.0293	27.0555	27.5765	27.0293	27.2266	27.0294	27.5485	27.4521	2.24E-07	1.19E-07	1.23E-07	0.00017691	1.47E-05	1.03E-07	6.66E-05	8.90E-08	2.19E-06	5.51E-05	0.58959	0.5902	0.57656	0.40782	0.0051563	0.56533	0.10697	0.5973	0.0082329	0.038152	293.4043	293.7393	293.8175	287.8682	274.4596	293.0387	281.4964	293.7061	270.9284	280.5997	2.9878	3.4733	2.0342	3.5989	9.5899	3.659	5.333	3.2444	9.3059	7.8572
TARA_20131023T1025Z_209_EVENT_PUMP	SV Tara	TARA_20131020Z	TARA_209	High Volume Peristaltic Pump	10/23/13 10:25	64.7127	-53.0106	NA	NA	0.087467	NA	NA	NA	NA	0.148057778	0.129112369	NA	NA	NA	18	21	19	17	18	94	15	498	498	2.3863	2.6212	2.6759	2.6212	2.5849	2.6019	3.4989	2.4907	4.2443	4.2443	32.8155	32.8705	32.8973	32.8705	32.8501	32.8664	33.5368	32.838	34.8315	34.8315	26.0702	26.0951	26.1119	26.0951	26.0818	26.0934	26.5471	26.0798	27.5006	27.5006	2.88E-05	3.84E-05	4.98E-05	3.84E-05	5.66E-05	6.25E-05	0.00017434	1.00E-05	9.09E-07	9.09E-07	0.78363	0.79498	0.79378	0.79498	0.79498	0.79498	0.13836	0.79682	0	0	321.2149	320.4794	319.7505	320.4794	320.7346	320.406	297.6784	321.4743	266.994	266.994	2.8488	2.9475	2.9633	2.9475	2.7684	2.5268	4.0693	2.8491	6.365	6.365
TARA_20131020T1034Z_208_EVENT_PUMP	SV Tara	TARA_20131020Z	TARA_208	High Volume Peristaltic Pump	10/20/13 10:34	69.1136	-51.5086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	141	13	112	13	316	342	3.2115	NA	NA	3.8262	3.02	3.222	3.6507	3.222	2.8925	2.9697	33.1513	NA	NA	33.2598	33.7562	33.1518	33.6422	33.1518	34.3919	34.4221	26.2674	NA	NA	26.296	26.7654	26.2669	26.6163	26.2669	27.2826	27.2999	1.16E-06	NA	NA	1.94E-05	6.56E-05	1.22E-06	7.56E-05	1.22E-06	2.53E-06	1.41E-06	0.28527	NA	NA	0.10456	0.02024	0.28527	0.022774	0.28527	0	0	303.0268	NA	NA	293.5549	279.7104	303.0924	284.5997	303.0924	232.0945	233.7234	1.6791	NA	NA	2.4676	4.3953	1.9659	2.9104	1.9659	7.1541	6.8593
TARA_20131012T1109Z_206_EVENT_PUMP	SV Tara	TARA_20130921Z	TARA_206	High Volume Peristaltic Pump	10/12/13 11:09	70.9574	-53.5989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	231	13	58	13	249	55	1.5458	NA	NA	1.846	1.7524	1.708	2.1338	1.708	1.8156	2.2432	32.268	NA	NA	32.3193	34.1612	32.2894	33.126	32.2894	34.2036	33.045	25.6948	NA	NA	25.7153	27.1916	25.701	26.3371	25.701	27.2208	26.2641	2.03E-06	NA	NA	9.15E-05	1.60E-05	3.32E-05	0.00015505	3.32E-05	1.18E-05	0.00050992	0.80958	NA	NA	0.7996	0	0.80958	0.15387	0.80958	0.005069	0.22425	329.4739	NA	NA	325.4754	229.9398	327.4832	305.7931	327.4832	226.3535	308.2338	3.8265	NA	NA	2.937	12.033	3.6903	5.2652	3.6903	12.2722	4.1563
TARA_20131008T1215Z_205_EVENT_PUMP	SV Tara	TARA_20130921Z	TARA_205	High Volume Peristaltic Pump	10/8/13 12:15	72.4693	-71.892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37	239	26	47	16	983	51	-0.4031	NA	NA	-0.1408	-0.2141	-0.36742	-0.0020876	-0.37469	0.94499	-0.53109	32.1759	NA	NA	32.2247	33.9766	32.1859	32.5023	32.1844	34.6711	32.6515	25.7248	NA	NA	25.7531	27.164	25.7314	25.9697	25.7305	27.6579	26.1123	2.64E-05	NA	NA	0.00022133	6.57E-05	6.89E-07	0.00031615	3.14E-07	2.37E-07	0.0001404	1.2322	NA	NA	1.1337	0.01404	1.3384	0.68304	1.2322	0.0027804	0.60725	352.6092	NA	NA	341.482	264.7198	352.564	313.2987	352.6548	173.9767	308.0652	-4.2922	NA	NA	-2.7215	5.1155	-3.2006	-1.8357	-3.608	10.6899	0.69706
TARA_20130930T1502Z_201_EVENT_PUMP	SV Tara	TARA_20130921Z	TARA_201	High Volume Peristaltic Pump	9/30/13 15:02	74.2987	-85.7806	NA	NA	0.076308	NA	NA	NA	NA	0.135902715	0.117336401	NA	NA	NA	20	23	11	20	24	29	13	506	44	-1.5328	-1.2096	-0.84162	-1.4992	-1.3529	-0.84162	-0.30092	-1.4704	0.8786	-0.80038	31.0068	31.4109	31.6034	31.0264	31.2666	31.6034	31.8869	31.0665	34.552	32.236	24.8169	25.1355	25.2799	24.832	25.0226	25.2799	25.4884	24.8638	27.5651	25.7879	0.00011718	0.00078248	0.00053392	0.00017654	0.00095011	0.00053392	0.00010611	0.00011371	NA	0.00015133	0.69473	0.93558	1.0277	0.69885	0.91773	1.0277	1.2804	0.70651	0	0.22479	372.1621	371.3203	366.7082	371.2848	371.8878	366.7082	359.9911	370.69	233.3641	320.9346	1.6461	1.6744	1.7493	1.895	2.9457	1.7493	2.0488	1.729	13.4106	4.7922
