SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH	pH_1	pH_2	pH_3	pH_4	Carbon dioxide	Carbon dioxide_1	Carbon dioxide_2	Carbon dioxide_3	Carbon dioxide_4	"Carbon dioxide, partial pressure"	"Carbon dioxide, partial pressure_1"	"Carbon dioxide, partial pressure_2"	"Carbon dioxide, partial pressure_3"	"Carbon dioxide, partial pressure_4"	Fugacity of carbon dioxide in seawater	Fugacity of carbon dioxide in seawater_1	Fugacity of carbon dioxide in seawater_2	Fugacity of carbon dioxide in seawater_3	Fugacity of carbon dioxide in seawater_4	Bicarbonate ion	Bicarbonate ion_1	Bicarbonate ion_2	Bicarbonate ion_3	Bicarbonate ion_4	Carbonate ion	Carbonate ion_1	Carbonate ion_2	Carbonate ion_3	Carbonate ion_4	"Carbon, total"	"Carbon, total_1"	"Carbon, total_2"	"Carbon, total_3"	"Carbon, total_4"	"Alkalinity, total"	"Alkalinity, total_1"	"Alkalinity, total_2"	"Alkalinity, total_3"	"Alkalinity, total_4"	Calcite saturation state	Calcite saturation state_1	Calcite saturation state_2	Calcite saturation state_3	Calcite saturation state_4	Aragonite saturation state	Aragonite saturation state_1	Aragonite saturation state_2	Aragonite saturation state_3	Aragonite saturation state_4
TARA_R100001079	SAMEA2621151	ERS490452	TARA_072	TARA_20101005T0800Z_072_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_072_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101005T0800Z_072_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001079	tara_20101005t0810z_072_event_cast	0.4196	P00DT00H10M	1	8.06029	8.06029	8.06029	8.06029	8.06029	11.00154	11.00154	11.00154	11.00154	11.00154	391.889745	391.889745	391.889745	391.889745	391.889745	390.65649	390.65649	390.65649	390.65649	390.65649	0	0	0	0	0	0.0038	0.0038	0.0038	0.0038	0.0038	0.0018	0.0018	0.0018	0.0018	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100001039	SAMEA2621107	ERS490388	TARA_070	TARA_20100922T0637Z_070_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	785	812	0.22	TARA_070_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100922T0637Z_070_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001039	tara_20100921t0707z_070_event_cast	3.9692	P00DT04H51M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001015	SAMEA2621085	ERS490346	TARA_070	TARA_20100921T0655Z_070_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_070_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100921T0655Z_070_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001015	tara_20100921t0707z_070_event_cast	3.2513	P00DT00H10M	1	8.057761	8.057761	8.057761	8.057761	8.057761	12.878576	12.878576	12.878576	12.878576	12.878576	399.038779	399.038779	399.038779	399.038779	399.038779	397.699004	397.699004	397.699004	397.699004	397.699004	0	0	0	0	0	0.0384	0.0384	0.04	0.0416	0.0416	0.0103	0.0103	0.0103	0.0103	0.0103	0.0031	0.0031	0.0033	0.0035	0.0035	0	0	0	0	0	0.001	0.001	0.00105	0.0011	0.0011
TARA_R100000995	SAMEA2621061	ERS490320	TARA_068	TARA_20100914T1330Z_068_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	TARA_068_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100914T1330Z_068_EVENT_PUMP_DCM_(50m)_SEQ-(FeCl3)_W<0.22_R100000995	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast"	3.42	P00DT18H33M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0692	0.0692	0.0692	0.0692	0.0692	0.0183	0.0183	0.0183	0.0183	0.0183	0.0038	0.0038	0.0038	0.0038	0.0038	0.0048	0.0048	0.0048	0.0048	0.0048	0.0024	0.0024	0.0024	0.0024	0.0024
TARA_R100000988	SAMEA2621033	ERS490285	TARA_068	TARA_20100914T0655Z_068_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_068_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100914T0655Z_068_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000988	"tara_20100913t1857z_068_event_cast,tara_20100913t1708z_068_event_cast"	2.9397	P00DT11H58M	1	8.087022	8.087022	8.087022	8.087022	8.087022	12.727681	12.727681	12.727681	12.727681	12.727681	363.350186	363.350186	363.350186	363.350186	363.350186	362.087593	362.087593	362.087593	362.087593	362.087593	0	0	0	0	0	0.0265	0.0265	0.0462	0.0659	0.0659	0.0109	0.0109	0.01515	0.0194	0.0194	0.0017	0.0017	0.00255	0.0034	0.0034	0.0021	0.0021	0.0034	0.0047	0.0047	0	0	0.00155	0.0031	0.0031
TARA_R100000951	SAMEA2620991	ERS490204	TARA_067	TARA_20100907T0619Z_067_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_067_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100907T0619Z_067_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000951	tara_20100907t0635z_067_event_cast	0.97425	P00DT00H16M	1	8.025701	8.025701	8.025701	8.025701	8.025701	17.005393	17.005393	17.005393	17.005393	17.005393	425.604647	425.604647	425.604647	425.604647	425.604647	424.045046	424.045046	424.045046	424.045046	424.045046	0.2151	0.2151	0.2919	0.3687	0.3687	0.0518	0.0518	0.07385	0.0959	0.0959	1.5115	1.5115	2.1997	2.8879	2.8879	0.0331	0.0331	0.0483	0.0635	0.0635	0.1117	0.1117	0.1434	0.1751	0.1751	0.0146	0.0146	0.0288	0.043	0.043
TARA_R100000908	SAMEA2620967	ERS490180	TARA_066	TARA_20100715T1539Z_066_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	30	30	0.22	TARA_066_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100715T1539Z_066_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100000908	tara_20100715t1230z_066_event_cast	11.2044	P00DT03H09M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0242	0.0242	0.0245	0.0248	0.0248	0.025	0.025	0.0276	0.0302	0.0302	0.0273	0.0273	0.0296	0.0319	0.0319	0.0049	0.0049	0.00545	0.006	0.006	0.0142	0.0142	0.01535	0.0165	0.0165	0.0014	0.0014	0.00175	0.0021	0.0021
TARA_R100000900	SAMEA2620947	ERS490142	TARA_066	TARA_20100715T1222Z_066_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_066_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100715T1222Z_066_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000900	tara_20100715t1230z_066_event_cast	1.8748	P00DT00H04M	1	8.10696	8.10696	8.10696	8.10696	8.10696	12.73317	12.73317	12.73317	12.73317	12.73317	342.386945	342.386945	342.386945	342.386945	342.386945	341.167562	341.167562	341.167562	341.167562	341.167562	0.0244	0.0244	0.0244	0.0244	0.0244	0.0271	0.0271	0.0271	0.0271	0.0271	0.0302	0.0302	0.0302	0.0302	0.0302	0.0051	0.0051	0.0051	0.0051	0.0051	0.0139	0.0139	0.0139	0.0139	0.0139	0.0013	0.0013	0.0013	0.0013	0.0013
TARA_R100001198	SAMEA2620925	ERS490120	TARA_065	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.22	TARA_065_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100712T1106Z_065_Combined-EVENTS_CAST_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001198	tara_20100715t1230z_066_event_cast	761.6375	P03DT01H23M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001230	SAMEA2620879	ERS490053	TARA_065	TARA_20100712T0559Z_065_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_065_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100712T0559Z_065_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001230	tara_20100715t1230z_066_event_cast	760.0193	P03DT06H27M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000315	SAMEA2620852	ERS490026	TARA_064	TARA_20100708T0621Z_064_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	65	63	67	0.22	TARA_064_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100708T0621Z_064_EVENT_PUMP_DCM_(65m)_SEQ-(FeCl3)_W<0.22_R100000315	tara_20100707t0455z_064_event_cast	8.3572	P01DT01H24M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0135	0.0135	0.01725	0.021	0.021	0.0167	0.0167	0.02	0.0233	0.0233	0.0015	0.0015	0.0017	0.0019	0.0019	0.0047	0.0047	0.0047	0.0047	0.0047	0	0	0	0	0
TARA_R100000322	SAMEA2620812	ERS489943	TARA_064	TARA_20100707T0448Z_064_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_064_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100707T0448Z_064_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000322	tara_20100707t0455z_064_event_cast	0.14927	P00DT00H08M	1	8.103935	8.103935	8.103935	8.103935	8.103935	10.334428	10.334428	10.334428	10.334428	10.334428	340.035166	340.035166	340.035166	340.035166	340.035166	338.927141	338.927141	338.927141	338.927141	338.927141	0	0	0	0	0	0.0089	0.0089	0.0089	0.0089	0.0089	0.0103	0.0103	0.0103	0.0103	0.0103	0.0012	0.0012	0.0012	0.0012	0.0012	0.0034	0.0034	0.0034	0.0034	0.0034	0	0	0	0	0
TARA_R100000234	SAMEA2620588	ERS489603	TARA_052	TARA_20100517T1142Z_052_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	75	73	77	0.22	TARA_052_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100517T1142Z_052_EVENT_PUMP_DCM_(75m)_SEQ-(FeCl3)_W<0.22_R100000234	tara_20100517t0410z_052_event_cast	2.6965	P00DT07H45M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0296	0.0296	0.0296	0.0296	0.0296	0.0091	0.0091	0.0091	0.0091	0.0091	0.0057	0.0057	0.0057	0.0057	0.0057	0	0	0	0	0	0.0017	0.0017	0.0017	0.0017	0.0017
TARA_R100000406	SAMEA2620384	ERS489285	TARA_046	TARA_20100415T0201Z_046_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_046_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100415T0201Z_046_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000406	tara_20100415t0240z_046_event_cast	0.006677	P00DT00H37M	1	8.016174	8.016174	8.016174	8.016174	8.016174	10.576483	10.576483	10.576483	10.576483	10.576483	422.817683	422.817683	422.817683	422.817683	422.817683	421.566212	421.566212	421.566212	421.566212	421.566212	0.0063	0.0063	0.00675	0.0072	0.0072	0.002	0.002	0.0026	0.0032	0.0032	0.0064	0.0064	0.00815	0.0099	0.0099	0.0018	0.0018	0.00185	0.0019	0.0019	0.007	0.007	0.00725	0.0075	0.0075	6.00E-04	6.00E-04	7.00E-04	8.00E-04	8.00E-04
TARA_R100000152	SAMEA2620273	ERS489148	TARA_042	TARA_20100404T0950Z_042_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	0.22	TARA_042_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100404T0950Z_042_EVENT_PUMP_DCM_(80m)_SEQ-(FeCl3)_W<0.22_R100000152	tara_20100415t0240z_046_event_cast	744.917	P10DT16H48M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.0024	0.0048	0.0048	0.0091	0.0091	0.01365	0.0182	0.0182	0.0022	0.0022	0.0036	0.005	0.005	0.001	0.001	0.00295	0.0049	0.0049	0.0015	0.0015	0.0024	0.0033	0.0033	0	0	4.00E-04	8.00E-04	8.00E-04
TARA_R100000149	SAMEA2620256	ERS489113	TARA_042	TARA_20100404T0247Z_042_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_042_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100404T0247Z_042_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000149	tara_20100415t0240z_046_event_cast	744.8132	P10DT23H51M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	7.00E-04	7.00E-04	0.00085	0.001	0.001	8.00E-04	8.00E-04	0.00085	9.00E-04	9.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000458	SAMEA2620227	ERS489084	TARA_041	TARA_20100330T1056Z_041_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	0.22	TARA_041_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100330T1056Z_041_EVENT_PUMP_DCM_(60m)_SEQ-(FeCl3)_W<0.22_R100000458	tara_20100315t0345z_038_event_cast	770.1251	P15DT07H11M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.00665	0.0133	0.0133	0.0219	0.0219	0.0249	0.0279	0.0279	0.0089	0.0089	0.01485	0.0208	0.0208	0.0016	0.0016	0.002	0.0024	0.0024	0.0032	0.0032	0.0043	0.0054	0.0054	0	0	0.00035	7.00E-04	7.00E-04
TARA_R100000455	SAMEA2620210	ERS489059	TARA_041	TARA_20100330T0247Z_041_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_041_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100330T0247Z_041_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000455	tara_20100315t0345z_038_event_cast	763.4506	P14DT23H02M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0.00075	0.0015	0.0015	7.00E-04	7.00E-04	0.001	0.0013	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000482	SAMEA2620094	ERS488929	TARA_039	TARA_20100318T1133Z_039_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	0.22	TARA_039_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100318T1133Z_039_EVENT_PUMP_DCM_(25m)_SEQ-(FeCl3)_W<0.22_R100000482	tara_20100315t0345z_038_event_cast	214.209	P03DT07H48M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0047	0.0047	0.00925	0.0138	0.0138	0.003	0.003	0.00545	0.0079	0.0079	0	0	0.00115	0.0023	0.0023	0	0	0.00095	0.0019	0.0019	6.00E-04	6.00E-04	0.00095	0.0013	0.0013
TARA_R100000479	SAMEA2620078	ERS488892	TARA_039	TARA_20100318T0427Z_039_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_039_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100318T0427Z_039_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000479	tara_20100315t0345z_038_event_cast	229.3029	P03DT00H42M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0023	0.0023	0.0034	0.0045	0.0045	0.0027	0.0027	0.0035	0.0043	0.0043	0	0	0	0	0	0	0	0	0	0	0	0	3.00E-04	6.00E-04	6.00E-04
TARA_R100000084	SAMEA2620027	ERS488836	TARA_038	TARA_20100315T1118Z_038_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	0.22	TARA_038_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100315T1118Z_038_EVENT_PUMP_DCM_(25m)_SEQ-(FeCl3)_W<0.22_R100000084	tara_20100315t0345z_038_event_cast	2.291	P00DT07H33M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0068	0.0068	0.0068	0.0068	0.0068	0.0589	0.0589	0.0589	0.0589	0.0589	0.0262	0.0262	0.0262	0.0262	0.0262	0.0135	0.0135	0.0135	0.0135	0.0135	0.0056	0.0056	0.0056	0.0056	0.0056	0.0035	0.0035	0.0035	0.0035	0.0035
TARA_R100000081	SAMEA2620014	ERS488813	TARA_038	TARA_20100315T0335Z_038_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_038_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100315T0335Z_038_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000081	tara_20100315t0345z_038_event_cast	0.2594	P00DT00H09M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0093	0.0093	0.01315	0.017	0.017	0.0055	0.0055	0.00775	0.01	0.01	0.0022	0.0022	0.00375	0.0053	0.0053	0	0	9.00E-04	0.0018	0.0018	8.00E-04	8.00E-04	0.00115	0.0015	0.0015
TARA_R100000030	SAMEA2619962	ERS488757	TARA_036	TARA_20100312T1223Z_036_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	17	15	19	0.22	TARA_036_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100312T1223Z_036_EVENT_PUMP_DCM_(17m)_SEQ-(FeCl3)_W<0.22_R100000030	tara_20100312t0620z_036_event_cast	0.99588	P00DT06H03M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0045	0.0045	0.00705	0.0096	0.0096	0.0148	0.0148	0.02395	0.0331	0.0331	0.0184	0.0184	0.03175	0.0451	0.0451	0.0034	0.0034	0.0068	0.0102	0.0102	9.00E-04	9.00E-04	0.00365	0.0064	0.0064	0.0025	0.0025	0.0029	0.0033	0.0033
TARA_R100000028	SAMEA2619950	ERS488737	TARA_036	TARA_20100312T0606Z_036_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_036_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100312T0606Z_036_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000028	tara_20100312t0620z_036_event_cast	0.006379	P00DT00H13M	1	8.054263	8.054263	8.054263	8.054263	8.054263	10.95961	10.95961	10.95961	10.95961	10.95961	397.011643	397.011643	397.011643	397.011643	397.011643	395.772094	395.772094	395.772094	395.772094	395.772094	0	0	0.00225	0.0045	0.0045	0.0117	0.0117	0.01325	0.0148	0.0148	0.0154	0.0154	0.0169	0.0184	0.0184	0.0023	0.0023	0.00285	0.0034	0.0034	0	0	0.00045	9.00E-04	9.00E-04	0.0019	0.0019	0.0022	0.0025	0.0025
TARA_R100000008	SAMEA2619923	ERS488701	TARA_034	TARA_20100120T1150Z_034_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	60	58	62	0.22	TARA_034_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100120T1150Z_034_EVENT_PUMP_DCM_(60m)_SEQ-(FeCl3)_W<0.22_R100000008	tara_20100113t1102z_033_event_cast	444.1205	P07DT00H55M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0471	0.0471	0.0471	0.0471	0.0471	0.0312	0.0312	0.0312	0.0312	0.0312	0.0052	0.0052	0.0052	0.0052	0.0052	0.012	0.012	0.012	0.012	0.012	0.0013	0.0013	0.0013	0.0013	0.0013
TARA_R100000005	SAMEA2619903	ERS488673	TARA_034	TARA_20100120T0427Z_034_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_034_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100120T0427Z_034_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000005	tara_20100113t1102z_033_event_cast	449.4789	P06DT17H32M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0108	0.0108	0.0108	0.0108	0.0108	0.0311	0.0311	0.0311	0.0311	0.0311	0.0332	0.0332	0.0332	0.0332	0.0332	0.0037	0.0037	0.0037	0.0037	0.0037	0.0076	0.0076	0.0076	0.0076	0.0076	0.0018	0.0018	0.0018	0.0018	0.0018
TARA_A100001518	SAMEA2619854	ERS488613	TARA_032	TARA_20100111T1417Z_032_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	80	78	82	0.22	TARA_032_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100111T1417Z_032_EVENT_PUMP_DCM_(80m)_SEQ-(FeCl3)_W<0.22_A100001518	tara_20100111t0943z_032_event_cast	4.7733	P00DT04H36M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0102	0.0102	0.0102	0.0102	0.0102	0.0427	0.0427	0.0427	0.0427	0.0427	0.0082	0.0082	0.0082	0.0082	0.0082	0.0061	0.0061	0.0061	0.0061	0.0061	0.0103	0.0103	0.0103	0.0103	0.0103	0.0016	0.0016	0.0016	0.0016	0.0016
TARA_A100001516	SAMEA2619838	ERS488589	TARA_032	TARA_20100111T0721Z_032_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_032_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100111T0721Z_032_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100001516	tara_20100111t0943z_032_event_cast	3.0062	P00DT02H19M	1	7.845202	7.845202	7.845202	7.845202	7.845202	19.33961	19.33961	19.33961	19.33961	19.33961	717.154657	717.154657	717.154657	717.154657	717.154657	714.923146	714.923146	714.923146	714.923146	714.923146	0	0	0	0	0	0.0038	0.0038	0.00405	0.0043	0.0043	0.0041	0.0041	0.00435	0.0046	0.0046	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	0.00075	8.00E-04	8.00E-04
TARA_A100001392	SAMEA2619815	ERS488558	TARA_031	TARA_20100109T0715Z_031_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_031_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100109T0715Z_031_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100001392	tara_20100109t1003z_031_event_cast	3.2598	P00DT02H47M	1	8.086712	8.086712	8.086712	8.086712	8.086712	10.150114	10.150114	10.150114	10.150114	10.150114	367.833816	367.833816	367.833816	367.833816	367.833816	366.675701	366.675701	366.675701	366.675701	366.675701	0	0	0	0	0	0.0037	0.0037	0.0044	0.0051	0.0051	0.0039	0.0039	0.00475	0.0056	0.0056	0	0	0	0	0	0	0	0	0	0	7.00E-04	7.00E-04	8.00E-04	9.00E-04	9.00E-04
TARA_E500000306	SAMEA2619791	ERS488518	TARA_025	TARA_20091123T1352Z_025_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	TARA_025_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091123T1352Z_025_EVENT_PUMP_DCM_(50m)_SEQ-(FeCl3)_W<0.22_E500000306	tara_20091123t1242z_025_event_cast	1.9377	P00DT01H11M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_E500000318	SAMEA2619779	ERS488499	TARA_025	TARA_20091123T0912Z_025_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_025_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091123T0912Z_025_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_E500000318	tara_20091123t1242z_025_event_cast	2.3494	P00DT03H28M	1	8.136645	8.136645	8.136645	8.136645	8.136645	11.461316	11.461316	11.461316	11.461316	11.461316	344.759164	344.759164	344.759164	344.759164	344.759164	343.58112	343.58112	343.58112	343.58112	343.58112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
