SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration	Number of observations	pH	pH_1	pH_2	pH_3	pH_4	Carbon dioxide	Carbon dioxide_1	Carbon dioxide_2	Carbon dioxide_3	Carbon dioxide_4	"Carbon dioxide, partial pressure"	"Carbon dioxide, partial pressure_1"	"Carbon dioxide, partial pressure_2"	"Carbon dioxide, partial pressure_3"	"Carbon dioxide, partial pressure_4"	Fugacity of carbon dioxide in seawater	Fugacity of carbon dioxide in seawater_1	Fugacity of carbon dioxide in seawater_2	Fugacity of carbon dioxide in seawater_3	Fugacity of carbon dioxide in seawater_4	Bicarbonate ion	Bicarbonate ion_1	Bicarbonate ion_2	Bicarbonate ion_3	Bicarbonate ion_4	Carbonate ion	Carbonate ion_1	Carbonate ion_2	Carbonate ion_3	Carbonate ion_4	"Carbon, total"	"Carbon, total_1"	"Carbon, total_2"	"Carbon, total_3"	"Carbon, total_4"	"Alkalinity, total"	"Alkalinity, total_1"	"Alkalinity, total_2"	"Alkalinity, total_3"	"Alkalinity, total_4"	Calcite saturation state	Calcite saturation state_1	Calcite saturation state_2	Calcite saturation state_3	Calcite saturation state_4	Aragonite saturation state	Aragonite saturation state_1	Aragonite saturation state_2	Aragonite saturation state_3	Aragonite saturation state_4
TARA_R100001460	SAMEA2622190	ERS491955	TARA_102	TARA_20110421T2007Z_102_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_102_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110421T2007Z_102_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001460	tara_20110421t2019z_102_event_cast	0.72016	P00DT00H09M	1	7.905094	7.905094	7.905094	7.905094	7.905094	16.56381	16.56381	16.56381	16.56381	16.56381	585.365934	585.365934	585.365934	585.365934	585.365934	583.524493	583.524493	583.524493	583.524493	583.524493	0	0	0	0	0	0.0045	0.0045	0.00475	0.005	0.005	0.0063	0.0063	0.00655	0.0068	0.0068	0.0095	0.0095	0.0104	0.0113	0.0113	0	0	0	0	0	0.0087	0.0087	0.0105	0.0123	0.0123
TARA_R100001530	SAMEA2622166	ERS491930	TARA_100	TARA_20110416T1306Z_100_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	177	174	180	0.22	TARA_100_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110416T1306Z_100_Combined-EVENTS_CAST_DCM_(177m)_SEQ-(FeCl3)_W<0.22_R100001530	tara_20110421t2019z_102_event_cast	1468.8608	P05DT07H13M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1.00E-04	1.00E-04	1.00E-04	1.00E-04	1.00E-04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100001443	SAMEA2622142	ERS491897	TARA_100	TARA_20110415T1938Z_100_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	50	48	52	0.22	TARA_100_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110415T1938Z_100_EVENT_PUMP_DCM_(50m)_SEQ-(FeCl3)_W<0.22_R100001443	tara_20110421t2019z_102_event_cast	1467.43	P06DT00H38M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0099	0.0099	0.0099	0.0099	0.0099	0.0096	0.0096	0.0096	0.0096	0.0096	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0.002	0.002	0.002	0.002	0.002
TARA_R100001440	SAMEA2622112	ERS491851	TARA_100	TARA_20110415T1245Z_100_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_100_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110415T1245Z_100_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001440	tara_20110421t2019z_102_event_cast	1466.1157	P06DT07H31M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0049	0.0049	0.0049	0.0049	0.0049	0.0066	0.0066	0.0066	0.0066	0.0066	0.0017	0.0017	0.0017	0.0017	0.0017	0	0	0	0	0	8.00E-04	8.00E-04	8.00E-04	8.00E-04	8.00E-04
TARA_R100001244	SAMEA2621564	ERS491123	TARA_085	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	790	782	800	0.22	TARA_085_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110107T1041Z_085_Combined-EVENTS_CAST_MES_(790m)_SEQ-(FeCl3)_W<0.22_R100001244	tara_20110109t1726z_086_event_cast	320.3162	P02DT06H48M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001369	SAMEA2621528	ERS491063	TARA_085	TARA_20110106T1038Z_085_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_085_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110106T1038Z_085_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001369	tara_20110109t1726z_086_event_cast	313.0505	P03DT06H49M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0112	0.0112	0.0155	0.0198	0.0198	0.0035	0.0035	0.00375	0.004	0.004	0.0265	0.0265	0.02675	0.027	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000935	SAMEA2621502	ERS491016	TARA_084	TARA_20110103T1105Z_084_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_084_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110103T1105Z_084_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000935	tara_20110103t1117z_084_event_cast	0.43015	P00DT00H05M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000541	SAMEA2621416	ERS490900	TARA_082	TARA_20101206T1033Z_082_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_082_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101206T1033Z_082_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000541	tara_20101202t1010z_081_event_cast	538.4265	P04DT00H21M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001143	SAMEA2621300	ERS490727	TARA_078	TARA_20101105T1235Z_078_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.22	TARA_078_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101105T1235Z_078_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001143	tara_20101104t1024z_078_event_cast	1.0054	P01DT02H08M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100001163	SAMEA2621285	ERS490704	TARA_078	TARA_20101104T1816Z_078_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	120	118	122	0.22	TARA_078_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101104T1816Z_078_Combined-EVENTS_CAST_DCM_(120m)_SEQ-(FeCl3)_W<0.22_R100001163	tara_20101104t1024z_078_event_cast	2.1901	P00DT07H51M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0343	0.0343	0.0343	0.0343	0.0343	0.0064	0.0064	0.0064	0.0064	0.0064	0.002	0.002	0.002	0.002	0.002	0.0028	0.0028	0.0028	0.0028	0.0028	5.00E-04	5.00E-04	5.00E-04	5.00E-04	5.00E-04
TARA_R100001132	SAMEA2621247	ERS490648	TARA_076	TARA_20101017T0905Z_076_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.22	TARA_076_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101017T0905Z_076_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001132	tara_20101016t1009z_076_event_cast	1.9965	P00DT22H57M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000963	SAMEA2621010	ERS490245	TARA_068	TARA_20100913T1303Z_068_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	700	696	705	0.22	TARA_068_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100913T1303Z_068_Combined-EVENTS_CAST_MES_(700m)_SEQ-(FeCl3)_W<0.22_R100000963	"tara_20100913t1708z_068_event_cast,tara_20100913t1857z_068_event_cast"	3.7418	P00DT04H04M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0.0021	0.0021	0.0021	0.0021	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000306	SAMEA2620824	ERS489996	TARA_064	TARA_20100707T1217Z_064_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	998	1002	0.22	TARA_064_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100707T1217Z_064_Combined-EVENTS_CAST_MES_(1000m)_SEQ-(FeCl3)_W<0.22_R100000306	tara_20100707t0455z_064_event_cast	2.9615	P00DT07H16M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000329	SAMEA2620783	ERS489904	TARA_062	TARA_20100703T0809Z_062_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_062_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100703T0809Z_062_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000329	tara_20100629t0547z_058_event_cast	568.0233	P04DT02H23M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000278	SAMEA2620755	ERS489867	TARA_058	TARA_20100629T1500Z_058_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	66	64	68	0.22	TARA_058_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100629T1500Z_058_EVENT_PUMP_DCM_(66m)_SEQ-(FeCl3)_W<0.22_R100000278	tara_20100629t0547z_058_event_cast	29.0043	P00DT09H14M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0041	0.0041	0.0041	0.0041	0.0041	0.061	0.061	0.061	0.061	0.061	0.016	0.016	0.016	0.016	0.016	0.005	0.005	0.005	0.005	0.005	0.0045	0.0045	0.0045	0.0045	0.0045	0.0016	0.0016	0.0016	0.0016	0.0016
TARA_R100000365	SAMEA2620668	ERS489729	TARA_056	TARA_20100626T0713Z_056_EVENT_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	1000	990	1008	0.22	TARA_056_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100626T0713Z_056_EVENT_CAST_MES_(1000m)_SEQ-(FeCl3)_W<0.22_R100000365	tara_20100625t1255z_055_event_cast	144.3237	P00DT18H16M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000353	SAMEA2620663	ERS489724	TARA_056	TARA_20100626T0705Z_056_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_056_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100626T0705Z_056_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000353	tara_20100625t1255z_055_event_cast	144.6554	P00DT18H09M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000231	SAMEA2620565	ERS489552	TARA_052	TARA_20100517T0410Z_052_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_052_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100517T0410Z_052_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000231	tara_20100517t0410z_052_event_cast	0.54031	P00DT00H13M	1	7.612326	7.612326	7.612326	7.612326	7.612326	33.461945	33.461945	33.461945	33.461945	33.461945	1266.083085	1266.083085	1266.083085	1266.083085	1266.083085	1262.233779	1262.233779	1262.233779	1262.233779	1262.233779	0	0	0	0	0	0.0061	0.0061	0.0061	0.0061	0.0061	0.0022	0.0022	0.0022	0.0022	0.0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000426	SAMEA2620421	ERS489332	TARA_048	TARA_20100419T0756Z_048_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_048_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100419T0756Z_048_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000426	tara_20100415t0240z_046_event_cast	1223.6377	P04DT05H17M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	6.00E-04	6.00E-04	0.00125	0.0019	0.0019	3.00E-04	3.00E-04	7.00E-04	0.0011	0.0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000388	SAMEA2620360	ERS489257	TARA_045	TARA_20100413T0321Z_045_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_045_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100413T0321Z_045_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100000388	tara_20100415t0240z_046_event_cast	184.2038	P01DT23H17M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000501	SAMEA2620120	ERS488959	TARA_039	TARA_20100320T0817Z_039_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	270	262	280	0.22	TARA_039_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100320T0817Z_039_Combined-EVENTS_CAST_MES_(270m)_SEQ-(FeCl3)_W<0.22_R100000501	tara_20100315t0345z_038_event_cast	202.1858	P05DT04H30M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0058	0.0058	0.0058	0.0058	0.0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000093	SAMEA2620053	ERS488867	TARA_038	TARA_20100316T0614Z_038_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	340	332	350	0.22	TARA_038_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100316T0614Z_038_Combined-EVENTS_CAST_MES_(340m)_SEQ-(FeCl3)_W<0.22_R100000093	tara_20100315t0345z_038_event_cast	7.3775	P01DT02H28M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0061	0.0061	0.0061	0.0061	0.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100000049	SAMEA2619992	ERS488791	TARA_037	TARA_20100313T0507Z_037_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	600	596	605	0.22	TARA_037_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100313T0507Z_037_Combined-EVENTS_CAST_MES_(600m)_SEQ-(FeCl3)_W<0.22_R100000049	tara_20100312t0620z_036_event_cast	8.8914	P00DT10H48M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_A100001201	SAMEA2619872	ERS488636	TARA_033	TARA_20100113T0716Z_033_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_033_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20100113T0716Z_033_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_A100001201	tara_20100113t1102z_033_event_cast	20.3827	P00DT03H38M	1	7.80708	7.80708	7.80708	7.80708	7.80708	20.838036	20.838036	20.838036	20.838036	20.838036	794.898869	794.898869	794.898869	794.898869	794.898869	792.464886	792.464886	792.464886	792.464886	792.464886	0	0	0	0	0	0.0069	0.0069	0.00775	0.0086	0.0086	0.0064	0.0064	0.007	0.0076	0.0076	0.0018	0.0018	0.0019	0.002	0.002	0.0028	0.0028	0.00305	0.0033	0.0033	0.0014	0.0014	0.0016	0.0018	0.0018
TARA_X000001316	SAMEA2619625	ERS488253	TARA_011	TARA_20091004T0830Z_011_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	9	3	15	0.22	TARA_011_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20091004T0830Z_011_EVENT_PUMP_SRF_(9m)_SEQ-(FeCl3)_W<0.22_X000001316	tara_20091011t0652z_012_event_cast	457.7126	P06DT22H18M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001510	SAMEA2622357	ERS492198	TARA_109	TARA_20110512T2215Z_109_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	30	28	32	0.22	TARA_109_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T2215Z_109_EVENT_PUMP_DCM_(30m)_SEQ-(FeCl3)_W<0.22_R100001510	tara_20110512t1345z_109_event_cast	4.7915	P00DT08H36M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0127	0.015375	0.0234	0.023775	0.0239	0.0109	0.011425	0.013	0.0169	0.0182	0.0126	0.014325	0.0195	0.020775	0.0212	0	0	0	0	0	0.0088	0.0091	0.01	0.011725	0.0123
TARA_R100001509	SAMEA2622331	ERS492160	TARA_109	TARA_20110512T1400Z_109_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_109_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110512T1400Z_109_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001509	tara_20110512t1345z_109_event_cast	0.002618	P00DT00H21M	1	8.021784	8.021784	8.021784	8.021784	8.021784	10.944395	10.944395	10.944395	10.944395	10.944395	409.791925	409.791925	409.791925	409.791925	409.791925	408.543322	408.543322	408.543322	408.543322	408.543322	0	0	0	0	0	0.002	0.002	0.00275	0.0035	0.0035	0.003	0.003	0.004	0.005	0.005	0.004	0.004	0.005	0.006	0.006	0	0	0	0	0	0.0043	0.0043	0.00545	0.0066	0.0066
TARA_R100001377	SAMEA2621548	ERS491107	TARA_085	TARA_20110106T1936Z_085_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	90	80	98	0.22	TARA_085_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20110106T1936Z_085_Combined-EVENTS_CAST_DCM_(90m)_SEQ-(FeCl3)_W<0.22_R100001377	tara_20110109t1726z_086_event_cast	305.858	P02DT21H53M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100000544	SAMEA2621448	ERS490953	TARA_082	TARA_20101206T1858Z_082_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	40	38	42	0.22	TARA_082_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101206T1858Z_082_EVENT_PUMP_DCM_(40m)_SEQ-(FeCl3)_W<0.22_R100000544	tara_20101202t1010z_081_event_cast	517.1282	P04DT08H46M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_R100001224	SAMEA2621271	ERS490676	TARA_078	TARA_20101104T1015Z_078_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_078_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001224	tara_20101104t1024z_078_event_cast	0.16125	P00DT00H00M	1	8.101368	8.101368	8.101368	8.101368	8.101368	11.348365	11.348365	11.348365	11.348365	11.348365	352.602797	352.602797	352.602797	352.602797	352.602797	351.420547	351.420547	351.420547	351.420547	351.420547	0	0	0	0	0	0.0027	0.0027	0.0027	0.0027	0.0027	0.0053	0.0053	0.0054	0.0055	0.0055	0	0	0	0	0	0	0	0	0	0	3.00E-04	3.00E-04	3.00E-04	3.00E-04	3.00E-04
TARA_R100001129	SAMEA2621229	ERS490610	TARA_076	TARA_20101016T1700Z_076_Combined-EVENTS_CAST	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	150	148	152	0.22	TARA_076_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101016T1700Z_076_Combined-EVENTS_CAST_DCM_(150m)_SEQ-(FeCl3)_W<0.22_R100001129	tara_20101016t1009z_076_event_cast	18.7506	P00DT06H50M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0151	0.0151	0.01715	0.0192	0.0192	0.0023	0.0023	0.00245	0.0026	0.0026	5.00E-04	5.00E-04	6.00E-04	7.00E-04	7.00E-04	7.00E-04	7.00E-04	0.00085	0.001	0.001	0	0	0	0	0
TARA_R100001126	SAMEA2621213	ERS490557	TARA_076	TARA_20101016T0955Z_076_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	TARA_076_SRF_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101016T0955Z_076_EVENT_PUMP_SRF_(5m)_SEQ-(FeCl3)_W<0.22_R100001126	tara_20101016t1009z_076_event_cast	1.7268	P00DT00H12M	1	8.084707	8.084707	8.084707	8.084707	8.084707	10.872174	10.872174	10.872174	10.872174	10.872174	372.545678	372.545678	372.545678	372.545678	372.545678	371.349312	371.349312	371.349312	371.349312	371.349312	0	0	0	0	0	0.0016	0.0016	0.0016	0.0016	0.0016	0.0019	0.0019	0.0019	0.0019	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100001086	SAMEA2621191	ERS490522	TARA_072	TARA_20101006T0759Z_072_Combined-EVENTS_CAST	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	800	798	802	0.22	TARA_072_MES_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101006T0759Z_072_Combined-EVENTS_CAST_MES_(800m)_SEQ-(FeCl3)_W<0.22_R100001086	tara_20101005t0810z_072_event_cast	2.6747	P00DT23H47M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARA_R100001082	SAMEA2621173	ERS490494	TARA_072	TARA_20101005T1535Z_072_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	100	98	102	0.22	TARA_072_DCM_<-0.22	SEQ-(FeCl3)_W<0.22	TARA_20101005T1535Z_072_EVENT_PUMP_DCM_(100m)_SEQ-(FeCl3)_W<0.22_R100001082	tara_20101005t0810z_072_event_cast	7.3764	P00DT07H24M	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0.0261	0.034975	0.0616	0.064525	0.0655	0.0052	0.00605	0.0086	0.00875	0.0088	0.0025	0.00395	0.0083	0.0098	0.0103	0.001	0.001325	0.0023	0.002375	0.0024	0.0012	0.001375	0.0019	0.00205	0.0021
