Sample ID	Sample label (BioSample)	Sample label (BioArchive)	Sample label (ENA)	URL file	Campaign	Site label	Site number	Event	Device	Comment	URI	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Depth	TZ	Local time	Country, closest	Country, distance	BG province, closest, abbrev	BG province, closest, desc	BG province, distance	LME, closest, desc	LME, distance	Locality, site	Locality, region	URL ref	Biome	Env feature	Material	Protocol Label	Quantity	Container	Content	Size-fraction, upper thresh	Size-fraction, lower thresh	Treatment, chemicals	Treatment, storage	Temp	Sal	pH	[PO4]3-	[NO3]-	POC	[NO2]-	DOC	Plank nano/micro	PAR	Cond	PP C	OXYGEN	PON	Plank meso/macro	Bact prod C	DON	[NH4]+	Si(OH)4	Turbidity	Fluorometer	Chl a
OSD146_2014-06-21_5m_NE08					OSD-Jun-2014	OSD146	146	OSD146_20140621T0542Z	CTD/Rosette	[OBJECTIVE: OSD sampling 2014 Fram Strait, Arctic Ocean][PLATFORM: RV Polarstern][DEVICE REPORTED: CTD rosette][DESCRIPTION: water sample obtained with CTD rosette]	http://store.pangaea.de/Projects/OSD_2014/OSD146_20140621T0542Z.pdf	2014-06-21T05:42	78.453333	-2.829667	2014-06-21T06:29	78.453333	-2.829667	5	UTC+00	21-06-2014T05:42:00	SJM	295570	ARCT	Polar - Atlantic Arctic Province	0	Greenland Sea	0	Fram Strait	Greenland Sea	http://marineregions.org/gazetteer.php?p=details&id=2356	marine biome (ENVO:447)	surface water (ENVO:2042)	saline water (ENVO:2010)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	-1.6	33.2		0.85																		
OSD146_2014-06-21_5m_NPL022	SAMEA3275506	ABOKL87	ERS667520	https://www.ebi.ac.uk/ena/data/view/ERS667520	OSD-Jun-2014	OSD146	146	OSD146_20140621T0542Z	CTD/Rosette	[OBJECTIVE: OSD sampling 2014 Fram Strait, Arctic Ocean][PLATFORM: RV Polarstern][DEVICE REPORTED: CTD rosette][DESCRIPTION: water sample obtained with CTD rosette]	http://store.pangaea.de/Projects/OSD_2014/OSD146_20140621T0542Z.pdf	2014-06-21T05:42	78.453333	-2.829667	2014-06-21T06:29	78.453333	-2.829667	5	UTC+00	21-06-2014T05:42:00	SJM	295570	ARCT	Polar - Atlantic Arctic Province	0	Greenland Sea	0	Fram Strait	Greenland Sea	http://marineregions.org/gazetteer.php?p=details&id=2356	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	-1.61	33.78		0.85	5.4		0.08				26.78		358.41					3.26	3.8			
OSD147_2014-06-21_0m_NPL022	SAMEA3275505	ABOKM58	ERS667519	https://www.ebi.ac.uk/ena/data/view/ERS667519	OSD-Jun-2014	OSD147	147	OSD147_20140621T0533Z	Bucket, plastic 10-L	[OBJECTIVE: To understand the ocean water biodiversity in terms of chemically and microbiologically to explore the possibility to contribute to the blue economy through the identification of novel, ocean-derived biotechnologies.][PLATFORM: Seawater samples were collected from the location which is about 1.5-2 km away from the coast. A small boat with outboard engine used to reached to the location.][DEVICE REPORTED: 10L- Plastic bucket used to collect seawater from the surface. Multiparameter used to measure Conductivity, DO, pH and temperature.  Refractometer used to measure salinity][DESCRIPTION: surface water sample from sea off Pulmoddai, Sri Lanka]	http://store.pangaea.de/Projects/OSD_2014/OSD147_20140621T0533Z.pdf	2014-06-21T05:33	8.873739	81.077344	2014-06-21T05:55	8.873739	81.077344	0	UTC+05:30	21-06-2014T11:03:00	LKA	1103	MONS	Trades - Indian Monsoon Gyres Province	0	Bay of Bengal	0	Rajarata	Bay of Bengal	http://marineregions.org/gazetteer.php?p=details&id=4273	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	28.8	33	8.06								53.2		229.2									
OSD148_2014-06-21_0m_NPL022	SAMEA3275504	ABOKM51	ERS667518	https://www.ebi.ac.uk/ena/data/view/ERS667518	OSD-Jun-2014	OSD148	148	OSD148_20140621T0845Z	Bottle, Niskin	[OBJECTIVE: Integration of general public Coupling of Citclops data][PLATFORM: SDN:L06:31 FB Otzum][DEVICE REPORTED: Free falling water sampler (General Oceanics, Niskin sampling bottle)][DESCRIPTION: 1) discrete water sample with free falling water sampler 2) filtration of sample with vaccum pump, Sterivex filter used 3) immediate freezing at -20C]	http://store.pangaea.de/Projects/OSD_2014/OSD148_20140621T0845Z.pdf	2014-06-21T08:45	53.580926	8.148636	2014-06-21T09:00	53.580926	8.148636	0	UTC+01	21-06-2014T09:45:00	DEU	254	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Wadden Sea	North Sea	http://marineregions.org/gazetteer.php?p=details&id=2350	estuarine biome (ENVO:1000020)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	17.77	31.14									4060		9.1								6.69	
OSD149_2014-06-21_0m_NE08		ABOKM92	ERS667516	https://www.ebi.ac.uk/ena/data/view/ERS667516	OSD-Jun-2014	OSD149	149	OSD149_20140621T1440Z	Bucket, plastic	[OBJECTIVE: Participate at OSD june 2014][PLATFORM: Zodiac, carboys][DEVICE REPORTED: Acid rinsed plastic Carboys][DESCRIPTION: Coastal lagoon North]	http://store.pangaea.de/Projects/OSD_2014/OSD149_20140621T1440Z.pdf	2014-06-21T14:40	-34.616	-54.266	2014-06-21T14:50	-34.616	-54.266	0	UTC-03	21-06-2014T11:40:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	Laguna Rocha Norte	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	10.98	14.3			3.8			383.333			17.33							7.7				
OSD149_2014-06-21_0m_NPL022		ABOKN08	ERS667517	https://www.ebi.ac.uk/ena/data/view/ERS667517	OSD-Jun-2014	OSD149	149	OSD149_20140621T1440Z	Bucket, plastic	[OBJECTIVE: Participate at OSD june 2014][PLATFORM: Zodiac, carboys][DEVICE REPORTED: Acid rinsed plastic Carboys][DESCRIPTION: Coastal lagoon North]	http://store.pangaea.de/Projects/OSD_2014/OSD149_20140621T1440Z.pdf	2014-06-21T14:40	-34.616	-54.266	2014-06-21T14:50	-34.616	-54.266	0	UTC-03	21-06-2014T11:40:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	Laguna Rocha Norte	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome (ENVO:447)	lagoon (ENVO:38)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	10.98	14.3			3.8			383.333			20940							7.7				
OSD15_2014-06-21_0m_NPL022	SAMEA3275632	ABOKM93	ERS667653	https://www.ebi.ac.uk/ena/data/view/ERS667653	OSD-Jun-2014	OSD15	15	OSD15_20140621T0730Z	Bottle, Niskin	[OBJECTIVE: For sequencing microbial biodiversity in a worldwide sampling campaign for microbial biodiversity within marine surface water][PLATFORM: RV-TARA-Observatoire Oceanologique de Villefranche-Sur-Mer (OOV)][DEVICE REPORTED: Niskin bottle and CTD][DESCRIPTION: NW Mediterranea Sea-surface water sample form entreance of  Villefranche Bay]	http://store.pangaea.de/Projects/OSD_2014/OSD15_20140621T0730Z.pdf	2014-06-21T07:30	43.686111	7.31567	2014-06-21T10:30	43.686111	7.31567	0	UTC+01	21-06-2014T08:30:05	FRA	529	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Villefranche - SOMLIT	Mediterranean Sea - Western Basin	http://marineregions.org/gazetteer.php?p=details&id=4279	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	21.778	37.9702											4.84812								0.746	
OSD15_2014-06-21_50m_NPL022	SAMEA3275631	ABOKM50	ERS667652	https://www.ebi.ac.uk/ena/data/view/ERS667652	OSD-Jun-2014	OSD15	15	OSD15_20140621T0730Z	Bottle, Niskin	[OBJECTIVE: For sequencing microbial biodiversity in a worldwide sampling campaign for microbial biodiversity within marine surface water][PLATFORM: RV-TARA-Observatoire Oceanologique de Villefranche-Sur-Mer (OOV)][DEVICE REPORTED: Niskin bottle and CTD][DESCRIPTION: NW Mediterranea Sea-surface water sample form entreance of  Villefranche Bay]	http://store.pangaea.de/Projects/OSD_2014/OSD15_20140621T0730Z.pdf	2014-06-21T07:30	43.686111	7.31567	2014-06-21T10:30	43.686111	7.31567	50	UTC+01	21-06-2014T08:30:05	FRA	529	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Villefranche - SOMLIT	Mediterranean Sea - Western Basin	http://marineregions.org/gazetteer.php?p=details&id=4279	marine biome (ENVO:447)	sea water (ENVO:2149)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	16.0522	37.981											5.43573								0.0936	
OSD150_2014-06-21_0m_NE08					OSD-Jun-2014	OSD150	150	OSD150_20140621T1500Z	Bucket, plastic	[OBJECTIVE: Participation at OSD june 2014][PLATFORM: Zodiac, carboys][DEVICE REPORTED: Acid rinsed plastic Carboys][DESCRIPTION: Costal Rochas lagoon]	http://store.pangaea.de/Projects/OSD_2014/OSD150_20140621T1500Z.pdf	2014-06-21T15:00	-34.666	-54.2752	2014-06-21T15:10	-34.666	-54.2752	0	UTC-03	21-06-2014T12:00:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	Laguna Rocha Sur	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome (ENVO:447)	lagoon (ENVO:38)	coastal sea water (ENVO:2150)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	9.99	32.86																				
OSD150_2014-06-21_0m_NPL022		ABOKN05	ERS667515	https://www.ebi.ac.uk/ena/data/view/ERS667515	OSD-Jun-2014	OSD150	150	OSD150_20140621T1500Z	Bucket, plastic	[OBJECTIVE: Participation at OSD june 2014][PLATFORM: Zodiac, carboys][DEVICE REPORTED: Acid rinsed plastic Carboys][DESCRIPTION: Costal Rochas lagoon]	http://store.pangaea.de/Projects/OSD_2014/OSD150_20140621T1500Z.pdf	2014-06-21T15:00	-34.666	-54.2752	2014-06-21T15:10	-34.666	-54.2752	0	UTC-03	21-06-2014T12:00:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	Laguna Rocha Sur	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome (ENVO:447)	lagoon (ENVO:38)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	9.99	18			3.5			366.667			20.94							11.2				
OSD151_2014-06-21_0m_NE08		ABOKM75	ERS667513	https://www.ebi.ac.uk/ena/data/view/ERS667513	OSD-Jun-2014	OSD151	151	OSD151_20140621T1430Z	Bucket, plastic	[OBJECTIVE: Participation at OSD june 2014][PLATFORM: Zodiac, carboys][DEVICE REPORTED: Acid rinsed plastic Carboys][DESCRIPTION: Many particles in the water]	http://store.pangaea.de/Projects/OSD_2014/OSD151_20140621T1430Z.pdf	2014-06-21T14:30	-34.7	-54.266	2014-06-21T15:00	-34.7	-54.266	0	UTC-03	21-06-2014T11:30:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	South Atlantic Microbial Observatory	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	11.67	32.86	8.16		21.7		1.1	233.333			37.5		696.7					11.2				
OSD151_2014-06-21_0m_NPL022		ABOKM33	ERS667514	https://www.ebi.ac.uk/ena/data/view/ERS667514	OSD-Jun-2014	OSD151	151	OSD151_20140621T1430Z	Bucket, plastic	[OBJECTIVE: Participation at OSD june 2014][PLATFORM: Zodiac, carboys][DEVICE REPORTED: Acid rinsed plastic Carboys][DESCRIPTION: Many particles in the water]	http://store.pangaea.de/Projects/OSD_2014/OSD151_20140621T1430Z.pdf	2014-06-21T14:30	-34.7	-54.266	2014-06-21T15:00	-34.7	-54.266	0	UTC-03	21-06-2014T11:30:00	URY	0	BRAZ	Coastal - Brazil Current Coastal Province	0	Patagonian Shelf	0	South Atlantic Microbial Observatory	South Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1914	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	11.67	32.86	8.16		21.7		1.1	233.333			37.5		15.6					11.2				
OSD152_2014-06-20_10m_NPL022	SAMEA3275503	ABOKM09	ERS667512	https://www.ebi.ac.uk/ena/data/view/ERS667512	OSD-Jun-2014	OSD152	152	OSD152_20140620T1650Z	Bottle, Niskin	[OBJECTIVE: Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program][PLATFORM: dive vessel, Eastcom][DEVICE REPORTED: 10L Niskin][DESCRIPTION: 10m - cast 2]	http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1650Z.pdf	2014-06-20T16:50	44.6936	-63.6403	2014-06-20T16:59	44.6936	-63.6403	10	UTC-04	20-06-2014T12:50:00	CAN	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Scotian Shelf	0	Compass Buoy Station - Bedford Basin	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic epipelagic zone biome (ENVO:1000042)	natural harbor (ENVO:465)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	8.5	30.1	8.2							2	3218		294								4.2	
OSD152_2014-06-20_1m_NE08	SAMEA3275501	ABOKM82	ERS667510	https://www.ebi.ac.uk/ena/data/view/ERS667510	OSD-Jun-2014	OSD152	152	OSD152_20140620T1554Z	Bottle, Niskin 10-L	[OBJECTIVE: Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program][PLATFORM: dive vessel, Eastcom][DEVICE REPORTED: 10L Niskin][DESCRIPTION: 1m - cast 1 for eukaryotes]	http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1554Z.pdf	2014-06-20T15:54	44.6936	-63.6403	2014-06-20T15:59	44.6936	-63.6403	1	UTC-04	20-06-2014T11:54:00	CAN	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Scotian Shelf	0	Compass Buoy Station - Bedford Basin	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic epipelagic zone biome (ENVO:1000042)	natural harbor (ENVO:465)	coastal sea water (ENVO:2150)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	12.8	28.9	8.2							2.58	3437		294								2.2	
OSD152_2014-06-20_1m_NPL022	SAMEA3275500	ABOKM06	ERS667509	https://www.ebi.ac.uk/ena/data/view/ERS667509	OSD-Jun-2014	OSD152	152	OSD152_20140620T1610Z	Bottle, Niskin 10-L	[OBJECTIVE: Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program][PLATFORM: dive vessel, Eastcom][DEVICE REPORTED: 10L Niskin][DESCRIPTION: 1m - cast 2]	http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1610Z.pdf	2014-06-20T16:10	44.6936	-63.6403	2014-06-20T16:15	44.6936	-63.6403	1	UTC-04	20-06-2014T12:10:30	CAN	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Scotian Shelf	0	Compass Buoy Station - Bedford Basin	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic epipelagic zone biome (ENVO:1000042)	natural harbor (ENVO:465)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	12.8	28.9	8.2							2.58	3437		294								2.2	
OSD152_2014-06-20_5m_NPL022	SAMEA3275502	ABOKL96	ERS667511	https://www.ebi.ac.uk/ena/data/view/ERS667511	OSD-Jun-2014	OSD152	152	OSD152_20140620T1630Z	Bottle, Niskin 10-L	[OBJECTIVE: Compass Buoy Station has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program][PLATFORM: dive vessel, Eastcom][DEVICE REPORTED: 10L Niskin][DESCRIPTION: 5m - cast 2]	http://store.pangaea.de/Projects/OSD_2014/OSD152_20140620T1630Z.pdf	2014-06-20T16:30	44.6936	-63.6403	2014-06-20T16:35	44.6936	-63.6403	5	UTC-04	20-06-2014T12:30:00	CAN	0	NWCS	Coastal - NW Atlantic Shelves Province	0	Scotian Shelf	0	Compass Buoy Station - Bedford Basin	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	neritic epipelagic zone biome (ENVO:1000042)	natural harbor (ENVO:465)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	10.8	29.8	8.2							2.33	3363		304								3.5	
OSD153_2014-06-21_0m_NPL022	SAMEA3275499	ABOKL66	ERS667508	https://www.ebi.ac.uk/ena/data/view/ERS667508	OSD-Jun-2014	OSD153	153	OSD153_20140621T1015Z	Bucket, plastic 5-L	[OBJECTIVE: Comparative study of microbial diversity and function in ocean (site OSD153) versus coastal lagoon (site OSD81) waters representing unique ecosystems located in southern Portugal. These samples make part of a larger research initiative that will tackle the microbial biogeography along the Portuguese coast, extending to its oceanic archipelagos (i.e. Madeira and Azores).][PLATFORM: On Site Access][DEVICE REPORTED: 5L Plastic water Gallons, Disinfected][DESCRIPTION: Surface water from the costal Faro Island. Five samples were taken for amplicon and metagenomic Sequencing. ]	http://store.pangaea.de/Projects/OSD_2014/OSD153_20140621T1015Z.pdf	2014-06-21T10:15	36.997655	-7.981656	2014-06-21T10:35	36.997655	-7.981656	0	UTC+00	21-06-2014T10:15:00	PRT	0	CNRY	Coastal - Canary Coastal Province (EACB)	0	Iberian Coastal	0	Faro Island	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	21.1	34.4	8.15										8.83					0.3839				
OSD154_2014-06-20_1m_NPL022	SAMEA3275498	ABOKL80	ERS667507	https://www.ebi.ac.uk/ena/data/view/ERS667507	OSD-Jun-2014	OSD154	154	OSD154_20140620T1120Z	Bottle, Niskin 30-L	[OBJECTIVE: impact of global change on coastal zones and its relative importance compared with local human activities][PLATFORM: research vessel PLANULA IV][DEVICE REPORTED: 30 liters - Niskin][DESCRIPTION: surface water]	http://store.pangaea.de/Projects/OSD_2014/OSD154_20140620T1120Z.pdf	2014-06-20T11:20	44.66666	-1.16666	2014-06-20T11:40	44.66666	-1.16666	1	UTC+01	20-06-2014T12:20:00	FRA	260	NECS	Coastal - NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	24	Arcachon/Eyrac-SOMLIT	Bay of Biscay	http://marineregions.org/gazetteer.php?p=details&id=2359	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	20.7	32.4	8.05	0.04	1		0.04						231.4					1.21	4.8			1.16
OSD155_2014-06-21_12.8m_NPL022	SAMEA3275496	ABOKL53	ERS667505	https://www.ebi.ac.uk/ena/data/view/ERS667505	OSD-Jun-2014	OSD155	155	OSD155_20140621T0700Z	Bucket, plastic 5-L	[OBJECTIVE: Testing the hands OSD concept for future use with students  and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene][PLATFORM: C4 Bombard][DEVICE REPORTED: Water sample with  1 bucket a 5 L  deployed 2x at  1 m (HCL washed)][DESCRIPTION: A sheltered location at the latitude of a realtime weather station.  In total 10 liter of sweater was sampled and filtered /subsampled( Parallels)  as follows by different groups of pupils]	http://store.pangaea.de/Projects/OSD_2014/OSD155_20140621T0700Z.pdf	2014-06-21T07:00	59.81618	10.59863	2014-06-21T10:00	59.81618	10.59863	12.8	UTC+01	21-06-2014T08:00:00	NOR	1278	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Steilene Oslofjord	Skaggerak	http://marineregions.org/gazetteer.php?p=details&id=2379	marine pelagic biome (ENVO:1000023)	fjord (ENVO:39)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	18.7	30.054																				
OSD155_2014-06-21_1m_NPL022	SAMEA3275497	ABOKL52	ERS667506	https://www.ebi.ac.uk/ena/data/view/ERS667506	OSD-Jun-2014	OSD155	155	OSD155_20140621T0700Z	Bucket, plastic 5-L	[OBJECTIVE: Testing the hands OSD concept for future use with students  and pupils (KOB IIBB).Future reference and Supplementing time series at site 155 , Oslofjord, Steilene][PLATFORM: C4 Bombard][DEVICE REPORTED: Water sample with  1 bucket a 5 L  deployed 2x at  1 m (HCL washed)][DESCRIPTION: A sheltered location at the latitude of a realtime weather station.  In total 10 liter of sweater was sampled and filtered /subsampled( Parallels)  as follows by different groups of pupils]	http://store.pangaea.de/Projects/OSD_2014/OSD155_20140621T0700Z.pdf	2014-06-21T07:00	59.81618	10.59863	2014-06-21T10:00	59.81618	10.59863	1	UTC+01	21-06-2014T08:00:00	NOR	1278	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Steilene Oslofjord	Skaggerak	http://marineregions.org/gazetteer.php?p=details&id=2379	marine pelagic biome (ENVO:1000023)	fjord (ENVO:39)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	18.7	30.054																				
OSD156_2014-06-21_11.8m_NPL022	SAMEA3275495	ABOKL50	ERS667504	https://www.ebi.ac.uk/ena/data/view/ERS667504	OSD-Jun-2014	OSD156	156	OSD156_20140621T1000Z	Bottle, Niskin 5-L	[OBJECTIVE: Testing the hands OSD concept for future use with students  and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour  possibly status of pops and microplastics Note Due too unforeseen  logistics Kavringen was selected instead of Hvaler coral site .][PLATFORM: OSF][DEVICE REPORTED: 1 bucket a 5 L  deployed x at  1 m][DESCRIPTION: OSD156_n_1m 4.5 Liters sampled  Other paremeters will be available The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected  Total Volume 4.5 filtered in smaller volumes 6 filters used labelled   OSD_156_1_m1  OSD_156_2_m1  OSD_156_3_m1  OSD_156_4_m1  OSD_156_5_m1  OSD_156_6_m1 All filtering was done by syringe and hand ]	http://store.pangaea.de/Projects/OSD_2014/OSD156_20140621T1000Z.pdf	2014-06-21T10:00	59.89961	10.71999	2014-06-21T12:00	59.89961	10.71999	11.8	UTC+01	21-06-2014T11:00:00	NOR	769	NECS	Coastal - NE Atlantic Shelves Province	0.00402682	North Sea	189	KAVRINGEN ligthouse	Skaggerak	http://marineregions.org/gazetteer.php?p=details&id=2379	marine pelagic biome (ENVO:1000023)	fjord (ENVO:39)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	17.8	30.054																				
OSD156_2014-06-21_1m_NPL022	SAMEA3275494	ABOKL51	ERS667503	https://www.ebi.ac.uk/ena/data/view/ERS667503	OSD-Jun-2014	OSD156	156	OSD156_20140621T1000Z	Bottle, Niskin 5-L	[OBJECTIVE: Testing the hands OSD concept for future use with students  and pupils (KOB IIBBTOXmicroplasticsMonitor).Future reference and Supplementing time series at site 156 Kavringen/innerharbour  possibly status of pops and microplastics Note Due too unforeseen  logistics Kavringen was selected instead of Hvaler coral site .][PLATFORM: OSF][DEVICE REPORTED: 1 bucket a 5 L  deployed x at  1 m][DESCRIPTION: OSD156_n_1m 4.5 Liters sampled  Other paremeters will be available The site is in the middle of the fjord and there is high frequence of larger ships passing and deep turbulence /is to be expected  Total Volume 4.5 filtered in smaller volumes 6 filters used labelled   OSD_156_1_m1  OSD_156_2_m1  OSD_156_3_m1  OSD_156_4_m1  OSD_156_5_m1  OSD_156_6_m1 All filtering was done by syringe and hand ]	http://store.pangaea.de/Projects/OSD_2014/OSD156_20140621T1000Z.pdf	2014-06-21T10:00	59.89961	10.71999	2014-06-21T12:00	59.89961	10.71999	1	UTC+01	21-06-2014T11:00:00	NOR	769	NECS	Coastal - NE Atlantic Shelves Province	0.00402682	North Sea	189	KAVRINGEN ligthouse	Skaggerak	http://marineregions.org/gazetteer.php?p=details&id=2379	marine pelagic biome (ENVO:1000023)	fjord (ENVO:39)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	17.8	30.054																				
OSD157_2014-06-20_1m_NPL022	SAMEA3275493	ABOKL49	ERS667502	https://www.ebi.ac.uk/ena/data/view/ERS667502	OSD-Jun-2014	OSD157	157	OSD157_20140620T0900Z	Bottle, Niskin 20-L	[OBJECTIVE: Testing the hands OSD concept for future use with students  and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2][PLATFORM: Trygve Braarud][DEVICE REPORTED: Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m][DESCRIPTION: Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were   kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m ]	http://store.pangaea.de/Projects/OSD_2014/OSD157_20140620T0900Z.pdf	2014-06-20T09:00	59.622	10.6282	2014-06-20T11:30	59.622	10.6282	1	UTC+01	20-06-2014T10:00:00	NOR	469	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Drobak, Oslofjorden (ELLEIm2)	Skaggerak	http://marineregions.org/gazetteer.php?p=details&id=2379	marine pelagic biome (ENVO:1000023)	fjord (ENVO:39)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	18	26.115																				
OSD157_2014-06-20_80m_NPL022	SAMEA3275492	ABOKL48	ERS667501	https://www.ebi.ac.uk/ena/data/view/ERS667501	OSD-Jun-2014	OSD157	157	OSD157_20140620T0900Z	Bottle, Niskin 20-L	[OBJECTIVE: Testing the hands OSD concept for future use with students  and pupils (KOB III).Future reference and Supplementing time series at site 157 ELLEIm2][PLATFORM: Trygve Braarud][DEVICE REPORTED: Niskin 1 bottle 20 l (80 m) and 2 x 10 l 1 m][DESCRIPTION: Gloves were used in all handling steps. All 3 volumes were kept cool/dark on board until 12:30 UTC . Transport to lab was 30 minutes by car. SubVolumes were   kept at 4 C in the dark until filtration in paralell for both 1 m and 80 m ]	http://store.pangaea.de/Projects/OSD_2014/OSD157_20140620T0900Z.pdf	2014-06-20T09:00	59.622	10.6282	2014-06-20T11:30	59.622	10.6282	80	UTC+01	20-06-2014T10:00:00	NOR	469	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Drobak, Oslofjorden (ELLEIm2)	Skaggerak	http://marineregions.org/gazetteer.php?p=details&id=2379	marine pelagic biome (ENVO:1000023)	fjord (ENVO:39)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	11.5	34.7																				
