Sample ID	Sample label (BioSample)	Sample label (BioArchive)	Sample label (ENA)	URL file	Campaign	Site label	Site number	Event	Device	Comment	URI	Date/Time	Latitude	Longitude	Date/Time 2	Latitude 2	Longitude 2	Depth	TZ	Local time	Country, closest	Country, distance	BG province, closest, abbrev	BG province, closest, desc	BG province, distance	LME, closest, desc	LME, distance	Locality, site	Locality, region	URL ref	Biome	Env feature	Material	Protocol Label	Quantity	Container	Content	Size-fraction, upper thresh	Size-fraction, lower thresh	Treatment, chemicals	Treatment, storage	Temp	Sal	pH	[PO4]3-	[NO3]-	POC	[NO2]-	DOC	Plank nano/micro	PAR	Cond	PP C	OXYGEN	PON	Plank meso/macro	Bact prod C	DON	[NH4]+	Si(OH)4	Turbidity	Fluorometer	Chl a
OSD186_2014-06-21_2.4m_NPL022	SAMEA3275469	ABOKL60	ERS667478	https://www.ebi.ac.uk/ena/data/view/ERS667478	OSD-Jun-2014	OSD186	186	OSD186_20140621T1704Z	Bottle, Kemmerer	[OBJECTIVE: Participation in OSD][PLATFORM: Dock][DEVICE REPORTED: 5L-Kimmerer, YSI85][DESCRIPTION: collected with Kimmer below surface of water (total depth at site 2.4m)]	http://store.pangaea.de/Projects/OSD_2014/OSD186_20140621T1704Z.pdf	2014-06-21T17:04	38.885507	-76.5416	2014-06-21T17:21	38.885507	-76.5416	2.4	UTC-05	21-06-2014T12:04:00	USA	456	NWCS	Coastal - NW Atlantic Shelves Province	0.035146239	Northeast U.S. Continental Shelf	212	SERC Rhode River Maryland	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	freshwater river biome (ENVO:1000253)	brackish estuary (ENVO:2137)	brackish water (ENVO:2019)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	26.8	7.2											6.2								37.6	
OSD188_2014-06-24_0m_NPL022	SAMEA3275468		ERS667477	https://www.ebi.ac.uk/ena/data/view/ERS667477	OSD-Jun-2014	OSD188	188	OSD188_20140624T2148Z	Bottle, Niskin 10-L	[OBJECTIVE: IMOS National Reference Stations - OSD][PLATFORM: Research vessel, Linnaeus][DEVICE REPORTED: 10 L Niskin][DESCRIPTION: marine surface water]		2014-06-24T21:48	-32	115.4167	2014-06-24T22:24	-32	115.4167	0	UTC+08	24-06-2014T05:48:00	AUS	3972	AUSW	Coastal - Australia-Indonesia Coastal Province	0	West Central Australian Shelf	0	Rottnest Island	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	21.7963	35.152		0.1	0.1						49.946		218.21158					0.08	1.7		0.4	
OSD189_2014-06-24_0m_NPL022	SAMEA3275467		ERS667476	https://www.ebi.ac.uk/ena/data/view/ERS667476	OSD-Jun-2014	OSD189	189	OSD189_20140624T1605Z	Bottle, Niskin 10-L	[OBJECTIVE: IMOS NAtional Reference Stations - OSD][PLATFORM: Research vessel, Apollo][DEVICE REPORTED: 10 L Niskin][DESCRIPTION: marine surface water]		2014-06-24T16:05	-19.305	147.622	2014-06-24T19:15	-19.305	147.622	0	UTC+10	24-06-2014T02:05:00	AUS	19044	AUSE	Coastal - East Australian Coastal Province	0	Northeast Australian Shelf	0	Yongala	Coral Sea	http://marineregions.org/gazetteer.php?p=details&id=4364	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	23.6203	35.2968		0.0539	0.102						51.96143		183.8763					0.171	0.4009		0.0481	
OSD19_2014-06-23_2m_NPL022	SAMEA3275628		ERS667649	https://www.ebi.ac.uk/ena/data/view/ERS667649	OSD-Jun-2014	OSD19	19	OSD19_20140623T0730Z	Bottle, Ruttner	[OBJECTIVE: Not provided][PLATFORM: RV Security Ship][DEVICE REPORTED: Ruttner Water Sampler][DESCRIPTION: Surface water from site the Wall Famagusta.]	http://store.pangaea.de/Projects/OSD_2014/OSD19_20140623T0730Z.pdf	2014-06-23T07:30	35	33	2014-06-23T08:00	35	33	2	UTC+02	23-06-2014T09:30:00	CYP	0	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0.199135542			Famagusta			marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	29	39.1																				
OSD190_2014-07-13_0m_NPL022	SAMEA3275466		ERS667475	https://www.ebi.ac.uk/ena/data/view/ERS667475	OSD-Jun-2014	OSD190	190	OSD190_20140713T0722Z	Bucket, plastic 10-L	[OBJECTIVE: IMOS National Reference Stations - OSD][PLATFORM: Research vessel, Ngerin][DEVICE REPORTED: 10 L bucket][DESCRIPTION: marine surface water]		2014-07-13T07:22	-35.8372	136.4413	2014-07-13T07:40	-35.8372	136.4413	0	UTC+09:30	13-07-2014T16:52:00	AUS	9284	SSTC	Westerlies - S. Subtropical Convergence Province	0	South West Australian Shelf	0	Kangaroo Island	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	15.9433	35.7899		0.123	0.5383						44.73163		176.197079						0.425			
OSD191_2014-07-02_0m_NPL022	SAMEA3275465		ERS667474	https://www.ebi.ac.uk/ena/data/view/ERS667474	OSD-Jun-2014	OSD191	191	OSD191_20140702T1433Z	Bottle, Niskin 10-L	[OBJECTIVE: IMOS National Reference Stations - OSD][PLATFORM: Research vessel, Westpac Rescue 1][DEVICE REPORTED: 10 L Niskin][DESCRIPTION: surface marine water for filtering]		2014-07-02T14:33	-12.3382	130.6952	2014-07-02T14:55	-12.3382	130.6952	0	UTC+09:30	02-07-2014T00:03:00	AUS	7489	SUND	Coastal - Sunda-Arafura Shelves Province	0	North Australian Shelf	0	Darwin	Timor Sea	http://marineregions.org/gazetteer.php?p=details&id=4344	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	24.76	34.19	8.03	0.3583	0.2596						51.96							0.0949	5.1682			
OSD2_2014-06-20_0m_NPL022	SAMEA3275645	ABOKL97	ERS667667	https://www.ebi.ac.uk/ena/data/view/ERS667667	OSD-Jun-2014	OSD2	2	OSD2_20140620T1126Z	Bottle, Niskin 5-L	[OBJECTIVE: Our [OBJECTIVE is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.][PLATFORM: RV Neomysis][DEVICE REPORTED: 5L Niskin bottle][DESCRIPTION: clear water]	http://store.pangaea.de/Projects/OSD_2014/OSD2_20140620T1126Z.pdf	2014-06-20T11:26	48.7778	-3.9375	2014-06-20T11:45	48.7778	-3.9375	0	UTC+01	20-06-2014T12:26:00	FRA	5401	NECS	Coastal - NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	0	Roscoff - SOMLIT	English Channel	http://marineregions.org/gazetteer.php?p=details&id=2389	neritic epipelagic zone biome (ENVO:1000042)	coastal water body (ENVO:2000049)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	14.38	35.128	8.02	0.1	1.3	112.2	0.11			1362			282.7	14.3				0.58	0.9			1.22
OSD2_2014-06-20_1m_NE08					OSD-Jun-2014	OSD2	2	OSD2_20140620T1126Z	Bottle, Niskin 5-L	[OBJECTIVE: Our [OBJECTIVE is to contribute to the OSD dataset on marine microbial diversity and functions and possibly its analysis. We are particularly interested by the structure and fucntions of prokaryotic and eukaryotic communities and their in situ interactions.][PLATFORM: RV Neomysis][DEVICE REPORTED: 5L Niskin bottle][DESCRIPTION: clear water]	http://store.pangaea.de/Projects/OSD_2014/OSD2_20140620T1126Z.pdf	2014-06-20T11:26	48.7778	-3.9375	2014-06-20T11:45	48.7778	-3.9375	1	UTC+01	20-06-2014T12:26:00	FRA	5399	NECS	Coastal - NE Atlantic Shelves Province	0	Celtic-Biscay Shelf	0	Roscoff - SOMLIT	English Channel	http://marineregions.org/gazetteer.php?p=details&id=2389	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	14.38	35.128	8.02	0.1																		
OSD20_2014-06-20_0m_NPL022	SAMEA3275626	ABOKM41	ERS667647	https://www.ebi.ac.uk/ena/data/view/ERS667647	OSD-Jun-2014	OSD20	20	OSD20_20140620T1030Z	Bucket, plastic	[OBJECTIVE: Microbial diversity][PLATFORM: Small research vessel][DEVICE REPORTED: bucket][DESCRIPTION: Samples were filtered onboard]	http://store.pangaea.de/Projects/OSD_2014/OSD20_20140620T1030Z.pdf	2014-06-20T10:30	64.208333	-22.015	2014-06-20T10:50	64.208333	-22.015	0	UTC+00	20-06-2014T10:30:00	ISL	5090	SARC	Polar - Atlantic Subarctic Province	0	Iceland Shelf and Sea	0	Faxafloi	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	11	31.2																				
OSD20_2014-06-20_20m_NPL022	SAMEA3275627	ABOKN09	ERS667648	https://www.ebi.ac.uk/ena/data/view/ERS667648	OSD-Jun-2014	OSD20	20	OSD20_20140620T1030Z	Bucket, plastic	[OBJECTIVE: Microbial diversity][PLATFORM: Small research vessel][DEVICE REPORTED: bucket][DESCRIPTION: Samples were filtered onboard]	http://store.pangaea.de/Projects/OSD_2014/OSD20_20140620T1030Z.pdf	2014-06-20T10:30	64.208333	-22.015	2014-06-20T10:50	64.208333	-22.015	20	UTC+00	20-06-2014T10:30:00	ISL	5090	SARC	Polar - Atlantic Subarctic Province	0	Iceland Shelf and Sea	0	Faxafloi	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	11	31.2																				
OSD21_2014-06-21_0m_NPL022		ABOKL42	ERS667646	https://www.ebi.ac.uk/ena/data/view/ERS667646	OSD-Jun-2014	OSD21	21	OSD21_20140621T1055Z	Bottle, Niskin	[OBJECTIVE: Monthly monitoring][PLATFORM: Burin][DEVICE REPORTED: Niskin][DESCRIPTION: Seawater ]		2014-06-21T10:55	45.08	13.61	2014-06-21T11:05	45.08	13.61	0	UTC+01	21-06-2014T11:55:00	HRV	1559	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Croatia	Adriatic Sea	http://marineregions.org/gazetteer.php?p=details&id=3314	mediterranean sea biome (ENVO:1000047)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	19.5	37.1																				
OSD22_2014-06-23_1m_NE08					OSD-Jun-2014	OSD22	22	OSD22_20140623T0800Z	Bottle, Niskin	[OBJECTIVE: Solemio station (SOMLIT site)][PLATFORM: NO ANTEDON II][DEVICE REPORTED: CTD rosette + 2 Niskin bottles][DESCRIPTION: 1st Niskin (18L) for Sterivex filtration.]	http://store.pangaea.de/Projects/OSD_2014/OSD22_20140623T0800Z.pdf	2014-06-23T06:01	43.22639	5.1746	2014-06-23T13:30	43.22639	5.1746	1	UTC+01	23-06-2014T07:01:00	FRA	10195	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Marseille Solemio SOMLIT	Mediterranean Sea - Western Basin	http://marineregions.org/gazetteer.php?p=details&id=4279	marine biome (ENVO:447)	surface water (ENVO:2042)	saline water (ENVO:2010)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	21.9952	38.0871		0.16																		
OSD22_2014-06-23_1m_NPL022	SAMEA3275625	ABOKL65	ERS667645	https://www.ebi.ac.uk/ena/data/view/ERS667645	OSD-Jun-2014	OSD22	22	OSD22_20140623T0800Z	Bottle, Niskin	[OBJECTIVE: Solemio station (SOMLIT site)][PLATFORM: NO ANTEDON II][DEVICE REPORTED: CTD rosette + 2 Niskin bottles][DESCRIPTION: 1st Niskin (18L) for Sterivex filtration.]	http://store.pangaea.de/Projects/OSD_2014/OSD22_20140623T0800Z.pdf	2014-06-23T06:01	43.22639	5.1746	2014-06-23T13:30	43.22639	5.1746	1	UTC+01	23-06-2014T09:00:00	FRA	10195	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Marseille Solemio SOMLIT	Mediterranean Sea - Western Basin	http://marineregions.org/gazetteer.php?p=details&id=4279	mediterranean sea biome (ENVO:1000047)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	21.9952	38.0871		0.16	0.026		0			1335.2	53.85		4.941					0.025	1.729	2.436		2.8
OSD24_2014-06-21_0m_NPL022	SAMEA3275624	ABOKM32	ERS667644	https://www.ebi.ac.uk/ena/data/view/ERS667644	OSD-Jun-2014	OSD24	24	OSD24_20140621T1230Z	Bottle, unknown 5-L	[OBJECTIVE: Exploring biodiversity][PLATFORM: Ship MarchicaMed][DEVICE REPORTED: Bottle 5L][DESCRIPTION: water sample]	http://store.pangaea.de/Projects/OSD_2014/OSD24_20140621T1230Z.pdf	2014-06-21T12:30	35.1927	-2.88005	2014-06-21T14:00	35.1927	-2.88005	0	UTC+00	21-06-2014T12:30:00	MAR	2362	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Marchica	Alboran Sea	http://marineregions.org/gazetteer.php?p=details&id=3324	mediterranean sea biome (ENVO:1000047)	brackish estuary (ENVO:2137)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	26.5	36	7.89	0.25	12.5		0.2	1150			52.03		7.78							3.62		
OSD25_2014-06-21_0m_NPL022	SAMEA3275623	ABOKM23	ERS667643	https://www.ebi.ac.uk/ena/data/view/ERS667643	OSD-Jun-2014	OSD25	25	OSD25_20140621T0900Z	Bottle, unknown 5-L	[OBJECTIVE: Exploring biodiversity][PLATFORM: ship][DEVICE REPORTED: bottle 5L][DESCRIPTION: water samples]	http://store.pangaea.de/Projects/OSD_2014/OSD25_20140621T0900Z.pdf	2014-06-21T09:00	35.086353	-2.214658	2014-06-21T10:00	35.086353	-2.214658	0	UTC+01	21-06-2014T10:00:00	MAR	0	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0	Mediterranean Sea	0	Saidia Rocher	Alboran Sea	http://marineregions.org/gazetteer.php?p=details&id=3324	mediterranean sea biome (ENVO:1000047)	surface water (ENVO:2042)	coastal sea water (ENVO:2150)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	23.1	30	8.03	0.16	0.67	243	0.01	475			51.1		7									0.18
OSD26_2014-06-21_0m_NPL022	SAMEA3275622	ABOKM48	ERS667642	https://www.ebi.ac.uk/ena/data/view/ERS667642	OSD-Jun-2014	OSD26	26	OSD26_20140621T1245Z	Bottle, unknown 5-L	[OBJECTIVE: Exploring biodiversity][PLATFORM: Ship][DEVICE REPORTED: Bottle 5L][DESCRIPTION: water sample]	http://store.pangaea.de/Projects/OSD_2014/OSD26_20140621T1245Z.pdf	2014-06-21T12:45	35.82	-5.75	2014-06-21T15:00	35.82	-5.75	0	UTC+00	21-06-2014T12:45:00	MAR	216	CNRY	Coastal - Canary Coastal Province (EACB)	0	Canary Current	0	Tangier	Strait of Gibraltar	http://marineregions.org/gazetteer.php?p=details&id=3346	mediterranean sea biome (ENVO:1000047)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	28	34.19	7.69								49.7											
OSD28_2014-06-21_0.2m_NPL022	SAMEA3275621	ABOKM37	ERS667641	https://www.ebi.ac.uk/ena/data/view/ERS667641	OSD-Jun-2014	OSD28	28	OSD28_20140621T0415Z	Bucket, plastic	[OBJECTIVE: Sample microbial diversity][PLATFORM: wading, on foot][DEVICE REPORTED: acid-washed bucket][DESCRIPTION: Surface water from back reef environment in close proximity to mesoamerican reef crest.]	http://store.pangaea.de/Projects/OSD_2014/OSD28_20140621T0415Z.pdf	2014-06-21T04:15	16.802575	88.08165	2014-06-21T04:20	16.802575	88.08165	0.2	UTC+06	21-06-2014T10:15:00	IND	392876	MONS	Trades - Indian Monsoon Gyres Province	0	Bay of Bengal	0	Belize	Bay of Bengal	http://marineregions.org/gazetteer.php?p=details&id=4273	marine reef biome (ENVO:1000029)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	29.5	35																				
OSD29_2014-06-21_0.2m_NPL022	SAMEA3275620	ABOKM97	ERS667640	https://www.ebi.ac.uk/ena/data/view/ERS667640	OSD-Jun-2014	OSD29	29	OSD29_20140621T1500Z	Bucket, plastic	[OBJECTIVE: sample microbial diversity][PLATFORM: research vessel][DEVICE REPORTED: acid-washed buckets][DESCRIPTION: Sample taken outside the Fort Pierce Inlet on the Atlantic ocean, in about 25  of water.]	http://store.pangaea.de/Projects/OSD_2014/OSD29_20140621T1500Z.pdf	2014-06-21T15:00	27.4694	-80.283366	2014-06-21T15:15	27.4694	-80.283366	0.2	UTC-05	21-06-2014T10:00:00	USA	524	NWCS	Coastal - NW Atlantic Shelves Province	0	Southeast U.S. Continental Shelf	0	Florida	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	26.9	35.7											5.6									
OSD3_2014-06-20_0m_NE08	SAMEA3275644	ABOKM96	ERS667666	https://www.ebi.ac.uk/ena/data/view/ERS667666	OSD-Jun-2014	OSD3	3	OSD3_20140620T0540Z	Bucket, plastic 10-L	[OBJECTIVE: OSD2014 at Helgoland][PLATFORM: Aade][DEVICE REPORTED: 10L Bucket][DESCRIPTION: surface water sampling]	http://store.pangaea.de/Projects/OSD_2014/OSD3_20140620T0540Z.pdf	2014-06-20T05:40	54.18194	7.9	2014-06-20T06:00	54.18194	7.9	0	UTC+01	20-06-2014T06:40:00	DEU	0	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Helgoland	North Sea	http://marineregions.org/gazetteer.php?p=details&id=2350	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	14	32.591	8.11	0.1	2.86		0.12											0.93	3.37			
OSD3_2014-06-20_0m_NPL022	SAMEA3275643	ABOKL44	ERS667665	https://www.ebi.ac.uk/ena/data/view/ERS667665	OSD-Jun-2014	OSD3	3	OSD3_20140620T0540Z	Bucket, plastic 10-L	[OBJECTIVE: OSD2014 at Helgoland][PLATFORM: Aade][DEVICE REPORTED: 10L Bucket][DESCRIPTION: surface water sampling]	http://store.pangaea.de/Projects/OSD_2014/OSD3_20140620T0540Z.pdf	2014-06-20T05:40	54.18194	7.9	2014-06-20T06:00	54.18194	7.9	0	UTC+01	20-06-2014T06:40:00	DEU	0	NECS	Coastal - NE Atlantic Shelves Province	0	North Sea	0	Helgoland	North Sea	http://marineregions.org/gazetteer.php?p=details&id=2350	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	14	32.591	8.11	0.1	2.86		0.12											0.93	3.37			
OSD30_2014-06-20_2m_NE08		ABOKM77	ERS667639	https://www.ebi.ac.uk/ena/data/view/ERS667639	OSD-Jun-2014	OSD30	30	OSD30_20140620T0815Z	LIMNOS water sampler	[OBJECTIVE: The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data][PLATFORM: small motor boat][DEVICE REPORTED: LIMNOS water sampler][DESCRIPTION: coastal water taken from a deep furrow stretching into the open Baltic]	http://store.pangaea.de/Projects/OSD_2014/OSD30_20140620T0815Z.pdf	2014-06-20T08:15	59.8822	23.2538	2014-06-20T09:15	59.8822	23.2538	2	UTC+02	20-06-2014T10:15:00	FIN	1297	NECS	Coastal - NE Atlantic Shelves Province	0.030004357	Baltic Sea	0	Tvaerminne	Gulf of Finland	http://marineregions.org/gazetteer.php?p=details&id=2407	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NE08	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	10.5	5.63	7.85	0.2							7.203		10.46						8.1			
OSD30_2014-06-20_2m_NPL022		ABOKL95	ERS667638	https://www.ebi.ac.uk/ena/data/view/ERS667638	OSD-Jun-2014	OSD30	30	OSD30_20140620T0815Z	LIMNOS water sampler	[OBJECTIVE: The sampling site is situated in the northern Baltic Sea, and represents a marginal (enclosed, seasonally ice covered) and ecologically extreme (permanently low salinities) marine environment. It will be interesting to see this reflected in the community and metagenomic data][PLATFORM: small motor boat][DEVICE REPORTED: LIMNOS water sampler][DESCRIPTION: coastal water taken from a deep furrow stretching into the open Baltic]	http://store.pangaea.de/Projects/OSD_2014/OSD30_20140620T0815Z.pdf	2014-06-20T08:15	59.8822	23.2538	2014-06-20T09:15	59.8822	23.2538	2	UTC+02	20-06-2014T10:15:00	FIN	1297	NECS	Coastal - NE Atlantic Shelves Province	0.030004357	Baltic Sea	0	Tvaerminne	Gulf of Finland	http://marineregions.org/gazetteer.php?p=details&id=2407	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	10.5	5.63	7.85	0.2							7.203		10.46						8.1			
OSD31_2014-06-12_1m_NPL022	SAMEA3275619		ERS667637	https://www.ebi.ac.uk/ena/data/view/ERS667637	OSD-Jun-2014	OSD31	31	OSD31_20140612T1120Z	Bucket, plastic	[OBJECTIVE: IMOS National Reference Stations - OSD][PLATFORM: Research vessel, Zelda Faith][DEVICE REPORTED: 10 L bucket][DESCRIPTION: marine surface water]		2014-06-12T11:20	-34.0833	151.25	2014-06-12T12:36	-34.0833	151.25	1	UTC+10	12-06-2014T21:20:00	AUS	5514	AUSE	Coastal - East Australian Coastal Province	0	East Central Australian Shelf	0	Port Hacking	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	20.1183	35.4964		0.1206	0.2451						48.64563		235.999487					0.033	0.3693		3.6457	
OSD32_2014-06-23_1m_NPL022	SAMEA3275618		ERS667636	https://www.ebi.ac.uk/ena/data/view/ERS667636	OSD-Jun-2014	OSD32	32	OSD32_20140623T1520Z	Bottle, Niskin 10-L	[OBJECTIVE: IMOS National Reference Stations - OSD][PLATFORM: Research vessel, Scylla][DEVICE REPORTED: 10 L Niskin][DESCRIPTION: marine surface water]		2014-06-23T15:20	-27.342	153.5622	2014-06-23T15:30	-27.2	153.3373	1	UTC+10	23-06-2014T01:20:00	AUS	9573	AUSE	Coastal - East Australian Coastal Province	0	East Central Australian Shelf	0	North Stradbroke	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	23.4	35.391		0.0693	0.0665						51.91549							0.048	0.2857		0.1933	
OSD33_2014-06-19_1m_NPL022	SAMEA3275617		ERS667635	https://www.ebi.ac.uk/ena/data/view/ERS667635	OSD-Jun-2014	OSD33	33	OSD33_20140619T1535Z	Bottle, Niskin 5-L	[OBJECTIVE: IMOS National Reference Stations - OSD][PLATFORM: Research vessel, South Cape][DEVICE REPORTED: 5 L Niskin][DESCRIPTION: marine surface water]		2014-06-19T15:35	-42.5966	148.2333	2014-06-19T15:45	-42.5966	148.2333	1	UTC+10	19-06-2014T01:35:00	AUS	8358	SSTC	Westerlies - S. Subtropical Convergence Province	0	Southeast Australian Shelf	0	Maria Island	South Pacific Ocean	http://marineregions.org/gazetteer.php?p=details&id=1910	marine pelagic biome (ENVO:1000023)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	13.9045	35.3598		0.3081	3.0343						42.29881		250.271724					0.0214	0.6984		0.1442	
OSD34_2014-06-21_0m_NPL022	SAMEA3275616	ABOKM65	ERS667634	https://www.ebi.ac.uk/ena/data/view/ERS667634	OSD-Jun-2014	OSD34	34	OSD34_20140621T0930Z	Bucket, plastic 5-L	[OBJECTIVE: The overall [OBJECTIVE is a description of the microbial diversity of multiple points of world oceans at a synchronized and single point of time.][PLATFORM: 500 m of shore of the Mediterranean Sea][DEVICE REPORTED: 5 Liter plastic jug][DESCRIPTION: sea water]	http://store.pangaea.de/Projects/OSD_2014/OSD34_20140621T0930Z.pdf	2014-06-21T09:30	31.21667	29.96667	2014-06-21T10:30	31.21667	29.96667	0	UTC+02	21-06-2014T11:30:00	EGY	0	MEDI	Westerlies - Mediterranean Sea, Black Sea Province	0.02761204	Mediterranean Sea	2782	Alexandria	Mediterranean Sea - Eastern Basin	http://marineregions.org/gazetteer.php?p=details&id=4280	marine biome (ENVO:447)	surface water (ENVO:2042)	sea water (ENVO:2149)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	27	36	8.01								57.4											
OSD35_2014-06-21_1m_NPL022	SAMEA3275615	ABOKM98	ERS667633	https://www.ebi.ac.uk/ena/data/view/ERS667633	OSD-Jun-2014	OSD35	35	OSD35_20140621T1701Z	Bucket, plastic	[OBJECTIVE: OSD Main Event Sampling][PLATFORM: Oxford Lab Pier][DEVICE REPORTED: YSI 6600 v2 datasonde][DESCRIPTION: Water sample collected via bucket, 6 filters sub-sampled]	http://store.pangaea.de/Projects/OSD_2014/OSD35_20140621T1701Z.pdf	2014-06-21T17:01	38.6792	-76.1742	2014-06-21T18:30	38.6792	-76.1742	1	UTC-05	21-06-2014T12:01:00	USA	0	NWCS	Coastal - NW Atlantic Shelves Province	0.004308465	Northeast U.S. Continental Shelf	0	Cheasapeake Bay	North Atlantic Ocean	http://marineregions.org/gazetteer.php?p=details&id=1912	marine biome (ENVO:447)	surface water (ENVO:2042)	estuarine water (ENVO:1000301)	NPL022	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	26.32	8.97	7.98								15.41		260.37							9		
