SampleID_Tara	SampleID_NCBI	SampleID_SRA	Station label	Event label	Environmental feature	"Depth, nominal"	"Depth, top/min"	"Depth, bottom/max"	"Size fraction, lower threshold"	"Size fraction, upper threshold"	Sample material	Sample method	Sample code/label	File name	Distance	Duration(ISO)	Number of observations	Nitrite	Nitrite_1	Nitrite_2	Nitrite_3	Nitrite_4	Phosphate	Phosphate_1	Phosphate_2	Phosphate_3	Phosphate_4	Nitrate and Nitrite	Nitrate and Nitrite_1	Nitrate and Nitrite_2	Nitrate and Nitrite_3	Nitrate and Nitrite_4	Silicate	Silicate_1	Silicate_2	Silicate_3	Silicate_4
TARA_X100000009	SAMEA3905024	ERS1092158	TARA_011	TARA_20091004T0830Z_011_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	9	3	15	0.22	1.6	TARA_011_SRF_0.22-1.6	SEQ-(10L-or-15min)_W0.22-1.6	TARA_20091004T0830Z_011_EVENT_PUMP_SRF_(9m)_SEQ-(10L-or-15min)_W0.22-1.6_X100000009	tara_20090923t1506z_007_event_cast	521.5756	P10DT17H23M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TARA_B100001565	SAMEA2623851	ERS494519	TARA_151	TARA_20120309T0859Z_151_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_151_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20120309T0859Z_151_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001565	"tara_20120309t1016z_151_event_cast,tara_20120309t1352z_151_event_cast"	2.1579-8.7593	P00DT01H14M	1	0.019	0.019	0.019	0.019	0.019	0.0125	0.0125	0.0125	0.0125	0.0125	NA	NA	NA	NA	NA	0.6545	0.6545	0.6545	0.6545	0.6545
TARA_B100000091	SAMEA2620085	ERS488920	TARA_039	TARA_20100318T1133Z_039_EVENT_PUMP	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	25	23	27	0.22	1.6	TARA_039_DCM_0.22-1.6	SEQ-(10L-or-15min)_W0.22-1.6	TARA_20100318T1133Z_039_EVENT_PUMP_DCM_(25m)_SEQ-(10L-or-15min)_W0.22-1.6_B100000091	"tara_20100318t0956z_039_event_cast,tara_20100318t0441z_039_event_cast,tara_20100320t0817z_039_event_cast"	2.0758-18.8401	P00DT01H40M	2	0.005	0.005	0.011	0.017	0.017	0.231	0.231	0.2465	0.262	0.262	0.042	0.042	0.0675	0.093	0.093	1.208	1.208	1.2415	1.275	1.275
TARA_B100001564	SAMEA2623850	ERS494518	TARA_151	TARA_20120309T0859Z_151_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_151_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20120309T0859Z_151_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100001564	"tara_20120309t1016z_151_event_cast,tara_20120309t1352z_151_event_cast"	2.1579-8.7593	P00DT01H14M	1	0.019	0.019	0.019	0.019	0.019	0.0125	0.0125	0.0125	0.0125	0.0125	NA	NA	NA	NA	NA	0.6545	0.6545	0.6545	0.6545	0.6545
TARA_B100000524	SAMEA2621254	ERS490659	TARA_078	TARA_20101104T1015Z_078_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_078_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101104T1015Z_078_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000524	"tara_20101104t1024z_078_event_cast,tara_20101104t1708z_078_event_cast"	0.16125-3.5701	P00DT00H00M	2	0	0	0	0	0	0	0	0	0.016	0.016	0.017	0.017	0.026	0.035	0.035	0.481	0.481	0.749	1.017	1.017
TARA_B100000513	SAMEA2621198	ERS490542	TARA_076	TARA_20101016T0955Z_076_EVENT_PUMP	[SRF] surface water layer (ENVO:00010504)	5	3	7	0.22	3	TARA_076_SRF_0.22-3	SEQ-(10L-or-15min)_W0.22-3	TARA_20101016T0955Z_076_EVENT_PUMP_SRF_(5m)_SEQ-(10L-or-15min)_W0.22-3_B100000513	"tara_20101016t1009z_076_event_cast,tara_20101016t1415z_076_event_cast"	1.7268-16.2729	P00DT00H12M	1	0.001404	0.001404	0.001404	0.001404	0.001404	0.055883	0.055883	0.055883	0.055883	0.055883	0	0	0	0	0	0.814172	0.814172	0.814172	0.814172	0.814172
