sampling_event_ID	cruise_number	cast_number	Id	cruise_type	niskin_number	decy	lat	lon	Depth	p1	p2	p3	p4	p5	p6	p7	p8	p9	p10	p11	p12	p13	p14	p15	Chl	Phae	p18	p19	p20	p21	filename	Temp	CTD_S	Sal1	SigTh	O2	OxFix	Anom1	CO2	Alk	NO31	NO21	PO41
BATS_184_4_2004-01-27_16:56:00	184	4	2018400402	2	2	2004.12397	31.176	-64.326	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.74	36.688	NA	26.12	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400406	2	6	2004.12397	31.176	-64.326	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.738	36.688	NA	26.121	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400407	2	7	2004.12397	31.176	-64.326	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.738	36.688	NA	26.121	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400416	2	16	2004.12397	31.176	-64.326	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.738	36.689	NA	26.121	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400419	2	19	2004.12397	31.176	-64.326	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.738	36.689	NA	26.121	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400424	2	24	2004.12397	31.176	-64.326	3.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.733	36.689	NA	26.123	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400404	2	4	2004.12397	31.176	-64.326	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.739	36.688	NA	26.12	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400411	2	11	2004.12397	31.176	-64.326	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.742	36.688	NA	26.12	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400415	2	15	2004.12397	31.176	-64.326	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.737	36.689	NA	26.122	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400420	2	20	2004.12397	31.176	-64.326	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.738	36.689	NA	26.121	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400409	2	9	2004.12397	31.176	-64.326	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.743	36.688	NA	26.12	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400413	2	13	2004.12397	31.176	-64.326	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.738	36.689	NA	26.121	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_184_4_2004-01-27_16:56:00	184	4	2018400423	2	23	2004.12397	31.176	-64.326	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.735	36.689	NA	26.122	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_186_4_2004-03-23_19:48:00	186	4	1018600401	1	1	2004.22418	31.77	-64.052	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.023	36.68	36.686	26.044	227.6	19.6	5	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600402	1	2	2004.22418	31.77	-64.052	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.021	36.686	36.686	26.045	226.3	19.5	3.7	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600403	1	3	2004.22418	31.77	-64.052	9.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.024	36.686	36.685	26.043	226.1	19.5	3.5	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600404	1	4	2004.22418	31.77	-64.052	13.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.024	36.685	36.685	26.043	226.1	19.4	3.6	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600405	1	5	2004.22418	31.77	-64.052	19.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.022	36.685	36.685	26.044	226.1	19.3	3.5	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600406	1	6	2004.22418	31.77	-64.052	24.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.022	36.685	36.685	26.045	225.8	19.3	3.2	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600407	1	7	2004.22418	31.77	-64.052	28.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.031	36.685	36.686	26.042	226	19.3	3.5	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600408	1	8	2004.22418	31.77	-64.052	33.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.033	36.685	36.685	26.042	226.2	19.2	3.7	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600409	1	9	2004.22418	31.77	-64.052	39.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.025	36.685	36.685	26.044	226.4	19.1	3.8	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600410	1	10	2004.22418	31.77	-64.052	50.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.956	36.679	36.679	26.058	225.7	19.2	2.8	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600411	1	11	2004.22418	31.77	-64.052	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.889	36.677	36.677	26.076	226.2	19.1	3.1	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600412	1	12	2004.22418	31.77	-64.052	70.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.884	36.68	36.682	26.081	226.1	19.1	3	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600413	1	13	2004.22418	31.77	-64.052	82.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.878	36.685	36.684	26.085	225.9	19.1	2.8	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600414	1	14	2004.22418	31.77	-64.052	87.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.879	36.684	36.683	26.084	226.1	18.9	3	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600415	1	15	2004.22418	31.77	-64.052	98.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.872	36.684	36.684	26.087	225.8	19	2.6	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600416	1	16	2004.22418	31.77	-64.052	120.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.865	36.683	36.682	26.089	225.8	18.9	2.6	NA	NA	0	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600417	1	17	2004.22418	31.77	-64.052	141.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.79	36.677	36.677	26.106	223.9	18.9	0.4	NA	NA	0.1	NA	0.05
BATS_186_4_2004-03-23_19:48:00	186	4	1018600418	1	18	2004.22418	31.77	-64.052	160.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.734	36.675	36.674	26.119	222.5	18.8	-1.3	NA	NA	0.36	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600419	1	19	2004.22418	31.77	-64.052	179.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.701	36.669	NA	26.125	NA	18	NA	NA	NA	NA	NA	NA
BATS_186_4_2004-03-23_19:48:00	186	4	1018600420	1	20	2004.22418	31.77	-64.052	200.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.686	36.671	36.671	26.131	221.3	18.8	-2.7	NA	NA	0.54	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600421	1	21	2004.22418	31.77	-64.052	250.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.434	36.633	36.636	26.173	218.4	18.7	-6.6	NA	NA	1.05	NA	0
BATS_186_4_2004-03-23_19:48:00	186	4	1018600422	1	22	2004.22418	31.77	-64.052	299.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.158	36.615	36.615	26.23	209.5	18.6	-16.7	NA	NA	2.1	NA	0.06
BATS_186_4_2004-03-23_19:48:00	186	4	1018600423	1	23	2004.22418	31.77	-64.052	399.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	18.446	36.568	36.567	26.38	206.4	18.5	-22.9	NA	NA	3.4	NA	0.09
BATS_186_4_2004-03-23_19:48:00	186	4	1018600424	1	24	2004.22418	31.77	-64.052	499.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	17.826	36.487	NA	26.477	NA	16.2	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500401	1	1	2004.93647	31.687	-64.138	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	23.036	36.761	NA	25.262	NA	21.6	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500402	1	2	2004.93647	31.687	-64.138	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	23.003	36.773	NA	25.28	NA	21.6	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500403	1	3	2004.93647	31.687	-64.138	20.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	22.988	36.79	NA	25.298	NA	21.6	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500404	1	4	2004.93647	31.687	-64.138	39.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	23.002	36.807	NA	25.308	NA	21.6	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500405	1	5	2004.93647	31.687	-64.138	59.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	22.579	36.782	NA	25.413	NA	21.2	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500406	1	6	2004.93647	31.687	-64.138	79.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	22.332	36.76	NA	25.468	NA	21	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500407	1	7	2004.93647	31.687	-64.138	99.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	21.983	36.712	NA	25.531	NA	20.7	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500408	1	8	2004.93647	31.687	-64.138	119.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.414	36.697	NA	25.953	NA	19.3	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500409	1	9	2004.93647	31.687	-64.138	139.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.982	36.69	NA	26.065	NA	18.9	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500410	1	10	2004.93647	31.687	-64.138	159.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.539	36.659	NA	26.158	NA	18.5	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500411	1	11	2004.93647	31.687	-64.138	179.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.288	36.651	NA	26.219	NA	18.2	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500412	1	12	2004.93647	31.687	-64.138	201.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.017	36.627	NA	26.272	NA	18	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500413	1	13	2004.93647	31.687	-64.138	249.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	18.679	36.599	NA	26.338	NA	17.7	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500414	1	14	2004.93647	31.687	-64.138	301.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	18.354	36.566	NA	26.398	NA	17.4	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500415	1	15	2004.93647	31.687	-64.138	399.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	17.805	36.494	NA	26.483	NA	16.9	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500416	1	16	2004.93647	31.687	-64.138	499.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	16.533	36.274	NA	26.624	NA	15.7	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500417	1	17	2004.93647	31.687	-64.138	598.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	14.705	35.957	NA	26.796	NA	14.1	NA	NA	NA	NA	NA	NA
BATS_195_4_2004-12-08_17:57:00	195	4	1019500418	1	18	2004.93647	31.687	-64.138	1001.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	6.827	35.106	NA	27.54	NA	8.9	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300301	1	1	2003.1419	31.683	-64.173	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.688	36.739	NA	25.905	NA	18.7	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300302	1	2	2003.1419	31.683	-64.173	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.539	36.729	NA	25.938	NA	18.6	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300303	1	3	2003.1419	31.683	-64.173	18.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.504	36.729	NA	25.948	NA	18.6	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300304	1	4	2003.1419	31.683	-64.173	39.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.356	36.711	NA	25.976	NA	18.4	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300305	1	5	2003.1419	31.683	-64.173	58.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.224	36.695	NA	26	NA	18.3	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300306	1	6	2003.1419	31.683	-64.173	80.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.097	36.687	NA	26.029	NA	18.2	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300307	1	7	2003.1419	31.683	-64.173	99.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	20.003	36.681	NA	26.05	NA	18.1	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300308	1	8	2003.1419	31.683	-64.173	120.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.902	36.672	NA	26.071	NA	18	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300309	1	9	2003.1419	31.683	-64.173	140.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.888	36.672	NA	26.075	NA	18	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300310	1	10	2003.1419	31.683	-64.173	160.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.843	36.664	NA	26.082	NA	17.9	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300311	1	11	2003.1419	31.683	-64.173	180.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.691	36.649	NA	26.112	NA	17.8	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300312	1	12	2003.1419	31.683	-64.173	199.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.445	36.636	NA	26.168	NA	17.6	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300313	1	13	2003.1419	31.683	-64.173	248.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	18.827	36.606	NA	26.307	NA	17	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300314	1	14	2003.1419	31.683	-64.173	298.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	18.493	36.576	NA	26.37	NA	16.7	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300315	1	15	2003.1419	31.683	-64.173	400.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	17.642	36.464	NA	26.5	NA	15.9	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300316	1	16	2003.1419	31.683	-64.173	501.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	16.853	36.339	NA	26.599	NA	15.2	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300317	1	17	2003.1419	31.683	-64.173	601.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	14.935	36	NA	26.779	NA	13.5	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	1017300318	1	18	2003.1419	31.683	-64.173	1004.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	7.249	35.161	NA	27.525	NA	8.3	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300303	2	3	2003.17204	31.646	-64.19	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.658	36.641	NA	26.106	NA	17.8	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300305	2	5	2003.17204	31.646	-64.19	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.654	36.641	NA	26.107	NA	17.8	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300301	2	1	2003.17204	31.646	-64.19	3.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.656	36.642	NA	26.107	NA	17.8	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300302	2	2	2003.17204	31.646	-64.19	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.662	36.641	NA	26.105	NA	17.9	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300304	2	4	2003.17204	31.646	-64.19	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.653	36.641	NA	26.108	NA	17.8	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300306	2	6	2003.17204	31.646	-64.19	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.655	36.641	NA	26.107	NA	17.8	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300307	2	7	2003.17204	31.646	-64.19	8.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.661	36.641	NA	26.105	NA	17.8	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300308	2	8	2003.17204	31.646	-64.19	19.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.667	36.641	NA	26.105	NA	17.9	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300309	2	9	2003.17204	31.646	-64.19	38.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.667	36.641	NA	26.105	NA	17.8	NA	NA	NA	NA	NA	NA
BATS_173_3_2003-02-21_19:05:00	173	3	2017300310	2	10	2003.17204	31.646	-64.19	58.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	bats_bottle.txt	19.665	36.64	NA	26.106	NA	17.8	NA	NA	NA	NA	NA	NA
