Sample_event_ID	Archive_ID	cruise_name	EXPOCODE	Ship	STNNBR	CASTNO	section	start_ISO_DateTime	Date	Year	Month	Day	timeutc	lon	lat	nav_code	parameters	comments	HOT_summary_file_name	ROSETTE	CTDPRS	CTDOXY	CTDSAL	CTDTMP	NO2_NO3	OXYGEN	PHSPHT	REPLICT	SALNITY	SIGMA	SILCAT	THETA	num_bottles	QUALT1	QUALT2	QUALT3	QUALT4	QUALT5	QUALT6	QUALT7	QUALT8	QUALT9	QUAL10
SE_16	SAMN07137045	HOT150	33KI150_1	33KI150/1	2	3	PRS2	2003-07-19T21:01:00Z	71903	2003	7	19	2101	-157.9975	22.7512	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot150.sum	4	177.2	201.2	34.9408	18.3198				1	34.9481	25.155		18.289	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_17	SAMN07137046	HOT151	33KI151_1	33KI151/1	2	3	PRS2	2003-08-20T21:00:00Z	82003	2003	8	20	2100	-157.9998	22.7633	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot151.sum	16	5.2	205.9	34.973	26.3989				1	34.9726	22.888		26.3978	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_17	SAMN07137047	HOT151	33KI151_1	33KI151/1	2	3	PRS2	2003-08-20T21:00:00Z	82003	2003	8	20	2100	-157.9998	22.7633	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot151.sum	7	115.8	210.6	35.0477	22.6477				1	35.0494	24.077		22.6244	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_17	SAMN07137048	HOT151	33KI151_1	33KI151/1	2	3	PRS2	2003-08-20T21:00:00Z	82003	2003	8	20	2100	-157.9998	22.7633	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot151.sum	4	175.6	194.7	35.1097	20.2498				1	35.1061	24.788		20.217	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_18	SAMN07137049	HOT153	33KB153_1	33KB153/1	2	3	PRS2	2003-11-09T20:55:00Z	110903	2003	11	9	2055	-157.9977	22.7493	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot153.sum	14	8.2	203.4	35.2011	26.5241				1	35.2028	23.021		26.5223	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_18	SAMN07137050	HOT153	33KB153_1	33KB153/1	2	3	PRS2	2003-11-09T20:55:00Z	110903	2003	11	9	2055	-157.9977	22.7493	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot153.sum	8	101.9	218.2	35.2531	22.3659				1	35.2558	24.313		22.3454	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_18	SAMN07137051	HOT153	33KB153_1	33KB153/1	2	3	PRS2	2003-11-09T20:55:00Z	110903	2003	11	9	2055	-157.9977	22.7493	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot153.sum	4	175.1	183.4	34.8727	18.0113				1	34.8591	25.179		17.9813	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_19	SAMN07137052	HOT154	33KB154_1	33KB154/1	2	10	PRS2	2003-12-20T21:02:00Z	122003	2003	12	20	2102	-157.9172	22.7348	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot154.sum	18	9.3	209.9	35.2778	24.299				1	35.2759	23.763		24.297	19	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_19	SAMN07137053	HOT154	33KB154_1	33KB154/1	2	10	PRS2	2003-12-20T21:02:00Z	122003	2003	12	20	2102	-157.9172	22.7348	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot154.sum	10	85	211.5	35.3627	23.0548				1	35.3573	24.198		23.0374	19	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_19	SAMN07137054	HOT154	33KB154_1	33KB154/1	2	10	PRS2	2003-12-20T21:02:00Z	122003	2003	12	20	2102	-157.9172	22.7348	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot154.sum	4	178.8	202.8	34.8727	17.9513				1	34.8882	25.194		17.9207	19	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_20	SAMN07137055	HOT152	33KB152_1	33KB152/1	2	3	PRS2	2003-10-14T20:59:00Z	101403	2003	10	14	2059	-157.9787	22.7767	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot152.sum	20	4.2	204.6	35.0412	26.8415				1	35.0407	22.8		26.8405	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_20	SAMN07137056	HOT152	33KB152_1	33KB152/1	2	3	PRS2	2003-10-14T20:59:00Z	101403	2003	10	14	2059	-157.9787	22.7767	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot152.sum	8	100.2	207.2	35.1888	23.3731				1	35.1835	23.975		23.3524	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_20	SAMN07137057	HOT152	33KB152_1	33KB152/1	2	3	PRS2	2003-10-14T20:59:00Z	101403	2003	10	14	2059	-157.9787	22.7767	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot152.sum	4	173.9	195.8	35.2816	21.4187				1	35.2761	24.603		21.3849	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_21	SAMN07137058	HOT155	33KI155_1	33KI155/1	2	3	PRS2	2004-01-21T20:59:00Z	12104	2004	1	21	2059	-157.9978	22.7508	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot155.sum	14	4.1	206.4	35.1693	24.1569				1	35.1684	23.723		24.1561	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_21	SAMN07137059	HOT155	33KI155_1	33KI155/1	2	3	PRS2	2004-01-21T20:59:00Z	12104	2004	1	21	2059	-157.9978	22.7508	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot155.sum	8	98.5	207.3	35.3775	23.7477				1	35.3767	24.008		23.7271	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_21	SAMN07137060	HOT155	33KI155_1	33KI155/1	2	3	PRS2	2004-01-21T20:59:00Z	12104	2004	1	21	2059	-157.9978	22.7508	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot155.sum	4	174.2	199.3	35.1521	20.0205				1	35.1572	24.881		19.9882	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_22	SAMN07137061	HOT157	33KB157_1	33KB157/1	2	3	PRS2	2004-03-19T20:43:00Z	31904	2004	3	19	2043	-157.9965	22.752	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot157.sum	23	9.9	213.8	35.1827	23.0455				1	35.1821	24.06		23.0434	24	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_22	SAMN07137062	HOT157	33KB157_1	33KB157/1	2	3	PRS2	2004-03-19T20:43:00Z	31904	2004	3	19	2043	-157.9965	22.752	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot157.sum	16	114.3	215.4	35.332	22.2873				1	35.3309	24.396		22.2644	24	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_22	SAMN07137063	HOT157	33KB157_1	33KB157/1	2	3	PRS2	2004-03-19T20:43:00Z	31904	2004	3	19	2043	-157.9965	22.752	GPS	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot157.sum	13	173.9	195.4	35.0066	19.0018				1	35.0187	25.034		18.9707	24	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_23	SAMN08390922	HOT214	33KB214_1	33KB214/1	2	3	PRS2	2009-08-18T15:47:00Z	81809	2009	8	18	1547	-157.9883	22.75	GPS	1;2;3;4;5;6	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot214.sum	8	3598.9	141.9	34.6823	1.4628	36.33	141.6	2.56	1	34.6826	27.777	154.56	1.1875	24	2222555	9222995	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_24	SAMN08390923	HOT216	33KI216_1	33KI216/1	2	3	PRS2	2009-11-03T16:16:00Z	110309	2009	11	3	1616	-158.0012	22.7505	GPS	1;2;3;4;5;6	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot216.sum	4	4400.1	151.7	34.686	1.4784	35.38	151.8	2.47	1	34.6863	27.785	148.74	1.1156	24	2222555	9222995	9999999	9999999	9999999	999999	999999	999999	999999	999999
