sampling_event_id	cruise_name	EXPOCODE	Ship	STNNBR	CASTNO	section	start_ISO_DateTime	Date	Year	Month	Day	timeutc	lon	lat	nav_code	depth_max	pres_max	depth_hgt	parameters	comments	HOT_summary_file_name	ROSETTE	CTDPRS	ALKALIN	CTDOXY	CTDSAL	CTDTMP	DIC	DOC	NO2_NO3	OXYGEN	PH	PHSPHT	REPLICT	SALNITY	SIGMA	SILCAT	THETA	num_bottles	QUALT1	QUALT2	QUALT3	QUALT4	QUALT5	QUALT6	QUALT7	QUALT8	QUALT9	QUAL10
SE_1	HOT156	33KI156_1	33KI156/1	2	3	PRS2	2004-02-24T20:57:00Z	22404	2004	2	24	2057	-157.9957	22.7475	GPS	4750	1022	3737	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot156.sum	4	173.3		198.9	35.0129	18.9169							1	35.0165	25.06		18.8861	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_1	HOT156	33KI156_1	33KI156/1	2	3	PRS2	2004-02-24T20:57:00Z	22404	2004	2	24	2057	-157.9957	22.7475	GPS	4750	1022	3737	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot156.sum	3	199.3		201.7	34.8306	17.6319							1	34.819	25.241		17.5981	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_1	HOT156	33KI156_1	33KI156/1	2	3	PRS2	2004-02-24T20:57:00Z	22404	2004	2	24	2057	-157.9957	22.7475	GPS	4750	1022	3737	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot156.sum	2	550.2		84.4	34.0534	6.0462							1	34.0529	26.805		5.9982	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_1	HOT156	33KI156_1	33KI156/1	2	3	PRS2	2004-02-24T20:57:00Z	22404	2004	2	24	2057	-157.9957	22.7475	GPS	4750	1022	3737	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot156.sum	1	1020.1		46.8	34.4953	3.9711							1	34.4999	27.396		3.894	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	20	4.4		211.8	35.0241	23.8447							1		23.706		23.8438	20	2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	19	4.4		211.9	35.0242	23.8488							1		23.705		23.8479	20	2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	18	4.4		211.9	35.0241	23.8488							1	35.029	23.705		23.8479	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	17	8.9		211.8	35.0239	23.8391							1	35.0256	23.708		23.8372	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	16	8.9		212	35.0241	23.83							1	35.0256	23.71		23.8282	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	15	8.8		212.1	35.0238	23.8292							1		23.71		23.8274	20	2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	14	8.8		212.5	35.024	23.8231							1		23.712		23.8212	20	2159999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	13	23.8		212.5	35.0237	23.7724							1	35.0282	23.728		23.7674	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	12	44.7		212.3	35.0243	23.7592							1	35.0254	23.734		23.7499	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	11	58.5		212.5	35.0882	23.8402							1	35.0878	23.759		23.8279	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	10	73.6		212	35.0983	23.8132							1	35.1016	23.776		23.7978	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	9	84.6		212.1	35.1407	23.6372							1	35.1483	23.86		23.6196	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	8	99.1		211.8	35.2871	23.0471							1	35.2858	24.144		23.0269	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	7	114.6		209	35.3076	22.7268							1	35.3047	24.252		22.7036	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	6	124.4		209.9	35.3212	22.6176							1	35.3203	24.294		22.5925	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	5	148.8		198	35.2635	21.8004							1	35.2673	24.482		21.7711	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	4	174.2		196.9	35.176	20.4854							1	35.1794	24.776		20.4527	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	3	200.2		192.7	34.9276	18.3984							1	34.9322	25.126		18.3635	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	2	549.2		93.1	34.076	6.6031							1	34.0792	26.751		6.5528	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_2	HOT158	33KI158_1	33KI158/1	2	3	PRS2	2004-04-20T21:10:00Z	42004	2004	4	20	2110	-157.9945	22.7578	GPS	4720	1020	3709	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot158.sum	1	1020		44.4	34.4761	3.8373							1	34.4754	27.394		3.7613	20	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	16	4.3		211.6	34.7002	25.3593							1	34.6991	23.005		25.3584	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	15	4.3		211.4	34.6998	25.3467							1	34.7064	23.009		25.3457	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	14	4.3		211.2	34.6998	25.3458							1	34.6981	23.009		25.3448	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	13	24.1		212.3	34.7687	25.0652							1	34.7697	23.148		25.0599	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	12	44		216.5	34.9691	24.6189							1	34.9638	23.436		24.6094	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	11	59.7		217.1	35.0892	24.1081							1	35.0882	23.681		24.0955	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	10	73.7		215.1	35.1169	23.6969							1	35.1222	23.824		23.6816	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	9	84.5		211.7	35.1528	23.3464							1	35.1522	23.954		23.3289	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	8	98.8		207	35.1465	22.9276							1	35.1475	24.071		22.9075	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	7	114		198.4	35.1263	22.1357							1	35.1573	24.282		22.113	16	2149999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	6	123.9		196.4	35.1254	21.7222							1	35.1266	24.397		21.6979	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	5	148.9		192.6	35.0558	20.2358							1	35.0661	24.749		20.2081	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	4	173.3		201.4	35.0425	19.3239							1	35.0388	24.979		19.2926	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	3	198.9		198.2	34.8543	17.8896							1	34.8635	25.196		17.8556	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	2	499.5		118.7	34.0674	7.2798							1	34.0725	26.652		7.2317	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_3	HOT159	33KI159_1	33KI159/1	2	3	PRS2	2004-05-18T20:55:00Z	51804	2004	5	18	2055	-157.9707	22.7425	GPS	4718	1020	3707	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot159.sum	1	1019.9		46.3	34.475	3.9129							1	34.4769	27.385		3.8364	16	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_4	HOT160	33KI160_1	33KI160/1	2	4	PRS2	2004-06-15T20:57:00Z	61504	2004	6	15	2057	-158.0015	22.7487	GPS	4729	1022	3716	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot160.sum	14	4.3		208.1	34.734	25.8764							1	34.7368	22.871		25.8754	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_4	HOT160	33KI160_1	33KI160/1	2	4	PRS2	2004-06-15T20:57:00Z	61504	2004	6	15	2057	-158.0015	22.7487	GPS	4729	1022	3716	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot160.sum	13	23.7		208	34.7335	25.6565							1	34.7345	22.94		25.6513	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_4	HOT160	33KI160_1	33KI160/1	2	4	PRS2	2004-06-15T20:57:00Z	61504	2004	6	15	2057	-158.0015	22.7487	GPS	4729	1022	3716	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot160.sum	12	43.8		209	34.7392	25.505							1	34.7394	22.993		25.4954	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_4	HOT160	33KI160_1	33KI160/1	2	4	PRS2	2004-06-15T20:57:00Z	61504	2004	6	15	2057	-158.0015	22.7487	GPS	4729	1022	3716	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot160.sum	11	58.7		215.8	34.9215	24.8703							1	34.9195	23.325		24.8577	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
SE_4	HOT160	33KI160_1	33KI160/1	2	4	PRS2	2004-06-15T20:57:00Z	61504	2004	6	15	2057	-158.0015	22.7487	GPS	4729	1022	3716	1	Dual T; C sensors	http://dmoserv3.bco-dmo.org/jg/serv/BCO-DMO/HOT/ctd.flat1?HOT_summary_file_name%20eq%20cruise.summaries/hot160.sum	10	74.3		214.3	35.0396	24.193							1	35.0309	23.619		24.1773	14	2129999	9999999	9999999	9999999	9999999	999999	999999	999999	999999	999999
